#,Quarter,Time,LOS,Plays,Length,Net Yds,Result
1,1,15:00,CIN 25,8,2:48,36,Punt
2,1,9:02,CIN 43,8,3:54,23,Field Goal
3,1,4:08,CIN 29,3,1:38,4,Punt
4,2,14:03,CIN 25,3,2:21,9,Punt
5,2,7:06,CIN 20,2,0:37,80,Touchdown
6,2,1:51,CIN 25,10,1:48,63,Field Goal
7,3,13:20,CIN 25,4,2:14,75,Touchdown
8,3,7:27,CIN 10,3,1:39,90,Touchdown
9,3,3:37,CIN 15,11,3:46,69,Interception
10,4,11:39,BAL 38,4,2:15,38,Touchdown
11,4,7:53,BAL 44,2,0:54,44,Touchdown
12,4,6:15,CIN 30,3,2:26,-5,Punt
13,4,2:12,CIN 44,4,1:51,5,Downs
