Quarter,Time,Down,ToGo,Location,PHI,CHI,Detail,EPB,EPA
2,12:39,,,,10,3,Timeout #1 by Philadelphia Eagles,0.000,1.820
2,12:39,3,4,CHI 44,10,3,Donovan McNabb sacked by Tommie Harris and Israel Idonije for -10 yards,1.820,-0.320
2,12:13,4,14,PHI 46,10,3,"Saverio Rocca punts 45 yards, returned by Devin Hester for 9 yards (tackle by Jon Dorenbos)",-0.320,-0.040
2,12:02,1,10,CHI 18,10,3,Jay Cutler pass incomplete short right intended for Kahlil Bell,0.040,-0.490
2,11:57,2,10,CHI 18,10,3,Kahlil Bell left guard for 72 yards (tackle by Asante Samuel),-0.490,4.910
2,11:27,1,10,PHI 10,10,3,Jay Cutler pass complete short right to Jason McKie for 1 yard (tackle by Chris Gocong),4.910,4.380
2,10:52,2,9,PHI 9,10,3,Matt Forte right end for -1 yards (tackle by Will Witherspoon),4.380,3.130
2,10:09,3,10,PHI 10,10,3,Jay Cutler pass incomplete short middle intended for Greg Olsen (defended by Victor Harris),3.130,2.760
2,10:02,4,10,PHI 10,10,6,Robbie Gould 28 yard field goal good,2.760,3.000
2,,,,CHI 30,10,6,"Robbie Gould kicks off 70 yards, touchback",0.000,0.280
2,9:59,1,10,PHI 20,10,6,Donovan McNabb sacked by Hunter Hillenmeyer and Mark Anderson for -5 yards,0.280,-1.070
2,9:22,2,15,PHI 15,10,6,Donovan McNabb pass incomplete short middle intended for LeSean McCoy,-1.070,-1.860
2,9:16,3,15,PHI 15,10,6,Donovan McNabb pass complete short left to Jeremy Maclin for 16 yards (tackle by Corey Graham and Danieal Manning),-1.860,1.000
2,8:46,1,10,PHI 31,10,6,LeSean McCoy right guard for 4 yards (tackle by Alex Brown),1.000,1.000
2,8:17,2,6,PHI 35,10,6,LeSean McCoy left end for 3 yards (tackle by Corey Graham),1.000,0.700
2,7:32,3,3,PHI 38,10,6,Donovan McNabb pass incomplete short left intended for DeSean Jackson is intercepted by Zackary Bowman at PHI-45,0.700,-2.590
2,7:27,1,10,PHI 45,10,6,"Jay Cutler pass incomplete deep left intended for Devin Hester. Penalty on Matt Forte: Offensive Holding, 10 yards (no play)",2.590,1.930
2,7:20,1,20,CHI 45,10,6,Matt Forte right guard for 2 yards (tackle by Quintin Mikell),1.930,0.960
2,6:46,2,18,CHI 47,10,6,Jay Cutler pass complete short right to Matt Forte for 1 yard (tackle by Asante Samuel),0.960,0.430
2,6:17,3,17,CHI 48,10,6,Jay Cutler pass incomplete short left intended for Johnny Knox,0.430,-0.190
2,6:11,4,17,CHI 48,10,6,"Brad Maynard punts 44 yards, returned by DeSean Jackson for 53 yards (tackle by Jamar Williams)",-0.190,-2.980
2,5:55,1,10,CHI 39,10,6,"Donovan McNabb pass complete short right to DeSean Jackson for 5 yards (tackle by Charles Tillman). DeSean Jackson fumbles (forced by Charles Tillman), recovered by Anthony Adams at CHI-33 (tackle by Todd Herremans)",2.980,-1.140
2,5:47,1,10,CHI 33,10,6,"Kahlil Bell left end for 7 yards (tackle by Quintin Mikell). Penalty on Kellen Davis: Offensive Holding, 10 yards (no play)",1.140,0.480
2,5:18,1,20,CHI 23,10,6,Kahlil Bell right end for 8 yards (tackle by Mike Patterson),0.480,0.320
2,4:40,2,12,CHI 31,10,6,Jay Cutler pass complete short left to Devin Hester for 8 yards (tackle by Victor Harris),0.320,0.700
2,3:54,3,4,CHI 39,10,6,"Jay Cutler pass incomplete deep left intended for Johnny Knox. Penalty on Dimitri Patterson: Illegal Contact, 6 yards (no play)",0.700,1.930
2,3:48,1,10,CHI 45,10,6,Jay Cutler pass complete short right to Earl Bennett for 5 yards (tackle by Victor Harris),1.930,2.060
2,3:12,2,5,,10,6,Jay Cutler pass incomplete short right intended for Devin Hester,2.060,1.360
2,3:09,3,5,,10,6,Jay Cutler pass complete short right to Earl Bennett for 19 yards (tackle by Victor Abiamiri),1.360,3.510
2,2:24,1,10,PHI 31,10,6,Jay Cutler pass incomplete deep left intended for Devin Hester (defended by Sheldon Brown),3.510,2.970
2,2:18,2,10,PHI 31,10,6,"Matt Forte left guard for 9 yards (tackle by Will Witherspoon). Penalty on Olin Kreutz: Offensive Holding, 10 yards (no play)",2.970,1.620
2,2:00,2,20,PHI 41,10,6,Jay Cutler for 9 yards (tackle by Victor Harris),1.620,2.150
2,1:51,3,11,PHI 32,10,6,Jay Cutler pass complete short middle to Greg Olsen for 10 yards (tackle by Will Witherspoon and Tracy White),2.150,2.140
2,1:24,,,,10,6,Timeout #1 by Chicago Bears,0.000,2.140
2,1:24,4,1,PHI 22,10,6,Jay Cutler middle for 2 yards (tackle by Brodrick Bunkley),2.140,4.240
2,0:52,1,10,PHI 20,10,6,"Jay Cutler pass incomplete short middle intended for Devin Hester. Penalty on Will Witherspoon: Illegal Contact, 5 yards (no play)",4.240,4.580
2,0:46,1,10,PHI 15,10,6,Matt Forte left guard for no gain (tackle by Brodrick Bunkley and Trent Cole),4.580,3.950
2,0:39,,,,10,6,Timeout #2 by Chicago Bears,0.000,3.950
2,0:39,2,10,PHI 15,10,6,Jay Cutler pass complete short middle to Greg Olsen for 5 yards (tackle by Will Witherspoon),3.950,4.000
2,0:21,,,,10,6,Timeout #2 by Philadelphia Eagles,0.000,4.000
2,0:21,3,5,PHI 10,10,6,Jay Cutler pass incomplete short middle intended for Devin Hester,4.000,2.810
2,0:17,4,5,PHI 10,10,9,Robbie Gould 28 yard field goal good,2.810,3.000
2,,,,CHI 30,10,9,"Robbie Gould kicks off 69 yards, returned by Victor Harris for 32 yards (tackle by Corey Graham)",0.000,1.140
2,0:05,1,10,PHI 33,10,9,LeSean McCoy right guard for 1 yard (tackle by Lance Briggs),1.140,0.730
Quarter,Time,Down,ToGo,Location,PHI,CHI,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,PHI 30,10,9,"David Akers kicks off 68 yards, returned by Danieal Manning for 29 yards (tackle by Tracy White)",0.000,1.000
3,14:52,1,10,CHI 31,10,9,Matt Forte left guard for 4 yards (tackle by Sean Jones),1.000,1.000
3,14:21,2,6,CHI 35,10,9,Jay Cutler pass complete short right to Devin Hester for -3 yards (tackle by Dimitri Patterson),1.000,-0.100
3,13:41,3,9,CHI 32,10,9,Jay Cutler sacked by Trent Cole for -13 yards,-0.100,-2.140
3,13:12,4,22,CHI 19,10,9,"Brad Maynard punts 39 yards, fair catch by DeSean Jackson",-2.140,-1.730
3,13:05,1,10,PHI 42,10,9,Donovan McNabb pass incomplete short left intended for Reggie Brown,1.730,1.190
3,13:01,2,10,PHI 42,10,9,"Penalty on PHI: Illegal Substitution, 5 yards (no play)",1.190,0.510
3,13:01,2,15,PHI 37,10,9,Donovan McNabb pass complete short left to Jason Avant for 3 yards (tackle by Lance Briggs and Hunter Hillenmeyer),0.510,0.230
3,12:17,3,12,PHI 40,10,9,Donovan McNabb pass incomplete short left intended for Jeremy Maclin,0.230,-0.720
3,12:11,4,12,PHI 40,10,9,"Saverio Rocca punts 16 yards. Penalty on Joe Mays: Ineligible Downfield Kic, 5 yards",-0.720,-2.190
3,12:01,1,10,CHI 49,10,9,Jay Cutler pass complete deep middle to Earl Bennett for 23 yards (tackle by Sean Jones),2.190,3.710
3,11:19,1,10,PHI 28,10,9,Kahlil Bell right end for -3 yards (tackle by Juqua Parker and Quintin Mikell),3.710,2.760
3,10:40,2,13,PHI 31,10,9,Jay Cutler pass incomplete short left intended for Johnny Knox (defended by Sheldon Brown),2.760,2.080
3,10:35,3,13,PHI 31,10,9,Jay Cutler pass incomplete short middle intended for Greg Olsen,2.080,1.320
3,10:31,4,13,PHI 31,10,12,Robbie Gould 49 yard field goal good,1.320,3.000
3,,,,CHI 30,10,12,"Robbie Gould kicks off 55 yards, returned by Victor Harris for 17 yards (tackle by Darrell McClover)",0.000,1.070
3,10:20,1,10,PHI 32,10,12,LeSean McCoy right guard for 7 yards (tackle by Alex Brown),1.070,1.470
3,9:47,2,3,PHI 39,10,12,"Penalty on Leonard Weaver: False Start, 5 yards (no play)",1.470,0.800
3,9:38,2,8,PHI 34,10,12,DeSean Jackson left end for 10 yards (tackle by Zackary Bowman),0.800,1.860
3,9:16,1,10,PHI 44,10,12,LeSean McCoy right end for 6 yards (tackle by Mark Anderson and Danieal Manning),1.860,2.130
3,8:39,2,4,,10,12,Donovan McNabb sacked by Lance Briggs for -9 yards,2.130,0.230
3,8:05,3,13,PHI 41,10,12,Donovan McNabb pass complete short middle to Jeremy Maclin for 7 yards (tackle by Lance Briggs),0.230,-0.190
3,7:24,4,6,PHI 48,10,12,"Saverio Rocca punts 38 yards, returned by Devin Hester for 4 yards (tackle by Joe Mays)",-0.190,-0.040
3,7:15,1,10,CHI 18,10,12,Matt Forte right guard for 4 yards (tackle by Quintin Mikell),0.040,0.140
3,6:41,2,6,CHI 22,10,12,Jay Cutler pass incomplete short left intended for Earl Bennett (defended by Will Witherspoon),0.140,-0.660
3,6:38,3,6,CHI 22,10,12,Jay Cutler pass incomplete short middle intended for Greg Olsen,-0.660,-1.900
3,6:34,4,6,CHI 22,10,12,"Brad Maynard punts 45 yards, returned by DeSean Jackson for 3 yards (tackle by Tim Shaw)",-1.900,-1.330
3,6:23,1,10,PHI 36,10,12,Donovan McNabb pass complete short left to Jeremy Maclin for 16 yards (tackle by Lance Briggs),1.330,2.390
3,6:02,1,10,CHI 48,16,12,"Donovan McNabb pass complete deep middle to DeSean Jackson for 48 yards, touchdown",2.390,7.000
3,,,,CHI 2,17,12,David Akers kicks extra point good,0.000,0.000
3,,,,PHI 30,17,12,"David Akers kicks off 66 yards, returned by Johnny Knox for 41 yards (tackle by David Akers)",0.000,1.930
3,5:46,1,10,CHI 45,17,12,Jay Cutler pass complete short left to Devin Hester for 16 yards (tackle by Jeremiah Trotter),1.930,2.980
3,5:25,1,10,PHI 39,17,12,Matt Forte left guard for 7 yards (tackle by Quintin Mikell),2.980,3.390
3,4:47,2,3,PHI 32,17,12,Jay Cutler pass complete short left to Greg Olsen for 5 yards (tackle by Quintin Mikell),3.390,3.780
3,4:08,1,10,PHI 27,17,12,Jay Cutler pass complete short right to Earl Bennett for 9 yards (tackle by Dimitri Patterson and Juqua Parker),3.780,4.530
3,3:28,2,1,PHI 18,17,12,Matt Forte right tackle for 3 yards (tackle by Mike Patterson),4.530,4.580
3,2:57,1,10,PHI 15,17,18,"Jay Cutler pass complete short right to Kellen Davis for 15 yards, touchdown",4.580,7.000
3,,,,,17,20,"Two Point Attempt: Jay Cutler pass complete to Matt Forte, conversion succeeds",1.000,1.000
3,,,,CHI 30,17,20,"Robbie Gould kicks off 59 yards, returned by Victor Harris for 18 yards (tackle by Tim Shaw)",0.000,0.870
3,2:47,1,10,PHI 29,17,20,"Donovan McNabb pass incomplete short right intended for Brent Celek. Penalty on Winston Justice: Ineligible Downfield Pas, 5 yards (no play)",0.870,0.540
3,2:39,1,15,PHI 24,17,20,Donovan McNabb pass complete short middle to DeSean Jackson for 8 yards (tackle by Al Afalava),0.540,0.730
3,2:16,2,7,PHI 32,17,20,LeSean McCoy left tackle for 6 yards (tackle by Lance Briggs),0.730,0.830
3,1:36,3,1,PHI 38,17,20,LeSean McCoy left guard for 3 yards (tackle by Lance Briggs),0.830,1.660
3,1:04,1,10,PHI 41,17,20,"Donovan McNabb pass complete short right to DeSean Jackson for 2 yards (tackle by Charles Tillman). DeSean Jackson fumbles (forced by Charles Tillman), ball out of bounds at PHI-43",1.660,1.390
3,0:36,2,8,PHI 43,17,20,"Donovan McNabb pass complete short right to Jeremy Maclin for 17 yards (tackle by Zackary Bowman). Penalty on Jason Peters: Tripping, 10 yards (no play)",1.390,0.040
3,0:09,2,18,PHI 33,17,20,Donovan McNabb pass complete short right to Jeremy Maclin for 5 yards (tackle by Corey Graham),0.040,0.040
Quarter,Time,Down,ToGo,Location,PHI,CHI,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,3,13,PHI 38,17,20,Donovan McNabb pass complete short left to Brent Celek for 7 yards (tackle by Lance Briggs),0.040,-0.390
4,14:25,4,6,PHI 45,17,20,Saverio Rocca punts 32 yards,-0.390,-0.480
4,14:18,1,10,CHI 23,17,20,Kahlil Bell right guard for 4 yards (tackle by Jeremiah Trotter),0.480,0.470
4,13:42,2,6,CHI 27,17,20,Jay Cutler pass complete short right to Kellen Davis for 2 yards (tackle by Dimitri Patterson),0.470,0.040
4,13:01,3,4,CHI 29,17,20,Jay Cutler pass incomplete short left intended for Earl Bennett,0.040,-1.440
4,12:57,4,4,CHI 29,17,20,Brad Maynard punts 52 yards,-1.440,-0.150
4,12:49,1,10,PHI 19,17,20,"LeSean McCoy right guard for 17 yards (tackle by Charles Tillman). LeSean McCoy fumbles (forced by Charles Tillman), recovered by Hunter Hillenmeyer at PHI-36 (tackle by LeSean McCoy)",0.150,-3.120
4,12:38,1,10,PHI 37,17,20,Matt Forte right guard for -2 yards (tackle by Trent Cole),3.120,2.300
4,11:58,2,12,PHI 39,17,20,Jay Cutler pass incomplete short middle intended for Greg Olsen,2.300,1.620
4,11:53,3,12,PHI 39,17,20,Jay Cutler pass complete short left to Matt Forte for 9 yards (tackle by Victor Abiamiri),1.620,1.480
4,11:11,4,3,PHI 30,17,20,"Robbie Gould 48 yard field goal no good, blocked by Antonio Dixon",1.480,-1.470
4,11:01,1,10,PHI 38,17,20,LeSean McCoy left end for 4 yards (tackle by Anthony Adams),1.470,1.460
4,10:28,2,6,PHI 42,17,20,Donovan McNabb pass complete short right to Jason Avant for 5 yards (tackle by Corey Graham),1.460,1.420
4,10:01,3,1,PHI 47,17,20,Donovan McNabb right guard for 1 yard (tackle by Anthony Adams),1.420,2.130
4,9:18,1,10,PHI 48,17,20,Donovan McNabb pass complete short left to DeSean Jackson for 9 yards (tackle by Hunter Hillenmeyer),2.130,2.800
4,8:51,2,1,CHI 43,17,20,LeSean McCoy left end for 3 yards (tackle by Nick Roach),2.800,2.920
4,8:12,1,10,CHI 40,17,20,Donovan McNabb pass complete short right to DeSean Jackson for 5 yards (tackle by Nick Roach and Charles Tillman),2.920,3.050
4,7:34,2,5,CHI 35,17,20,Donovan McNabb pass complete short left to Jeremy Maclin for 11 yards (tackle by Zackary Bowman),3.050,3.970
4,6:56,1,10,CHI 24,17,20,Leonard Weaver right guard for 4 yards (tackle by Mark Anderson),3.970,3.970
4,6:20,2,6,CHI 20,17,20,Donovan McNabb pass incomplete short left intended for Jeremy Maclin,3.970,3.270
4,6:17,3,6,CHI 20,17,20,Donovan McNabb pass complete short middle to DeSean Jackson for 10 yards (tackle by Corey Graham),3.270,4.910
4,5:38,1,10,CHI 10,23,20,"LeSean McCoy left end for 10 yards, touchdown",4.910,7.000
4,,,,CHI 2,24,20,David Akers kicks extra point good,0.000,0.000
4,,,,PHI 30,24,20,"David Akers kicks off 62 yards, returned by Johnny Knox for 17 yards (tackle by Victor Harris)",0.000,0.610
4,5:26,1,10,CHI 25,24,20,"Penalty on Orlando Pace: False Start, 5 yards (no play)",0.610,0.280
4,5:26,1,15,CHI 20,24,20,Jay Cutler pass complete short left to Matt Forte for 3 yards (tackle by Trent Cole),0.280,-0.210
4,4:42,2,12,CHI 23,24,20,Jay Cutler pass complete short left to Matt Forte for 7 yards (tackle by Jeremiah Trotter),-0.210,0.040
4,3:57,3,5,CHI 30,24,20,Jay Cutler pass incomplete deep left intended for Johnny Knox,0.040,-1.370
4,3:51,4,5,CHI 30,24,20,Brad Maynard punts 51 yards,-1.370,-0.150
4,3:37,1,10,PHI 19,24,20,LeSean McCoy right tackle for 4 yards (tackle by Anthony Adams),0.150,0.210
4,3:32,,,,24,20,Timeout #1 by Chicago Bears,0.000,0.210
4,3:32,2,6,PHI 23,24,20,Donovan McNabb pass complete short right to Jason Avant for 5 yards (tackle by Corey Graham),0.210,0.100
4,3:25,3,1,PHI 28,24,20,LeSean McCoy right guard for 1 yard (tackle by Anthony Adams),0.100,0.870
4,3:25,,,,24,20,Timeout #2 by Chicago Bears,0.000,0.870
4,3:19,1,10,PHI 29,24,20,LeSean McCoy right guard for 1 yard (tackle by Anthony Adams and Lance Briggs),0.870,0.460
4,3:13,,,,24,20,Timeout #3 by Chicago Bears,0.000,0.460
4,3:13,2,9,PHI 30,24,20,LeSean McCoy left end for 5 yards (tackle by Danieal Manning),0.460,0.430
4,2:28,,,,24,20,Timeout #1 by Philadelphia Eagles,0.000,0.430
4,2:28,3,4,PHI 35,24,20,LeSean McCoy right end for -1 yards (tackle by Tommie Harris and Adewale Ogunleye),0.430,-1.110
4,2:00,4,5,PHI 34,24,20,"Saverio Rocca punts 38 yards, returned by Devin Hester for 7 yards (tackle by Ramzee Robinson). Penalty on Corey Graham: Illegal Block Above the , 10 yards",-1.110,-0.340
4,1:51,1,10,CHI 21,24,20,Jay Cutler pass complete short middle to Greg Olsen for 8 yards (tackle by Will Witherspoon and Tracy White),0.340,0.880
4,1:31,2,2,CHI 29,24,20,Jay Cutler pass complete short left to Earl Bennett for 1 yard (tackle by Sheldon Brown),0.880,0.300
4,1:10,3,1,CHI 30,24,20,Jay Cutler pass incomplete short right intended for Devin Hester,0.300,-1.370
4,1:07,4,1,CHI 30,24,20,Jay Cutler pass complete short right to Johnny Knox for 7 yards (tackle by Quintin Mikell and Dimitri Patterson),-1.370,1.400
4,0:52,1,10,CHI 37,24,20,Jay Cutler spiked the ball,1.400,0.860
4,0:52,2,10,CHI 37,24,20,Jay Cutler pass incomplete short right intended for Greg Olsen is intercepted by Sean Jones at 50,0.860,-2.260
4,0:45,1,10,,24,20,Donovan McNabb kneels for -1 yards,2.260,1.580
4,0:26,2,11,PHI 49,24,20,Donovan McNabb kneels for -1 yards,1.580,0.760
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
