Quarter,Time,Down,ToGo,Location,NOR,ATL,Detail,EPB,EPA
2,10:40,1,10,ATL 22,14,10,Devonta Freeman right end for 2 yards (tackle by Kenny Vaccaro),0.410,0.140
2,10:13,2,8,ATL 24,14,10,Matt Ryan pass incomplete deep left intended for Julio Jones,0.140,-0.560
2,10:07,3,8,ATL 24,14,10,Matt Ryan pass complete deep left to Jacob Tamme for 32 yards (tackle by Jamarca Sanford),-0.560,2.650
2,9:30,1,10,NOR 44,14,10,Matt Ryan pass complete short right to Julio Jones for 15 yards (tackle by Brandon Browner),2.650,3.640
2,8:53,1,10,NOR 29,14,10,Devonta Freeman left end for -3 yards (tackle by Tyeler Davison),3.640,2.700
2,8:12,2,13,NOR 32,14,10,Matt Ryan pass complete short left to Jacob Tamme for 5 yards (tackle by Kenny Vaccaro and Ramon Humber),2.700,2.680
2,7:28,3,8,NOR 27,14,10,Matt Ryan pass incomplete deep right intended for Justin Hardy,2.680,1.670
2,7:24,4,8,NOR 27,14,10,"Shayne Graham 45 yard field goal no good, blocked by Cameron Jordan",1.670,-1.270
2,7:12,1,10,NOR 35,14,10,Drew Brees pass complete short right to Tim Hightower for 21 yards (tackle by Desmond Trufant),1.270,2.650
2,6:43,1,10,ATL 44,14,10,Tim Hightower right tackle for 5 yards (tackle by Robert Alford),2.650,2.780
2,6:05,2,5,ATL 39,14,10,Drew Brees pass complete short left to Brandon Coleman for 13 yards (tackle by Kemal Ishmael),2.780,3.840
2,5:42,1,10,ATL 26,14,10,Drew Brees pass complete short left to Tim Hightower for 2 yards (tackle by Charles Godfrey),3.840,3.570
2,4:58,2,8,ATL 24,14,10,Drew Brees pass complete short left to Tim Hightower for 3 yards (tackle by Kroy Biermann),3.570,3.270
2,4:23,3,5,ATL 21,14,10,Drew Brees pass complete short right to Josh Hill for 4 yards (tackle by Charles Godfrey),3.270,3.270
2,3:35,3,5,ATL 21,14,10,Timeout #1 by New Orleans Saints,3.270,2.460
2,3:35,4,1,ATL 17,14,10,Drew Brees pass complete short left to Willie Snead for no gain,2.460,0.060
2,3:29,1,10,ATL 17,14,10,Devonta Freeman left guard for 3 yards (tackle by Brandon Browner),-0.060,-0.060
2,3:00,2,7,ATL 20,14,10,Matt Ryan pass complete short right to Julio Jones for 27 yards (tackle by Ramon Humber),-0.060,2.060
2,2:35,1,10,ATL 47,14,10,Matt Ryan pass incomplete deep right intended for Roddy White,2.060,1.520
2,2:29,2,10,ATL 47,14,10,Matt Ryan pass complete short middle to Justin Hardy for 6 yards (tackle by Kyle Wilson),1.520,1.620
2,2:00,3,4,NOR 47,14,10,"Devonta Freeman left end for -1 yards (tackle by Obum Gwacham). Penalty on Ramon Humber: Face Mask (15 Yards), 15 yards (no play)",1.620,3.450
2,1:48,1,10,NOR 32,14,10,Matt Ryan pass complete short right to Roddy White for 10 yards,3.450,4.110
2,1:40,1,10,NOR 22,14,10,Devonta Freeman right guard for 7 yards (tackle by John Jenkins and Cameron Jordan),4.110,4.110
2,1:30,1,10,NOR 22,14,10,Timeout #2 by New Orleans Saints,4.110,4.650
2,1:30,2,3,NOR 15,14,10,Matt Ryan pass complete short left to Julio Jones for 14 yards (tackle by Kyle Wilson),4.650,4.650
2,1:17,2,3,NOR 15,14,10,Timeout #3 by New Orleans Saints,4.650,6.970
2,1:17,1,1,NOR 1,14,10,Devonta Freeman right end for -3 yards (tackle by Ramon Humber),6.970,6.970
2,0:30,1,1,NOR 1,14,10,Timeout #1 by Atlanta Falcons,6.970,5.340
2,0:30,2,4,NOR 4,14,16,"Matt Ryan pass complete short right to Devonta Freeman for 4 yards, touchdown",5.340,7.000
2,0:30,,,NOR 4,14,17,Shayne Graham kicks extra point good,0.000,0.000
2,0:30,,,ATL 35,14,17,"Matthew Bosher kicks off 65 yards, touchback",0.000,-0.280
2,0:26,1,10,NOR 20,14,17,Drew Brees kneels for -1 yards,0.280,-0.460
Quarter,Time,Down,ToGo,Location,NOR,ATL,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,NOR 35,14,17,"Kai Forbath kicks off 65 yards, touchback",0.000,-0.280
3,15:00,1,10,ATL 20,14,17,Matt Ryan pass complete short left to Jacob Tamme for 12 yards (tackle by Brian Dixon and Ramon Humber),0.280,1.070
3,14:22,1,10,ATL 32,14,17,Devonta Freeman right tackle for 1 yard (tackle by Cameron Jordan),1.070,0.660
3,13:48,2,9,ATL 33,14,17,Devonta Freeman left end for 7 yards (tackle by Bobby Richardson),0.660,0.890
3,13:21,3,2,ATL 40,14,17,Matt Ryan pass complete short left to Julio Jones for 7 yards (tackle by Brian Dixon),0.890,2.060
3,12:41,1,10,ATL 47,14,17,"Terron Ward for 2 yards (tackle by Brandon Browner). Penalty on Levine Toilolo: Offensive Holding, 10 yards (no play)",2.060,1.400
3,12:08,1,20,ATL 37,14,17,Matt Ryan pass incomplete short middle intended for Roddy White,1.400,0.170
3,12:04,2,20,ATL 37,14,17,"Matt Ryan pass incomplete short left intended for Julio Jones. Penalty on Bobby Richardson: Roughing the Passer, 15 yards (no play)",0.170,2.390
3,12:00,1,10,NOR 48,14,17,Devonta Freeman left tackle for 2 yards (tackle by Bobby Richardson),2.390,2.120
3,11:33,2,8,NOR 46,14,17,Matt Ryan pass incomplete deep left intended for Roddy White,2.120,1.420
3,11:26,3,8,NOR 46,14,17,Matt Ryan sacked by Cameron Jordan for -7 yards,1.420,-0.260
3,10:46,4,15,ATL 47,14,17,"Matthew Bosher punts 45 yards, fair catch by Travaris Cadet",-0.260,0.380
3,10:37,1,10,NOR 8,14,17,Tim Hightower right guard for 10 yards (tackle by O'Brien Schofield),-0.380,0.040
3,10:05,1,10,NOR 18,14,17,Drew Brees pass complete deep middle to Willie Snead for 22 yards (tackle by Charles Godfrey),0.040,1.600
3,9:29,1,10,NOR 40,14,17,Drew Brees pass complete short left to Travaris Cadet for 9 yards (tackle by Paul Worrilow),1.600,2.270
3,8:52,2,1,NOR 49,14,17,Tim Hightower right guard for 4 yards (tackle by Paul Worrilow and Tyson Jackson),2.270,2.460
3,8:14,1,10,ATL 47,14,17,Drew Brees pass complete short left to Brandin Cooks for -3 yards (tackle by Brooks Reed),2.460,1.510
3,7:40,2,13,,14,17,Drew Brees pass complete short right to Ben Watson for 5 yards (tackle by Paul Worrilow),1.510,1.490
3,7:02,3,8,ATL 45,14,17,"Drew Brees pass incomplete short left intended for Austin Johnson. Penalty on Phillip Adams: Defensive Holding, 5 yards (no play)",1.490,2.920
3,6:56,1,10,ATL 40,14,17,Tim Hightower left guard for 5 yards (tackle by Paul Worrilow),2.920,3.050
3,6:19,2,5,ATL 35,14,17,Drew Brees pass complete short right to Brandin Cooks for 12 yards (tackle by Justin Durant),3.050,4.040
3,5:51,1,10,ATL 23,14,17,Travaris Cadet pass incomplete short left intended for Ben Watson (defended by Charles Godfrey),4.040,3.500
3,5:45,2,10,ATL 23,14,17,Drew Brees pass incomplete deep middle intended for Ben Watson (defended by Kemal Ishmael),3.500,2.810
3,5:39,3,10,ATL 23,14,17,Drew Brees pass incomplete deep middle intended for Brandin Cooks,2.810,1.930
3,5:34,4,10,ATL 23,17,17,Kai Forbath 41 yard field goal good,1.930,3.000
3,5:34,,,NOR 35,17,17,"Kai Forbath kicks off 64 yards, returned by Devin Hester for 26 yards (tackle by Chris Owens)",0.000,-0.740
3,5:23,1,10,ATL 27,17,17,Matt Ryan pass complete short middle to Julio Jones for 13 yards (tackle by Brian Dixon and Jairus Byrd),0.740,1.600
3,4:45,1,10,ATL 40,17,17,Devonta Freeman left tackle for 3 yards (tackle by Brandon Browner),1.600,1.460
3,4:03,2,7,ATL 43,17,17,Devonta Freeman left end for 4 yards (tackle by Ramon Humber),1.460,1.290
3,3:17,3,3,ATL 47,17,17,Matt Ryan pass complete short middle to Julio Jones for 7 yards (tackle by Brian Dixon),1.290,2.520
3,2:51,1,10,NOR 46,17,17,"Matt Ryan pass complete short middle to Devonta Freeman for 4 yards (tackle by David Hawthorne). Penalty on Hau'oli Kikaha: Defensive 12 On-field, 5 yards (no play)",2.520,3.250
3,2:22,1,5,NOR 41,17,17,Devonta Freeman left end for 10 yards (tackle by Brian Dixon),3.250,3.510
3,1:47,1,10,NOR 31,17,17,Matt Ryan pass incomplete short middle intended for Levine Toilolo,3.510,2.970
3,1:42,2,10,NOR 31,17,17,Matt Ryan pass incomplete short middle intended for Justin Hardy,2.970,2.280
3,1:38,3,10,NOR 31,17,17,Matt Ryan pass complete short right to Justin Hardy for 16 yards (tackle by Kenny Vaccaro),2.280,4.580
3,0:57,1,10,NOR 15,17,17,Devonta Freeman left guard for 6 yards (tackle by Cameron Jordan),4.580,5.030
3,0:12,2,4,NOR 9,17,17,Devonta Freeman left end for no gain (tackle by Brandon Browner),5.030,4.220
Quarter,Time,Down,ToGo,Location,NOR,ATL,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,3,4,NOR 9,17,17,Matt Ryan pass complete short right to Justin Hardy for 6 yards (tackle by Kyle Wilson and Kenny Vaccaro),4.220,6.510
4,14:26,1,3,NOR 3,17,17,"Devonta Freeman right end for -1 yards (tackle by John Jenkins). Devonta Freeman fumbles (forced by John Jenkins), recovered by John Jenkins at NOR-4",6.510,0.380
4,14:14,1,10,NOR 4,17,17,Drew Brees pass incomplete deep left intended for Brandon Coleman,-0.380,-0.780
4,14:05,2,10,NOR 4,17,17,Drew Brees pass complete short left to Brandon Coleman for 13 yards,-0.780,-0.060
4,13:41,1,10,NOR 17,17,17,Drew Brees pass complete short middle to Ben Watson for 7 yards (tackle by Justin Durant and Paul Worrilow),-0.060,0.480
4,13:06,2,3,NOR 24,17,17,Tim Hightower left guard for 4 yards (tackle by Paul Worrilow),0.480,0.810
4,12:34,1,10,NOR 28,17,17,Drew Brees pass complete short left to Michael Hoomanawanui for 4 yards (tackle by Brooks Reed),0.810,0.800
4,12:01,2,6,NOR 32,17,17,Drew Brees pass incomplete deep left intended for Willie Snead (defended by Robert Alford),0.800,0.100
4,11:55,3,6,NOR 32,17,17,Drew Brees pass complete short left to Willie Snead for 13 yards (tackle by Robert Alford),0.100,1.930
4,11:21,1,10,NOR 45,17,17,Tim Hightower right guard for -5 yards (tackle by Jonathan Babineaux),1.930,0.710
4,10:32,2,15,NOR 40,17,17,Drew Brees pass complete short middle to Brandin Cooks for 4 yards (tackle by Desmond Trufant),0.710,0.560
4,9:49,3,11,NOR 44,17,17,Drew Brees pass complete deep left to Brandon Coleman for 21 yards (tackle by Robert Alford),0.560,3.250
4,9:09,1,10,ATL 35,17,17,Drew Brees pass complete short right to Brandon Coleman for 12 yards (tackle by Desmond Trufant),3.250,4.040
4,8:25,1,10,ATL 23,17,17,Tim Hightower left tackle for 4 yards (tackle by Kroy Biermann and Joey Mbu),4.040,4.050
4,7:45,2,6,ATL 19,17,17,Drew Brees pass complete short right to Ben Watson for 5 yards (tackle by Kemal Ishmael and O'Brien Schofield),4.050,4.280
4,7:01,3,1,ATL 14,17,17,Tim Hightower left tackle for 2 yards (tackle by Kemal Ishmael),4.280,4.780
4,6:23,1,10,ATL 12,17,17,Drew Brees pass complete short left to Travaris Cadet for 9 yards (tackle by O'Brien Schofield),4.780,5.790
4,6:11,2,1,ATL 3,17,17,"Travaris Cadet right guard for 1 yard (tackle by Charles Godfrey). Travaris Cadet fumbles (forced by Charles Godfrey), recovered by Robert Alford at ATL-1",5.790,0.380
4,6:04,1,10,ATL 1,17,17,Matt Ryan pass complete short right to Patrick DiMarco for 7 yards (tackle by Brian Dixon),-0.380,-0.270
4,5:21,2,3,ATL 8,17,17,Matt Ryan pass complete deep left to Julio Jones for 29 yards. Penalty on Brian Dixon: Defensive Pass Interference (Declined),-0.270,1.400
4,5:03,1,10,ATL 37,17,17,Devonta Freeman left end for 1 yard (tackle by Kevin Williams and Tyeler Davison),1.400,0.990
4,4:30,2,9,ATL 38,17,17,Matt Ryan pass complete deep middle to Julio Jones for 27 yards (tackle by David Hawthorne),0.990,3.250
4,3:40,1,10,NOR 35,17,17,Devonta Freeman left tackle for 1 yard (tackle by Brandon Browner and Bobby Richardson),3.250,2.840
4,3:00,2,9,NOR 34,17,17,Matt Ryan pass incomplete short left intended for Devonta Freeman (defended by Kevin Williams),2.840,2.150
4,2:56,3,9,NOR 34,17,17,"Matt Ryan pass complete short middle to Justin Hardy for 6 yards (tackle by Kyle Wilson). Penalty on Andy Levitre: Unnecessary Roughness, 15 yards",2.150,0.400
4,2:47,4,18,NOR 43,17,17,"Matthew Bosher punts 29 yards, fair catch by Jairus Byrd",0.400,0.280
4,2:39,1,10,NOR 14,17,17,Drew Brees pass incomplete deep right intended for Brandon Coleman,-0.280,-0.280
4,2:34,1,10,NOR 14,17,17,Timeout #1 by New Orleans Saints,-0.280,-0.750
4,2:34,2,10,NOR 14,17,17,Drew Brees pass complete short left to Ben Watson for 7 yards (tackle by Nathan Stupar),-0.750,-0.560
4,2:00,3,3,NOR 21,17,17,Drew Brees pass incomplete deep left intended for Ben Watson (defended by Akeem King),-0.560,-1.960
4,1:55,4,3,NOR 21,17,17,"Thomas Morstead punts 55 yards, fair catch by Devin Hester",-1.960,-0.540
4,1:47,1,10,ATL 24,17,17,Matt Ryan pass incomplete short middle intended for Devonta Freeman is intercepted by Jamarca Sanford at ATL-28 and returned for 3 yards,0.540,-3.910
4,1:42,1,10,ATL 25,17,17,Tim Hightower right end for 5 yards (tackle by O'Brien Schofield),3.910,3.910
4,1:37,1,10,ATL 25,17,17,Timeout #1 by Atlanta Falcons,3.910,4.040
4,1:36,2,5,ATL 20,17,17,Tim Hightower left tackle for 3 yards (tackle by Kemal Ishmael and Tyson Jackson),4.040,4.040
4,1:31,2,5,ATL 20,17,17,Timeout #2 by Atlanta Falcons,4.040,3.850
4,1:31,3,2,ATL 17,17,17,Tim Hightower left end for 9 yards (tackle by Robert Alford),3.850,3.850
4,0:43,3,2,ATL 17,17,17,Timeout #2 by New Orleans Saints,3.850,5.370
4,0:43,1,8,ATL 8,17,17,Drew Brees kneels for -1 yards,5.370,5.370
4,0:41,1,8,ATL 8,17,17,Timeout #3 by Atlanta Falcons,5.370,4.380
4,0:40,2,9,ATL 9,17,17,Drew Brees right guard for -3 yards,4.380,4.380
4,0:03,2,9,ATL 9,17,17,Timeout #3 by New Orleans Saints,4.380,3.100
4,0:03,3,12,ATL 12,20,17,Kai Forbath 30 yard field goal good,3.100,3.000
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
