#,Quarter,Time,LOS,Plays,Length,Net Yds,Result
1,1,15:00,DEN 12,11,4:24,73,Field Goal
2,1,9:37,DEN 25,3,0:58,3,Punt
3,1,7:36,DEN 26,5,2:03,17,Interception
4,1,4:35,DEN 44,3,1:21,-3,Fumble
5,1,1:35,DEN 4,3,1:47,-2,Punt
6,2,11:50,DEN 25,4,1:26,25,Fumble
7,2,8:12,DEN 8,5,2:09,28,Interception
8,2,4:02,DEN 20,5,2:18,14,Punt
9,2,0:02,,0,0:02,0,End of Half
10,3,9:40,ARI 40,6,2:29,17,Missed FG
11,3,4:23,DEN 7,3,1:29,7,Punt
12,3,1:03,DEN 40,1,0:04,-1,Fumble
13,4,14:55,DEN 34,3,1:08,-1,Punt
14,4,13:36,ARI 25,7,2:16,13,Field Goal
15,4,6:07,DEN 29,7,2:36,71,Touchdown
16,4,3:09,DEN 35,3,0:27,6,Interception
17,4,2:42,DEN 33,7,2:42,31,Downs
