Quarter,Time,Down,ToGo,Location,DEN,ARI,Detail,EPB,EPA
2,4:14,3,2,DEN 5,3,6,John Skelton pass incomplete short right intended for Tim Hightower,4.780,3.030
2,4:09,4,2,DEN 5,3,12,"Jay Feely right end for 5 yards, touchdown",3.030,7.000
2,,,,DEN 2,3,13,Jay Feely kicks extra point good,0.000,0.000
2,,,,ARI 30,3,13,"Jay Feely kicks off 67 yards, returned by Eric Decker for 17 yards (tackle by LaRod Stephens-Howling)",0.000,0.280
2,3:56,1,10,DEN 20,3,13,Knowshon Moreno middle for no gain (tackle by Dan Williams),0.280,-0.270
2,3:23,2,10,DEN 20,3,13,Kyle Orton pass complete short left to Knowshon Moreno for 3 yards (tackle by Adrian Wilson),-0.270,-0.560
2,2:44,3,7,DEN 23,3,13,"Kyle Orton pass incomplete short right intended for Eddie Royal. Penalty on Michael Adams: Defensive Pass Interfere, 11 yards (no play)",-0.560,1.200
2,2:38,1,10,DEN 34,3,13,Kyle Orton pass incomplete deep left intended for Jabar Gaffney,1.200,0.660
2,2:33,2,10,DEN 34,3,13,Kyle Orton pass complete short right to Correll Buckhalter for no gain. Penalty on Ryan Harris: Illegal Formation (Declined),0.660,-0.030
2,2:08,3,10,DEN 34,3,13,Kyle Orton pass incomplete short middle intended for Correll Buckhalter (defended by Rashad Johnson),-0.030,-1.110
2,2:00,4,10,DEN 34,3,13,"Britton Colquitt punts 58 yards, returned by Andre Roberts for 18 yards (tackle by David Bruton)",-1.110,-0.670
2,1:44,1,10,ARI 26,3,13,"John Skelton pass complete short left to Andre Roberts for 2 yards (tackle by Nate Jones). Penalty on Jason Hunter: Defensive Offside, 5 yards (no play)",0.670,1.400
2,1:39,1,5,ARI 31,3,13,John Skelton pass incomplete short right intended for Andre Roberts,1.400,0.810
2,1:35,2,5,ARI 31,3,13,John Skelton pass incomplete short left intended for Early Doucet,0.810,0.100
2,1:33,3,5,ARI 31,3,13,Tim Hightower left end for 11 yards (tackle by Renaldo Hill),0.100,1.730
2,1:26,1,10,ARI 42,3,13,John Skelton pass complete deep left to Larry Fitzgerald for 17 yards (tackle by Renaldo Hill),1.730,2.850
2,0:58,1,10,DEN 41,3,13,"John Skelton for no gain. John Skelton fumbles, recovered by John Skelton at DEN-41",2.850,2.310
2,0:43,2,10,DEN 41,3,13,"John Skelton for no gain. John Skelton fumbles, recovered by John Skelton at ARI-DEN",2.310,1.220
2,0:33,,,,3,13,Timeout #3 by Arizona Cardinals,0.000,1.220
2,0:33,3,13,DEN 44,3,13,John Skelton pass complete short left to Jason Wright for 7 yards (tackle by D.J. Williams),1.220,0.790
2,0:09,4,6,DEN 37,3,16,Jay Feely 55 yard field goal good,0.790,3.000
2,,,,ARI 30,3,16,"Jay Feely kicks off 41 yards, returned by Perrish Cox for 16 yards (tackle by Jason Wright). Penalty on Dominique Rodgers-Cromartie: Unnecessary Roughness (Offsetting), Penalty on Wesley Woodyard: Unnecessary Roughness (Offsetting)",0.000,0.940
Quarter,Time,Down,ToGo,Location,DEN,ARI,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,DEN 30,3,16,"Steven Hauschka kicks off 72 yards, returned by LaRod Stephens-Howling for 25 yards (tackle by Eric Decker)",0.000,0.480
3,14:54,1,10,ARI 23,3,16,John Skelton pass complete short right to Larry Fitzgerald for 12 yards (tackle by Champ Bailey),0.480,1.270
3,14:19,1,10,ARI 35,3,16,Tim Hightower middle for 9 yards (tackle by Justin Bannan),1.270,1.940
3,13:42,2,1,ARI 44,3,16,Tim Hightower right tackle for 2 yards (tackle by Kevin Vickerson),1.940,1.990
3,12:59,1,10,ARI 46,3,16,John Skelton pass complete deep right to Larry Fitzgerald for 25 yards (tackle by D.J. Williams),1.990,3.640
3,12:14,1,10,DEN 29,3,16,Tim Hightower right tackle for 5 yards (tackle by Robert Ayers),3.640,3.780
3,11:36,2,5,DEN 24,3,16,"John Skelton right end for 9 yards (tackle by Andre' Goodman). Penalty on Mario Haggan: Illegal Contact, 5 yards",3.780,4.910
3,11:09,1,10,DEN 10,3,16,Tim Hightower left end for 2 yards (tackle by Marcus Thomas and David Bruton),4.910,4.570
3,10:29,2,8,DEN 8,3,16,John Skelton pass complete short right to Larry Fitzgerald for 3 yards (tackle by Renaldo Hill),4.570,4.260
3,9:48,3,5,DEN 5,3,16,John Skelton pass incomplete short left intended for Larry Fitzgerald (defended by Renaldo Hill),4.260,3.010
3,9:45,4,5,DEN 5,3,19,Jay Feely 23 yard field goal good,3.010,3.000
3,,,,ARI 30,3,19,"Jay Feely kicks off 61 yards, returned by Eric Decker for 51 yards (tackle by Michael Adams)",0.000,2.920
3,9:30,1,10,ARI 40,3,19,Kyle Orton left tackle for 5 yards (tackle by Paris Lenon),2.920,3.050
3,8:49,2,5,ARI 35,3,19,Knowshon Moreno middle for 11 yards (tackle by Paris Lenon),3.050,3.970
3,8:13,1,10,ARI 24,3,19,Kyle Orton pass incomplete short right intended for Daniel Graham,3.970,3.430
3,8:06,2,10,ARI 24,3,19,"Kyle Orton pass incomplete short left intended for Eddie Royal. Penalty on J.D. Walton: Unnecessary Roughness, 16 yards",3.430,0.630
3,8:03,3,26,ARI 40,3,19,Kyle Orton pass complete deep left to Jabar Gaffney for 17 yards (tackle by Greg Toler),0.630,1.930
3,7:17,4,9,ARI 23,3,19,Steven Hauschka 40 yard field goal no good,1.930,-0.940
3,7:11,1,10,ARI 30,3,19,John Skelton pass incomplete short right intended for Jim Dray,0.940,0.390
3,7:08,2,10,ARI 30,3,19,Beanie Wells left end for -4 yards (tackle by David Bruton),0.390,-0.820
3,6:27,3,14,ARI 26,3,19,John Skelton pass complete deep right to Steve Breaston for 16 yards (tackle by Syd'Quan Thompson),-0.820,1.730
3,5:48,1,10,ARI 42,3,19,Beanie Wells right tackle for 5 yards (tackle by Robert Ayers),1.730,1.860
3,5:48,2,5,ARI 47,3,19,"Penalty on Marcus Thomas: Encroachment, 5 yards (no play)",1.860,2.390
3,4:49,1,10,DEN 48,3,19,John Skelton pass incomplete short left intended for Tim Hightower (defended by D.J. Williams),2.390,1.850
3,4:41,2,10,DEN 48,3,19,John Skelton pass incomplete short left intended for Jim Dray,1.850,1.160
3,4:36,3,10,DEN 48,3,19,John Skelton pass incomplete deep right intended for Steve Breaston (defended by Andre' Goodman),1.160,0.070
3,4:31,4,10,DEN 48,3,19,"Ben Graham punts 41 yards, fair catch by Eddie Royal",0.070,0.380
3,4:23,1,10,DEN 7,3,19,Kyle Orton pass complete short middle to Knowshon Moreno for 6 yards (tackle by Adrian Wilson),-0.380,-0.340
3,3:55,2,4,DEN 13,3,19,Knowshon Moreno middle for 1 yard (tackle by O'Brien Schofield),-0.340,-0.600
3,3:15,3,3,DEN 14,3,19,Kyle Orton pass incomplete short left intended for Daniel Graham (defended by O'Brien Schofield),-0.600,-2.470
3,3:08,4,3,DEN 14,3,19,"Britton Colquitt punts 60 yards, returned by Andre Roberts for 15 yards (tackle by Eric Decker)",-2.470,-1.660
3,2:54,1,10,ARI 41,3,19,Tim Hightower right end for 9 yards (tackle by Perrish Cox),1.660,2.340
3,2:34,2,1,,3,19,Early Doucet left tackle for 3 yards (tackle by Mario Haggan and Ronald Fields),2.340,2.460
3,1:53,1,10,DEN 47,3,19,John Skelton pass incomplete deep right intended for Early Doucet,2.460,1.910
3,1:48,2,10,DEN 47,3,19,"John Skelton pass complete short left to LaRod Stephens-Howling for 6 yards (tackle by D.J. Williams). Penalty on Syd'Quan Thompson: Unnecessary Roughness, 15 yards",1.910,3.840
3,1:24,1,10,DEN 26,3,19,John Skelton pass incomplete deep right,3.840,3.300
3,1:18,2,10,DEN 26,3,19,"Penalty on Larry Fitzgerald: False Start, 5 yards (no play)",3.300,2.620
3,1:18,2,15,DEN 31,3,19,John Skelton pass incomplete short left intended for Early Doucet,2.620,1.950
3,1:14,3,15,DEN 31,3,19,John Skelton pass incomplete deep left intended for Larry Fitzgerald,1.950,1.320
3,1:08,4,15,DEN 31,3,19,Penalty on Jason Wright: False Start (Declined),1.320,1.320
3,1:03,4,15,DEN 31,3,19,Jay Feely 49 yard field goal no good,1.320,-1.600
3,1:03,1,10,DEN 40,3,19,"Kyle Orton for no gain. Kyle Orton fumbles, recovered by Calais Campbell at DEN-39 (tackle by Knowshon Moreno)",1.600,-2.980
3,0:59,1,10,DEN 39,3,19,Steve Breaston pass incomplete deep right intended for Larry Fitzgerald (defended by Champ Bailey),2.980,2.440
3,0:49,2,10,DEN 39,3,19,Tim Hightower middle for 8 yards (tackle by Perrish Cox),2.440,2.810
3,0:02,,,,3,19,Timeout #1 by Arizona Cardinals,0.000,2.810
3,0:02,3,2,DEN 31,3,19,John Skelton pass incomplete short right intended for Early Doucet,2.810,1.400
Quarter,Time,Down,ToGo,Location,DEN,ARI,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,4,2,DEN 31,3,22,Jay Feely 49 yard field goal good,1.400,3.000
4,,,,ARI 30,3,22,"Jay Feely kicks off 64 yards, returned by Eric Decker for 28 yards (tackle by Jay Feely)",0.000,1.200
4,14:55,1,10,DEN 34,3,22,"Penalty on Daniel Graham: False Start, 5 yards (no play)",1.200,0.870
4,14:47,1,15,DEN 29,3,22,Kyle Orton pass incomplete deep right intended for Eddie Royal,0.870,-0.020
,,,,,,,"DEN challenged the incomplete pass ruling, and the play was upheld.",,
4,14:40,2,15,DEN 29,3,22,Knowshon Moreno left tackle for 4 yards (tackle by Darnell Dockett),-0.020,-0.160
4,14:05,3,11,DEN 33,3,22,Kyle Orton pass incomplete short right intended for Jabar Gaffney,-0.160,-1.180
4,14:01,4,11,DEN 33,3,22,"Britton Colquitt punts 51 yards, returned by Andre Roberts for 6 yards (tackle by Lee Robinson)",-1.180,-0.410
4,13:47,1,10,ARI 22,3,22,"Tim Hightower left tackle for 3 yards (tackle by Robert Ayers). Tim Hightower fumbles (forced by Robert Ayers), recovered by D.J. Williams at ARI-25 (tackle by Tim Hightower)",0.410,-3.910
4,13:36,1,10,ARI 25,3,22,Knowshon Moreno left tackle for -2 yards (tackle by Calais Campbell),3.910,3.090
4,13:02,2,12,ARI 27,3,22,Kyle Orton pass complete short right to Daniel Graham for 3 yards (tackle by Adrian Wilson and Michael Adams),3.090,2.810
4,12:21,3,9,ARI 24,3,22,Kyle Orton pass complete short left to Eddie Royal for 12 yards (tackle by Greg Toler),2.810,4.780
4,11:40,1,10,ARI 12,3,22,Kyle Orton pass incomplete short left intended for Daniel Graham,4.780,4.100
4,11:31,2,10,ARI 12,3,22,Kyle Orton pass incomplete short left intended for Brandon Lloyd,4.100,3.120
4,11:27,3,10,ARI 12,3,22,Kyle Orton pass incomplete short left intended for Knowshon Moreno,3.120,2.630
4,11:25,4,10,ARI 12,6,22,Steven Hauschka 30 yard field goal good,2.630,3.000
4,,,,DEN 30,6,22,"Steven Hauschka kicks off 72 yards, returned by LaRod Stephens-Howling for 23 yards (tackle by Richard Quinn)",0.000,0.340
4,11:14,1,10,ARI 21,6,22,LaRod Stephens-Howling left tackle for -3 yards (tackle by Mario Haggan),0.340,-0.700
4,10:34,2,13,ARI 18,6,22,LaRod Stephens-Howling right tackle for 8 yards (tackle by Kevin Vickerson),-0.700,-0.230
4,9:48,3,5,ARI 26,6,22,"John Skelton pass complete short left to LaRod Stephens-Howling for -4 yards (tackle by Jason Hunter). Penalty on Mario Haggan: Defensive Offside, 5 yards (no play)",-0.230,1.000
4,9:34,1,10,ARI 31,6,22,LaRod Stephens-Howling right end for 6 yards (tackle by Jason Hunter),1.000,1.270
4,9:01,2,4,ARI 37,6,22,LaRod Stephens-Howling left tackle for 2 yards (tackle by Mario Haggan and Justin Bannan),1.270,0.830
4,8:20,3,2,ARI 39,6,22,John Skelton pass complete short left to LaRod Stephens-Howling for 5 yards (tackle by Wesley Woodyard),0.830,1.860
4,7:32,1,10,ARI 44,6,22,Tim Hightower for 41 yards (tackle by Champ Bailey),1.860,4.580
4,6:58,1,10,DEN 15,6,22,Tim Hightower right tackle for 7 yards (tackle by D.J. Williams),4.580,5.220
4,6:14,2,3,DEN 8,6,28,"Tim Hightower right end for 8 yards, touchdown",5.220,7.000
4,,,,DEN 2,6,29,Jay Feely kicks extra point good,0.000,0.000
4,,,,ARI 30,6,29,"Jay Feely kicks off 69 yards, returned by Eric Decker for 28 yards (tackle by Jason Wright)",0.000,0.870
4,6:00,1,10,DEN 29,6,29,Eddie Royal left end for 18 yards (tackle by Paris Lenon),0.870,2.060
4,5:32,1,10,DEN 47,6,29,Kyle Orton pass complete short middle to Eddie Royal for 16 yards (tackle by Paris Lenon),2.060,3.120
4,5:11,1,10,ARI 37,6,29,Kyle Orton pass complete short left to Knowshon Moreno for 10 yards (tackle by Rashad Johnson),3.120,3.780
4,4:50,1,10,ARI 27,6,29,Kyle Orton pass complete short right to Lance Ball for -3 yards (tackle by Michael Adams),3.780,2.830
4,4:20,2,13,ARI 30,6,29,"Kyle Orton pass incomplete short left intended for Brandon Lloyd (defended by Dominique Rodgers-Cromartie). Penalty on Dominique Rodgers-Cromartie: Defensive Pass Interfere, 5 yards (no play)",2.830,3.910
4,4:14,1,10,ARI 25,6,29,Lance Ball middle for 4 yards (tackle by Adrian Wilson and Kerry Rhodes),3.910,3.900
4,3:48,2,6,ARI 21,6,29,Kyle Orton pass complete short right to Brandon Lloyd for 8 yards (tackle by Daryl Washington),3.900,4.710
4,3:40,1,10,ARI 13,6,29,"Kyle Orton pass incomplete short left intended for Jabar Gaffney. Penalty on Trumaine McBride: Defensive Pass Interfere, 12 yards (no play)",4.710,6.970
4,3:35,1,1,ARI 1,12,29,"Knowshon Moreno middle for 1 yard, touchdown",6.970,7.000
4,,,,ARI 2,13,29,Steven Hauschka kicks extra point good,0.000,0.000
4,,,,DEN 30,13,29,Steven Hauschka kicks onside 11 yards,0.000,2.850
4,3:30,1,10,DEN 41,13,29,Tim Hightower right tackle for 4 yards (tackle by David Bruton),2.850,2.850
4,3:24,,,,13,29,Timeout #2 by Denver Broncos,0.000,2.850
4,3:24,2,6,DEN 37,13,29,Tim Hightower left tackle for 2 yards (tackle by Kevin Vickerson),2.850,2.410
4,3:19,,,,13,29,Timeout #3 by Denver Broncos,0.000,2.410
4,3:19,3,4,DEN 35,13,35,"Tim Hightower left tackle for 35 yards, touchdown",2.410,7.000
4,,,,DEN 2,13,36,Jay Feely kicks extra point good,0.000,0.000
4,,,,ARI 30,13,36,"Jay Feely kicks off 50 yards, returned by Lance Ball for 15 yards (tackle by Jim Dray)",0.000,1.270
4,3:04,1,10,DEN 35,13,36,Kyle Orton pass complete short left to Knowshon Moreno for 6 yards (tackle by Adrian Wilson),1.270,1.530
4,2:59,2,4,DEN 41,13,36,Kyle Orton pass incomplete short middle intended for Knowshon Moreno,1.530,0.830
4,2:53,3,4,DEN 41,13,42,"Kyle Orton pass incomplete short left intended for Lance Ball is intercepted by Daryl Washington at DEN-40 and returned for 39 yards. Daryl Washington fumbles (forced by Lance Ball), recovered by Darnell Dockett at DEN-0, touchdown",0.830,-7.000
4,,,,DEN 2,13,43,Jay Feely kicks extra point good,0.000,0.000
4,,,,ARI 30,13,43,"Jay Feely kicks off 67 yards, returned by Perrish Cox for 30 yards (tackle by Trumaine McBride)",0.000,1.140
4,2:33,1,10,DEN 33,13,43,Lance Ball right end for 2 yards (tackle by Kerry Rhodes and Daryl Washington),1.140,0.860
4,2:25,2,8,DEN 35,13,43,Lance Ball middle for 2 yards (tackle by Alan Branch),0.860,0.430
4,1:59,3,6,DEN 37,13,43,Lance Ball left tackle for 19 yards (tackle by Joey Porter),0.430,2.650
4,1:32,1,10,ARI 44,13,43,Kyle Orton pass incomplete short right intended for Lance Ball,2.650,2.110
4,1:28,2,10,ARI 44,13,43,Lance Ball right tackle for 2 yards (tackle by Daryl Washington),2.110,1.690
4,0:51,3,8,ARI 42,13,43,Lance Ball middle for 5 yards (tackle by Joey Porter),1.690,0.790
4,0:08,4,3,ARI 37,13,43,Lance Ball right tackle for 1 yard (tackle by Adrian Wilson),0.790,1.470
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
