Quarter,Time,Down,ToGo,Location,WAS,ATL,Detail,EPB,EPA
1,4:07,3,8,WAS 26,3,0,Desmond Ridder pass complete short left to Drake London for 11 yards (tackle by Kendall Fuller and Danny Johnson),2.740,4.580
1,3:32,1,10,WAS 15,3,0,Tyler Allgeier left guard for 6 yards (tackle by John Ridgeway),4.580,5.030
1,2:51,2,4,WAS 9,3,6,"Desmond Ridder pass complete short right to Kyle Pitts for 9 yards, touchdown. Penalty on Benjamin St-Juste: Defensive Holding, 5 yards (declined)",5.030,7.000
1,2:46,,,WAS 15,3,7,Younghoe Koo kicks extra point good,0.000,0.000
1,2:46,,,ATL 35,3,7,"Bradley Pinion kicks off 57 yards, returned by Antonio Gibson for 13 yards (tackle by Micah Abernathy)",0.000,0.340
1,2:40,1,10,WAS 21,3,7,Brian Robinson left end for 4 yards (tackle by Jessie Bates),0.340,0.340
1,2:03,2,6,WAS 25,3,7,Sam Howell pass complete short left to Terry McLaurin for 13 yards (tackle by Richie Grant),0.340,1.470
1,1:25,1,10,WAS 38,3,7,"Sam Howell pass complete short left to Brian Robinson for 1 yard (tackle by Richie Grant). Penalty on Nick Gates: Offensive Holding, 10 yards (accepted)",1.470,0.870
1,1:02,1,19,WAS 29,3,7,Antonio Gibson left tackle for 5 yards (tackle by Zach Harrison),0.870,0.380
1,0:20,2,14,WAS 34,3,7,Sam Howell pass incomplete short right intended for Terry McLaurin (defended by Jeff Okudah),0.380,-0.290
1,0:17,3,14,WAS 34,3,7,Sam Howell pass incomplete deep right intended for Terry McLaurin,-0.290,-1.110
1,0:11,4,14,WAS 34,3,7,"Tress Way punts 44 yards, returned by Mike Hughes for 1 yard (tackle by Tariq Castro-Fields and Jartavius Martin)",-1.110,-0.480
1,0:03,1,10,ATL 23,3,7,Desmond Ridder pass incomplete short left intended for Kyle Pitts (defended by Benjamin St-Juste),0.480,-0.070
Quarter,Time,Down,ToGo,Location,WAS,ATL,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,10,ATL 23,3,7,Tyler Allgeier left end for 2 yards (tackle by Khaleke Hudson and Jamin Davis),-0.070,-0.560
2,14:15,3,8,ATL 24,3,7,Desmond Ridder pass complete short right to Bijan Robinson for 4 yards (tackle by Kendall Fuller and Danny Johnson),-0.560,-1.440
2,13:34,4,4,ATL 29,3,7,"Bradley Pinion punts 43 yards, returned by Jamison Crowder for 61 yards (tackle by Tre Flowers)",-1.440,-4.840
2,13:17,1,10,ATL 11,3,7,Sam Howell pass complete short middle to Curtis Samuel for 9 yards (tackle by Nathan Landman),4.840,5.850
2,12:34,2,1,ATL 2,3,7,Brian Robinson right guard for 1 yard (tackle by Nathan Landman and Bud Dupree),5.850,6.970
2,11:51,1,1,ATL 1,9,7,"Sam Howell pass complete short right to Antonio Gibson for 1 yard, touchdown",6.970,7.000
2,11:47,,,ATL 15,10,7,Joey Slye kicks extra point good,0.000,0.000
2,11:47,,,WAS 35,10,7,"Joey Slye kicks off 65 yards, touchback.",0.000,0.610
2,11:47,1,10,ATL 25,10,7,Tyler Allgeier left tackle for 1 yard (tackle by Benjamin St-Juste and Kamren Curl),0.610,0.200
2,11:06,2,9,ATL 26,10,7,Desmond Ridder pass complete short middle to Drake London for 9 yards (tackle by Kamren Curl),0.200,1.270
2,10:37,1,10,ATL 35,10,7,Bijan Robinson left tackle for 4 yards (tackle by Jonathan Allen),1.270,1.260
2,10:01,2,6,ATL 39,10,7,Desmond Ridder pass complete short left to Cordarrelle Patterson for 6 yards (tackle by Benjamin St-Juste),1.260,1.930
2,9:20,1,10,ATL 45,10,7,Desmond Ridder pass incomplete deep middle intended for Van Jefferson,1.930,1.380
2,9:14,2,10,ATL 45,10,7,Bijan Robinson right end for 7 yards (tackle by Kendall Fuller),1.380,1.620
2,8:26,3,3,WAS 48,10,7,Desmond Ridder pass incomplete deep right intended for Bijan Robinson,1.620,0.070
2,8:23,,,,,,Timeout #1 by Washington Commanders,,
2,8:23,4,3,WAS 48,10,7,Desmond Ridder pass incomplete short right intended for Bijan Robinson,0.070,-2.130
2,8:20,1,10,WAS 48,10,7,Sam Howell pass incomplete deep right intended for Jahan Dotson,2.130,1.580
2,8:13,2,10,WAS 48,10,7,Brian Robinson left end for 9 yards (tackle by Kaden Elliss),1.580,2.080
2,7:36,3,1,ATL 43,10,7,Sam Howell pass incomplete short right intended for Terry McLaurin,2.080,0.400
2,7:33,,,,,,Timeout #2 by Washington Commanders,,
2,7:33,4,1,ATL 43,10,7,Sam Howell left tackle for 4 yards (tackle by Kaden Elliss),0.400,2.980
2,6:57,1,10,ATL 39,10,7,Antonio Gibson left guard for 9 yards (tackle by Jessie Bates and Richie Grant),2.980,3.660
2,6:15,2,1,ATL 30,10,7,"Sam Howell pass incomplete short right. Penalty on Jeff Okudah: Defensive Holding, 5 yards (accepted) (no play)",3.660,3.910
2,6:08,1,10,ATL 25,10,7,Sam Howell pass complete deep left to Terry McLaurin for 18 yards (tackle by AJ Terrell),3.910,5.600
2,5:24,1,7,ATL 7,16,7,"Sam Howell pass complete short middle to Curtis Samuel for 7 yards, touchdown",5.600,7.000
2,5:18,,,ATL 15,17,7,Joey Slye kicks extra point good,0.000,0.000
2,5:18,,,WAS 35,17,7,"Joey Slye kicks off 65 yards, touchback.",0.000,0.610
2,5:18,1,10,ATL 25,17,7,Bijan Robinson right end for 1 yard (tackle by Cody Barton),0.610,0.200
2,4:40,2,9,ATL 26,17,7,Desmond Ridder pass complete short right to Scott Miller for 4 yards (tackle by Jamin Davis),0.200,0.040
2,3:56,3,5,ATL 30,17,7,Desmond Ridder pass complete short middle to Kyle Pitts for 19 yards (tackle by Percy Butler and Cody Barton),0.040,2.190
2,3:17,1,10,ATL 49,17,7,Desmond Ridder pass incomplete short right intended for Tyler Allgeier (defended by John Ridgeway),2.190,1.650
2,3:11,2,10,ATL 49,17,7,Desmond Ridder pass complete short middle to Bijan Robinson for 3 yards (tackle by Jonathan Allen and Cody Barton),1.650,1.360
2,2:38,3,7,WAS 48,17,7,Desmond Ridder pass complete short left to Bijan Robinson for 22 yards (tackle by Khaleke Hudson),1.360,3.840
2,2:00,1,10,WAS 26,17,7,"Desmond Ridder pass incomplete short right. Penalty on Desmond Ridder: Intentional Grounding, 16 yards (accepted)",3.840,1.140
2,1:55,2,26,WAS 42,17,7,"Desmond Ridder pass complete short right to Drake London for 2 yards (tackle by Kamren Curl). Penalty on Chris Lindstrom: Ineligible Downfield Pass, 5 yards (declined)",1.140,0.760
2,1:51,3,24,WAS 40,17,7,Desmond Ridder pass complete short left to Drake London for 11 yards (tackle by Kendall Fuller),0.760,1.500
2,1:36,,,,,,Timeout #3 by Washington Commanders,,
2,1:36,4,13,WAS 29,17,10,Younghoe Koo 47 yard field goal good,1.500,3.000
2,1:31,,,ATL 35,17,10,"Bradley Pinion kicks off 65 yards, touchback.",0.000,0.610
2,1:31,1,10,WAS 25,17,10,Sam Howell sacked by Bud Dupree for -4 yards,0.610,-0.480
2,1:07,2,14,WAS 21,17,10,Sam Howell sacked by Calais Campbell for -6 yards,-0.480,-2.350
2,1:01,,,,,,Timeout #2 by Atlanta Falcons,,
2,1:01,3,20,WAS 15,17,10,Sam Howell pass incomplete short middle,-2.350,-2.440
2,0:58,4,20,WAS 15,17,10,"Tress Way punts 41 yards, returned by Mike Hughes for 8 yards (tackle by Terrell Burgess and Jartavius Martin)",-2.440,-2.390
2,0:48,1,10,WAS 48,17,10,"Penalty on Jake Matthews: False Start, 5 yards (accepted) (no play)",2.390,2.060
2,0:48,1,15,ATL 47,17,10,Desmond Ridder pass complete short left to Jonnu Smith for 4 yards (tackle by Kendall Fuller),2.060,1.710
2,0:44,2,11,WAS 49,17,10,Desmond Ridder pass incomplete deep left intended for Drake London (defended by Kamren Curl),1.710,1.030
2,0:39,3,11,WAS 49,17,10,Desmond Ridder pass incomplete short right intended for Scott Miller (defended by Kendall Fuller),1.030,0.000
2,0:35,4,11,WAS 49,17,10,Bradley Pinion punts 45 yards downed by Nathan Landman,0.000,0.380
2,0:22,1,10,WAS 4,17,10,Brian Robinson left end for 9 yards (tackle by AJ Terrell and Jessie Bates),-0.380,-0.120
2,0:15,2,1,WAS 13,17,10,Sam Howell kneels for -1 yards,-0.120,-0.480
Quarter,Time,Down,ToGo,Location,WAS,ATL,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,WAS 35,17,10,"Joey Slye kicks off 65 yards, touchback.",0.000,0.610
3,15:00,1,10,ATL 25,17,10,Desmond Ridder pass incomplete short right,0.610,0.060
3,14:56,2,10,ATL 25,17,10,Desmond Ridder pass complete short left to Drake London for 17 yards (tackle by Benjamin St-Juste),0.060,1.730
3,14:23,1,10,ATL 42,17,10,Bijan Robinson left guard for 3 yards (tackle by Jonathan Allen and Jamin Davis),1.730,1.590
3,13:40,2,7,ATL 45,17,10,Cordarrelle Patterson right end for no gain (tackle by Montez Sweat),1.590,0.890
3,13:01,3,7,ATL 45,17,10,Desmond Ridder pass short left intended for Van Jefferson is intercepted by Kendall Fuller at 50 and returned for 23 yards (tackle by Drew Dalman and Chris Lindstrom),0.890,-3.780
3,12:55,1,10,ATL 27,17,10,Brian Robinson left guard for 3 yards (tackle by David Onyemata),3.780,3.640
3,12:12,2,7,ATL 24,23,10,"Sam Howell pass complete short right to Brian Robinson for 24 yards, touchdown",3.640,7.000
3,12:03,,,ATL 15,24,10,Joey Slye kicks extra point good,0.000,0.000
3,12:03,,,WAS 35,24,10,"Joey Slye kicks off 65 yards, touchback.",0.000,0.610
3,12:03,1,10,ATL 25,24,10,Tyler Allgeier right end for 2 yards (tackle by Daron Payne),0.610,0.330
3,11:22,2,8,ATL 27,24,10,Desmond Ridder pass complete short right to Bijan Robinson for 5 yards (tackle by Benjamin St-Juste and Kamren Curl),0.330,0.300
3,10:40,3,3,ATL 32,24,10,Desmond Ridder scrambles left end for 5 yards (tackle by Danny Johnson),0.300,1.400
3,10:00,1,10,ATL 37,24,10,Tyler Allgeier left tackle for 3 yards (tackle by Cody Barton and Jamin Davis),1.400,1.260
3,9:15,2,7,ATL 40,24,10,Tyler Allgeier left tackle for 4 yards (tackle by Cody Barton and Jonathan Allen),1.260,1.090
3,8:37,3,3,ATL 44,24,10,Desmond Ridder sacked by Casey Toohill for -11 yards,1.090,-1.180
3,8:02,4,14,ATL 33,24,10,Bradley Pinion punts 52 yards out of bounds,-1.180,0.220
3,7:56,1,10,WAS 15,24,10,Chris Rodriguez left guard for 7 yards (tackle by Nathan Landman),-0.220,0.350
3,7:15,2,3,WAS 22,24,10,Chris Rodriguez right tackle for 13 yards (tackle by Jessie Bates),0.350,1.270
3,6:42,1,10,WAS 35,24,10,Chris Rodriguez left guard for 1 yard (tackle by Kaden Elliss and David Onyemata),1.270,0.860
3,6:00,2,9,WAS 36,24,10,Sam Howell scrambles right end for 1 yard (tackle by Calais Campbell),0.860,0.300
3,5:22,3,8,WAS 37,24,10,Sam Howell sacked by Arnold Ebiketie for -7 yards,0.300,-1.370
3,4:37,4,15,WAS 30,24,10,"Tress Way punts 51 yards, fair catch by Mike Hughes at ATL-19",-1.370,-0.150
3,4:31,1,10,ATL 19,24,10,Desmond Ridder scrambles right end for 13 yards (tackle by Jamin Davis),0.150,1.070
3,3:45,1,10,ATL 32,24,10,Tyler Allgeier right end for 4 yards (tackle by Kamren Curl and Cody Barton),1.070,1.070
3,3:11,2,6,ATL 36,24,10,Desmond Ridder pass complete short left to Jonnu Smith for 13 yards (tackle by Danny Johnson and Cody Barton),1.070,2.190
3,2:33,1,10,ATL 49,24,10,Desmond Ridder pass complete short middle to Jonnu Smith for 17 yards (tackle by Kamren Curl),2.190,3.310
3,1:49,1,10,WAS 34,24,10,Desmond Ridder pass incomplete short right intended for Mack Hollins,3.310,2.770
3,1:45,2,10,WAS 34,24,10,Bijan Robinson right end for 4 yards (tackle by Kamren Curl),2.770,2.610
3,1:11,3,6,WAS 30,24,10,"Desmond Ridder pass incomplete short middle intended for Kyle Pitts. Penalty on Danny Johnson: Defensive Pass Interference, 9 yards (accepted) (no play)",2.610,4.170
3,1:07,1,10,WAS 21,24,10,Tyler Allgeier left tackle for 4 yards (tackle by Jonathan Allen),4.170,4.200
3,0:24,2,6,WAS 17,24,10,Tyler Allgeier left tackle for 5 yards (tackle by Cody Barton),4.200,4.490
Quarter,Time,Down,ToGo,Location,WAS,ATL,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,3,1,WAS 12,24,10,Bijan Robinson right end for -3 yards (tackle by Cody Barton and James Smith-Williams),4.490,2.520
4,14:16,4,4,WAS 15,24,10,Desmond Ridder pass complete short middle to Mack Hollins for 7 yards (tackle by Kamren Curl),2.520,5.370
4,13:34,1,8,WAS 8,24,10,Bijan Robinson left tackle for 3 yards (tackle by Efe Obada),5.370,5.150
4,12:53,2,5,WAS 5,24,10,"Penalty on Chase Young: Neutral Zone Infraction, 3 yards (accepted) (no play)",5.150,5.720
4,12:43,2,2,WAS 2,24,16,"Desmond Ridder pass complete short left to Jonnu Smith for 2 yards, touchdown",5.720,7.000
4,12:38,,,WAS 2,24,16,"Two Point Attempt: Desmond Ridder pass incomplete. Penalty on Benjamin St-Juste: Defensive Pass Interference, 1 yard (accepted) (no play)",1.000,1.000
4,12:38,1,1,WAS 2,24,16,"Two Point Attempt: Tyler Allgeier rushes, conversion fails.",1.000,-1.000
4,12:38,,,ATL 35,24,16,"Bradley Pinion kicks off 65 yards, touchback.",0.000,0.610
4,12:38,1,10,WAS 25,24,16,Sam Howell pass complete short right to Terry McLaurin for 18 yards (tackle by Jessie Bates),0.610,1.800
4,12:01,1,10,WAS 43,24,16,Brian Robinson left end for 3 yards (tackle by Albert Huggins and Lorenzo Carter),1.800,1.660
4,11:21,2,7,WAS 46,24,16,Brian Robinson right guard for no gain (tackle by Nathan Landman and LaCale London),1.660,1.030
4,10:40,3,7,WAS 47,24,16,Sam Howell pass incomplete short right intended for Terry McLaurin,1.030,-0.320
4,10:33,4,7,WAS 46,24,16,"Tress Way punts 43 yards, fair catch by Mike Hughes at ATL-11",-0.320,0.370
4,10:25,1,10,ATL 11,24,16,"Desmond Ridder pass complete deep right to Drake London for 32 yards (tackle by Benjamin St-Juste). Penalty on Montez Sweat: Defensive Offside, 5 yards (declined)",-0.370,1.800
4,10:08,1,10,ATL 43,24,16,Bijan Robinson right end for 9 yards (tackle by Kamren Curl and Daron Payne),1.800,2.470
4,9:30,2,1,WAS 48,24,16,Bijan Robinson left tackle for 2 yards (tackle by Khaleke Hudson and Cody Barton),2.470,2.520
4,8:51,1,10,WAS 46,24,16,Desmond Ridder pass complete short middle to Kyle Pitts for 6 yards (tackle by Cody Barton),2.520,2.790
4,8:15,2,4,WAS 40,24,16,Tyler Allgeier left tackle for 8 yards (tackle by Jamin Davis and Cody Barton),2.790,3.450
4,7:33,1,10,WAS 32,24,16,Bijan Robinson left end for 1 yard (tackle by John Ridgeway and Cody Barton),3.450,3.040
4,6:58,2,9,WAS 31,24,16,Desmond Ridder pass incomplete short middle intended for Drake London (defended by Kamren Curl),3.040,2.340
4,6:56,3,9,WAS 31,24,16,"Desmond Ridder sacked by Cody Barton for no gain. Desmond Ridder fumbles (forced by Cody Barton), recovered by Drew Dalman at WAS-34 (tackle by Casey Toohill). Penalty on Cody Barton: Roughing the Passer, 15 yards (accepted) (no play)",2.340,4.510
4,6:38,1,10,WAS 16,24,16,Tyler Allgeier right end for 11 yards (tackle by Percy Butler),4.510,6.060
4,6:10,1,5,WAS 5,24,16,Tyler Allgeier right tackle for 1 yard (tackle by Cody Barton and Percy Butler),6.060,5.340
4,5:30,2,4,WAS 4,24,16,"Penalty on Daron Payne: Neutral Zone Infraction, 2 yards (accepted) (no play)",5.340,5.720
4,5:22,2,2,WAS 2,24,16,Desmond Ridder pass incomplete short right intended for MyCole Pruitt,5.720,4.950
4,5:17,3,2,WAS 2,24,16,"Penalty on ATL: Delay of Game, 5 yards (accepted) (no play)",4.950,3.810
4,5:17,3,7,WAS 7,24,16,Desmond Ridder pass short right intended for Drake London is intercepted by Benjamin St-Juste in end zone and returned for no gain,3.810,-0.280
4,5:11,1,10,WAS 20,24,16,Sam Howell pass incomplete deep left,0.280,-0.270
4,5:05,2,10,WAS 20,24,16,Brian Robinson left tackle for no gain (tackle by David Onyemata and Nathan Landman),-0.270,-0.960
4,4:23,3,10,WAS 20,24,16,Sam Howell sacked by and Bud Dupree for -6 yards and Arnold Ebiketie for -6 yards,-0.960,-2.470
4,3:41,4,16,WAS 14,24,16,"Tress Way punts 46 yards, returned by Mike Hughes for 2 yards (tackle by Terrell Burgess and De'Jon Harris)",-2.470,-1.730
4,3:29,1,10,ATL 42,24,16,Bijan Robinson right tackle for 2 yards (tackle by Jonathan Allen),1.730,1.460
4,3:06,2,8,ATL 44,24,16,Desmond Ridder pass incomplete deep left intended for Jonnu Smith,1.460,0.760
4,3:01,3,8,ATL 44,24,16,Desmond Ridder sacked by Casey Toohill for no gain,0.760,-0.460
4,2:30,4,8,ATL 44,24,16,Desmond Ridder pass incomplete deep middle intended for Kyle Pitts (defended by Danny Johnson),-0.460,-2.650
4,2:24,1,10,ATL 44,24,16,Chris Rodriguez left guard for 2 yards (tackle by David Onyemata and Bud Dupree),2.650,2.380
4,2:18,,,,,,Timeout #1 by Atlanta Falcons,,
4,2:18,2,8,ATL 42,24,16,Curtis Samuel right guard for no gain (tackle by Grady Jarrett and Calais Campbell),2.380,1.690
4,2:13,,,,,,Timeout #2 by Atlanta Falcons,,
4,2:13,3,8,ATL 42,24,16,Sam Howell pass incomplete short right intended for Terry McLaurin,1.690,0.460
4,2:10,4,8,ATL 42,24,16,Tress Way punts 35 yards downed by Chris Rodriguez,0.460,0.380
4,2:00,1,10,ATL 7,24,16,Desmond Ridder pass complete short left to Drake London for 12 yards (tackle by Kendall Fuller),-0.380,0.150
4,1:40,1,10,ATL 19,24,16,Desmond Ridder pass complete short left to Drake London for 11 yards (tackle by Kendall Fuller),0.150,0.940
4,1:17,1,10,ATL 30,24,16,Desmond Ridder pass complete short left to Bijan Robinson for 9 yards (tackle by Kendall Fuller),0.940,1.610
4,1:12,2,1,ATL 39,24,16,Desmond Ridder pass complete deep left to Mack Hollins for 18 yards (tackle by Jartavius Martin),1.610,2.720
4,0:48,1,10,WAS 43,24,16,Desmond Ridder pass complete short left to MyCole Pruitt for 9 yards (tackle by Kamren Curl),2.720,3.390
4,0:33,2,1,WAS 34,24,16,Desmond Ridder spiked the ball,3.390,2.680
4,0:31,,,,,,Timeout #3 by Atlanta Falcons,,
4,0:31,3,1,WAS 34,24,16,Desmond Ridder pass short left intended for Bijan Robinson is intercepted by Jamin Davis at WAS-26 and returned for no gain (tackle by Kyle Pitts),2.680,-0.670
4,0:26,1,10,WAS 26,24,16,Sam Howell kneels for -1 yards,0.670,-0.010
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
