Quarter,Time,Down,ToGo,Location,KAN,CHI,Detail,EPB,EPA
1,6:39,1,10,KAN 49,0,0,Patrick Mahomes left tackle for 2 yards (tackle by Nick Kwiatkoski),2.190,1.920
1,5:50,2,8,CHI 49,0,0,Patrick Mahomes pass complete short middle to Blake Bell for 10 yards (tackle by Kevin Pierre-Louis),1.920,2.980
1,5:11,1,10,CHI 39,0,0,Patrick Mahomes pass complete short left to Spencer Ware for 4 yards (tackle by Prince Amukamara),2.980,2.980
1,4:36,2,6,CHI 35,0,0,"Penalty on Demarcus Robinson: False Start, 5 yards (no play)",2.980,2.300
1,4:19,2,11,CHI 40,0,0,Patrick Mahomes sacked by Khalil Mack for -7 yards,2.300,0.700
1,3:32,3,18,CHI 47,0,0,Patrick Mahomes pass complete deep middle to Tyreek Hill for 19 yards (tackle by Buster Skrine),0.700,3.710
1,2:51,1,10,CHI 28,0,0,Patrick Mahomes pass complete short middle to Tyreek Hill for 6 yards (tackle by Eddie Jackson),3.710,3.980
1,2:21,2,4,CHI 22,0,0,Patrick Mahomes pass incomplete short right intended for Spencer Ware,3.980,3.270
1,2:16,3,4,CHI 22,0,0,"Penalty on Aaron Lynch: Neutral Zone Infraction, 5 yards (no play)",3.270,4.440
1,2:16,1,10,CHI 17,0,0,Spencer Ware left guard for 5 yards (tackle by Kevin Pierre-Louis),4.440,4.690
1,1:43,2,5,CHI 12,0,0,Patrick Mahomes pass incomplete short right,4.690,3.880
1,1:37,3,5,CHI 12,6,0,"Patrick Mahomes left end for 12 yards, touchdown",3.880,7.000
1,1:30,,,CHI 15,7,0,Harrison Butker kicks extra point good,0.000,0.000
1,1:30,,,KAN 35,7,0,"Harrison Butker kicks off 73 yards, returned by Cordarrelle Patterson for 26 yards (tackle by Darron Lee)",0.000,0.040
1,1:25,1,10,CHI 18,7,0,David Montgomery right end for 2 yards (tackle by Terrell Suggs and Kendall Fuller),0.040,-0.130
1,0:44,2,8,CHI 20,7,0,Mitchell Trubisky pass incomplete deep left intended for Allen Robinson,-0.130,-0.910
1,0:39,3,8,CHI 20,7,0,Mitchell Trubisky pass complete short left to Anthony Miller for 2 yards (tackle by Juan Thornhill),-0.910,-1.900
Quarter,Time,Down,ToGo,Location,KAN,CHI,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,4,6,CHI 22,7,0,"Pat O'Donnell punts 57 yards, returned by Mecole Hardman for 9 yards (tackle by J.P. Holtz and Buster Skrine)",-1.900,-0.940
2,14:47,1,10,KAN 30,7,0,Spencer Ware right tackle for 3 yards (tackle by Kevin Pierre-Louis),0.940,0.800
2,14:07,2,7,KAN 33,7,0,"Patrick Mahomes pass incomplete short right. Penalty on Roy Robertson-Harris: Roughing the Passer, 15 yards (no play)",0.800,2.130
2,13:59,1,10,KAN 48,7,0,Damien Williams right tackle for 6 yards (tackle by Nick Kwiatkoski and Leonard Floyd),2.130,2.390
2,13:17,2,4,CHI 46,7,0,Damien Williams right tackle for 6 yards (tackle by Kevin Pierre-Louis and Nick Kwiatkoski),2.390,2.920
2,12:39,1,10,CHI 40,7,0,Damien Williams right end for 1 yard (tackle by Kevin Pierre-Louis),2.920,2.510
2,11:55,2,9,CHI 39,7,0,Patrick Mahomes pass incomplete short middle intended for Sammy Watkins,2.510,1.820
2,11:51,3,9,CHI 39,7,0,Patrick Mahomes pass incomplete short middle intended for Sammy Watkins,1.820,0.660
2,11:46,4,9,CHI 39,10,0,Harrison Butker 56 yard field goal good,0.660,3.000
2,11:41,,,KAN 35,10,0,"Harrison Butker kicks off 65 yards, touchback.",0.000,0.610
2,11:41,1,10,CHI 25,10,0,Mitchell Trubisky pass complete short middle to Allen Robinson for 9 yards (tackle by Tyrann Mathieu),0.610,1.280
2,11:17,2,1,CHI 34,10,0,David Montgomery left guard for 4 yards (tackle by Tyrann Mathieu),1.280,1.470
2,10:42,1,10,CHI 38,10,0,David Montgomery left tackle for 3 yards (tackle by Khalen Saunders and Anthony Hitchens),1.470,1.330
2,10:05,2,7,CHI 41,10,0,Mitchell Trubisky pass complete short left to J.P. Holtz for 13 yards (tackle by Anthony Hitchens),1.330,2.520
2,9:23,1,10,KAN 46,10,0,Mitchell Trubisky pass incomplete deep left intended for Allen Robinson,2.520,1.980
2,9:15,2,10,KAN 46,10,0,David Montgomery right guard for 1 yard (tackle by Derrick Nnadi),1.980,1.420
2,8:28,3,9,KAN 45,10,0,Mitchell Trubisky pass complete short middle to David Montgomery for 2 yards (tackle by Tyrann Mathieu),1.420,0.400
2,7:45,4,7,KAN 43,10,0,Pat O'Donnell punts 38 yards downed by Cordarrelle Patterson,0.400,0.380
2,7:34,1,10,KAN 5,10,0,Damien Williams right end for 5 yards (tackle by Leonard Floyd),-0.380,-0.420
2,6:53,2,5,KAN 10,10,0,Patrick Mahomes pass complete short middle to Travis Kelce for 13 yards (tackle by Prince Amukamara),-0.420,0.480
2,6:21,1,10,KAN 23,10,0,Patrick Mahomes pass incomplete deep right intended for Sammy Watkins,0.480,-0.070
2,6:14,2,10,KAN 23,10,0,Patrick Mahomes pass complete short middle to Tyreek Hill for 13 yards (tackle by Buster Skrine),-0.070,1.330
2,5:31,1,10,KAN 36,10,0,Patrick Mahomes pass complete short right to Tyreek Hill for 15 yards (tackle by Nick Kwiatkoski),1.330,2.320
2,4:49,1,10,CHI 49,10,0,Patrick Mahomes pass complete short right to Travis Kelce for 1 yard (tackle by Kyle Fuller),2.320,1.920
2,4:05,2,9,CHI 48,10,0,"Patrick Mahomes pass complete short right to Spencer Ware for 17 yards (tackle by Ha Ha Clinton-Dix). Penalty on Mitchell Schwartz: Illegal Block Above the Waist, 10 yards. Penalty on Mitchell Schwartz: Offensive Holding, 10 yards (no play)",1.920,0.570
2,3:36,2,19,KAN 42,10,0,"Patrick Mahomes pass complete short right to Damien Williams for 1 yard (tackle by Kyle Fuller). Penalty on Austin Reiter: Offensive Holding, 10 yards",0.570,-0.650
2,3:12,2,28,KAN 33,10,0,Patrick Mahomes pass complete short right to Damien Williams for 12 yards (tackle by Kyle Fuller),-0.650,0.300
2,2:24,,,,,,Timeout #2 by Chicago Bears,,
2,2:24,3,16,KAN 45,10,0,Patrick Mahomes pass complete short middle to Travis Kelce for 12 yards (tackle by Ha Ha Clinton-Dix),0.300,0.400
2,2:00,4,4,CHI 43,10,0,"Dustin Colquitt punts 33 yards, fair catch by Tarik Cohen at CHI-10. Penalty on Kevin Pierre-Louis: Running Into the Kicker, 5 yards (no play)",0.400,3.050
2,1:53,1,10,CHI 38,10,0,"Patrick Mahomes pass complete short left to Tyreek Hill for 7 yards (tackle by Buster Skrine). Penalty on Nick Kwiatkoski: Illegal Use of Hands, 5 yards (no play)",3.050,3.380
2,1:43,1,10,CHI 33,10,0,Patrick Mahomes pass complete short right to Travis Kelce for 5 yards (tackle by Ha Ha Clinton-Dix),3.380,3.510
2,1:12,2,5,CHI 28,10,0,Damien Williams left end for 9 yards (tackle by Khalil Mack),3.510,4.310
2,1:04,,,,,,Timeout #1 by Kansas City Chiefs,,
2,1:04,1,10,CHI 19,10,0,Patrick Mahomes pass complete short right to Travis Kelce for 13 yards (tackle by Ha Ha Clinton-Dix). Penalty on Brent Urban: Illegal Use of Hands (Declined),4.310,5.830
2,0:56,1,6,CHI 6,16,0,"Patrick Mahomes pass complete short left to Travis Kelce for 6 yards, touchdown",5.830,7.000
2,0:52,,,CHI 15,17,0,Harrison Butker kicks extra point good,0.000,0.000
2,0:52,,,KAN 35,17,0,"Harrison Butker kicks off 58 yards, returned by J.P. Holtz for 11 yards (tackle by Alex Brown)",0.000,0.040
2,0:49,1,10,CHI 18,17,0,Mitchell Trubisky pass complete deep right to Allen Robinson for 17 yards (tackle by Kendall Fuller),0.040,1.270
2,0:32,1,10,CHI 35,17,0,Mitchell Trubisky spiked the ball,1.270,0.720
2,0:31,2,10,CHI 35,17,0,Mitchell Trubisky pass complete short middle to Tarik Cohen for 5 yards (tackle by Tyrann Mathieu),0.720,0.700
2,0:14,3,5,CHI 40,17,0,"Penalty on CHI: False Start, 5 yards (no play)",0.700,0.040
2,0:14,,,,,,Timeout #3 by Chicago Bears,,
2,0:14,3,10,CHI 35,17,0,Mitchell Trubisky pass complete short middle to Javon Wims for 11 yards (tackle by Tyrann Mathieu),0.040,1.990
2,0:02,1,10,CHI 46,17,0,"Penalty on CHI: False Start, 5 yards (no play)",1.990,1.450
Quarter,Time,Down,ToGo,Location,KAN,CHI,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,CHI 35,17,0,"Eddy Pineiro kicks off 65 yards, returned by Mecole Hardman for 25 yards (tackle by Josh Woods)",0.000,0.610
3,14:53,1,10,KAN 25,17,0,Damien Williams right tackle for 2 yards (tackle by Khalil Mack),0.610,0.330
3,14:12,2,8,KAN 27,17,0,Patrick Mahomes pass complete short middle to Travis Kelce for 13 yards (tackle by Eddie Jackson),0.330,1.600
3,13:37,1,10,KAN 40,17,0,Damien Williams left tackle for no gain (tackle by Leonard Floyd and Kevin Pierre-Louis),1.600,1.050
3,12:57,2,10,KAN 40,17,0,Patrick Mahomes pass complete short middle to Blake Bell for 5 yards (tackle by Kevin Pierre-Louis),1.050,1.030
3,12:19,3,5,KAN 45,17,0,Patrick Mahomes pass incomplete short left intended for Travis Kelce,1.030,-0.390
3,12:14,4,5,KAN 45,17,0,"Dustin Colquitt punts 50 yards, returned by Tarik Cohen for 8 yards (tackle by Armani Watts)",-0.390,0.320
3,12:04,1,10,CHI 13,17,0,David Montgomery left tackle for 4 yards (tackle by Daniel Sorensen),-0.320,-0.300
3,11:30,2,6,CHI 17,17,0,David Montgomery left tackle for 13 yards (tackle by Anthony Hitchens),-0.300,0.940
3,10:53,1,10,CHI 30,17,0,David Montgomery left tackle for 1 yard (tackle by Damien Wilson),0.940,0.530
3,10:11,2,9,CHI 31,17,0,Mitchell Trubisky pass incomplete short middle intended for Allen Robinson,0.530,-0.160
3,10:06,3,9,CHI 31,17,0,"Penalty on Frank Clark: Neutral Zone Infraction, 5 yards (no play)",-0.160,0.500
3,10:06,3,4,CHI 36,17,0,Mitchell Trubisky pass complete short middle to Allen Robinson for 13 yards (tackle by Charvarius Ward),0.500,2.190
3,9:21,1,10,CHI 49,17,0,Mitchell Trubisky pass complete short right to Allen Robinson for 7 yards (tackle by Bashaud Breeland),2.190,2.590
3,8:47,2,3,KAN 44,17,0,David Montgomery left guard for 5 yards (tackle by Chris Jones),2.590,2.980
3,8:02,1,10,KAN 39,17,0,Mitchell Trubisky pass incomplete deep right intended for Javon Wims,2.980,2.440
3,7:55,2,10,KAN 39,17,0,David Montgomery right guard for 16 yards (tackle by Kendall Fuller),2.440,4.040
3,7:22,1,10,KAN 23,17,0,Tarik Cohen left end for 2 yards (tackle by Khalen Saunders),4.040,3.770
3,6:46,2,8,KAN 21,17,0,Cordarrelle Patterson left tackle for 16 yards (tackle by Anthony Hitchens and Kendall Fuller),3.770,6.060
3,5:55,1,5,KAN 5,17,0,David Montgomery right guard for no gain (tackle by Anthony Hitchens and Mike Pennel),6.060,5.150
3,5:16,2,5,KAN 5,17,0,Mitchell Trubisky pass incomplete short left intended for Anthony Miller,5.150,4.260
3,5:12,3,5,KAN 5,17,0,Mitchell Trubisky right end for 1 yard (tackle by Juan Thornhill),4.260,3.030
3,4:33,4,4,KAN 4,17,0,Mitchell Trubisky pass incomplete short left intended for Allen Robinson (defended by Charvarius Ward),3.030,0.380
3,4:29,1,10,KAN 4,17,0,Damien Williams right guard for 12 yards (tackle by Brent Urban and Ha Ha Clinton-Dix),-0.380,-0.140
3,3:42,1,10,KAN 16,17,0,Damien Williams right guard for 2 yards (tackle by Roy Robertson-Harris and Kevin Pierre-Louis),-0.140,-0.350
3,3:10,2,8,KAN 18,17,0,Patrick Mahomes pass incomplete deep right,-0.350,-1.070
3,3:05,3,8,KAN 18,17,0,Patrick Mahomes pass incomplete short left intended for Blake Bell,-1.070,-2.240
3,3:00,4,8,KAN 18,17,0,"Dustin Colquitt punts 43 yards, returned by Tarik Cohen for 10 yards (tackle by Daniel Sorensen)",-2.240,-2.190
3,2:50,1,10,CHI 49,17,0,Mitchell Trubisky pass complete short left to Cordarrelle Patterson for 5 yards (tackle by Charvarius Ward),2.190,2.320
3,2:15,2,5,KAN 46,17,0,David Montgomery right guard for 1 yard (tackle by Khalen Saunders),2.320,1.750
3,1:34,3,4,KAN 45,17,0,"Mitchell Trubisky pass incomplete short middle intended for Allen Robinson (defended by Charvarius Ward). Penalty on Chris Jones: Roughing the Passer, 15 yards (no play)",1.750,3.580
3,1:29,1,10,KAN 30,17,0,David Montgomery right end for no gain (tackle by Anthony Hitchens),3.580,3.030
3,0:47,2,10,KAN 30,17,0,Mitchell Trubisky pass incomplete short middle intended for Javon Wims,3.030,2.340
3,0:42,3,10,KAN 30,17,0,Mitchell Trubisky pass complete short middle to Allen Robinson for 2 yards (tackle by Kendall Fuller),2.340,1.590
3,0:03,4,8,KAN 28,17,3,Eddy Pineiro 46 yard field goal good,1.590,3.000
Quarter,Time,Down,ToGo,Location,KAN,CHI,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,,,CHI 35,17,3,"Eddy Pineiro kicks off 68 yards, returned by Mecole Hardman for 32 yards (tackle by Ryan Nall)",0.000,0.870
4,14:53,1,10,KAN 29,17,3,Patrick Mahomes pass complete deep middle to Tyreek Hill for 19 yards (tackle by Kyle Fuller),0.870,2.130
4,14:05,1,10,KAN 48,17,3,Patrick Mahomes pass incomplete short left intended for Demarcus Robinson,2.130,1.580
4,14:02,2,10,KAN 48,17,3,Damien Williams right end for 2 yards (tackle by Leonard Floyd),1.580,1.160
4,13:20,3,8,KAN 50,17,3,Patrick Mahomes pass complete short right to Spencer Ware for 18 yards (tackle by Kevin Pierre-Louis),1.160,3.450
4,12:43,1,10,CHI 32,17,3,Spencer Ware right end for 5 yards (tackle by Ha Ha Clinton-Dix and Nick Kwiatkoski),3.450,3.580
4,12:02,2,5,CHI 27,17,3,Patrick Mahomes pass complete short middle to Travis Kelce for 11 yards (tackle by Kyle Fuller),3.580,4.510
4,11:21,1,10,CHI 16,17,3,Damien Williams left tackle for 4 yards (tackle by Nick Williams),4.510,4.570
4,10:44,2,6,CHI 12,17,3,Damien Williams left tackle for -2 yards (tackle by Kevin Pierre-Louis),4.570,3.370
4,10:11,3,8,CHI 14,23,3,"Patrick Mahomes pass complete short left to Damien Williams for 14 yards, touchdown",3.370,7.000
4,10:05,,,CHI 15,23,3,Harrison Butker kicks extra point no good hit left upright,0.000,-1.000
4,10:05,,,KAN 35,23,3,"Harrison Butker kicks off 65 yards, touchback.",0.000,0.610
4,10:05,1,10,CHI 25,23,3,"Mitchell Trubisky pass complete short middle to Jesper Horsted for 5 yards (tackle by Daniel Sorensen). Penalty on Charles Leno: Offensive Holding, 10 yards (no play)",0.610,-0.410
4,9:39,1,20,CHI 15,23,3,Mitchell Trubisky pass complete short middle to Javon Wims for 3 yards (tackle by Daniel Sorensen),-0.410,-0.980
4,9:16,2,17,CHI 18,23,3,Mitchell Trubisky pass complete deep middle to Jesper Horsted for 20 yards (tackle by Juan Thornhill). Penalty on Frank Clark: Defensive Offside (Declined),-0.980,1.470
4,9:05,1,10,CHI 38,23,3,Mitchell Trubisky pass incomplete deep left intended for Javon Wims,1.470,0.920
4,8:59,2,10,CHI 38,23,3,"Penalty on Chris Jones: Neutral Zone Infraction, 5 yards (no play)",0.920,1.600
4,8:59,2,5,CHI 43,23,3,"Mitchell Trubisky pass incomplete short right intended for Javon Wims. Penalty on Bashaud Breeland: Defensive Pass Interference, 11 yards (no play)",1.600,2.520
4,8:53,1,10,KAN 46,23,3,"Mitchell Trubisky pass incomplete deep left intended for Anthony Miller. Penalty on Charvarius Ward: Defensive Holding, 5 yards (no play)",2.520,2.850
4,8:47,1,10,KAN 41,23,3,Mitchell Trubisky pass incomplete deep middle intended for Javon Wims (defended by Tyrann Mathieu),2.850,2.310
4,8:41,2,10,KAN 41,23,3,Mitchell Trubisky pass incomplete short right intended for Tarik Cohen,2.310,1.620
4,8:38,3,10,KAN 41,23,3,Mitchell Trubisky sacked by Chris Jones for -13 yards,1.620,-0.320
4,7:51,4,23,CHI 46,23,3,Mitchell Trubisky pass complete short right to Eric Saubert for 11 yards (tackle by Bashaud Breeland),-0.320,-1.800
4,7:42,1,10,KAN 43,23,3,Damien Williams right guard for 5 yards (tackle by Isaiah Irving),1.800,1.930
4,7:03,2,5,KAN 48,23,3,Damien Williams right guard for 8 yards (tackle by Nick Kwiatkoski and Kevin Pierre-Louis),1.930,2.650
4,6:19,1,10,CHI 44,23,3,Damien Williams right end for 3 yards (tackle by Nick Williams and Roy Robertson-Harris),2.650,2.520
4,5:36,2,7,CHI 41,23,3,Damien Williams left tackle for 2 yards (tackle by Nick Kwiatkoski),2.520,2.080
4,4:54,3,5,CHI 39,23,3,Patrick Mahomes pass complete short middle to Sammy Watkins for 11 yards (tackle by Nick Kwiatkoski),2.080,3.710
4,4:12,1,10,CHI 28,23,3,Darwin Thompson right tackle for 8 yards (tackle by Roy Robertson-Harris),3.710,4.250
4,3:28,2,2,CHI 20,23,3,Darwin Thompson left guard for 2 yards (tackle by Bilal Nichols),4.250,4.370
4,2:43,1,10,CHI 18,23,3,Darwin Thompson right end for -1 yards (tackle by Brent Urban),4.370,3.670
4,2:00,2,11,CHI 19,23,3,Darwin Thompson right guard for 1 yard (tackle by Khalil Mack and Bilal Nichols),3.670,3.050
4,1:52,,,,,,Timeout #1 by Chicago Bears,,
4,1:52,3,10,CHI 18,23,3,Darwin Thompson left end for 4 yards (tackle by Kevin Pierre-Louis and Nick Kwiatkoski),3.050,2.530
4,1:44,,,,,,Timeout #2 by Chicago Bears,,
4,1:44,4,6,CHI 14,26,3,Harrison Butker 32 yard field goal good,2.530,3.000
4,1:40,,,KAN 35,26,3,"Harrison Butker kicks off 65 yards, touchback.",0.000,0.610
4,1:40,1,10,CHI 25,26,3,Mitchell Trubisky pass incomplete deep right intended for Javon Wims,0.610,0.060
4,1:36,2,10,CHI 25,26,3,Mitchell Trubisky pass complete short middle to Tarik Cohen for 8 yards (tackle by Charvarius Ward),0.060,0.430
4,1:29,3,2,CHI 33,26,3,Mitchell Trubisky pass complete short right to Allen Robinson for 5 yards,0.430,1.470
4,1:24,1,10,CHI 38,26,3,Mitchell Trubisky pass complete short left to Javon Wims for 12 yards (tackle by Ben Niemann),1.470,2.260
4,1:04,1,10,CHI 50,26,3,Mitchell Trubisky pass complete short middle to Tarik Cohen for 12 yards (tackle by Ben Niemann),2.260,3.050
4,0:43,1,10,KAN 38,26,3,Mitchell Trubisky pass incomplete short middle intended for Eric Saubert,3.050,2.510
4,0:40,2,10,KAN 38,26,3,"Penalty on Derrick Nnadi: Neutral Zone Infraction, 5 yards (no play)",2.510,3.180
4,0:40,2,5,KAN 33,26,3,Mitchell Trubisky sacked by Reggie Ragland for -3 yards,3.180,2.080
4,0:17,3,8,KAN 36,26,3,Mitchell Trubisky pass incomplete deep left intended for Allen Robinson,2.080,0.880
4,0:11,4,8,KAN 36,26,3,Mitchell Trubisky pass incomplete short right intended for Allen Robinson,0.880,-1.330
4,0:06,1,10,KAN 36,26,3,Matt Moore kneels for -1 yards,1.330,0.660
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
