Quarter,Time,Down,ToGo,Location,CHI,NWE,Detail,EPB,EPA
1,8:57,1,10,NWE 21,3,0,Damien Harris up the middle for 3 yards (tackle by Nicholas Morrow),0.340,0.210
1,8:31,2,7,NWE 24,3,0,"Mac Jones sacked by. Penalty on Trent Brown: Offensive Holding, 10 yards (offset) . Penalty on Jaquan Brisker: Defensive Holding, 5 yards (offset) (no play)",0.210,0.210
1,8:11,2,7,NWE 24,3,0,Mac Jones pass complete short right to Damien Harris for 2 yards (tackle by Roquan Smith),0.210,-0.230
1,7:40,3,5,NWE 26,3,0,"Penalty on Trent Brown: False Start, 5 yards (accepted) (no play)",-0.230,-0.890
1,7:14,3,10,NWE 21,3,0,Rhamondre Stevenson left tackle for 5 yards (tackle by Jaquan Brisker),-0.890,-1.630
1,6:38,4,5,NWE 26,3,0,"Jake Bailey punts 36 yards, returned by Dante Pettis for 6 yards (tackle by Brenden Schooler)",-1.630,-1.860
1,6:29,1,10,CHI 44,3,0,Justin Fields pass complete short left to Cole Kmet for 6 yards (tackle by Ja'Whaun Bentley),1.860,2.130
1,5:43,2,4,CHI 50,3,0,David Montgomery right guard for -2 yards (tackle by Jack Jones and Carl Davis),2.130,1.160
1,5:01,3,6,CHI 48,3,0,Justin Fields pass complete deep right to Equanimeous St. Brown for 19 yards (tackle by Adrian Phillips),1.160,3.380
1,4:17,1,10,NWE 33,3,0,Justin Fields pass complete short middle to N'Keal Harry for 14 yards (tackle by Devin McCourty and Adrian Phillips),3.380,4.310
1,3:42,1,10,NWE 19,3,0,Justin Fields left guard for 8 yards (tackle by Adrian Phillips),4.310,5.140
1,3:01,2,2,NWE 11,3,0,David Montgomery right guard for 8 yards (tackle by Myles Bryant and Jalen Mills),5.140,6.510
1,2:16,1,3,NWE 3,9,0,"Justin Fields left tackle for 3 yards, touchdown",6.510,7.000
1,2:11,,,NWE 15,10,0,Cairo Santos kicks extra point good,0.000,0.000
1,2:11,,,CHI 35,10,0,"Cairo Santos kicks off 64 yards, returned by Marcus Jones for 22 yards (tackle by Dane Cruikshank and Joe Thomas)",0.000,0.480
1,2:05,1,10,NWE 23,10,0,Mac Jones pass incomplete deep left intended for Tyquan Thornton,0.480,-0.070
1,1:59,2,10,NWE 23,10,0,Rhamondre Stevenson right tackle for 5 yards (tackle by Roquan Smith),-0.070,-0.100
1,1:27,3,5,NWE 28,10,0,Mac Jones scrambles right tackle for 10 yards (tackle by Jaquan Brisker),-0.100,1.470
1,0:51,1,10,NWE 38,10,0,Rhamondre Stevenson right guard for 4 yards (tackle by Roquan Smith),1.470,1.460
1,0:15,2,6,NWE 42,10,0,Mac Jones pass complete short middle to Hunter Henry for 12 yards (tackle by Jaquan Brisker),1.460,2.520
Quarter,Time,Down,ToGo,Location,CHI,NWE,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,10,CHI 46,10,0,Rhamondre Stevenson right tackle for 1 yard (tackle by Roquan Smith),2.520,2.110
2,14:20,2,9,CHI 45,10,0,Mac Jones scrambles right end for 8 yards (tackle by Jaquan Brisker),2.110,2.480
2,13:49,3,1,CHI 37,10,0,Rhamondre Stevenson up the middle for 1 yard (tackle by Mike Pennel),2.480,3.180
2,13:22,1,10,CHI 36,10,0,Mac Jones pass incomplete short middle intended for Damien Harris,3.180,2.640
2,13:16,2,10,CHI 36,10,0,Mac Jones pass short right intended for Jonnu Smith is intercepted by Jaquan Brisker at CHI-21 and returned for 6 yards (tackle by Rhamondre Stevenson),2.640,-0.740
2,13:08,1,10,CHI 27,10,0,Justin Fields pass incomplete short left intended for Khalil Herbert (defended by Anfernee Jennings),0.740,0.200
2,13:06,2,10,CHI 27,10,0,Justin Fields pass incomplete short right intended for Darnell Mooney (defended by Marcus Jones),0.200,-0.490
2,13:01,3,10,CHI 27,10,0,Justin Fields sacked by and Mack Wilson for -9 yards and Matt Judon for -9 yards. Justin Fields fumbles (forced by Mack Wilson),-0.490,-2.240
2,12:05,4,19,CHI 18,10,0,"Trenton Gill punts 46 yards, returned by Marcus Jones for 9 yards (tackle by Jack Sanborn)",-2.240,-1.930
2,11:55,1,10,NWE 45,10,0,Bailey Zappe pass complete short right to Jonnu Smith for 4 yards (tackle by Eddie Jackson and Nicholas Morrow),1.930,1.920
2,11:14,2,6,NWE 49,10,0,Damien Harris right end for 1 yard (tackle by Roquan Smith),1.920,1.360
2,10:36,3,5,NWE 50,10,0,Bailey Zappe pass complete short right to Rhamondre Stevenson for 20 yards (tackle by Eddie Jackson),1.360,3.580
2,9:52,1,10,CHI 30,10,6,"Bailey Zappe pass complete deep left to Jakobi Meyers for 30 yards, touchdown",3.580,7.000
2,9:43,,,CHI 15,10,7,Nick Folk kicks extra point good,0.000,0.000
2,9:43,,,NWE 35,10,7,"Jake Bailey kicks off 62 yards, returned by Khalil Herbert for 27 yards (tackle by Brenden Schooler and Adrian Phillips)",0.000,0.940
2,9:36,1,10,CHI 30,10,7,Justin Fields right end for 15 yards (tackle by Devin McCourty),0.940,1.930
2,8:59,1,10,CHI 45,10,7,David Montgomery up the middle for 1 yard (tackle by Ja'Whaun Bentley),1.930,1.520
2,8:16,2,9,CHI 46,10,7,David Montgomery up the middle for 4 yards (tackle by Raekwon McMillan and Davon Godchaux),1.520,1.360
2,7:44,3,5,CHI 50,10,7,Justin Fields pass short middle (defended by Matt Judon) intended for Equanimeous St. Brown is intercepted by Myles Bryant at NE-39 and returned for 11 yards (tackle by Equanimeous St. Brown),1.360,-2.260
2,7:34,1,10,NWE 50,10,7,Bailey Zappe pass complete deep left to DeVante Parker for 43 yards (tackle by Jaylon Johnson),2.260,5.600
2,6:45,1,7,CHI 7,10,7,Rhamondre Stevenson left end for 3 yards (tackle by Mike Pennel and Roquan Smith),5.600,5.340
2,6:08,2,4,CHI 4,10,13,"Rhamondre Stevenson left end for 4 yards, touchdown",5.340,7.000
2,6:04,,,CHI 15,10,14,Nick Folk kicks extra point good,0.000,0.000
2,6:04,,,NWE 35,10,14,"Jake Bailey kicks off 65 yards, touchback.",0.000,0.610
2,6:04,1,10,CHI 25,10,14,Justin Fields up the middle for 5 yards (tackle by Ja'Whaun Bentley),0.610,0.740
2,5:33,2,5,CHI 30,10,14,Khalil Herbert right guard for 4 yards (tackle by Raekwon McMillan),0.740,0.560
2,5:12,3,1,CHI 34,10,14,Justin Fields up the middle for 1 yard (tackle by Lawrence Guy and Raekwon McMillan),0.560,1.270
2,4:32,1,10,CHI 35,10,14,Khalil Herbert up the middle for 10 yards (tackle by Devin McCourty),1.270,1.930
2,3:50,1,10,CHI 45,10,14,Justin Fields pass complete short middle to Darnell Mooney for 16 yards (tackle by Ja'Whaun Bentley and Jabrill Peppers),1.930,2.980
2,3:12,1,10,NWE 39,10,14,Justin Fields pass complete short right to Ryan Griffin for 5 yards (tackle by Anfernee Jennings and Ja'Whaun Bentley),2.980,3.120
2,2:33,2,5,NWE 34,10,14,Justin Fields sacked by Matt Judon for no gain,3.120,2.410
2,2:14,,,,,,Timeout #1 by New England Patriots,,
2,2:14,3,5,NWE 34,10,14,Justin Fields left end for 9 yards (tackle by Devin McCourty),2.410,3.910
2,2:00,1,10,NWE 25,16,14,"Justin Fields pass complete short left to Khalil Herbert for 25 yards, touchdown",3.910,7.000
2,1:54,,,NWE 15,17,14,Cairo Santos kicks extra point good,0.000,0.000
2,1:54,,,CHI 35,17,14,"Cairo Santos kicks off 65 yards, returned by Marcus Jones for 27 yards (tackle by DeAndre Houston-Carson)",0.000,0.740
2,1:49,1,10,NWE 27,17,14,Bailey Zappe pass incomplete deep left intended for Tyquan Thornton,0.740,0.200
2,1:44,2,10,NWE 27,17,14,Bailey Zappe pass complete short right to DeVante Parker for 12 yards (tackle by Kindle Vildor),0.200,1.530
2,1:40,1,10,NWE 39,17,14,"Bailey Zappe aborted snap, recovered by Justin Jones at NE-37 (tackle by Rhamondre Stevenson)",1.530,-3.120
2,1:32,1,10,NWE 37,17,14,Justin Fields left end for 4 yards (tackle by Jack Jones),3.120,3.110
2,1:26,2,6,NWE 33,17,14,Justin Fields sacked by Matt Judon for -8 yards,3.110,1.360
2,0:41,3,14,NWE 41,17,14,Justin Fields scrambles up the middle for 20 yards (tackle by Jack Jones),1.360,4.170
2,0:31,,,,,,Timeout #2 by New England Patriots,,
2,0:31,1,10,NWE 21,17,14,"Justin Fields sacked by Anfernee Jennings for -15 yards. Justin Fields fumbles (forced by Anfernee Jennings), recovered by Justin Fields at NE-36 (tackle by Matt Judon)",4.170,1.600
2,0:24,,,,,,Timeout #1 by Chicago Bears,,
2,0:24,2,25,NWE 36,17,14,Justin Fields left tackle for 9 yards (tackle by Jack Jones),1.600,2.150
2,0:19,,,,,,Timeout #2 by Chicago Bears,,
2,0:19,,,,,,Timeout #3 by New England Patriots,,
2,0:19,3,16,NWE 27,17,14,Justin Fields pass complete deep right to Darnell Mooney for 17 yards (tackle by Myles Bryant),2.150,4.910
2,0:11,1,10,NWE 10,17,14,"Justin Fields pass incomplete short right. Penalty on Jonathan Jones: Defensive Holding, 5 yards (accepted) (no play)",4.910,6.060
2,0:03,1,5,NWE 5,20,14,Cairo Santos 23 yard field goal good,6.060,3.000
Quarter,Time,Down,ToGo,Location,CHI,NWE,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,NWE 35,20,14,"Jake Bailey kicks off 63 yards, returned by Khalil Herbert for 22 yards (tackle by Jabrill Peppers)",0.000,0.540
3,14:53,1,10,CHI 24,20,14,Khalil Herbert left end for 4 yards (tackle by Ja'Whaun Bentley),0.540,0.540
3,14:16,2,6,CHI 28,20,14,Justin Fields pass incomplete short right intended for Darnell Mooney,0.540,-0.160
3,14:13,3,6,CHI 28,20,14,"Justin Fields aborted snap, recovered by Justin Fields at CHI-19 Justin Fields for 7 yards (tackle by Jonathan Jones)",-0.160,1.270
3,13:35,1,10,CHI 35,20,14,Dante Pettis right end for 29 yards (tackle by Devin McCourty),1.270,3.180
3,13:00,1,10,NWE 36,20,14,Khalil Herbert right end for 5 yards (tackle by Jonathan Jones),3.180,3.310
3,12:18,2,5,NWE 31,20,14,Justin Fields pass complete short left to Equanimeous St. Brown for 11 yards (tackle by Jalen Mills),3.310,4.240
3,11:41,1,10,NWE 20,20,14,"Penalty on Braxton Jones: False Start, 5 yards (accepted) (no play)",4.240,3.910
3,11:15,1,15,NWE 25,20,14,Justin Fields right guard for 1 yard (tackle by Anfernee Jennings),3.910,3.150
3,10:37,2,14,NWE 24,20,14,Khalil Herbert right end for 4 yards (tackle by Jahlani Tavai and Jonathan Jones),3.150,3.010
3,9:56,3,10,NWE 20,20,14,Justin Fields pass incomplete deep right intended for Equanimeous St. Brown,3.010,2.120
3,9:51,4,10,NWE 20,23,14,Cairo Santos 38 yard field goal good,2.120,3.000
3,9:47,,,CHI 35,23,14,"Cairo Santos kicks off 65 yards, touchback.",0.000,0.610
3,9:47,1,10,NWE 25,23,14,Damien Harris left guard for 4 yards (tackle by Armon Watts),0.610,0.600
3,9:09,2,6,NWE 29,23,14,Bailey Zappe pass incomplete short right intended for Hunter Henry (defended by Justin Jones),0.600,-0.100
3,9:04,3,6,NWE 29,23,14,Bailey Zappe sacked by Roquan Smith for -8 yards,-0.100,-1.960
3,8:31,4,14,NWE 21,23,14,"Jake Bailey punts 47 yards, recovered by Dante Pettis at CHI-32, returned by Dante Pettis for no gain (tackle by Jabrill Peppers). Penalty on Dane Cruikshank: Offensive Holding, 10 yards (accepted)",-1.960,-0.410
3,8:17,1,10,CHI 22,23,14,Justin Fields pass incomplete short left intended for Cole Kmet,0.410,-0.130
3,8:09,2,10,CHI 22,23,14,David Montgomery right guard for 3 yards (tackle by Deatrich Wise and Davon Godchaux),-0.130,-0.430
3,7:28,3,7,CHI 25,23,14,Justin Fields pass complete deep left to Cole Kmet for 26 yards (tackle by Devin McCourty),-0.430,2.320
3,7:05,1,10,NWE 49,23,14,David Montgomery left guard for 6 yards (tackle by Deatrich Wise),2.320,2.590
3,6:26,2,4,NWE 43,23,14,David Montgomery left tackle for 3 yards (tackle by Deatrich Wise and Jahlani Tavai),2.590,2.280
3,5:49,3,1,NWE 40,23,14,Justin Fields up the middle for 1 yard (tackle by Lawrence Guy),2.280,2.980
3,5:06,1,10,NWE 39,23,14,Justin Fields pass incomplete deep right intended for Darnell Mooney,2.980,2.440
3,5:00,2,10,NWE 39,23,14,David Montgomery right tackle for 2 yards (tackle by Lawrence Guy and Ja'Whaun Bentley),2.440,2.020
3,4:35,3,8,NWE 37,23,14,David Montgomery up the middle for 5 yards (tackle by Davon Godchaux),2.020,1.290
3,3:54,4,3,NWE 32,26,14,Cairo Santos 50 yard field goal good,1.290,3.000
3,3:50,,,CHI 35,26,14,"Cairo Santos kicks off 65 yards, touchback.",0.000,0.610
3,3:50,1,10,NWE 25,26,14,"Bailey Zappe pass complete short middle to Hunter Henry for no gain. Penalty on Trent Brown: Tripping / Offense, 10 yards (accepted) (no play)",0.610,-0.410
3,3:29,1,20,NWE 15,26,14,Bailey Zappe pass complete short left to Rhamondre Stevenson for 10 yards (tackle by Jaquan Brisker),-0.410,0.060
3,2:58,2,10,NWE 25,26,14,Bailey Zappe pass complete short left to Rhamondre Stevenson for 8 yards (tackle by Roquan Smith),0.060,0.430
3,2:18,3,2,NWE 33,26,14,Bailey Zappe pass incomplete short right intended for DeVante Parker (defended by Trevis Gipson),0.430,-1.180
3,2:13,4,2,NWE 33,26,14,"Jake Bailey punts 33 yards, returned by Dante Pettis for 27 yards (tackle by Jabrill Peppers)",-1.180,-2.980
3,2:01,1,10,NWE 39,26,14,Khalil Herbert up the middle for 4 yards (tackle by Davon Godchaux),2.980,2.980
3,1:16,2,6,NWE 35,26,14,Justin Fields pass complete short left to Dante Pettis for 2 yards (tackle by Adrian Phillips),2.980,2.540
3,0:37,3,4,NWE 33,26,14,Justin Fields pass complete short left to Equanimeous St. Brown for 7 yards (tackle by Jalen Mills),2.540,3.840
Quarter,Time,Down,ToGo,Location,CHI,NWE,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,NWE 26,26,14,Khalil Herbert up the middle for 3 yards (tackle by Lawrence Guy and Davon Godchaux),3.840,3.700
4,14:23,2,7,NWE 23,26,14,Khalil Herbert left end for 6 yards (tackle by Jalen Mills),3.700,3.950
4,13:46,3,1,NWE 17,26,14,David Montgomery left guard for 12 yards (tackle by Ja'Whaun Bentley and Lawrence Guy),3.950,6.060
4,13:03,1,5,NWE 5,26,14,David Montgomery left tackle for 4 yards (tackle by Jahlani Tavai),6.060,5.910
4,12:17,2,1,NWE 1,32,14,"David Montgomery left tackle for 1 yard, touchdown",5.910,7.000
4,12:13,,,NWE 15,33,14,Cairo Santos kicks extra point good,0.000,0.000
4,12:13,,,CHI 35,33,14,"Cairo Santos kicks off 67 yards, returned by Marcus Jones for 20 yards (tackle by Sterling Weatherford)",0.000,0.040
4,12:08,1,10,NWE 18,33,14,Bailey Zappe pass complete short left to Rhamondre Stevenson for 10 yards (tackle by Roquan Smith and Nicholas Morrow),0.040,0.810
4,11:29,1,10,NWE 28,33,14,Rhamondre Stevenson up the middle for 5 yards (tackle by Roquan Smith),0.810,0.940
4,10:54,2,5,NWE 33,33,14,Bailey Zappe pass complete short right to Rhamondre Stevenson for 2 yards (tackle by Jaylon Johnson),0.940,0.500
4,10:13,3,3,NWE 35,33,14,Bailey Zappe pass complete short right to Jakobi Meyers for 4 yards (tackle by Eddie Jackson),0.500,1.530
4,9:37,1,10,NWE 39,33,14,Rhamondre Stevenson up the middle for 4 yards (tackle by Justin Jones),1.530,1.530
4,9:01,2,6,NWE 43,33,14,Bailey Zappe pass complete short right to DeVante Parker for 13 yards (tackle by Nicholas Morrow and Jaquan Brisker),1.530,2.650
4,8:28,1,10,CHI 44,33,14,Bailey Zappe pass incomplete short right intended for Jonnu Smith,2.650,2.110
4,8:24,2,10,CHI 44,33,14,"Bailey Zappe scrambles right end for no gain. Penalty on Cole Strange: Offensive Holding, 10 yards (accepted) (no play)",2.110,0.760
4,7:58,2,20,NWE 46,33,14,Bailey Zappe pass short middle (defended by Dominique Robinson) intended for Nelson Agholor is intercepted by Roquan Smith at CHI-48 and returned for 4 yards (tackle by Cole Strange),0.760,-2.390
4,7:50,1,10,NWE 48,33,14,"Penalty on Mike Pennel: Disqualification / Offense, 15 yards (accepted)",2.390,1.400
4,7:50,1,10,CHI 37,33,14,Khalil Herbert left guard for 13 yards (tackle by Devin McCourty),1.400,2.260
4,7:01,1,10,CHI 50,33,14,Khalil Herbert left guard for 4 yards (tackle by Jahlani Tavai and Anfernee Jennings),2.260,2.250
4,6:14,2,6,NWE 46,33,14,Khalil Herbert up the middle for 1 yard (tackle by Jabrill Peppers and Lawrence Guy),2.250,1.690
4,5:28,3,5,NWE 45,33,14,Khalil Herbert left guard for 4 yards (tackle by Lawrence Guy),1.690,0.530
4,4:38,4,1,NWE 41,33,14,"Penalty on CHI: Delay of Game, 5 yards (accepted) (no play)",0.530,0.200
4,4:41,4,6,NWE 46,33,14,"Trenton Gill punts 35 yards, returned by Marcus Jones for 3 yards (tackle by Josh Blackwell)",0.200,0.280
4,4:33,1,10,NWE 14,33,14,Bailey Zappe pass incomplete short left intended for Tyquan Thornton (defended by Justin Jones),-0.280,-0.750
4,4:28,2,10,NWE 14,33,14,Bailey Zappe pass complete short left to Rhamondre Stevenson for 9 yards (tackle by Nicholas Morrow),-0.750,-0.320
4,4:03,3,1,NWE 23,33,14,Bailey Zappe pass complete deep right to Tyquan Thornton for 19 yards (tackle by Eddie Jackson),-0.320,1.730
4,3:44,1,10,NWE 42,33,14,Bailey Zappe pass complete short left to Rhamondre Stevenson for 1 yard (tackle by Angelo Blackson),1.730,1.320
4,3:22,2,9,NWE 43,33,14,Rhamondre Stevenson up the middle for 7 yards (tackle by Justin Jones and Roquan Smith),1.320,1.550
4,2:59,3,2,NWE 50,33,14,Bailey Zappe pass incomplete deep left intended for DeVante Parker,1.550,-0.060
4,2:52,4,2,NWE 50,33,14,Bailey Zappe pass short left intended for Tyquan Thornton is intercepted by Kyler Gordon at CHI-48 and returned for 42 yards (tackle by Tyquan Thornton),-0.060,-4.910
4,2:40,1,10,NWE 10,33,14,Trestan Ebner up the middle for 5 yards (tackle by Ja'Whaun Bentley and Carl Davis),4.910,5.150
4,2:00,2,5,NWE 5,33,14,Trestan Ebner up the middle for 2 yards (tackle by Lawrence Guy and Myles Bryant),5.150,4.720
4,1:16,3,3,NWE 3,33,14,Trestan Ebner left guard for 1 yard (tackle by Davon Godchaux and Anfernee Jennings),4.720,3.250
4,0:28,4,2,NWE 2,33,14,Justin Fields kneels for -1 yards,3.250,0.380
4,0:25,1,10,NWE 3,33,14,Bailey Zappe kneels for -1 yards,-0.380,-0.850
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
