Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
David Montgomery,CHI,15,62,1,3,18,1.2,44,2.9,2,7.5
Justin Fields,CHI,14,82,1,7,68,4.9,14,1.0,0,
Khalil Herbert,CHI,12,62,0,2,32,2.7,30,2.5,1,12.0
Trestan Ebner,CHI,3,8,0,,4,1.3,4,1.3,0,
Dante Pettis,CHI,1,29,0,1,29,29.0,0,0.0,0,
Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Rhamondre Stevenson,NWE,11,39,1,2,17,1.5,22,2.0,0,
Damien Harris,NWE,3,8,0,,3,1.0,5,1.7,0,
Mac Jones,NWE,3,24,0,1,24,8.0,0,0.0,0,
Bailey Zappe,NWE,2,-1,0,0,-1,-0.5,0,0.0,0,
