Quarter,Time,Down,ToGo,Location,KAN,GNB,Detail,EPB,EPA
1,1:01,1,16,GNB 47,0,14,Trent Green pass complete to Johnnie Morton for 21 yards (tackle by Al Harris). Penalty on Cletidus Hunt: Defensive Offside (Declined),2.460,3.840
1,0:42,1,10,GNB 26,6,14,"Trent Green pass complete to Tony Gonzalez for 26 yards, touchdown",3.840,7.000
1,,,,GNB 2,7,14,Morten Andersen kicks extra point good,0.000,0.000
1,,,,KAN 30,7,14,"Jason Baker kicks off 52 yards, returned by Najeh Davenport for 19 yards (tackle by Quinton Caver)",0.000,1.400
1,0:36,1,10,GNB 37,7,14,"Penalty on Bubba Franks: False Start, 5 yards (no play)",1.400,1.070
1,0:31,1,15,GNB 32,7,14,Ahman Green left guard for 3 yards (tackle by Scott Fujita),1.070,0.590
Quarter,Time,Down,ToGo,Location,KAN,GNB,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,12,GNB 35,7,14,Ahman Green left end for 5 yards (tackle by Jerome Woods),0.590,0.560
2,14:22,3,7,GNB 40,7,14,Brett Favre pass complete to Ahman Green for 3 yards (tackle by Eric Downing),0.560,-0.520
2,13:43,4,4,GNB 43,7,14,"Josh Bidwell punts 42 yards, returned by Dante Hall for 30 yards (tackle by Josh Bidwell)",-0.520,-1.930
2,13:30,1,10,KAN 45,7,14,Priest Holmes up the middle for 5 yards (tackle by Darren Sharper and Rod Walker),1.930,2.060
2,12:52,2,5,GNB 50,7,14,Trent Green pass complete to Johnnie Morton for 19 yards (tackle by Al Harris),2.060,3.510
2,12:16,1,10,GNB 31,7,14,Priest Holmes left tackle for 3 yards (tackle by Cletidus Hunt and Nick Barnett),3.510,3.370
2,11:40,2,7,GNB 28,7,14,Trent Green pass incomplete intended for Tony Gonzalez,3.370,2.680
2,11:32,3,7,GNB 28,7,14,Trent Green pass complete to Dante Hall for 16 yards (tackle by Marques Anderson),2.680,4.780
2,10:52,1,10,GNB 12,7,14,Priest Holmes right end for 2 yards (tackle by Nick Barnett and Na'il Diggs),4.780,4.450
2,10:08,2,8,GNB 10,7,14,Priest Holmes left end for no gain (tackle by Hannibal Navies and Marques Anderson),4.450,3.480
2,9:22,3,8,GNB 10,13,14,"Trent Green pass complete to Johnnie Morton for 10 yards, touchdown",3.480,7.000
2,,,,GNB 2,14,14,Morten Andersen kicks extra point good,0.000,0.000
2,,,,KAN 30,14,14,"Jason Baker kicks off 70 yards, touchback",0.000,0.280
2,9:16,1,10,GNB 20,14,14,Ahman Green right tackle for 4 yards (tackle by Gary Stills),0.280,0.270
2,8:43,2,6,GNB 24,14,14,Brett Favre sacked by Scott Fujita for -8 yards,0.270,-1.690
2,8:22,3,14,GNB 16,14,14,Brett Favre pass complete to Javon Walker for 25 yards (tackle by Greg Wesley),-1.690,1.660
2,7:42,1,10,GNB 41,14,14,Brett Favre pass complete to Donald Driver for 5 yards (tackle by Eric Warfield),1.660,1.800
2,7:02,2,5,GNB 46,14,14,Ahman Green left end for -1 yards (tackle by Shawn Barber),1.800,0.960
2,6:17,3,6,GNB 45,14,14,Brett Favre pass complete to Robert Ferguson for 13 yards (tackle by Jimmy Wilkerson),0.960,2.790
2,5:42,1,10,KAN 42,14,14,Najeh Davenport right tackle for 8 yards (tackle by Eddie Freeman and Greg Wesley),2.790,3.320
2,5:09,2,2,KAN 34,14,14,Brett Favre pass incomplete intended for Robert Ferguson (defended by Eric Warfield),3.320,2.610
2,5:04,3,2,KAN 34,14,14,Ahman Green right tackle for 3 yards (tackle by John Browning and Jerome Woods),2.610,3.510
2,4:23,1,10,KAN 31,14,14,Najeh Davenport up the middle for 4 yards (tackle by Eric Warfield and Mike Maslowski),3.510,3.510
2,3:46,2,6,KAN 27,14,14,Brett Favre pass complete to Tony Fisher for 12 yards (tackle by Scott Fujita),3.510,4.580
2,3:05,1,10,KAN 15,14,14,Ahman Green up the middle for 4 yards (tackle by Shawn Barber and Vonnie Holliday),4.580,4.640
2,2:25,2,6,KAN 11,14,14,Brett Favre pass incomplete intended for Robert Ferguson (defended by Dexter McCleon). Penalty on GNB: Illegal Shift (Declined),4.640,3.780
2,2:22,3,6,KAN 11,14,20,"Brett Favre pass complete to Ahman Green for 11 yards, touchdown",3.780,7.000
2,,,,KAN 2,14,21,Ryan Longwell kicks extra point good,0.000,0.000
2,,,,GNB 30,14,21,"Ryan Longwell kicks off 57 yards, returned by Dante Hall for 19 yards (tackle by William Henderson). Penalty on Quinton Caver: Offensive Holding, 10 yards",0.000,0.410
2,2:09,1,10,KAN 22,14,21,Trent Green pass incomplete intended for Johnnie Morton,0.410,-0.130
2,2:03,2,10,KAN 22,14,21,Trent Green pass complete to Priest Holmes for 8 yards (tackle by Nick Barnett),-0.130,0.230
2,1:56,3,2,KAN 30,14,21,Trent Green pass complete to Eddie Kennison for 6 yards (tackle by Mike McKenzie),0.230,1.330
2,1:39,1,10,KAN 36,14,21,Trent Green pass complete to Dante Hall for 12 yards (tackle by Marques Anderson),1.330,2.130
2,1:21,1,10,KAN 48,14,21,Trent Green pass complete to Dante Hall for 2 yards (tackle by Nick Barnett),2.130,1.850
2,1:16,2,8,GNB 50,14,21,Priest Holmes up the middle for 5 yards (tackle by Nick Barnett),1.850,1.820
2,0:57,3,3,GNB 45,14,21,Trent Green pass incomplete intended for Dante Hall,1.820,0.270
2,0:53,4,3,GNB 45,14,21,Jason Baker punts 42 yards,0.270,0.380
2,0:44,1,10,GNB 3,14,21,Ahman Green left guard for 2 yards (tackle by Eric Warfield and Jerome Woods),-0.380,-0.630
2,0:37,,,,14,21,Timeout #2 by Kansas City Chiefs,0.000,-0.630
2,0:37,2,8,GNB 5,14,21,Ahman Green left end for 3 yards (tackle by Mike Maslowski),-0.630,-0.840
2,0:29,,,,14,21,Timeout #3 by Kansas City Chiefs,0.000,-0.840
2,0:29,3,5,GNB 8,14,21,Brett Favre for -1 yards,-0.840,-2.490
Quarter,Time,Down,ToGo,Location,KAN,GNB,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,KAN 30,14,21,"Jason Baker kicks off 56 yards, returned by Antonio Chatman for 10 yards (tackle by Greg Wesley)",0.000,0.540
3,14:54,1,10,GNB 24,14,21,Brett Favre pass complete to Antonio Freeman for 8 yards (tackle by Shawn Barber),0.540,1.080
3,14:17,2,2,GNB 32,14,21,Ahman Green left end for 9 yards (tackle by Mike Maslowski),1.080,1.660
3,13:37,1,10,GNB 41,14,21,Brett Favre pass complete to Tony Fisher for 6 yards (tackle by Shawn Barber),1.660,1.930
3,13:02,2,4,GNB 47,14,21,Brett Favre pass complete to Donald Driver for 5 yards (tackle by Greg Wesley),1.930,2.390
3,12:39,1,10,KAN 48,14,21,Brett Favre pass complete to Ahman Green for 8 yards (tackle by John Browning),2.390,2.930
3,12:01,2,2,KAN 40,14,21,Ahman Green right end for 16 yards (tackle by Greg Wesley),2.930,3.970
3,11:28,1,10,KAN 24,14,21,Brett Favre pass complete to Donald Driver for 6 yards (tackle by Eric Warfield),3.970,4.290
3,10:53,2,4,KAN 18,14,27,"Najeh Davenport left guard for 18 yards, touchdown",4.290,7.000
3,,,,KAN 2,14,28,Ryan Longwell kicks extra point good,0.000,0.000
3,,,,GNB 30,14,28,"Ryan Longwell kicks off 66 yards, returned by Dante Hall for 11 yards (tackle by William Henderson)",0.000,-0.220
3,10:41,1,10,KAN 15,14,28,Trent Green pass complete to Tony Richardson for 1 yard (tackle by Marques Anderson),-0.220,-0.580
3,10:04,2,9,KAN 16,14,28,Trent Green pass complete to Dante Hall for 7 yards (tackle by Michael Hawthorne),-0.580,-0.390
3,9:22,3,2,KAN 23,14,28,Trent Green pass incomplete intended for Tony Gonzalez,-0.390,-1.830
3,9:18,4,2,KAN 23,14,28,Jason Baker punts 28 yards,-1.830,-2.190
3,9:07,1,10,GNB 49,14,28,Ahman Green left end for -3 yards (tackle by Shawn Barber),2.190,1.240
3,8:28,2,13,GNB 46,14,28,Brett Favre pass complete to Wesley Walls for 6 yards (tackle by Greg Wesley),1.240,1.360
3,7:40,3,7,KAN 48,14,28,Brett Favre pass complete to Wesley Walls for 14 yards (tackle by Monty Beisel),1.360,3.310
3,6:52,1,10,KAN 34,14,28,Brett Favre pass incomplete intended for Bubba Franks (defended by Mike Maslowski),3.310,2.770
3,6:49,2,10,KAN 34,14,28,Ahman Green right tackle for 2 yards (tackle by Shawn Barber and Vonnie Holliday),2.770,2.350
3,6:10,3,8,KAN 32,14,28,Brett Favre pass incomplete intended for Javon Walker,2.350,1.240
3,6:04,4,8,KAN 32,14,31,Ryan Longwell 50 yard field goal good,1.240,3.000
3,,,,GNB 30,14,31,"Ryan Longwell kicks off 70 yards, touchback",0.000,0.280
3,6:01,1,10,KAN 20,14,31,Trent Green pass incomplete intended for Tony Gonzalez,0.280,-0.270
3,5:56,2,10,KAN 20,14,31,Priest Holmes right end for 8 yards (tackle by Nick Barnett),-0.270,0.100
3,5:08,3,2,KAN 28,14,31,Dante Hall left end for -3 yards (tackle by Marques Anderson),0.100,-1.700
3,4:34,4,5,KAN 25,14,31,"Jason Baker punts 40 yards, fair catch by Antonio Chatman",-1.700,-1.270
3,4:27,1,10,GNB 35,14,31,Brett Favre pass incomplete intended for Bubba Franks,1.270,0.720
3,4:22,2,10,GNB 35,14,31,Ahman Green right end for 1 yard (tackle by Shawn Barber),0.720,0.170
3,3:45,3,9,GNB 36,14,31,Brett Favre sacked by Scott Fujita for -3 yards,0.170,-1.180
3,3:24,4,12,GNB 33,14,31,"Josh Bidwell punts 34 yards. Penalty on Gary Stills: Offensive Holding, 10 yards",-1.180,-0.480
3,3:14,1,10,KAN 23,14,31,Trent Green pass incomplete intended for Eddie Kennison,0.480,-0.070
3,3:09,2,10,KAN 23,14,31,Trent Green pass complete to Priest Holmes for 9 yards (tackle by Michael Hawthorne),-0.070,0.430
3,2:24,3,1,KAN 32,14,31,Trent Green right end for 3 yards (tackle by Michael Hawthorne),0.430,1.270
3,1:49,1,10,KAN 35,14,31,Dante Hall for -3 yards (tackle by Kenny Peterson),1.270,0.320
3,1:01,2,13,KAN 32,14,31,Trent Green pass incomplete intended for Tony Gonzalez,0.320,-0.360
3,0:56,3,13,KAN 32,14,31,Trent Green pass incomplete intended for Johnnie Morton (defended by Marques Anderson),-0.360,-1.240
,,,,,,,"KAN challenged the ruling, and the play was upheld.",,
3,0:49,4,13,KAN 32,14,31,"Jason Baker punts 45 yards, returned by Antonio Chatman for 4 yards (tackle by Gary Stills)",-1.240,-0.740
3,0:39,1,10,GNB 27,14,31,Ahman Green right tackle for 3 yards (tackle by Scott Fujita),0.740,0.600
Quarter,Time,Down,ToGo,Location,KAN,GNB,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,7,GNB 30,14,31,Brett Favre pass incomplete intended for Javon Walker (defended by Dexter McCleon),0.600,-0.100
4,14:52,3,7,GNB 30,14,31,Brett Favre pass complete to Ahman Green for 1 yard (tackle by Dexter McCleon),-0.100,-1.310
4,14:39,4,6,GNB 31,14,31,"Josh Bidwell punts 43 yards, returned by Dante Hall for 32 yards (tackle by Rob Davis). Penalty on GNB: Offensive 12 On-field (Declined)",-1.310,-2.790
4,14:24,1,10,GNB 42,14,31,Trent Green pass complete to Tony Gonzalez for 16 yards (tackle by Darren Sharper),2.790,3.840
4,14:04,1,10,GNB 26,14,31,Trent Green pass incomplete intended for Eddie Kennison,3.840,3.300
4,13:58,2,10,GNB 26,14,31,Trent Green pass complete to Priest Holmes for 17 yards (tackle by Na'il Diggs),3.300,5.140
4,13:12,1,9,GNB 9,14,31,Trent Green pass complete to Tony Richardson for 8 yards (tackle by Marques Anderson),5.140,5.910
4,12:31,2,1,GNB 1,14,31,Trent Green pass incomplete intended for Jason Dunn,5.910,5.170
4,12:25,3,1,GNB 1,20,31,"Priest Holmes right end for 1 yard, touchdown",5.170,7.000
4,,,,GNB 2,21,31,Morten Andersen kicks extra point good,0.000,0.000
4,,,,KAN 30,21,31,"Jason Baker kicks off 68 yards, returned by Antonio Chatman for 27 yards (tackle by William Bartee)",0.000,0.870
4,12:13,1,10,GNB 29,21,31,Ahman Green right tackle for 4 yards (tackle by Ryan Sims and Eric Warfield),0.870,0.870
4,11:40,2,6,GNB 33,21,31,Brett Favre pass complete to Donald Driver for 9 yards (tackle by Mike Maslowski),0.870,1.730
4,11:02,1,10,GNB 42,21,31,Ahman Green right tackle for 11 yards (tackle by Eric Warfield and Vonnie Holliday),1.730,2.460
4,10:24,1,10,KAN 47,21,31,Najeh Davenport right tackle for 11 yards (tackle by Greg Wesley and Vonnie Holliday),2.460,3.180
4,9:43,1,10,KAN 36,21,31,Najeh Davenport up the middle for 4 yards (tackle by Eric Hicks and John Browning),3.180,3.180
4,9:04,2,6,KAN 32,21,31,Brett Favre pass incomplete intended for William Henderson,3.180,2.480
4,9:00,3,6,KAN 32,27,31,"Brett Favre pass incomplete intended for Donald Driver is intercepted by Jerome Woods at KAN-21 and returned for 79 yards, touchdown",2.480,-7.000
4,,,,GNB 2,28,31,Morten Andersen kicks extra point good,0.000,0.000
4,,,,KAN 30,28,31,"Jason Baker kicks off 58 yards, returned by Antonio Chatman for 34 yards (tackle by Jason Baker)",0.000,1.990
4,8:40,1,10,GNB 46,28,31,Ahman Green left end for -2 yards (tackle by Gary Stills),1.990,1.180
4,7:56,2,12,GNB 44,28,31,Brett Favre pass incomplete intended for Ahman Green (defended by Gary Stills),1.180,0.500
4,7:50,3,12,GNB 44,28,31,Brett Favre sacked by Shawn Barber for -4 yards,0.500,-0.720
4,7:33,4,16,GNB 40,28,31,"Josh Bidwell punts 60 yards, touchback",-0.720,-0.280
4,7:23,1,10,KAN 20,28,31,Trent Green pass complete to Tony Gonzalez for 67 yards (tackle by Bhawoh Jue),0.280,4.710
4,6:52,1,10,GNB 13,28,31,"Penalty on Tony Gonzalez: False Start, 5 yards (no play)",4.710,4.290
4,6:30,1,15,GNB 18,28,31,Priest Holmes left tackle for 1 yard (tackle by Nick Barnett and Cletidus Hunt),4.290,3.500
4,5:55,2,14,GNB 17,28,31,Trent Green pass incomplete intended for Johnnie Morton (defended by Marques Anderson),3.500,2.880
4,5:51,3,14,GNB 17,28,31,Trent Green pass incomplete intended for Eddie Kennison,2.880,2.310
4,5:45,4,14,GNB 17,31,31,Morten Andersen 34 yard field goal good,2.310,3.000
4,,,,KAN 30,31,31,"Jason Baker kicks off 66 yards, returned by Antonio Chatman for 25 yards (tackle by Jimmy Wilkerson)",0.000,0.870
4,5:35,1,10,GNB 29,31,31,Brett Favre pass complete to Donald Driver for 6 yards (tackle by Eric Warfield),0.870,1.140
4,5:12,2,4,GNB 35,31,31,Ahman Green right end for 16 yards (tackle by Greg Wesley),1.140,2.320
4,4:31,1,10,KAN 49,31,31,Ahman Green left end for 26 yards (tackle by Greg Wesley),2.320,4.040
4,4:22,1,10,KAN 23,31,31,Najeh Davenport right tackle for -2 yards (tackle by Gary Stills),4.040,3.230
4,3:38,2,12,KAN 25,31,31,Brett Favre pass incomplete intended for William Henderson,3.230,2.540
4,3:31,3,12,KAN 25,31,31,Brett Favre pass complete to Donald Driver for 2 yards (tackle by Eric Warfield),2.540,1.930
4,2:48,4,10,KAN 23,31,34,Ryan Longwell 41 yard field goal good,1.930,3.000
4,,,,GNB 30,31,34,Ryan Longwell kicks off 60 yards,,
4,2:43,1,10,KAN 10,31,34,"Trent Green up the middle for 4 yards (tackle by Kabeer Gbaja-Biamila). Penalty on Cletidus Hunt: Face Mask (15 Yards), 15 yards",-0.380,0.870
4,2:37,1,10,KAN 29,31,34,Trent Green pass complete to Priest Holmes for 1 yard (tackle by Jamal Reynolds),0.870,0.460
4,2:04,2,9,KAN 30,31,34,Trent Green pass incomplete intended for Eddie Kennison,0.460,-0.230
4,1:59,3,9,KAN 30,31,34,Trent Green pass complete to Johnnie Morton for 14 yards (tackle by Derek Combs),-0.230,1.860
4,1:53,1,10,KAN 44,31,34,Trent Green pass complete to Tony Gonzalez for 12 yards (tackle by Al Harris),1.860,2.650
4,1:47,1,10,GNB 44,31,34,Trent Green pass complete to Priest Holmes for 12 yards (tackle by Marques Anderson),2.650,3.450
4,1:05,1,10,GNB 32,31,34,Priest Holmes left guard for 8 yards (tackle by Kabeer Gbaja-Biamila and Marques Anderson),3.450,3.980
4,0:55,,,,31,34,Timeout #2 by Kansas City Chiefs,0.000,3.980
4,0:55,2,2,GNB 24,31,34,Priest Holmes left tackle for -1 yards (tackle by Kabeer Gbaja-Biamila and Marques Anderson),3.980,3.140
4,0:20,3,3,GNB 25,31,34,Trent Green pass complete to Priest Holmes for 12 yards (tackle by Derek Combs),3.140,4.710
4,0:13,1,10,GNB 13,31,34,Trent Green pass incomplete intended for Tony Gonzalez,4.710,4.050
4,0:09,2,10,GNB 13,31,34,Trent Green pass incomplete intended for Eddie Kennison,4.050,3.120
4,0:05,,,,31,34,Timeout #1 by Green Bay Packers,0.000,3.120
4,0:05,3,10,GNB 13,34,34,Morten Andersen 31 yard field goal good,3.120,3.000
4,,,,KAN 30,34,34,"Jason Baker kicks off 53 yards, returned by Antonio Chatman for 25 yards (tackle by Monty Beisel)",0.000,0.300
Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime
Quarter,Time,Down,ToGo,Location,KAN,GNB,Detail,EPB,EPA
,,,,,,,"Chiefs won the coin toss, Chiefs to receive the overtime kickoff.",,
OT,15:00,3,10,GNB 30,34,34,"Ryan Longwell kicks off 65 yards, returned by Dante Hall for 24 yards (tackle by Robert Ferguson)",-0.300,0.870
OT,14:53,1,10,KAN 29,34,34,Priest Holmes left tackle for 5 yards (tackle by Marques Anderson),0.870,1.000
OT,14:17,2,5,KAN 34,34,34,Priest Holmes left tackle for 5 yards (tackle by Cletidus Hunt and Nick Barnett),1.000,1.530
OT,13:53,1,10,KAN 39,34,34,Priest Holmes left guard for 7 yards (tackle by Nick Barnett),1.530,1.930
OT,13:18,2,3,KAN 46,34,34,Priest Holmes right end for 2 yards (tackle by Hannibal Navies and Kabeer Gbaja-Biamila),1.930,1.490
OT,12:40,3,1,KAN 48,34,34,Priest Holmes left guard for 2 yards (tackle by Hannibal Navies and Kabeer Gbaja-Biamila),1.490,2.260
OT,11:57,1,10,GNB 50,34,34,Priest Holmes right end for 7 yards (tackle by Nick Barnett and Hannibal Navies),2.260,2.660
OT,11:14,2,3,GNB 43,34,34,Priest Holmes up the middle for 5 yards (tackle by Kenny Peterson),2.660,3.050
OT,10:35,1,10,GNB 38,34,34,Priest Holmes right end for 5 yards (tackle by Hannibal Navies and Na'il Diggs),3.050,3.180
OT,9:53,2,5,GNB 33,34,34,Priest Holmes up the middle for 3 yards (tackle by Cletidus Hunt),3.180,2.870
OT,9:11,3,2,GNB 30,34,34,Trent Green pass incomplete intended for Dante Hall (defended by Darren Sharper),2.870,1.500
OT,9:09,4,2,GNB 30,34,34,"Morten Andersen 48 yard field goal no good, blocked by Cletidus Hunt",1.500,-1.530
OT,8:59,1,10,GNB 39,34,34,"Ahman Green left end for 8 yards (tackle by Jerome Woods). Ahman Green fumbles (forced by Jerome Woods), recovered by Mike Maslowski at KAN-49",1.530,-2.190
OT,8:50,1,10,KAN 49,40,34,"Trent Green pass complete to Eddie Kennison for 51 yards, touchdown",2.190,6.000
End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime
