Quarter,Time,Down,ToGo,Location,SDG,BUF,Detail,EPB,EPA
1,9:45,1,10,BUF 20,7,0,C.J. Spiller left guard for 2 yards (tackle by Jarret Johnson),0.280,0.000
1,9:12,2,8,BUF 22,7,0,C.J. Spiller up the middle for -1 yards (tackle by Eric Weddle and Dwight Freeney),0.000,-0.820
1,8:37,3,9,BUF 21,7,0,"EJ Manuel pass incomplete deep right intended for Marquise Goodwin (defended by Jason Verrett). Penalty on Jason Verrett: Illegal Contact, 5 yards (no play)",-0.820,0.670
1,8:30,1,10,BUF 26,7,0,EJ Manuel pass complete short middle to Mike Williams for 5 yards (tackle by Corey Liuget),0.670,0.810
1,7:43,2,5,BUF 31,7,0,EJ Manuel pass complete short left to Scott Chandler for 4 yards (tackle by Jarret Johnson),0.810,0.630
1,7:20,3,1,BUF 35,7,0,Fred Jackson left guard for 2 yards (tackle by Corey Liuget and Jarret Johnson),0.630,1.400
1,6:44,1,10,BUF 37,7,0,C.J. Spiller right guard for 6 yards (tackle by Shareece Wright and Jarret Johnson),1.400,1.670
1,6:07,2,4,BUF 43,7,0,Fred Jackson up the middle for 2 yards (tackle by Manti Te'o and Sean Lissemore),1.670,1.220
1,5:27,3,2,BUF 45,7,0,C.J. Spiller left tackle for 3 yards (tackle by Corey Liuget and Jahleel Addae),1.220,2.130
1,4:38,1,10,BUF 48,7,0,EJ Manuel pass complete short left to Robert Woods for 1 yard (tackle by Brandon Flowers),2.130,1.720
1,3:59,2,9,BUF 49,7,0,EJ Manuel pass complete short right to Robert Woods for 3 yards (tackle by Donald Butler),1.720,1.420
1,3:23,3,6,SDG 48,7,0,EJ Manuel pass incomplete deep left intended for Robert Woods,1.420,0.070
1,3:18,4,6,SDG 48,7,0,"Colton Schmidt punts 30 yards, out of bounds. Penalty on Reggie Walker: Defensive Offside (Declined), Penalty on Shareece Wright: Offensive Holding, 9 yards",0.070,0.380
1,3:09,1,10,SDG 9,7,0,Donald Brown up the middle for 4 yards (tackle by Nigel Bradham and Preston Brown),-0.380,-0.480
1,2:35,2,6,SDG 13,7,0,Donald Brown up the middle for 4 yards (tackle by Jerry Hughes and Aaron Williams),-0.480,-0.480
1,2:09,3,2,SDG 17,7,0,Donald Brown right guard for 3 yards (tackle by Preston Brown and Marcell Dareus),-0.480,0.280
1,1:37,1,10,SDG 20,7,0,"Penalty on D.J. Fluker: False Start, 5 yards (no play)",0.280,-0.310
1,1:22,1,15,SDG 15,7,0,Philip Rivers pass complete short right to Keenan Allen for 6 yards (tackle by Leodis McKelvin),-0.310,-0.130
1,0:59,2,9,SDG 21,7,0,Philip Rivers pass incomplete deep left intended for Malcom Floyd,-0.130,-0.820
1,0:52,3,9,SDG 21,7,0,Philip Rivers pass complete short left to Eddie Royal for 23 yards (tackle by Aaron Williams),-0.820,1.860
1,0:29,1,10,SDG 44,7,0,Donald Brown up the middle for 4 yards (tackle by Nigel Bradham and Preston Brown),1.860,1.860
Quarter,Time,Down,ToGo,Location,SDG,BUF,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,6,SDG 48,7,0,Philip Rivers pass complete short left to Donald Brown for 13 yards (tackle by Stephon Gilmore and Aaron Williams),1.860,2.980
2,14:29,1,10,BUF 39,7,0,Donald Brown left guard for 5 yards (tackle by Aaron Williams and Preston Brown),2.980,3.120
2,13:55,2,5,BUF 34,7,0,Donald Brown right guard for 2 yards (tackle by Aaron Williams),3.120,2.680
2,13:13,3,3,BUF 32,7,0,"Philip Rivers pass incomplete short middle intended for Malcom Floyd (defended by Nickell Robey). Penalty on Duke Williams: Defensive Holding, 5 yards (no play)",2.680,3.780
2,13:09,1,10,BUF 27,7,0,Branden Oliver up the middle for no gain (tackle by Jarius Wynn),3.780,3.230
2,12:32,2,10,BUF 27,7,0,Philip Rivers pass complete deep right to Ladarius Green for 20 yards (tackle by Aaron Williams),3.230,5.600
2,12:04,1,7,BUF 7,7,0,Donald Brown up the middle for -1 yards (tackle by Mario Williams),5.600,4.570
2,11:21,2,8,BUF 8,7,0,"Philip Rivers pass incomplete short middle intended for Ladarius Green. Penalty on Preston Brown: Defensive Pass Interference, 7 yards (no play)",4.570,6.970
2,11:17,1,1,BUF 1,7,0,"Penalty on D.J. Fluker: False Start, 5 yards (no play)",6.970,5.830
2,11:17,1,6,BUF 6,7,0,Philip Rivers pass complete short right to Ladarius Green for 4 yards (tackle by Aaron Williams),5.830,5.720
2,10:33,2,2,BUF 2,7,0,Philip Rivers pass incomplete short left intended for Ladarius Green,5.720,4.950
2,10:30,3,2,BUF 2,7,0,Philip Rivers pass incomplete short left intended for Donald Brown,4.950,3.250
2,10:21,4,2,BUF 2,10,0,Nick Novak 19 yard field goal good,3.250,3.000
2,10:21,,,SDG 35,10,0,"Nick Novak kicks off 40 yards, returned by Anthony Dixon for 11 yards (tackle by Andrew Gachkar)",0.000,-1.330
2,10:12,1,10,BUF 36,10,0,EJ Manuel pass complete short left to C.J. Spiller for 8 yards (tackle by Jarret Johnson and Donald Butler),1.330,1.870
2,9:37,2,2,BUF 44,10,0,"C.J. Spiller left tackle for 29 yards (tackle by Eric Weddle). Penalty on Scott Chandler: Offensive Holding, 10 yards (no play)",1.870,0.520
2,9:14,2,12,BUF 34,10,0,EJ Manuel pass incomplete deep middle intended for Sammy Watkins,0.520,-0.160
2,9:09,3,12,BUF 34,10,0,EJ Manuel left end for 6 yards (tackle by Darrell Stuckey),-0.160,-0.720
2,8:39,4,6,BUF 40,10,0,Colton Schmidt punts 49 yards,-0.720,0.370
2,8:27,1,10,SDG 11,10,0,Donald Brown left tackle for 1 yard (tackle by Da'Norris Searcy and Nigel Bradham),-0.370,-0.710
2,7:56,2,9,SDG 12,10,0,"Donald Brown left tackle for 6 yards (tackle by Stephon Gilmore). Penalty on Stephon Gilmore: Face Mask (15 Yards), 15 yards",-0.710,1.140
2,7:35,1,10,SDG 33,10,0,Donald Brown right end for 2 yards (tackle by Aaron Williams),1.140,0.860
2,7:10,2,8,SDG 35,10,0,Donald Brown up the middle for 3 yards (tackle by Marcell Dareus and Preston Brown),0.860,0.560
2,6:29,3,5,SDG 38,10,0,Philip Rivers pass complete short right to Donald Brown for 4 yards (tackle by Corey Graham),0.560,-0.590
2,6:06,4,1,SDG 42,10,0,"Mike Scifres punts 42 yards, returned by Leodis McKelvin for no gain. Penalty on Ron Brooks: Offensive Holding, 8 yards",-0.590,0.380
2,5:54,1,10,BUF 8,10,0,C.J. Spiller left guard for 4 yards (tackle by Jarret Johnson and Donald Butler),-0.380,-0.490
2,5:18,2,6,BUF 12,10,0,EJ Manuel pass incomplete short middle intended for Sammy Watkins,-0.490,-0.950
2,5:14,3,6,BUF 12,10,0,EJ Manuel pass complete short right to Fred Jackson for 21 yards (tackle by Donald Butler),-0.950,1.140
2,4:39,1,10,BUF 33,10,0,EJ Manuel pass complete short middle to Scott Chandler for 37 yards (tackle by Marcus Gilchrist),1.140,3.580
2,3:53,1,10,SDG 30,10,0,Fred Jackson pass incomplete deep right intended for Sammy Watkins,3.580,3.030
2,3:47,2,10,SDG 30,10,0,Fred Jackson left guard for 3 yards (tackle by Tourek Williams and Reggie Walker),3.030,2.740
2,3:06,3,7,SDG 27,10,0,EJ Manuel pass incomplete deep left intended for Sammy Watkins (defended by Brandon Flowers),2.740,1.670
2,3:00,4,7,SDG 27,10,3,Dan Carpenter 45 yard field goal good,1.670,3.000
2,3:00,,,BUF 35,10,3,"Jordan Gay kicks off 65 yards, touchback",0.000,-0.280
2,2:56,1,10,SDG 20,10,3,Philip Rivers pass complete deep middle to Malcom Floyd for 49 yards (tackle by Leodis McKelvin),0.280,3.510
2,2:15,1,10,BUF 31,10,3,Donald Brown right guard for 5 yards (tackle by Aaron Williams),3.510,3.640
2,2:00,2,5,BUF 26,10,3,Philip Rivers pass complete short left to Antonio Gates for 8 yards (tackle by Ron Brooks and Nigel Bradham),3.640,4.370
2,1:18,1,10,BUF 18,10,3,Philip Rivers pass complete short left to Donald Brown for 4 yards (tackle by Leodis McKelvin and Nigel Bradham),4.370,4.430
2,0:42,2,6,BUF 14,10,3,Philip Rivers sacked by Manny Lawson for -5 yards,4.430,4.430
2,0:34,2,6,BUF 14,10,3,Timeout #1 by San Diego Chargers,4.430,2.970
2,0:34,3,11,BUF 19,10,3,Philip Rivers pass complete short right to Donald Brown for no gain,2.970,2.970
2,0:25,3,11,BUF 19,10,3,Timeout #1 by Buffalo Bills,2.970,2.180
2,0:25,4,11,BUF 19,13,3,Nick Novak 37 yard field goal good,2.180,3.000
2,0:25,,,SDG 35,13,3,"Nick Novak kicks off 60 yards, returned by C.J. Spiller for 18 yards (tackle by Manti Te'o)",0.000,-0.480
2,0:13,1,10,BUF 23,13,3,EJ Manuel pass complete short right to Fred Jackson for no gain,0.480,-0.070
Quarter,Time,Down,ToGo,Location,SDG,BUF,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,BUF 35,13,3,"Jordan Gay kicks off 65 yards, touchback",0.000,-0.280
3,15:00,1,10,SDG 20,13,3,Donald Brown up the middle for 1 yard (tackle by Nigel Bradham and Jerry Hughes),0.280,-0.130
3,14:20,2,9,SDG 21,13,3,Philip Rivers pass complete short right to Keenan Allen for 11 yards (tackle by Stephon Gilmore),-0.130,1.070
3,13:38,1,10,SDG 32,13,3,Donald Brown up the middle for 1 yard (tackle by Kyle Williams and Nigel Bradham),1.070,0.660
3,12:59,2,9,SDG 33,13,3,Donald Brown left guard for 1 yard (tackle by Marcell Dareus and Nigel Bradham),0.660,0.100
3,12:21,3,8,SDG 34,13,3,Philip Rivers left guard for 9 yards (tackle by Preston Brown),0.100,1.800
3,11:43,1,10,SDG 43,13,3,Donald Brown left tackle for -1 yards (tackle by Stephon Gilmore),1.800,1.120
3,11:02,2,11,SDG 42,13,3,Philip Rivers pass incomplete short right intended for Ladarius Green,1.120,0.430
3,10:56,3,11,SDG 42,13,3,Philip Rivers pass complete short right to Ladarius Green for 14 yards (tackle by Corey Graham),0.430,2.650
3,10:28,1,10,BUF 44,13,3,Branden Oliver up the middle for 6 yards (tackle by Corey Graham and Aaron Williams),2.650,2.920
3,9:47,2,4,BUF 38,13,3,Branden Oliver left tackle for 5 yards (tackle by Aaron Williams and Brandon Spikes),2.920,3.380
3,9:07,1,10,BUF 33,13,3,Philip Rivers pass complete short right to Ladarius Green for 26 yards (tackle by Stephon Gilmore and Corey Graham),3.380,5.600
3,8:20,1,7,BUF 7,13,3,Donald Brown up the middle for 2 yards (tackle by Kyle Williams and Preston Brown),5.600,5.150
3,7:41,2,5,BUF 5,13,3,Philip Rivers pass incomplete short right intended for Eddie Royal,5.150,4.260
3,7:34,3,5,BUF 5,19,3,"Philip Rivers pass complete short middle to Eddie Royal for 5 yards, touchdown",4.260,7.000
3,7:34,,,BUF 2,20,3,Nick Novak kicks extra point good,0.000,0.000
3,7:34,,,SDG 35,20,3,"Nick Novak kicks off 47 yards, returned by Leodis McKelvin for 15 yards (tackle by Seyi Ajirotutu)",0.000,-1.140
3,7:25,1,10,BUF 33,20,3,EJ Manuel pass complete short middle to Scott Chandler for 6 yards (tackle by Manti Te'o and Donald Butler),1.140,1.400
3,6:54,2,4,BUF 39,20,3,Fred Jackson right end for 17 yards (tackle by Eric Weddle),1.400,2.650
3,6:29,1,10,SDG 44,20,3,EJ Manuel right tackle for 8 yards,2.650,3.190
3,5:54,2,2,SDG 36,20,3,Fred Jackson up the middle for 2 yards (tackle by Jarret Johnson and Eric Weddle),3.190,3.310
3,5:10,1,10,SDG 34,20,3,C.J. Spiller up the middle for 2 yards (tackle by Marcus Gilchrist and Kendall Reyes),3.310,3.040
3,4:31,2,8,SDG 32,20,3,"EJ Manuel pass complete short left to Robert Woods for 21 yards (tackle by Marcus Gilchrist and Dwight Freeney). Penalty on Marcus Gilchrist: Illegal Contact (Offsetting), Penalty on C.J. Spiller: Illegal Use of Hands (Offsetting) (no play)",3.040,3.040
3,4:08,2,8,SDG 32,20,3,EJ Manuel sacked by Dwight Freeney and Manti Te'o for -6 yards,3.040,1.550
3,3:24,3,14,SDG 38,20,3,EJ Manuel pass complete short right to Robert Woods for 15 yards (tackle by Brandon Flowers),1.550,4.040
3,2:39,1,10,SDG 23,20,3,EJ Manuel pass incomplete short right intended for Robert Woods,4.040,3.500
3,2:33,2,10,SDG 23,20,3,EJ Manuel pass complete short middle to Fred Jackson for 8 yards (tackle by Donald Butler and Manti Te'o),3.500,4.050
3,2:05,3,2,SDG 15,20,3,Frank Summers up the middle for 4 yards (tackle by Manti Te'o and Kavell Conner),4.050,4.840
3,1:24,1,10,SDG 11,20,9,"EJ Manuel pass complete short right to Fred Jackson for 11 yards, touchdown",4.840,7.000
3,1:24,,,SDG 2,20,10,Dan Carpenter kicks extra point good,0.000,0.000
3,1:24,,,BUF 35,20,10,"Jordan Gay kicks off 65 yards, touchback",0.000,-0.280
3,1:16,1,10,SDG 20,20,10,"Philip Rivers pass incomplete deep left intended for Malcom Floyd. Penalty on Corbin Bryant: Defensive Offside (Declined), Penalty on Leodis McKelvin: Defensive Pass Interference, 31 yards (no play)",0.280,2.320
3,1:10,1,10,BUF 49,20,10,Donald Brown up the middle for 3 yards (tackle by Preston Brown and Aaron Williams),2.320,2.190
3,0:27,2,7,BUF 46,20,10,Donald Brown right guard for no gain (tackle by Mario Williams and Brandon Spikes),2.190,1.490
Quarter,Time,Down,ToGo,Location,SDG,BUF,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,3,7,BUF 46,20,10,Philip Rivers sacked by Marcell Dareus for -1 yards,1.490,0.130
4,14:24,4,8,BUF 47,20,10,"Mike Scifres punts 47 yards, touchback",0.130,-0.280
4,14:21,1,10,BUF 20,20,10,"EJ Manuel pass complete short right to Sammy Watkins for 3 yards (tackle by Brandon Flowers). Penalty on Corey Liuget: Roughing the Passer, 15 yards",0.280,1.470
4,14:07,1,10,BUF 38,20,10,C.J. Spiller up the middle for 5 yards (tackle by Sean Lissemore),1.470,1.600
4,13:42,2,5,BUF 43,20,10,EJ Manuel pass incomplete short right intended for Robert Woods (defended by Brandon Flowers),1.600,0.890
4,13:36,3,5,BUF 43,20,10,"EJ Manuel sacked by Corey Liuget and Reggie Walker for -17 yards. EJ Manuel fumbles (forced by Corey Liuget), recovered by EJ Manuel at BUF-26",0.890,-1.630
4,12:36,4,22,BUF 26,20,10,"Colton Schmidt punts 49 yards, returned by Eddie Royal for -3 yards (tackle by Ty Powell)",-1.630,-0.410
4,12:26,1,10,SDG 22,20,10,Donald Brown up the middle for no gain (tackle by Mario Williams and Duke Williams),0.410,-0.130
4,11:44,2,10,SDG 22,20,10,Philip Rivers pass incomplete deep middle intended for Eddie Royal,-0.130,-0.820
4,11:38,3,10,SDG 22,20,10,Philip Rivers pass complete short left to Donald Brown for 6 yards (tackle by Stephon Gilmore and Nigel Bradham),-0.820,-1.500
4,11:04,4,4,SDG 28,20,10,"Mike Scifres punts 72 yards, touchback",-1.500,-0.280
4,10:53,1,10,BUF 20,20,10,EJ Manuel pass complete short left to C.J. Spiller for 25 yards (tackle by Eric Weddle),0.280,1.930
4,10:10,1,10,BUF 45,20,10,EJ Manuel pass incomplete deep middle intended for Robert Woods,1.930,1.380
4,10:06,2,10,BUF 45,20,10,"EJ Manuel pass complete short left to C.J. Spiller for 4 yards (tackle by Marcus Gilchrist and Donald Butler). Penalty on Shareece Wright: Illegal Use of Hands, 5 yards (no play)",1.380,2.260
4,9:53,1,10,,20,10,"EJ Manuel pass incomplete deep left intended for Sammy Watkins. Penalty on Sammy Watkins: Illegal Formation, 5 yards (no play)",2.260,1.930
4,9:47,1,15,BUF 45,20,10,Fred Jackson left guard for 8 yards (tackle by Corey Liuget and Manti Te'o),1.930,2.120
4,9:19,2,7,SDG 47,20,10,EJ Manuel pass complete short middle to Fred Jackson for 6 yards,2.120,2.210
4,8:50,3,1,SDG 41,20,10,C.J. Spiller up the middle for -2 yards (tackle by Donald Butler and Kendall Reyes),2.210,2.210
4,8:27,3,1,SDG 41,20,10,Timeout #1 by San Diego Chargers,2.210,0.400
4,8:27,4,3,SDG 43,20,10,EJ Manuel pass incomplete short middle intended for Sammy Watkins,0.400,-1.800
4,8:23,1,10,SDG 43,20,10,Donald Brown right guard for no gain (tackle by Nigel Bradham and Brandon Spikes),1.800,1.250
4,7:41,2,10,SDG 43,20,10,Donald Brown right guard for 3 yards (tackle by Jarius Wynn and Nigel Bradham),1.250,1.250
4,6:59,2,10,SDG 43,20,10,Timeout #2 by San Diego Chargers,1.250,0.960
4,6:59,3,7,SDG 46,20,10,Philip Rivers pass incomplete deep right intended for Malcom Floyd (defended by Corey Graham),0.960,-0.320
4,6:52,4,7,SDG 46,20,10,"Mike Scifres punts 54 yards, touchback",-0.320,-0.280
4,6:44,1,10,BUF 20,20,10,"EJ Manuel pass complete short left to C.J. Spiller for 4 yards (tackle by Eric Weddle and Donald Butler). Penalty on Mike Williams: Offensive Holding, 10 yards",0.280,-0.410
4,6:24,1,16,BUF 14,20,10,EJ Manuel pass incomplete short right intended for Marquise Goodwin (defended by Eric Weddle),-0.410,-1.180
4,6:19,2,16,BUF 14,20,10,EJ Manuel pass complete short middle to Mike Williams for 6 yards (tackle by Eric Weddle),-1.180,-0.960
4,5:52,3,10,BUF 20,20,10,EJ Manuel sacked by Kendall Reyes for -10 yards,-0.960,-2.490
4,5:18,4,20,BUF 10,20,10,"Colton Schmidt punts 52 yards, returned by Eddie Royal for 11 yards (tackle by Larry Dean)",-2.490,-2.190
4,5:06,1,10,SDG 49,20,10,Donald Brown up the middle for -2 yards (tackle by Duke Williams and Mario Williams),2.190,1.380
4,4:25,2,12,SDG 47,20,10,Donald Brown right guard for -1 yards (tackle by Mario Williams),1.380,0.560
4,3:43,3,13,SDG 46,20,10,Philip Rivers pass complete short left to Eddie Royal for 11 yards (tackle by Jerry Hughes and Duke Williams),0.560,0.560
4,3:36,3,13,SDG 46,20,10,Timeout #1 by Buffalo Bills,0.560,0.400
4,3:36,4,2,BUF 43,20,10,"Mike Scifres punts 34 yards, out of bounds",0.400,0.380
4,3:28,1,10,BUF 9,22,10,"EJ Manuel pass incomplete, safety. Penalty on EJ Manuel: Intentional Grounding, 9 yards",-0.380,-2.000
4,3:28,,,BUF 20,22,10,"Colton Schmidt kicks off 39 yards, fair catch by Eddie Royal",0.000,-1.660
4,3:23,1,10,SDG 41,22,10,"Penalty on BUF: Illegal Substitution, 5 yards (no play)",1.660,2.390
4,3:19,1,5,SDG 46,22,10,Donald Brown up the middle for -4 yards (tackle by Kyle Williams),2.390,2.390
4,3:19,1,5,SDG 46,22,10,Timeout #2 by Buffalo Bills,2.390,1.260
4,3:19,2,9,SDG 42,22,10,Donald Brown up the middle for 3 yards (tackle by Duke Williams and Corey Graham),1.260,1.260
4,3:14,2,9,SDG 42,22,10,Timeout #3 by Buffalo Bills,1.260,0.960
4,3:14,3,6,SDG 45,22,10,Donald Brown up the middle for 1 yard (tackle by Preston Brown),0.960,-0.320
4,2:31,4,5,SDG 46,22,10,Mike Scifres punts 49 yards,-0.320,0.380
4,2:20,1,10,BUF 5,22,10,C.J. Spiller up the middle for 3 yards (tackle by Eric Weddle),-0.380,-0.560
4,2:00,2,7,BUF 8,22,10,EJ Manuel pass incomplete deep right intended for Sammy Watkins,-0.560,-1.070
4,1:54,3,7,BUF 8,22,10,EJ Manuel pass complete short middle to Scott Chandler for 21 yards (tackle by Richard Marshall),-1.070,0.870
4,1:38,1,10,BUF 29,22,10,EJ Manuel pass incomplete short middle intended for Fred Jackson,0.870,0.330
4,1:32,2,10,BUF 29,22,10,EJ Manuel pass complete short right to Fred Jackson for 16 yards (tackle by Jarret Johnson),0.330,1.930
4,1:06,1,10,BUF 45,22,10,EJ Manuel pass complete short right to Scott Chandler for 6 yards (tackle by Manti Te'o),1.930,2.190
4,1:01,2,4,SDG 49,22,10,EJ Manuel pass complete short right to Fred Jackson for 12 yards (tackle by Manti Te'o and Donald Butler),2.190,3.120
4,0:38,1,10,SDG 37,22,10,EJ Manuel pass complete deep right to Sammy Watkins for 16 yards (tackle by Richard Marshall),3.120,4.170
4,0:36,1,10,SDG 21,22,10,EJ Manuel pass complete short left to Fred Jackson for 4 yards (tackle by Eric Weddle),4.170,4.200
4,0:30,2,6,SDG 17,22,10,EJ Manuel right tackle for 6 yards (tackle by Brandon Flowers),4.200,4.840
4,0:20,1,10,SDG 11,22,10,EJ Manuel pass incomplete short middle intended for Fred Jackson,4.840,4.140
4,0:16,2,10,SDG 11,22,10,EJ Manuel pass incomplete short left intended for Mike Williams,4.140,3.130
4,0:11,3,10,SDG 11,22,10,EJ Manuel pass incomplete short left intended for Robert Woods (defended by Shareece Wright),3.130,2.700
4,0:06,4,10,SDG 11,22,10,EJ Manuel pass incomplete short left intended for Mike Williams,2.700,-0.370
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
