Quarter,Time,Tm,Detail,SFO,MIN
1.0,8:38,Vikings,Sidney Rice 30 yard pass from Brett Favre (Ryan Longwell kick),0,7
2.0,13:09,Vikings,Ryan Longwell 40 yard field goal,0,10
,9:26,49ers,Vernon Davis 5 yard pass from Shaun Hill (Joe Nedney kick),7,10
,3:26,Vikings,Ryan Longwell 52 yard field goal,7,13
,0:00,49ers,Nate Clements 59 yard blocked field goal return (Joe Nedney kick),14,13
3.0,4:47,49ers,Joe Nedney 37 yard field goal,17,13
,4:34,Vikings,Percy Harvin 101 yard kickoff return (Ryan Longwell kick),17,20
4.0,8:12,49ers,Vernon Davis 20 yard pass from Shaun Hill (Joe Nedney kick),24,20
,0:02,Vikings,Greg Lewis 32 yard pass from Brett Favre (Ryan Longwell kick),24,27
