Quarter,Time,Down,ToGo,Location,SFO,MIN,Detail,EPB,EPA
1,8:03,2,7,SFO 17,0,7,Shaun Hill pass complete short left to Moran Norris for 6 yards (tackle by Cedric Griffin),-0.370,-0.320
1,7:39,3,1,SFO 23,0,7,Glen Coffee middle for -1 yards (tackle by E.J. Henderson),-0.320,-1.900
1,7:06,4,2,SFO 22,0,7,"Andy Lee punts 53 yards, fair catch by Darius Reynaud",-1.900,-0.610
1,7:00,1,10,MIN 25,0,7,Adrian Peterson right tackle for 3 yards (tackle by Michael Lewis and Manny Lawson),0.610,0.470
1,6:24,2,7,MIN 28,0,7,Adrian Peterson left guard for 1 yard (tackle by Isaac Sopoaga),0.470,-0.100
1,5:39,3,6,MIN 29,0,7,"Brett Favre pass complete short right to Percy Harvin for 13 yards (tackle by Dre' Bly). Percy Harvin fumbles (forced by Dre' Bly), ball out of bounds at MIN-42",-0.100,1.730
1,5:05,1,10,MIN 42,0,7,Brett Favre pass complete short right to Bernard Berrian for -2 yards (tackle by Shawntae Spencer),1.730,0.920
1,4:32,2,12,MIN 40,0,7,Adrian Peterson right end for 2 yards (tackle by Manny Lawson and Nate Clements),0.920,0.500
1,3:51,3,10,MIN 42,0,7,Brett Favre pass complete short right to Percy Harvin for 18 yards (tackle by Mark Roman),0.500,2.920
1,3:01,1,10,SFO 40,0,7,Percy Harvin left end for -8 yards (tackle by Ahmad Brooks),2.920,1.290
1,2:16,,,,0,7,Timeout #1 by Minnesota Vikings,0.000,1.290
1,2:16,2,18,SFO 48,0,7,Chester Taylor left guard for no gain (tackle by Dashon Goldson and Patrick Willis),1.290,0.630
1,1:34,3,18,SFO 48,0,7,Brett Favre pass complete short middle to Chester Taylor for 10 yards (tackle by Patrick Willis),0.630,0.720
1,1:00,4,8,SFO 38,0,7,"Chris Kluwe punts 30 yards, fair catch by Allen Rossum",0.720,0.380
1,0:52,1,10,SFO 8,0,7,Glen Coffee middle for 5 yards (tackle by Antoine Winfield),-0.380,-0.410
1,0:17,2,5,SFO 13,0,7,Shaun Hill pass incomplete deep right intended for Vernon Davis (defended by Kevin Williams),-0.410,-0.840
1,0:11,3,5,SFO 13,0,7,Shaun Hill pass incomplete short middle intended for Glen Coffee,-0.840,-2.490
1,0:06,4,5,SFO 13,0,7,"Andy Lee punts 53 yards, returned by Darius Reynaud for 32 yards (tackle by Manny Lawson)",-2.490,-3.310
Quarter,Time,Down,ToGo,Location,SFO,MIN,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,10,SFO 34,0,7,Brett Favre pass incomplete short middle intended for Jim Kleinsasser,3.310,2.770
2,14:52,2,10,SFO 34,0,7,Brett Favre pass incomplete deep left intended for Percy Harvin,2.770,2.080
2,14:46,3,10,SFO 34,0,7,Brett Favre pass complete short middle to Chester Taylor for 11 yards (tackle by Patrick Willis),2.080,4.040
2,14:05,1,10,SFO 23,0,7,Brett Favre pass incomplete short middle intended for Bernard Berrian,4.040,3.500
2,14:02,2,10,SFO 23,0,7,Adrian Peterson left end for 1 yard (tackle by Michael Lewis),3.500,2.940
2,13:17,3,9,SFO 22,0,7,Brett Favre pass incomplete short right intended for Percy Harvin (defended by Parys Haralson),2.940,1.990
2,13:13,4,9,SFO 22,0,10,Ryan Longwell 40 yard field goal good,1.990,3.000
2,,,,MIN 30,0,10,"Ryan Longwell kicks off 67 yards, returned by Allen Rossum for 40 yards (tackle by Tyrell Johnson)",0.000,1.800
2,13:01,1,10,SFO 43,0,10,Glen Coffee middle for 9 yards (tackle by Madieu Williams),1.800,2.470
2,12:28,2,1,MIN 48,0,10,Glen Coffee middle for -2 yards (tackle by E.J. Henderson and Jared Allen),2.470,1.490
2,11:44,3,3,,0,10,"Penalty on Cedric Griffin: Defensive Delay of Game, 5 yards (no play)",1.490,2.590
2,11:20,1,10,MIN 45,0,10,Glen Coffee left end for -2 yards (tackle by Pat Williams and Ben Leber),2.590,1.770
2,10:42,2,12,MIN 47,0,10,Shaun Hill pass incomplete short right intended for Isaac Bruce (defended by Antoine Winfield),1.770,1.090
2,10:36,3,12,MIN 47,0,10,Shaun Hill pass complete short middle to Vernon Davis for 11 yards (tackle by E.J. Henderson),1.090,0.890
2,9:50,,,,0,10,Timeout #1 by San Francisco 49ers,0.000,0.890
2,9:50,4,1,MIN 36,0,10,"Shaun Hill pass complete short right to Josh Morgan for 25 yards (tackle by Antoine Winfield). Penalty on E.J. Henderson: Roughing the Passer, 6 yards, Penalty on Ray Edwards: Defensive Offside (Declined)",0.890,6.060
2,9:31,1,5,MIN 5,6,10,"Shaun Hill pass complete short right to Vernon Davis for 5 yards, touchdown",6.060,7.000
2,,,,MIN 2,7,10,Joe Nedney kicks extra point good,0.000,0.000
2,,,,SFO 30,7,10,"Joe Nedney kicks off 69 yards, returned by Percy Harvin for 29 yards (tackle by Arnaz Battle)",0.000,0.940
2,9:16,1,10,MIN 30,7,10,Adrian Peterson left guard for 2 yards (tackle by Demetric Evans),0.940,0.660
2,8:40,2,8,MIN 32,7,10,Adrian Peterson right end for 2 yards (tackle by Dashon Goldson and Justin Smith),0.660,0.230
2,7:57,3,6,MIN 34,7,10,Brett Favre sacked by Mark Roman for -9 yards,0.230,-1.700
2,7:26,4,15,MIN 25,7,10,"Penalty on Jasper Brinkley: False Start, 5 yards (no play)",-1.700,-2.030
2,7:19,4,20,MIN 20,7,10,"Chris Kluwe punts 43 yards, returned by Allen Rossum for 1 yard (tackle by Jasper Brinkley)",-2.030,-1.470
2,7:10,1,10,SFO 38,7,10,Glen Coffee left guard for -2 yards (tackle by Ben Leber),1.470,0.650
2,6:26,2,12,SFO 36,7,10,Shaun Hill pass incomplete deep left intended for Delanie Walker is intercepted by Cedric Griffin at MIN-27,0.650,-0.740
2,6:19,1,10,MIN 27,7,10,"Brett Favre pass complete short right to Sidney Rice for 3 yards (tackle by Takeo Spikes). Penalty on Justin Smith: Unnecessary Roughness, 15 yards",0.740,1.930
2,5:55,1,10,MIN 45,7,10,Brett Favre pass incomplete deep right intended for Bernard Berrian,1.930,1.380
2,5:48,2,10,MIN 45,7,10,Adrian Peterson middle for no gain (tackle by Takeo Spikes and Kentwan Balmer),1.380,0.700
2,5:06,3,10,MIN 45,7,10,"Brett Favre pass incomplete short right intended for Bernard Berrian. Penalty on Shawntae Spencer: Taunting, 15 yards (no play)",0.700,2.920
2,5:00,1,10,SFO 40,7,10,Brett Favre pass complete short right to Adrian Peterson for 5 yards (tackle by Patrick Willis),2.920,3.050
2,4:16,2,5,SFO 35,7,10,Chester Taylor right guard for 1 yard (tackle by Justin Smith and Takeo Spikes),3.050,2.480
2,3:35,3,4,SFO 34,7,10,Brett Favre pass incomplete short right intended for Percy Harvin,2.480,1.080
2,3:27,4,4,SFO 34,7,13,Ryan Longwell 52 yard field goal good,1.080,3.000
2,,,,MIN 30,7,13,"Ryan Longwell kicks off 70 yards, returned by Allen Rossum for 30 yards (tackle by Karl Paymah)",0.000,0.940
2,3:21,1,10,SFO 30,7,13,Shaun Hill pass complete short right to Josh Morgan for 13 yards (tackle by Tyrell Johnson),0.940,1.800
2,2:56,1,10,SFO 43,7,13,Shaun Hill pass incomplete deep right intended for Vernon Davis,1.800,1.250
2,2:49,2,10,SFO 43,7,13,Glen Coffee middle for 1 yard (tackle by Jared Allen and Pat Williams),1.250,0.690
2,2:06,3,9,SFO 44,7,13,Shaun Hill pass incomplete short right intended for Isaac Bruce,0.690,-0.460
2,2:02,4,9,SFO 44,7,13,"Andy Lee punts 56 yards, touchback",-0.460,-0.280
2,1:53,1,10,MIN 20,7,13,Chester Taylor middle for 1 yard (tackle by Mark Roman),0.280,-0.130
2,1:28,2,9,MIN 21,7,13,Brett Favre pass complete short right to Chester Taylor for no gain,-0.130,-0.820
2,1:06,,,,7,13,Timeout #2 by San Francisco 49ers,0.000,-0.820
2,1:06,3,9,MIN 21,7,13,Brett Favre pass complete short right to Chester Taylor for 30 yards (tackle by Patrick Willis),-0.820,2.320
2,0:56,,,,7,13,Timeout #2 by Minnesota Vikings,0.000,2.320
2,0:56,1,10,SFO 49,7,13,Brett Favre pass incomplete short middle intended for Visanthe Shiancoe,2.320,1.780
2,0:51,2,10,SFO 49,7,13,Adrian Peterson left end for 9 yards (tackle by Patrick Willis),1.780,2.280
2,0:46,3,1,SFO 40,7,13,Brett Favre pass complete short right to Visanthe Shiancoe for 10 yards (tackle by Takeo Spikes),2.280,3.580
2,0:28,1,10,SFO 30,7,13,Brett Favre spiked the ball,3.580,3.030
2,0:28,2,10,SFO 30,7,13,Brett Favre pass incomplete short left intended for Sidney Rice,3.030,2.340
2,0:24,3,10,SFO 30,7,13,Brett Favre pass complete short right to Sidney Rice for 14 yards,2.340,4.510
2,0:19,1,10,SFO 16,7,13,"Brett Favre pass complete short right to Naufahu Tahi for 4 yards (tackle by Manny Lawson and Takeo Spikes). Penalty on Anthony Herrera: Offensive Holding, 10 yards (no play)",4.510,3.840
2,0:12,1,20,SFO 26,7,13,Brett Favre pass incomplete deep right intended for Sidney Rice,3.840,2.610
2,0:06,2,20,SFO 26,13,13,"Ryan Longwell 44 yard field goal no good, blocked by Ray McDonald, recovered by Nate Clements and returned for 59 yards, touchdown",2.610,-7.000
2,,,,MIN 2,14,13,Joe Nedney kicks extra point good,0.000,0.000
Quarter,Time,Down,ToGo,Location,SFO,MIN,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,SFO 30,14,13,"Joe Nedney kicks off 72 yards, returned by Percy Harvin for 31 yards (tackle by Delanie Walker)",0.000,0.870
3,14:55,1,10,MIN 29,14,13,Adrian Peterson left end for 1 yard (tackle by Justin Smith),0.870,0.460
3,14:55,2,9,MIN 30,14,13,"Penalty on Brett Favre: Delay of Game, 5 yards (no play)",0.460,-0.210
3,13:46,2,14,MIN 25,14,13,Brett Favre sacked by Aubrayo Franklin for -9 yards,-0.210,-2.510
3,13:12,3,23,MIN 16,14,13,Chester Taylor right guard for 8 yards (tackle by Dashon Goldson),-2.510,-1.770
3,12:37,4,15,MIN 24,14,13,Chris Kluwe punts 60 yards,-1.770,0.140
3,12:22,1,10,SFO 16,14,13,Glen Coffee middle for 4 yards (tackle by E.J. Henderson),-0.140,0.010
3,11:42,2,6,SFO 20,14,13,Glen Coffee right tackle for 4 yards (tackle by Pat Williams),0.010,-0.320
3,11:00,3,2,SFO 24,14,13,Glen Coffee middle for no gain (tackle by Chad Greenway),-0.320,-1.770
3,10:30,4,2,SFO 24,14,13,"Andy Lee punts 46 yards, returned by Darius Reynaud for 10 yards",-1.770,-1.600
3,10:21,1,10,MIN 40,14,13,Brett Favre pass incomplete short right intended for Jim Kleinsasser,1.600,1.050
3,10:14,2,10,MIN 40,14,13,Adrian Peterson right tackle for 7 yards (tackle by Takeo Spikes and Dashon Goldson),1.050,1.290
3,9:31,3,3,MIN 47,14,13,Brett Favre pass incomplete deep middle intended for Bernard Berrian is intercepted by Shawntae Spencer at SFO-37 and returned for 2 yards,1.290,-1.530
3,9:24,1,10,SFO 39,14,13,Glen Coffee left guard for 12 yards (tackle by Chad Greenway),1.530,2.320
3,8:35,,,,14,13,Timeout #1 by San Francisco 49ers,0.000,2.320
3,8:35,1,10,MIN 49,14,13,Glen Coffee middle for 13 yards (tackle by E.J. Henderson),2.320,3.180
3,7:56,1,10,MIN 36,14,13,Shaun Hill pass complete short right to Josh Morgan for 8 yards (tackle by Cedric Griffin),3.180,3.720
3,7:36,2,2,MIN 28,14,13,Glen Coffee left guard for 3 yards (tackle by Madieu Williams),3.720,3.910
3,6:55,1,10,MIN 25,14,13,Glen Coffee left guard for 3 yards (tackle by E.J. Henderson and Chad Greenway),3.910,3.770
3,6:14,2,7,MIN 22,14,13,Glen Coffee middle for -1 yards (tackle by Ben Leber and Jared Allen),3.770,2.940
3,5:29,3,8,MIN 23,14,13,Shaun Hill pass complete short right to Vernon Davis for 4 yards (tackle by Madieu Williams),2.940,2.260
3,4:51,4,4,MIN 19,17,13,Joe Nedney 37 yard field goal good,2.260,3.000
3,,,,SFO 30,17,19,"Joe Nedney kicks off 71 yards, returned by Percy Harvin for 101 yards, touchdown",0.000,7.000
3,,,,SFO 2,17,20,Ryan Longwell kicks extra point good,0.000,0.000
3,,,,MIN 30,17,20,"Ryan Longwell kicks off 73 yards, touchback",0.000,0.280
3,4:34,1,10,SFO 20,17,20,Shaun Hill pass complete short middle to Vernon Davis for 17 yards (tackle by Antoine Winfield). Penalty on Cedric Griffin: Illegal Contact (Declined),0.280,1.400
3,4:03,1,10,SFO 37,17,20,Glen Coffee left guard for no gain (tackle by Fred Evans and E.J. Henderson),1.400,0.860
3,3:20,2,10,SFO 37,17,20,"Penalty on Fred Evans: Encroachment, 5 yards (no play)",0.860,1.530
3,2:54,2,5,SFO 42,17,20,"Shaun Hill pass incomplete. Penalty on Shaun Hill: Intentional Grounding, 10 yards",1.530,-0.490
3,2:50,3,15,SFO 32,17,20,Shaun Hill pass complete short right to Michael Robinson for 8 yards (tackle by E.J. Henderson),-0.490,-0.720
3,2:18,4,7,SFO 40,17,20,"Andy Lee punts 54 yards, returned by Bernard Berrian for 8 yards (tackle by Michael Robinson). Penalty on Eric Frampton: Offensive Holding, 7 yards",-0.720,0.380
3,2:06,1,10,MIN 7,17,20,Adrian Peterson right tackle for 2 yards (tackle by Isaac Sopoaga and Manny Lawson),-0.380,-0.630
3,1:32,2,8,MIN 9,17,20,Adrian Peterson right tackle for no gain (tackle by Manny Lawson and Takeo Spikes),-0.630,-1.190
3,0:43,3,8,MIN 9,17,20,"Penalty on Brett Favre: Delay of Game, 4 yards (no play)",-1.190,-1.650
3,0:35,3,12,MIN 5,17,20,Brett Favre pass complete short middle to Bernard Berrian for 36 yards (tackle by Dre' Bly),-1.650,1.660
Quarter,Time,Down,ToGo,Location,SFO,MIN,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,MIN 41,17,20,Adrian Peterson left guard for 11 yards (tackle by Dashon Goldson and Michael Lewis),1.660,2.390
4,14:21,1,10,SFO 48,17,20,Adrian Peterson middle for 4 yards (tackle by Isaac Sopoaga and Manny Lawson),2.390,2.390
4,13:44,2,6,SFO 44,17,20,Chester Taylor middle for 2 yards (tackle by Patrick Willis and Manny Lawson),2.390,1.950
4,13:00,3,4,SFO 42,17,20,Brett Favre pass incomplete short right intended for Percy Harvin,1.950,0.460
4,12:56,4,4,SFO 42,17,20,"Chris Kluwe punts 42 yards, touchback",0.460,-0.280
4,12:49,1,10,SFO 20,17,20,Shaun Hill pass complete short right to Isaac Bruce for 10 yards (tackle by Chad Greenway),0.280,0.940
4,12:07,1,10,SFO 30,17,20,Glen Coffee middle for 1 yard (tackle by Tyrell Johnson),0.940,0.530
4,11:26,2,9,SFO 31,17,20,Shaun Hill pass complete deep right to Vernon Davis for 31 yards (tackle by Madieu Williams),0.530,3.050
4,10:40,1,10,MIN 38,17,20,Shaun Hill pass complete deep right to Isaac Bruce for 28 yards (tackle by Cedric Griffin and E.J. Henderson),3.050,4.910
4,9:49,1,10,MIN 10,17,20,"Penalty on Shaun Hill: Delay of Game, 5 yards (no play)",4.910,4.370
4,9:27,1,15,MIN 15,17,20,Glen Coffee middle for no gain (tackle by Jared Allen and E.J. Henderson),4.370,3.460
4,8:43,2,15,MIN 15,17,20,"Penalty on Barry Sims: False Start, 5 yards (no play)",3.460,3.000
4,8:17,2,20,MIN 20,23,20,"Shaun Hill pass complete deep middle to Vernon Davis for 20 yards, touchdown",3.000,7.000
4,,,,MIN 2,24,20,Joe Nedney kicks extra point good,0.000,0.000
4,,,,SFO 30,24,20,"Joe Nedney kicks off 67 yards, returned by Percy Harvin for 19 yards (tackle by Arnaz Battle)",0.000,0.410
4,8:06,1,10,MIN 22,24,20,Adrian Peterson middle for 2 yards (tackle by Parys Haralson),0.410,0.140
4,7:27,2,8,MIN 24,24,20,Adrian Peterson right end for -1 yards (tackle by Justin Smith),0.140,-0.690
4,6:40,3,9,MIN 23,24,20,Brett Favre pass complete short right to Chester Taylor for 3 yards (tackle by Michael Lewis),-0.690,-1.630
4,6:02,4,6,MIN 26,24,20,Chris Kluwe punts 52 yards,-1.630,-0.740
4,5:47,1,10,SFO 27,24,20,Glen Coffee right guard for -2 yards (tackle by Kevin Williams and Pat Williams),0.740,-0.070
4,5:06,2,12,SFO 25,24,20,Glen Coffee right end for -5 yards (tackle by Ray Edwards),-0.070,-1.420
4,4:22,3,17,SFO 20,24,20,Shaun Hill pass complete short right to Vernon Davis for 8 yards (tackle by Ray Edwards and Kevin Williams),-1.420,-1.500
4,3:37,4,9,SFO 28,24,20,"Andy Lee punts 49 yards, returned by Bernard Berrian for 5 yards (tackle by Ahmad Brooks)",-1.500,-0.810
4,3:26,1,10,MIN 28,24,20,Brett Favre pass complete short right to Chester Taylor for 5 yards (tackle by Manny Lawson),0.810,0.940
4,2:48,2,5,MIN 33,24,20,Brett Favre pass complete short right to Bernard Berrian for 15 yards (tackle by Dashon Goldson),0.940,2.130
4,2:16,,,,24,20,Timeout #2 by San Francisco 49ers,0.000,2.130
4,2:16,1,10,MIN 48,24,20,"Brett Favre middle for 1 yard. Penalty on Brett Favre: Illegal Forward Pass, 5 yards",2.130,1.040
,,,,,,,"SFO challenged the illegal forward pass ruling, and the original play was overturned.",,
4,1:58,2,14,MIN 44,24,20,Brett Favre pass complete short right to Adrian Peterson for 9 yards (tackle by Manny Lawson and Nate Clements),1.040,1.550
4,1:58,3,5,SFO 47,24,20,Brett Favre pass incomplete short right intended for Bernard Berrian,1.550,0.130
4,1:55,4,5,SFO 47,24,20,Brett Favre pass incomplete short right intended for Percy Harvin (defended by Dre' Bly),0.130,-2.060
4,1:49,1,10,SFO 47,24,20,Glen Coffee right guard for 2 yards (tackle by Kevin Williams and E.J. Henderson),2.060,1.790
4,1:45,,,,24,20,Timeout #1 by Minnesota Vikings,0.000,1.790
4,1:45,2,8,SFO 49,24,20,Glen Coffee middle for 2 yards (tackle by Pat Williams),1.790,1.360
4,1:41,,,,24,20,Timeout #2 by Minnesota Vikings,0.000,1.360
4,1:41,3,6,MIN 49,24,20,Glen Coffee right end for 2 yards (tackle by E.J. Henderson),1.360,0.130
4,1:36,4,4,MIN 47,24,20,"Andy Lee punts 47 yards, touchback",0.130,-0.280
4,1:29,1,10,MIN 20,24,20,Brett Favre pass complete short right to Visanthe Shiancoe for 12 yards (tackle by Nate Clements),0.280,1.070
4,1:09,1,10,MIN 32,24,20,Brett Favre pass complete short right to Sidney Rice for 9 yards (tackle by Nate Clements),1.070,1.740
4,1:05,2,1,MIN 41,24,20,Brett Favre pass incomplete deep middle intended for Visanthe Shiancoe,1.740,1.030
4,1:00,3,1,MIN 41,24,20,Brett Favre pass complete short right to Percy Harvin for 5 yards,1.030,1.990
4,1:00,1,10,MIN 46,24,20,Brett Favre spiked the ball,1.990,1.450
4,0:40,2,10,MIN 46,24,20,Brett Favre pass incomplete deep right intended for Sidney Rice,1.450,0.760
4,0:33,3,10,MIN 46,24,20,Brett Favre pass complete short middle to Percy Harvin for 15 yards (tackle by Patrick Willis),0.760,2.980
4,0:33,1,10,SFO 39,24,20,Brett Favre spiked the ball,2.980,2.440
4,0:16,2,10,SFO 39,24,20,Brett Favre pass complete short left to Bernard Berrian for 7 yards (tackle by Shawntae Spencer),2.440,2.680
4,0:12,3,3,SFO 32,24,26,"Brett Favre pass complete deep right to Greg Lewis for 32 yards, touchdown",2.680,7.000
,,,,,,,"Replay Assistant challenged the pass completion ruling, and the play was upheld.",,
4,,,,SFO 2,24,27,Ryan Longwell kicks extra point good,0.000,0.000
4,,,,MIN 30,24,27,"Ryan Longwell kicks off 41 yards, fair catch by Michael Robinson",0.000,0.870
4,0:02,1,10,SFO 29,24,27,Shaun Hill pass incomplete deep right intended for Vernon Davis,0.870,0.330
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
