0,1
Game Info,Game Info
Won Toss,49ers
Roof,outdoors
Surface,grass
Duration,2:56
Attendance,68084
Weather,"64 degrees, relative humidity 60%, wind 3 mph, wind chill 0"
Vegas Line,Indianapolis Colts -14.0
Over/Under,47.0 (under)
