#,Quarter,Time,LOS,Plays,Length,Net Yds,Result
1,1,15:00,GNB 25,6,3:02,33,Punt
2,1,9:39,GNB 38,2,0:51,15,Interception
3,1,7:09,GNB 20,3,0:56,0,Punt
4,1,1:15,GNB 25,7,4:26,75,Touchdown
5,2,9:44,GNB 38,6,2:20,36,Field Goal
6,2,5:55,GNB 19,9,4:48,81,Touchdown
7,2,0:36,GNB 25,1,0:36,-11,End of Half
8,3,13:23,GNB 18,12,7:38,56,Field Goal
9,3,0:08,GNB 15,7,3:48,81,Field Goal
10,4,3:27,GNB 25,5,1:15,57,Missed FG
11,4,0:21,GNB 47,3,0:21,20,Missed FG
12,5,9:47,CIN 17,3,1:39,-5,Missed FG
13,5,4:14,GNB 39,6,2:19,29,Field Goal
