Player,Tm,Tgt,Rec,Yds,TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat
Davante Adams,GNB,16,11,206,1,9,157,14.3,49,4.5,15.7,0,,0,0.0,1,106.2
AJ Dillon,GNB,4,4,49,1,3,-1,-0.3,50,12.5,-0.3,0,,0,0.0,0,157.3
Aaron Jones,GNB,5,4,6,0,0,-10,-2.5,16,4.0,1.4,0,,0,0.0,0,79.2
Randall Cobb,GNB,3,2,30,0,1,27,13.5,3,1.5,10.3,0,,0,0.0,0,99.3
Allen Lazard,GNB,2,2,6,0,,4,2.0,2,1.0,2.0,0,,0,0.0,0,79.2
Marcedes Lewis,GNB,2,2,34,0,2,11,5.5,23,11.5,5.5,1,2.0,0,0.0,0,118.7
Robert Tonyan,GNB,2,1,8,0,1,-1,-1.0,9,9.0,22.0,0,,0,0.0,0,60.4
Kylin Hill,GNB,1,1,5,0,,-2,-2.0,7,7.0,-2.0,0,,0,0.0,0,87.5
Player,Tm,Tgt,Rec,Yds,TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat
Ja'Marr Chase,CIN,10,6,159,1,5,105,17.5,54,9.0,18.5,1,6.0,1,10.0,0,137.5
Tee Higgins,CIN,7,5,32,0,1,23,4.6,9,1.8,6.4,0,,2,28.6,0,80.7
Tyler Boyd,CIN,5,4,24,0,2,9,2.3,15,3.8,2.8,0,,0,0.0,1,47.1
Samaje Perine,CIN,5,4,24,1,3,3,0.8,21,5.3,1.2,0,,0,0.0,0,126.2
Drew Sample,CIN,4,2,9,0,,0,0.0,9,4.5,2.8,0,,1,25.0,0,56.2
Chris Evans,CIN,2,2,15,0,,9,4.5,6,3.0,4.5,0,,0,0.0,0,97.9
C.J. Uzomah,CIN,2,2,16,0,1,6,3.0,10,5.0,3.0,0,,0,0.0,0,100.0
Joe Mixon,CIN,1,1,2,0,0,1,1.0,1,1.0,1.0,0,,0,0.0,0,79.2
Auden Tate,CIN,1,0,0,0,,0,,0,,27.0,0,,0,0.0,1,0.0
