Quarter,Time,Down,ToGo,Location,CHI,GNB,Detail,EPB,EPA
1,8:30,1,15,CHI 5,0,0,Matt Forte middle for 7 yards (tackle by Morgan Burnett),-0.570,-0.630
1,8:00,2,8,CHI 12,0,0,Matt Forte left tackle for 1 yard (tackle by Nick Perry and Letroy Guion),-0.630,-1.070
1,7:15,3,7,CHI 13,0,0,Jay Cutler pass incomplete short right intended for Zach Miller,-1.070,-2.490
1,7:11,4,7,CHI 13,0,0,Pat O'Donnell punts 37 yards,-2.490,-2.320
1,7:04,1,10,CHI 49,0,0,Eddie Lacy right tackle for 3 yards (tackle by Eddie Goldman),2.320,2.190
1,6:42,2,7,CHI 46,0,0,Aaron Rodgers pass complete short middle to Randall Cobb for 13 yards (tackle by Shea McClellin and Adrian Amos),2.190,3.380
1,6:12,1,10,CHI 33,0,0,Aaron Rodgers pass complete short middle to Eddie Lacy for 3 yards (tackle by Shea McClellin and Kyle Fuller),3.380,3.240
1,5:40,2,7,CHI 30,0,0,"Aaron Rodgers pass incomplete deep right intended for James Jones is intercepted by Tracy Porter at CHI-3. Penalty on Tracy Porter: Illegal Contact, 5 yards (no play)",3.240,3.910
1,5:33,1,10,CHI 25,0,0,Aaron Rodgers pass incomplete short left intended for Eddie Lacy (defended by Jonathan Anderson),3.910,3.360
1,5:28,2,10,CHI 25,0,6,"Aaron Rodgers pass complete short middle to Eddie Lacy for 25 yards, touchdown",3.360,7.000
1,5:28,,,CHI 25,0,7,Mason Crosby kicks extra point good,0.000,0.000
1,5:28,,,GNB 35,0,7,"Mason Crosby kicks off 65 yards, touchback",0.000,-0.280
1,5:15,1,10,CHI 20,0,7,Jay Cutler pass incomplete short middle intended for Zach Miller,0.280,-0.270
1,5:08,2,10,CHI 20,0,7,Jeremy Langford left guard for 5 yards (tackle by Nate Palmer),-0.270,-0.300
1,4:25,3,5,CHI 25,0,7,Jay Cutler pass incomplete short right intended for Zach Miller (defended by Quinten Rollins),-0.300,-1.700
1,4:17,4,5,CHI 25,0,7,Pat O'Donnell punts 37 yards,-1.700,-1.470
1,4:06,1,10,GNB 38,0,7,Aaron Rodgers pass complete short right to Randall Cobb for 7 yards (tackle by Bryce Callahan),1.470,1.870
1,3:17,2,3,GNB 45,0,7,Aaron Rodgers sacked by Lamarr Houston for -10 yards,1.870,1.870
1,2:25,2,3,GNB 45,0,7,Timeout #1 by Green Bay Packers,1.870,-0.160
1,2:25,3,13,GNB 35,0,7,Aaron Rodgers pass incomplete deep left intended for James Jones,-0.160,-1.040
1,2:20,4,13,GNB 35,0,7,"Tim Masthay punts 38 yards, returned by Marc Mariani for 7 yards (tackle by John Kuhn). Penalty on Alan Ball: Offensive Holding, 10 yards",-1.040,0.060
1,2:10,1,10,CHI 17,0,7,Matt Forte middle for 6 yards (tackle by Ha Ha Clinton-Dix and Nick Perry),-0.060,0.350
1,1:34,2,4,CHI 23,0,7,Jay Cutler pass complete short middle to Alshon Jeffery for 12 yards (tackle by Sam Shields),0.350,1.270
1,0:59,1,10,CHI 35,0,7,Matt Forte middle for 2 yards (tackle by Mike Daniels),1.270,0.990
1,0:23,2,8,CHI 37,0,7,Matt Forte right tackle for 4 yards (tackle by Morgan Burnett),0.990,0.830
Quarter,Time,Down,ToGo,Location,CHI,GNB,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,3,4,CHI 41,0,7,Jay Cutler pass incomplete short left intended for Alshon Jeffery,0.830,-0.650
2,14:56,4,4,CHI 41,0,7,"Pat O'Donnell punts 35 yards, muffed catch by Randall Cobb, recovered by Randall Cobb and returned for no gain",-0.650,-0.150
2,14:48,1,10,GNB 19,0,7,Eddie Lacy left tackle for 2 yards (tackle by Lamarr Houston and Shea McClellin),0.150,-0.060
2,14:21,2,8,GNB 21,0,7,Eddie Lacy middle for 7 yards (tackle by Shea McClellin),-0.060,0.100
2,13:58,3,1,GNB 28,0,7,Eddie Lacy left guard for no gain (tackle by Pernell McPhee),0.100,-1.500
2,13:01,4,1,GNB 28,0,7,"Tim Masthay punts 45 yards, returned by Marc Mariani for 7 yards (tackle by Demetri Goodson)",-1.500,-1.200
2,12:53,1,10,CHI 34,0,7,Jeremy Langford middle for 4 yards (tackle by Casey Hayward),1.200,1.200
2,12:23,2,6,CHI 38,0,7,Jeremy Langford right end for 4 yards (tackle by Clay Matthews),1.200,1.030
2,11:43,3,2,CHI 42,0,7,Jay Cutler pass incomplete short middle intended for Jeremy Langford,1.030,-0.590
2,11:39,4,2,CHI 42,0,7,Pat O'Donnell punts 46 yards,-0.590,0.350
2,11:28,1,10,GNB 12,0,7,Aaron Rodgers pass complete short right to Eddie Lacy for no gain,-0.350,-0.780
2,10:54,2,10,GNB 12,0,7,"Eddie Lacy right end for 15 yards (tackle by Chris Prosinski). Eddie Lacy fumbles (forced by Chris Prosinski), recovered by Lamarr Houston at GNB-34 (tackle by J.C. Tretter)",-0.780,-3.310
2,10:44,1,10,GNB 34,0,7,Jay Cutler pass complete short right to Marquess Wilson for 3 yards (tackle by Nate Palmer),3.310,3.180
2,10:15,2,7,GNB 31,0,7,Matt Forte right guard for 3 yards (tackle by Morgan Burnett and Clay Matthews),3.180,2.870
2,9:32,3,4,GNB 28,0,7,Jay Cutler pass complete short middle to Marc Mariani for 10 yards (tackle by Joe Thomas),2.870,4.370
2,8:58,1,10,GNB 18,0,7,Matt Forte left guard for 7 yards (tackle by Ha Ha Clinton-Dix and Nick Perry),4.370,5.010
2,8:16,2,3,GNB 11,0,7,Jay Cutler pass incomplete short right intended for Alshon Jeffery,5.010,4.260
2,8:10,3,3,GNB 11,0,7,Jay Cutler pass complete short right to Marc Mariani for 4 yards (tackle by Casey Hayward and Nate Palmer),4.260,5.600
2,7:33,1,7,GNB 7,0,7,Matt Forte right tackle for 4 yards (tackle by Jayrone Elliott and Nate Palmer),5.600,5.530
2,6:50,2,3,GNB 3,0,7,Matt Forte left tackle for no gain (tackle by Jayrone Elliott),5.530,4.720
2,6:08,3,3,GNB 3,6,7,"Jay Cutler pass complete short left to Zach Miller for 3 yards, touchdown",4.720,7.000
2,6:08,,,GNB 3,7,7,Robbie Gould kicks extra point good,0.000,0.000
2,6:08,,,CHI 35,7,7,"Robbie Gould kicks off 62 yards, returned by Jeff Janis for 64 yards (tackle by Christian Jones)",0.000,-3.380
2,5:49,1,10,CHI 33,7,7,James Starks middle for 10 yards (tackle by Shea McClellin and Lamarr Houston),3.380,4.040
2,5:13,1,10,CHI 23,7,7,James Starks right tackle for 7 yards (tackle by Lamarr Houston),4.040,4.560
2,4:36,2,3,CHI 16,7,7,Aaron Rodgers pass complete short middle to James Starks for 10 yards (tackle by Christian Jones),4.560,5.830
2,3:51,1,6,CHI 6,7,7,James Starks right end for 1 yard (tackle by Lamarr Houston),5.830,5.150
2,3:22,2,5,CHI 5,7,7,"Aaron Rodgers pass complete short left to Randall Cobb for 4 yards (tackle by Bryce Callahan). Penalty on James Jones: Offensive Pass Interference, 10 yards (no play)",5.150,3.460
2,2:54,2,15,CHI 15,7,7,Aaron Rodgers pass complete short right to James Starks for 10 yards (tackle by Chris Prosinski),3.460,4.260
2,2:10,3,5,CHI 5,7,7,Aaron Rodgers pass incomplete short left intended for Randall Cobb (defended by Bryce Callahan),4.260,3.010
2,2:03,4,5,CHI 5,7,10,Mason Crosby 22 yard field goal good,3.010,3.000
2,2:03,,,GNB 35,7,10,"Mason Crosby kicks off 60 yards, returned by Deonte Thompson for 37 yards (tackle by Demetri Goodson)",0.000,-1.730
2,1:51,1,10,CHI 42,7,10,Jay Cutler pass complete short left to Alshon Jeffery for 9 yards (tackle by Casey Hayward),1.730,2.400
2,1:30,2,1,GNB 49,7,10,Jay Cutler right guard for 4 yards (tackle by Julius Peppers),2.400,2.590
2,1:02,1,10,GNB 45,7,10,Jay Cutler pass incomplete deep left intended for Alshon Jeffery (defended by Sam Shields),2.590,2.040
2,0:57,2,10,GNB 45,7,10,Jeremy Langford right end for 14 yards (tackle by Morgan Burnett),2.040,2.040
2,0:46,2,10,GNB 45,7,10,Timeout #1 by Chicago Bears,2.040,3.510
2,0:46,1,10,GNB 31,7,10,Jay Cutler pass complete short right to Alshon Jeffery for 11 yards (tackle by Damarious Randall),3.510,4.240
2,0:40,1,10,GNB 20,7,10,Jay Cutler pass complete short right to Marquess Wilson for 19 yards (tackle by Joe Thomas),4.240,4.240
2,0:34,1,10,GNB 20,7,10,Timeout #2 by Chicago Bears,4.240,6.970
2,0:34,1,1,GNB 1,13,10,"Jeremy Langford left tackle for 1 yard, touchdown",6.970,7.000
2,0:34,,,GNB 1,14,10,Robbie Gould kicks extra point good,0.000,0.000
2,0:34,,,CHI 35,14,10,Robbie Gould kicks off 36 yards,0.000,-1.070
2,0:27,1,10,GNB 32,14,10,Aaron Rodgers pass complete short right to Richard Rodgers for 13 yards (tackle by Kyle Fuller),1.070,1.070
2,0:19,1,10,GNB 32,14,10,Timeout #2 by Green Bay Packers,1.070,1.930
2,0:19,1,10,GNB 45,14,10,Aaron Rodgers pass incomplete deep right intended for James Jones (defended by Tracy Porter),1.930,1.380
2,0:14,2,10,GNB 45,14,10,Aaron Rodgers pass complete deep middle to Randall Cobb for 23 yards (tackle by Chris Prosinski),1.380,1.380
2,0:08,2,10,GNB 45,14,10,Timeout #3 by Green Bay Packers,1.380,1.380
2,0:08,2,10,GNB 45,14,10,Timeout #3 by Chicago Bears,1.380,3.450
2,0:08,1,10,CHI 32,14,10,Aaron Rodgers pass incomplete deep right intended for Davante Adams,3.450,2.900
2,0:04,2,10,CHI 32,14,13,Mason Crosby 50 yard field goal good,2.900,3.000
Quarter,Time,Down,ToGo,Location,CHI,GNB,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,GNB 35,14,13,"Mason Crosby kicks off 65 yards, touchback",0.000,-0.280
3,15:00,1,10,CHI 20,14,13,Matt Forte right guard for 4 yards (tackle by B.J. Raji),0.280,0.270
3,14:17,2,6,CHI 24,14,13,Jay Cutler pass complete deep right to Alshon Jeffery for 21 yards (tackle by Morgan Burnett),0.270,1.930
3,13:38,1,10,CHI 45,14,13,"Jay Cutler left end for no gain (tackle by Sam Shields). Penalty on Kyle Long: Offensive Holding, 10 yards (no play)",1.930,1.270
3,13:12,1,20,CHI 35,14,13,"Jay Cutler pass complete short left to Matt Forte for 10 yards (tackle by Nate Palmer). Penalty on Alshon Jeffery: Offensive Offside, 5 yards (no play)",1.270,0.940
3,12:49,1,25,CHI 30,14,13,Jay Cutler pass complete short right to Matt Forte for 9 yards (tackle by Damarious Randall),0.940,0.570
3,12:14,2,16,CHI 39,14,13,"Jay Cutler pass complete short left to Alshon Jeffery for 10 yards (tackle by Ha Ha Clinton-Dix and Clay Matthews). Penalty on Matt Slauson: Tripping, 10 yards",0.570,0.570
3,11:51,2,16,CHI 39,14,13,Jay Cutler pass complete short left to Jeremy Langford for 5 yards (tackle by Clay Matthews),0.570,0.560
3,11:05,3,11,CHI 44,14,13,Jay Cutler sacked by Quinten Rollins for -11 yards,0.560,-1.180
3,10:23,4,22,CHI 33,14,13,"Pat O'Donnell punts 46 yards, returned by Randall Cobb for 1 yard (tackle by Jonathan Anderson)",-1.180,-0.410
3,10:12,1,10,GNB 22,14,13,Eddie Lacy middle for 6 yards (tackle by Adrian Amos and Shea McClellin),0.410,0.680
3,9:43,2,4,GNB 28,14,13,Eddie Lacy left tackle for 8 yards (tackle by Adrian Amos),0.680,1.330
3,9:17,1,10,GNB 36,14,13,Eddie Lacy left tackle for 4 yards (tackle by Christian Jones),1.330,1.330
3,8:52,2,6,GNB 40,14,13,Eddie Lacy middle for 3 yards (tackle by Adrian Amos),1.330,1.030
3,8:05,3,3,GNB 43,14,13,James Starks left tackle for 6 yards (tackle by Shea McClellin),1.030,2.190
3,7:42,1,10,GNB 49,14,13,James Starks for 5 yards (tackle by Christian Jones),2.190,2.320
3,7:00,2,5,CHI 46,14,13,Aaron Rodgers pass incomplete short middle intended for Davante Adams (defended by Tracy Porter),2.320,1.620
3,6:51,3,5,CHI 46,14,13,"Aaron Rodgers pass incomplete deep left intended for Justin Perillo. Penalty on Adrian Amos: Defensive Pass Interference, 20 yards (no play)",1.620,3.840
3,6:46,1,10,CHI 26,14,13,Aaron Rodgers pass incomplete short right intended for Davante Adams,3.840,3.300
3,6:41,2,10,CHI 26,14,13,Aaron Rodgers pass complete short middle to Justin Perillo for 5 yards (tackle by Adrian Amos),3.300,3.270
3,5:58,3,5,CHI 21,14,13,"Aaron Rodgers left end for 11 yards (tackle by Christian Jones). Penalty on Josh Sitton: Offensive Holding, 10 yards (no play)",3.270,1.950
3,5:26,3,15,CHI 31,14,13,Aaron Rodgers for no gain. J.C. Tretter fumbles,1.950,0.270
3,4:50,4,29,CHI 45,14,13,"Tim Masthay punts 31 yards, out of bounds",0.270,0.280
3,4:44,1,10,CHI 14,14,13,Jay Cutler left tackle for 6 yards (tackle by Mike Pennel and Datone Jones),-0.280,0.150
3,4:07,2,4,CHI 20,14,13,Jeremy Langford right end for 6 yards (tackle by Letroy Guion and Nate Palmer),0.150,0.670
3,3:24,1,10,CHI 26,14,13,Jay Cutler pass complete short left to Marquess Wilson for 11 yards (tackle by Clay Matthews),0.670,1.400
3,2:48,1,10,CHI 37,14,13,Jeremy Langford right end for -4 yards (tackle by Datone Jones),1.400,0.320
3,2:11,2,14,CHI 33,14,13,Jay Cutler pass incomplete short right intended for Jeremy Langford,0.320,-0.360
3,2:03,3,14,CHI 33,14,13,"Jay Cutler pass incomplete deep right intended for Alshon Jeffery. Penalty on Demetri Goodson: Defensive Pass Interference, 18 yards (no play)",-0.360,2.320
3,1:58,1,10,GNB 49,14,13,Jay Cutler pass complete short left to Marquess Wilson for 11 yards (tackle by Ha Ha Clinton-Dix),2.320,3.050
3,1:13,1,10,GNB 38,14,13,Matt Forte middle for no gain (tackle by Mike Pennel),3.050,2.510
3,0:33,2,10,GNB 38,14,13,Jay Cutler pass complete short right to Zach Miller for 7 yards (tackle by Quinten Rollins),2.510,2.740
Quarter,Time,Down,ToGo,Location,CHI,GNB,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,3,3,GNB 31,14,13,Jay Cutler pass complete short right to Alshon Jeffery for 5 yards (tackle by Sam Shields),2.740,3.840
4,14:20,1,10,GNB 26,14,13,Jay Cutler pass incomplete deep right intended for Zach Miller,3.840,3.300
4,14:14,2,10,GNB 26,14,13,Jay Cutler pass complete short left to Alshon Jeffery for 22 yards (tackle by Morgan Burnett),3.300,6.280
4,13:30,1,4,GNB 4,14,13,Matt Forte right end for 3 yards (tackle by Morgan Burnett and Ha Ha Clinton-Dix),6.280,5.910
4,13:04,2,1,GNB 1,14,13,Matt Forte right tackle for -2 yards (tackle by Nate Palmer),5.910,4.720
4,12:23,3,3,GNB 3,14,13,Jay Cutler pass incomplete short right intended for Alshon Jeffery (defended by Sam Shields),4.720,3.040
4,12:18,4,3,GNB 3,17,13,Robbie Gould 21 yard field goal good,3.040,3.000
4,12:18,,,CHI 35,17,13,"Robbie Gould kicks off 65 yards, touchback",0.000,-0.280
4,12:15,1,10,GNB 20,17,13,Eddie Lacy middle for 6 yards (tackle by Jarvis Jenkins),0.280,0.540
4,11:48,2,4,GNB 26,17,13,Eddie Lacy left end for 2 yards (tackle by Pernell McPhee and Jarvis Jenkins),0.540,0.100
4,11:09,3,2,GNB 28,17,13,Eddie Lacy right end for 4 yards (tackle by Pernell McPhee),0.100,1.070
4,10:28,1,10,GNB 32,17,13,Aaron Rodgers pass complete short right to Richard Rodgers for 5 yards (tackle by Christian Jones),1.070,1.200
4,9:52,2,5,GNB 37,17,13,Aaron Rodgers pass complete short left to Richard Rodgers for no gain,1.200,0.500
4,9:16,3,5,GNB 37,17,13,"Penalty on Bruce Gaston: Neutral Zone Infraction, 5 yards (no play)",0.500,1.730
4,8:50,1,10,GNB 42,17,13,Aaron Rodgers pass incomplete short right intended for Davante Adams,1.730,1.190
4,8:45,2,10,GNB 42,17,13,Aaron Rodgers pass incomplete short left intended for Richard Rodgers,1.190,1.190
4,8:41,2,10,GNB 42,17,13,Timeout #1 by Chicago Bears,1.190,0.500
4,8:41,3,10,GNB 42,17,13,Aaron Rodgers sacked by Willie Young for -4 yards. Penalty on T.J. Lang: Offensive Holding (Declined),0.500,-0.850
4,8:30,4,14,GNB 38,17,13,"Tim Masthay punts 27 yards, out of bounds",-0.850,-1.270
4,8:23,1,10,CHI 35,17,13,Jeremy Langford middle for no gain (tackle by Mike Daniels and Datone Jones),1.270,0.720
4,7:41,2,10,CHI 35,17,13,Jay Cutler pass incomplete short left intended for Zach Miller,0.720,0.040
4,7:38,3,10,CHI 35,17,13,Jay Cutler pass complete short middle to Marc Mariani for 21 yards (tackle by Ha Ha Clinton-Dix),0.040,2.650
4,6:53,1,10,GNB 44,17,13,"Penalty on Kyle Long: False Start, 5 yards (no play)",2.650,2.320
4,6:30,1,15,GNB 49,17,13,Jeremy Langford left tackle for 9 yards (tackle by Ha Ha Clinton-Dix),2.320,2.650
4,5:48,2,6,GNB 40,17,13,Jeremy Langford left end for -5 yards (tackle by Mike Neal),2.650,2.650
4,5:02,2,6,GNB 40,17,13,Timeout #2 by Chicago Bears,2.650,1.290
4,5:02,3,11,GNB 45,17,13,"Jay Cutler for no gain. Jay Cutler fumbles, recovered by Jay Cutler at CHI-47",1.290,-0.260
4,4:18,4,19,CHI 47,17,13,Pat O'Donnell punts 43 yards,-0.260,0.380
4,4:09,1,10,GNB 10,17,13,Aaron Rodgers for 10 yards (tackle by Lamarr Houston),-0.380,0.280
4,4:01,1,10,GNB 20,17,13,Aaron Rodgers right end for 18 yards (tackle by Chris Prosinski),0.280,1.470
4,3:29,1,10,GNB 38,17,13,Aaron Rodgers pass complete short right to Richard Rodgers for 12 yards (tackle by Christian Jones),1.470,2.260
4,3:23,1,10,,17,13,Aaron Rodgers pass incomplete short right intended for Davante Adams is intercepted by Tracy Porter at CHI-43 and returned for 2 yards,2.260,-1.930
4,3:19,1,10,CHI 45,17,13,Matt Forte right guard for 5 yards (tackle by Mike Neal),1.930,1.930
4,3:14,1,10,CHI 45,17,13,Timeout #1 by Green Bay Packers,1.930,2.060
4,3:14,2,5,,17,13,"Matt Forte middle for 2 yards (tackle by Mike Pennel). Penalty on Hroniss Grasu: Offensive Holding, 10 yards (no play)",2.060,0.710
4,3:08,2,15,CHI 40,17,13,Jeremy Langford right end for 1 yard (tackle by Clay Matthews),0.710,0.710
4,3:02,2,15,CHI 40,17,13,Timeout #2 by Green Bay Packers,0.710,0.170
4,3:02,3,14,CHI 41,17,13,Jeremy Langford left end for 13 yards (tackle by Ha Ha Clinton-Dix),0.170,0.170
4,2:53,3,14,CHI 41,17,13,Timeout #3 by Green Bay Packers,0.170,0.200
4,2:53,4,1,GNB 46,17,13,"Pat O'Donnell punts 46 yards, touchback",0.200,-0.280
4,2:45,1,10,GNB 20,17,13,Aaron Rodgers pass incomplete short middle intended for Davante Adams,0.280,-0.270
4,2:40,2,10,GNB 20,17,13,Aaron Rodgers pass complete short left to James Starks for 18 yards (tackle by Chris Prosinski),-0.270,1.470
4,2:12,1,10,GNB 38,17,13,Aaron Rodgers pass complete short left to Justin Perillo for 4 yards (tackle by Adrian Amos),1.470,1.460
4,2:08,2,6,GNB 42,17,13,James Starks left tackle for 7 yards (tackle by Willie Young),1.460,2.190
4,2:00,1,10,GNB 49,17,13,Aaron Rodgers pass incomplete short left intended for James Jones,2.190,1.650
4,1:56,2,10,GNB 49,17,13,Aaron Rodgers pass complete short middle to Randall Cobb for 32 yards (tackle by Adrian Amos),1.650,4.310
4,1:47,1,10,CHI 19,17,13,Aaron Rodgers pass complete short middle to James Starks for 3 yards (tackle by Shea McClellin and Mitch Unrein),4.310,4.180
4,1:21,2,7,CHI 16,17,13,Aaron Rodgers pass incomplete short right intended for James Starks,4.180,3.410
4,1:18,3,7,CHI 16,17,13,Aaron Rodgers pass complete short right to Davante Adams for 8 yards (tackle by Tracy Porter),3.410,5.370
4,0:51,1,8,CHI 8,17,13,Aaron Rodgers pass incomplete short left intended for James Jones,5.370,4.570
4,0:43,2,8,CHI 8,17,13,Aaron Rodgers pass incomplete short left intended for Richard Rodgers,4.570,3.580
4,0:36,3,8,CHI 8,17,13,Aaron Rodgers pass incomplete short right intended for James Jones (defended by Tracy Porter),3.580,2.950
4,0:29,4,8,CHI 8,17,13,Aaron Rodgers pass incomplete short middle intended for Davante Adams,2.950,0.380
4,0:22,1,10,CHI 8,17,13,Jay Cutler kneels for -1 yards,-0.380,-0.850
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
