Player,Tm,Int,Tgt,Cmp,Cmp%,Yds,Yds/Cmp,Yds/Tgt,TD,Rat,DADOT,Air,YAC,Bltz,Hrry,QBKD,Sk,Prss,Comb,MTkl,MTkl%
Chris Harris Jr.,DEN,0,8,6,75.0%,90,15.0,11.3,1,151.0,11.9,76,14,1,0,0,0.0,0,6,0,0.0%
Todd Davis,DEN,0,5,5,100.0%,52,10.4,10.4,0,110.0,6.2,31,21,0,0,0,0.0,0,12,1,7.7%
Isaac Yiadom,DEN,0,5,4,80.0%,62,15.5,12.4,0,118.3,11.2,48,14,0,0,0,0.0,0,3,0,0.0%
Justin Simmons,DEN,1,5,4,80.0%,52,13.0,10.4,0,70.4,10.8,46,6,0,0,0,0.0,0,8,0,0.0%
Will Parks,DEN,0,4,3,75.0%,44,14.7,11.0,1,150.0,10.3,35,9,4,0,1,0.0,1,4,0,0.0%
Alexander Johnson,DEN,0,2,2,100.0%,17,8.5,8.5,0,102.1,4.0,8,9,3,0,0,0.0,0,5,1,16.7%
Trey Marshall,DEN,0,1,1,100.0%,10,10.0,10.0,0,108.3,10.0,10,0,0,0,0,0.0,0,1,0,0.0%
Jeremiah Attaochu,DEN,0,1,1,100.0%,1,1.0,1.0,0,79.2,1.0,1,0,0,0,0,0.0,0,4,0,0.0%
Kareem Jackson,DEN,0,3,1,33.3%,12,12.0,4.0,0,46.5,11.0,12,0,0,0,0,0.0,0,2,0,0.0%
Von Miller,DEN,0,0,0,,,,,,,,,,4,3,1,1.0,5,2,0,0.0%
Shelby Harris,DEN,0,0,0,,,,,,,,,,0,0,0,2.0,2,4,0,0.0%
Mike Purcell,DEN,0,0,0,,,,,,,,,,0,1,0,0.0,1,5,0,0.0%
Justin Hollins,DEN,0,0,0,,,,,,,,,,3,0,0,0.0,0,1,0,0.0%
Malik Reed,DEN,0,0,0,,,,,,,,,,1,0,0,0.0,0,1,0,0.0%
Noah Fant,DEN,0,1,0,0.0%,,,0.0,,39.6,11.0,,,0,0,0,0.0,0,0,0,
Player,Tm,Int,Tgt,Cmp,Cmp%,Yds,Yds/Cmp,Yds/Tgt,TD,Rat,DADOT,Air,YAC,Bltz,Hrry,QBKD,Sk,Prss,Comb,MTkl,MTkl%
Tyrann Mathieu,KAN,0,7,3,42.9%,24,8.0,3.4,0,52.1,8.1,10,14,5,1,0,1.0,2,5,0,0.0%
Daniel Sorensen,KAN,0,4,3,75.0%,24,8.0,6.0,0,89.6,2.3,4,20,4,0,0,0.0,0,2,0,0.0%
Charvarius Ward,KAN,0,9,3,33.3%,79,26.3,8.8,0,66.4,12.0,31,48,0,0,0,0.0,0,6,1,14.3%
Bashaud Breeland,KAN,0,7,3,42.9%,46,15.3,6.6,0,65.2,3.4,10,36,1,0,0,0.0,0,3,1,25.0%
Ben Niemann,KAN,0,3,2,66.7%,11,5.5,3.7,0,72.9,1.3,2,9,7,0,0,0.0,0,4,0,0.0%
Kendall Fuller,KAN,0,2,1,50.0%,5,5.0,2.5,0,56.2,0.5,-1,6,5,0,0,0.0,0,2,1,33.3%
Demone Harris,KAN,0,1,1,100.0%,12,12.0,12.0,0,116.7,4.0,4,8,1,0,0,0.0,0,2,1,33.3%
Reggie Ragland,KAN,0,1,1,100.0%,3,3.0,3.0,0,79.2,-5.0,-5,8,4,0,0,0.0,0,1,0,0.0%
Damien Wilson,KAN,0,3,1,33.3%,4,4.0,1.3,0,42.4,0.7,2,2,3,0,0,0.0,0,3,0,0.0%
Chris Jones,KAN,0,0,0,,,,,,,,,,0,0,3,0.0,3,1,0,0.0%
Tanoh Kpassagnon,KAN,0,0,0,,,,,,,,,,0,0,2,0.0,2,1,0,0.0%
Alex Okafor,KAN,0,0,0,,,,,,,,,,0,0,0,1.0,1,2,0,0.0%
Anthony Hitchens,KAN,0,0,0,,,,,,,,,,1,0,1,0.0,1,3,0,0.0%
Frank Clark,KAN,0,0,0,,,,,,,,,,0,0,1,0.0,1,2,2,50.0%
Mike Pennel,KAN,0,0,0,,,,,,,,,,1,0,0,0.0,0,3,0,0.0%
Juan Thornhill,KAN,1,2,0,0.0%,,,0.0,,0.0,9.5,,,0,0,0,0.0,0,4,0,0.0%
