Quarter,Time,Tm,Detail,DEN,KAN
1.0,9:42,Chiefs,Tyreek Hill 41 yard pass from Patrick Mahomes (pass failed),0,6
2.0,12:57,Chiefs,Harrison Butker 23 yard field goal,0,9
,6:24,Chiefs,Harrison Butker 24 yard field goal,0,12
,1:56,Broncos,Brandon McManus 32 yard field goal,3,12
,0:00,Chiefs,Harrison Butker 44 yard field goal,3,15
3.0,9:45,Chiefs,Tyreek Hill 5 yard pass from Patrick Mahomes (Sammy Watkins pass from Patrick Mahomes),3,23
