Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Phillip Lindsay,DEN,7,32,0,2,32,4.6,0,0.0,0,
Royce Freeman,DEN,5,12,0,0,12,2.4,0,0.0,0,
Drew Lock,DEN,2,3,0,1,1,0.5,2,1.0,1,2.0
Devontae Booker,DEN,1,5,0,,0,0.0,5,5.0,1,1.0
Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Darwin Thompson,KAN,8,38,0,2,32,4.0,6,0.8,1,8.0
Spencer Ware,KAN,7,26,0,2,19,2.7,7,1.0,0,
LeSean McCoy,KAN,6,16,0,2,16,2.7,0,0.0,0,
Patrick Mahomes,KAN,3,11,0,1,11,3.7,0,0.0,0,
Tyreek Hill,KAN,1,1,0,0,1,1.0,0,0.0,0,
