Quarter,Time,Down,ToGo,Location,LAC,DEN,Detail,EPB,EPA
3,6:03,2,8,DEN 16,7,3,"Case Keenum pass complete short middle to Tim Patrick for no gain (tackle by Adrian Phillips and Hayes Pullard). Tim Patrick fumbles (forced by Adrian Phillips), recovered by Joey Bosa at DEN-16 (tackle by Jared Veldheer)",-0.510,-4.510
3,5:53,1,10,DEN 16,7,3,Melvin Gordon up the middle for 3 yards (tackle by Domata Peko and Will Parks),4.510,4.390
3,5:19,2,7,DEN 13,7,3,Melvin Gordon left tackle for 4 yards (tackle by Bradley Chubb),4.390,4.390
3,4:34,3,3,DEN 9,7,3,Philip Rivers pass complete short left to Tyrell Williams for 6 yards (tackle by Brandon Marshall),4.390,6.510
3,3:51,1,3,DEN 3,13,3,"Philip Rivers pass complete short middle to Mike Williams for 3 yards, touchdown",6.510,7.000
3,3:46,,,DEN 15,14,3,Michael Badgley kicks extra point good,0.000,0.000
3,3:46,,,LAC 35,14,3,"Michael Badgley kicks off 65 yards, touchback.",0.000,0.610
3,3:46,1,10,DEN 25,14,3,Royce Freeman right tackle for 9 yards (tackle by Jahleel Addae),0.610,1.280
3,3:18,2,1,DEN 34,14,3,Royce Freeman up the middle for 6 yards (tackle by Uchenna Nwosu),1.280,1.600
3,3:18,1,10,DEN 40,14,3,"Penalty on Jared Veldheer: False Start, 5 yards (no play)",1.600,1.270
3,2:13,1,15,DEN 35,14,3,Case Keenum pass complete short middle to DaeSean Hamilton for 14 yards (tackle by Michael Davis),1.270,2.270
3,1:29,2,1,DEN 49,14,3,Royce Freeman up the middle for 3 yards (tackle by Kyle Emanuel and Derwin James),2.270,2.390
3,0:48,1,10,LAC 48,14,3,Case Keenum pass incomplete short right intended for Tim Patrick (defended by Michael Davis),2.390,1.850
3,0:43,2,10,LAC 48,14,3,"Case Keenum aborted snap, recovered by Case Keenum at LAC-48 and returned for -5 yards",1.850,0.500
3,0:02,3,15,DEN 47,14,3,Case Keenum pass complete short left to Devontae Booker for 6 yards (tackle by Adrian Phillips and Rayshawn Jenkins),0.500,0.130
Quarter,Time,Down,ToGo,Location,LAC,DEN,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,4,9,LAC 47,14,3,Colby Wadman punts 38 yards downed by Brendan Langley,0.130,0.380
4,14:49,1,10,LAC 9,14,3,Philip Rivers pass complete short left to Keenan Allen for 19 yards (tackle by Bradley Roby),-0.380,0.810
4,14:03,1,10,LAC 28,14,3,Melvin Gordon right guard for 3 yards (tackle by Shelby Harris),0.810,0.670
4,13:19,2,7,LAC 31,14,3,"Mike Pouncey aborted snap, recovered by Philip Rivers at LAC-18 (tackle by Bradley Chubb)",0.670,-1.960
4,12:35,3,20,LAC 18,14,3,Philip Rivers pass incomplete short right intended for Antonio Gates,-1.960,-2.240
4,12:30,4,20,LAC 18,14,3,"Donnie Jones punts 41 yards, returned by River Cracraft for 3 yards (tackle by Derek Watt)",-2.240,-1.860
4,12:20,1,10,DEN 44,14,3,Case Keenum pass complete deep left to Courtland Sutton for 25 yards (tackle by Casey Hayward),1.860,3.510
4,11:56,1,10,LAC 31,14,3,Royce Freeman right tackle for 2 yards (tackle by Adrian Phillips and Rayshawn Jenkins),3.510,3.240
4,11:34,2,8,LAC 29,14,3,Case Keenum pass complete short right to Royce Freeman for 9 yards (tackle by Michael Davis),3.240,4.240
4,10:55,1,10,LAC 20,14,3,Devontae Booker up the middle for no gain (tackle by Uchenna Nwosu),4.240,3.690
4,10:17,2,10,LAC 20,14,9,"Case Keenum pass complete short right to Andy Janovich for 20 yards, touchdown",3.690,7.000
4,10:10,,,LAC 2,16,9,"Two Point Attempt: Case Keenum pass incomplete intended for Courtland Sutton, conversion fails. Interception by Casey Hayward, returned for a defensive two point conversion",0.000,1.000
4,10:10,,,DEN 35,16,9,"Brandon McManus kicks off 65 yards, touchback.",0.000,0.610
4,10:10,1,10,LAC 25,16,9,Derek Watt up the middle for 8 yards (tackle by Todd Davis),0.610,1.140
4,9:33,2,2,LAC 33,16,9,"Melvin Gordon up the middle for 9 yards (tackle by Josey Jewell and Justin Simmons). Penalty on Keenan Allen: Offensive Holding, 10 yards",1.140,1.010
4,9:16,2,3,LAC 32,16,9,Austin Ekeler right end for 41 yards (tackle by Todd Davis),1.010,3.780
4,8:25,1,10,DEN 27,16,9,Austin Ekeler left tackle for 2 yards (tackle by Shelby Harris and Todd Davis),3.780,3.500
4,7:43,2,8,DEN 25,16,9,"Philip Rivers pass complete deep right to Keenan Allen for 24 yards (tackle by Tramaine Brock). Penalty on Justin Jackson: Tripping, 11 yards (no play)",3.500,2.020
4,7:11,2,19,DEN 36,16,9,Philip Rivers pass complete short middle to Mike Williams for 14 yards (tackle by Isaac Yiadom),2.020,3.200
4,6:23,3,5,DEN 22,16,9,Philip Rivers pass complete short right to Keenan Allen for 21 yards (tackle by Bradley Roby). Penalty on Bradley Roby: Defensive Pass Interference (Declined),3.200,6.970
4,6:01,1,1,DEN 1,22,9,"Austin Ekeler up the middle for 1 yard, touchdown",6.970,7.000
4,5:48,,,DEN 15,23,9,Michael Badgley kicks extra point good,0.000,0.000
4,5:48,,,LAC 35,23,9,"Michael Badgley kicks off 59 yards, returned by River Cracraft for no gain (tackle by Desmond King). River Cracraft fumbles (forced by Desmond King), recovered by Brandon Facyson at DEN-31",0.000,-3.510
4,5:40,1,10,DEN 31,23,9,Justin Jackson right tackle for -1 yards (tackle by Tramaine Brock and Jeff Holland),3.510,2.830
4,5:03,2,11,DEN 32,23,9,"Geno Smith sacked by. Geno Smith fumbles, recovered by Von Miller at DEN-48. Penalty on Domata Peko: Unnecessary Roughness, 14 yards",2.830,-1.200
4,4:53,1,10,DEN 34,23,9,Case Keenum pass complete short middle to Matt LaCosse for 8 yards (tackle by Rayshawn Jenkins),1.200,1.740
4,4:31,2,2,DEN 42,23,9,Case Keenum pass incomplete short left intended for Devontae Booker,1.740,1.030
4,4:28,3,2,DEN 42,23,9,Case Keenum pass complete short right to DaeSean Hamilton for 11 yards (tackle by Michael Davis),1.030,2.460
4,4:02,1,10,LAC 47,23,9,Case Keenum pass complete short middle to Matt LaCosse for 6 yards (tackle by Desmond King),2.460,2.720
4,3:45,2,4,LAC 41,23,9,Devontae Booker left end for 3 yards (tackle by Adrian Phillips),2.720,2.410
4,3:20,3,1,LAC 38,23,9,Case Keenum pass incomplete short right intended for Tim Patrick,2.410,0.720
4,3:15,4,1,LAC 38,23,9,Case Keenum pass complete short right to DaeSean Hamilton for 8 yards (tackle by Rayshawn Jenkins),0.720,3.580
4,2:52,1,10,LAC 30,23,9,Case Keenum pass complete short left to Royce Freeman for -1 yards (tackle by Desmond King),3.580,2.900
4,2:24,2,11,LAC 31,23,9,Case Keenum pass incomplete short middle intended for Royce Freeman,2.900,2.210
4,2:20,3,11,LAC 31,23,9,Case Keenum pass incomplete deep left intended for DaeSean Hamilton,2.210,1.320
4,2:16,4,11,LAC 31,23,9,Case Keenum pass incomplete deep right intended for River Cracraft Penalty on DEN: Illegal Shift (Declined),1.320,-1.000
4,2:08,1,10,LAC 31,23,9,Justin Jackson right tackle for 3 yards (tackle by Justin Simmons and Jeff Holland),1.000,0.870
4,2:00,2,7,LAC 34,23,9,Justin Jackson right tackle for -3 yards (tackle by Josey Jewell),0.870,-0.230
4,1:55,,,,,,Timeout #1 by Denver Broncos,,
4,1:55,3,10,LAC 31,23,9,"Penalty on LAC: Delay of Game, 5 yards (no play)",-0.230,-0.890
4,1:55,3,15,LAC 26,23,9,"Geno Smith sacked by Von Miller for no gain. Geno Smith fumbles (forced by Von Miller), recovered by Sean Culkin at LAC-18. Penalty on Isaac Yiadom: Defensive Holding, 5 yards (no play)",-0.890,1.000
4,1:48,1,10,LAC 31,23,9,Justin Jackson right tackle for 4 yards (tackle by Bradley Roby),1.000,1.000
4,1:41,2,6,LAC 35,23,9,Justin Jackson right end for 5 yards (tackle by Dymonte Thomas and Shelby Harris),1.000,0.960
4,1:35,,,,,,Timeout #2 by Denver Broncos,,
4,1:35,3,1,LAC 40,23,9,Justin Jackson up the middle for 2 yards (tackle by Adam Gotsis),0.960,1.730
4,0:51,1,10,LAC 42,23,9,Geno Smith kneels for -1 yards,1.730,1.050
4,0:31,2,11,LAC 41,23,9,Geno Smith kneels for -1 yards,1.050,0.230
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
