Quarter,Time,Down,ToGo,Location,LAC,DEN,Detail,EPB,EPA
1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter
,,,,,,,"Broncos won the coin toss and deferred, Chargers to receive the opening kickoff.",,
1,15:00,,,DEN 35,0,0,"Brandon McManus kicks onside 14 yards, returned by Brandon Facyson for no gain (tackle by Temarrick Hemingway)",0.000,-2.320
1,14:59,1,10,DEN 49,0,0,Melvin Gordon left guard for 1 yard (tackle by Josey Jewell and Von Miller),2.320,1.920
1,14:18,2,9,DEN 48,0,0,"Philip Rivers pass incomplete short left intended for Keenan Allen. Penalty on Bradley Roby: Defensive Holding, 5 yards (no play)",1.920,2.720
1,14:14,1,10,DEN 43,0,0,Philip Rivers pass incomplete short left intended for Virgil Green,2.720,2.180
1,14:10,2,10,DEN 43,0,0,Melvin Gordon up the middle for 4 yards (tackle by Bradley Chubb),2.180,2.010
1,13:25,3,6,DEN 39,0,0,Philip Rivers pass short left intended for Tyrell Williams is intercepted by Isaac Yiadom at DEN-28 and returned for 4 yards,2.010,-1.070
1,13:20,1,10,DEN 32,0,0,Case Keenum pass complete short left to Matt LaCosse for -1 yards (tackle by Rayshawn Jenkins),1.070,0.390
1,12:55,2,11,DEN 31,0,0,Case Keenum pass complete short left to Royce Freeman for 8 yards (tackle by Michael Davis),0.390,0.760
1,12:27,3,3,DEN 39,0,0,"Penalty on Darius Philon: Neutral Zone Infraction, 5 yards (no play)",0.760,1.860
1,12:09,1,10,DEN 44,0,0,Case Keenum pass incomplete short left intended for Royce Freeman,1.860,1.320
1,12:05,2,10,DEN 44,0,0,Case Keenum pass complete short left to Royce Freeman for 3 yards (tackle by Derwin James),1.320,1.030
1,11:26,3,7,DEN 47,0,0,Case Keenum pass incomplete short left intended for DaeSean Hamilton (defended by Michael Davis),1.030,-0.260
1,11:22,4,7,DEN 47,0,0,"Colby Wadman punts 53 yards, touchback.",-0.260,-0.280
1,11:11,1,10,LAC 20,0,0,Melvin Gordon up the middle for 7 yards (tackle by Todd Davis),0.280,0.680
1,10:34,2,3,LAC 27,0,0,Melvin Gordon right guard for 4 yards (tackle by Von Miller),0.680,1.000
1,9:55,1,10,LAC 31,0,0,Philip Rivers pass complete short right to Mike Williams for 18 yards (tackle by Tramaine Brock),1.000,2.190
1,9:13,1,10,LAC 49,0,0,Austin Ekeler left guard for 2 yards (tackle by Justin Simmons and Jeff Holland),2.190,1.920
1,8:35,2,8,DEN 49,0,0,Philip Rivers pass incomplete short right intended for Austin Ekeler,1.920,1.220
1,8:30,3,8,DEN 49,0,0,Philip Rivers pass incomplete short right intended for Keenan Allen,1.220,0.000
1,8:25,4,8,DEN 49,0,0,"Donnie Jones punts 49 yards, touchback.",0.000,-0.280
1,8:14,1,10,DEN 20,0,0,Royce Freeman up the middle for 1 yard (tackle by Michael Davis and Brandon Mebane),0.280,-0.130
1,7:40,2,9,DEN 21,0,0,Royce Freeman right tackle for 3 yards (tackle by Jatavis Brown),-0.130,-0.430
1,6:59,3,6,DEN 24,0,0,Case Keenum pass incomplete short right intended for Tim Patrick (defended by Adrian Phillips),-0.430,-1.770
1,6:51,4,6,DEN 24,0,0,"Colby Wadman punts 55 yards, returned by Travis Benjamin for no gain (tackle by Brendan Langley). Penalty on Kyle Wilson: Offensive Holding, 10 yards",-1.770,0.370
1,6:42,1,10,LAC 11,0,0,Philip Rivers pass complete short middle to Tyrell Williams for 17 yards (tackle by Bradley Roby),-0.370,0.810
1,5:57,1,10,LAC 28,0,0,Philip Rivers pass complete short middle to Mike Williams for 14 yards (tackle by Josey Jewell),0.810,1.730
1,5:08,1,10,LAC 42,0,0,Philip Rivers pass incomplete short right intended for Keenan Allen (defended by Derek Wolfe),1.730,1.190
1,5:06,2,10,LAC 42,0,0,Philip Rivers pass complete short left to Melvin Gordon for 2 yards (tackle by Will Parks),1.190,0.760
1,4:25,3,8,LAC 44,0,0,Philip Rivers pass short left intended for Antonio Gates is intercepted by Will Parks at DEN-44 and returned for 11 yards,0.760,-2.590
1,4:16,1,10,LAC 45,0,0,Case Keenum pass incomplete deep right,2.590,2.040
1,4:08,2,10,LAC 45,0,0,Royce Freeman up the middle for 5 yards (tackle by Derwin James),2.040,2.010
1,3:40,3,5,LAC 40,0,0,Case Keenum left end for 8 yards (tackle by Adrian Phillips),2.010,3.450
1,3:06,1,10,LAC 32,0,0,Case Keenum pass complete short left to Royce Freeman for 4 yards (tackle by Derwin James),3.450,3.440
1,2:43,2,6,LAC 28,0,0,"Royce Freeman up the middle for no gain (tackle by Derwin James and Brandon Mebane). Penalty on Connor McGovern: Offensive Holding, 10 yards (no play)",3.440,2.090
1,2:21,2,16,LAC 38,0,0,Case Keenum pass incomplete deep left intended for Courtland Sutton,2.090,1.420
1,2:13,3,16,LAC 38,0,0,Case Keenum pass incomplete short right intended for Devontae Booker,1.420,0.720
1,2:09,4,16,LAC 38,0,0,"Colby Wadman punts 38 yards, touchback.",0.720,-0.280
1,2:00,1,10,LAC 20,0,0,Austin Ekeler right tackle for 6 yards (tackle by Todd Davis),0.280,0.540
1,1:18,2,4,LAC 26,0,0,Austin Ekeler up the middle for 3 yards (tackle by Derek Wolfe and Shelby Harris),0.540,0.230
1,0:56,3,1,LAC 29,0,0,Austin Ekeler up the middle for no gain (tackle by Von Miller),0.230,-1.440
1,0:16,4,1,LAC 29,0,0,"Donnie Jones punts 39 yards, returned by River Cracraft for no gain (tackle by Hayes Pullard). Penalty on Dymonte Thomas: Illegal Block Above the Waist, 10 yards",-1.440,-0.410
1,0:06,1,10,DEN 22,0,0,Royce Freeman up the middle for 7 yards (tackle by Michael Davis and Jatavis Brown),0.410,0.810
Quarter,Time,Down,ToGo,Location,LAC,DEN,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,3,DEN 29,0,0,Case Keenum pass complete short right to Tim Patrick for 13 yards (tackle by Adrian Phillips),0.810,1.730
2,14:31,1,10,DEN 42,0,0,Case Keenum pass complete short middle to Royce Freeman for 8 yards (tackle by Hayes Pullard),1.730,2.270
2,14:09,2,2,DEN 50,0,0,Royce Freeman right end for 2 yards (tackle by Adrian Phillips),2.270,2.390
2,13:43,1,10,LAC 48,0,0,Royce Freeman up the middle for -2 yards (tackle by Isaac Rochell),2.390,1.580
2,13:04,2,12,DEN 50,0,0,Devontae Booker up the middle for 6 yards (tackle by Jahleel Addae and Adrian Phillips),1.580,1.690
2,12:20,3,6,LAC 44,0,0,Case Keenum pass incomplete deep left intended for Courtland Sutton,1.690,0.330
2,12:13,4,6,LAC 44,0,0,"Colby Wadman punts 33 yards, fair catch by Travis Benjamin at LAC-11",0.330,0.370
2,12:05,1,10,LAC 11,0,0,Philip Rivers pass complete short left to Keenan Allen for 11 yards (tackle by Darian Stewart),-0.370,0.410
2,11:34,1,10,LAC 22,0,0,Philip Rivers pass complete short right to Keenan Allen for 13 yards (tackle by Josey Jewell),0.410,1.270
2,10:52,1,10,LAC 35,0,0,Philip Rivers pass incomplete deep right intended for Travis Benjamin,1.270,0.720
2,10:46,2,10,LAC 35,0,0,Philip Rivers pass incomplete deep left intended for Mike Williams,0.720,0.040
2,10:41,3,10,LAC 35,0,0,Philip Rivers pass complete short right to Melvin Gordon for 9 yards (tackle by Darian Stewart),0.040,-0.460
2,10:03,4,1,LAC 44,0,0,"Donnie Jones punts 56 yards, touchback.",-0.460,-0.280
2,9:53,1,10,DEN 20,0,0,Royce Freeman right tackle for 5 yards (tackle by Brandon Mebane and Hayes Pullard),0.280,0.410
2,9:18,2,5,DEN 25,0,0,Case Keenum pass complete short left to Andy Janovich for 10 yards (tackle by Rayshawn Jenkins),0.410,1.270
2,8:34,1,10,DEN 35,0,0,"Royce Freeman up the middle for no gain (tackle by Derwin James). Penalty on Billy Turner: Offensive Holding, 10 yards (no play)",1.270,0.610
2,8:07,1,20,DEN 25,0,0,Case Keenum pass complete short left to Royce Freeman for 5 yards (tackle by Michael Davis and Darius Philon),0.610,0.050
2,7:27,2,15,DEN 30,0,0,Case Keenum pass complete short middle to DaeSean Hamilton for 7 yards (tackle by Rayshawn Jenkins),0.050,0.300
2,6:47,3,8,DEN 37,0,0,Case Keenum pass complete short right to DaeSean Hamilton for 9 yards (tackle by Hayes Pullard),0.300,1.990
2,6:02,1,10,DEN 46,0,0,"Devontae Booker left end for no gain. Penalty on Tim Patrick: Offensive Holding (Declined) . Penalty on Garett Bolles: Offensive Holding, 10 yards (no play)",1.990,1.330
2,5:51,1,20,DEN 36,0,0,"Case Keenum pass incomplete deep right intended for Tim Patrick. Penalty on Garett Bolles: Offensive Holding, 10 yards (no play)",1.330,0.670
2,5:44,1,30,DEN 26,6,0,"Case Keenum aborted snap, recovered by Kyle Emanuel at DEN-18 and returned for 18 yards, touchdown",0.670,-7.000
2,5:32,,,LAC 35,7,0,"Michael Badgley kicks off 62 yards, returned by Brendan Langley for no gain (tackle by Nick Dzubnar). Penalty on Andy Janovich: Offensive Holding, 10 yards",0.000,-0.380
2,5:27,1,10,DEN 10,7,0,Royce Freeman left end for 6 yards (tackle by Melvin Ingram and Hayes Pullard),-0.380,-0.230
2,4:49,2,4,DEN 16,7,0,Case Keenum pass complete short right to Tim Patrick for 14 yards (tackle by Michael Davis),-0.230,0.940
2,4:12,1,10,DEN 30,7,0,Royce Freeman up the middle for 3 yards (tackle by Justin Jones),0.940,0.800
2,3:35,2,7,DEN 33,7,0,Royce Freeman up the middle for 7 yards (tackle by Adrian Phillips),0.800,1.600
2,2:57,1,10,DEN 40,7,0,Case Keenum pass complete short right to Devontae Booker for 8 yards (tackle by Desmond King),1.600,2.130
2,2:21,2,2,DEN 48,7,0,Devontae Booker up the middle for 2 yards (tackle by Adrian Phillips and Desmond King),2.130,2.260
2,2:00,1,10,DEN 50,7,0,Case Keenum pass complete deep middle to River Cracraft for 44 yards (tackle by Jahleel Addae),2.260,5.830
2,1:31,1,6,LAC 6,7,0,Case Keenum pass incomplete short right intended for DaeSean Hamilton,5.830,4.950
2,1:28,2,6,LAC 6,7,0,Case Keenum pass incomplete short left intended for Matt LaCosse,4.950,4.040
2,1:24,3,6,LAC 6,7,0,"Case Keenum pass short middle intended for Matt LaCosse is intercepted by Jahleel Addae at LAC-0 and returned for 19 yards. Jahleel Addae fumbles, recovered by Elijah Wilkinson at LAC-20",4.040,4.240
2,1:12,1,10,LAC 20,7,0,Case Keenum pass incomplete short left intended for Matt LaCosse,4.240,3.690
2,1:08,2,10,LAC 20,7,0,Case Keenum pass complete short middle to Matt LaCosse for 8 yards (tackle by Hayes Pullard),3.690,4.340
2,0:47,3,2,LAC 12,7,0,Devontae Booker up the middle for 3 yards (tackle by Adrian Phillips),4.340,5.140
2,0:42,,,,,,Timeout #1 by Denver Broncos,,
2,0:42,1,9,LAC 9,7,0,Case Keenum pass complete short middle to Devontae Booker for 3 yards (tackle by Hayes Pullard),5.140,4.950
2,0:33,,,,,,Timeout #1 by Los Angeles Chargers,,
2,0:33,2,6,LAC 6,7,0,Case Keenum pass complete short left to Devontae Booker for no gain (tackle by Derwin James),4.950,4.040
2,0:21,,,,,,Timeout #2 by Denver Broncos,,
2,0:21,3,6,LAC 6,7,0,Case Keenum sacked by Joey Bosa for -4 yards,4.040,2.760
2,0:15,,,,,,Timeout #2 by Los Angeles Chargers,,
2,0:15,4,10,LAC 10,7,3,Brandon McManus 28 yard field goal good,2.760,3.000
2,0:11,,,DEN 35,7,3,"Brandon McManus kicks off 65 yards, touchback.",0.000,0.610
2,0:11,1,10,LAC 25,7,3,Melvin Gordon up the middle for 3 yards (tackle by Derek Wolfe and Shelby Harris),0.610,0.470
Quarter,Time,Down,ToGo,Location,LAC,DEN,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,LAC 35,7,3,"Michael Badgley kicks off 65 yards, returned by River Cracraft for no gain (tackle by Kyle Wilson)",0.000,0.280
3,14:54,1,10,DEN 20,7,3,Case Keenum pass complete short middle to Royce Freeman for 7 yards (tackle by Kyle Emanuel),0.280,0.680
3,14:15,2,3,DEN 27,7,3,Case Keenum pass complete deep right to Tim Patrick for 21 yards (tackle by Jahleel Addae and Michael Davis),0.680,2.130
3,13:35,1,10,DEN 48,7,3,"Royce Freeman left end for 1 yard (tackle by Adrian Phillips). Penalty on Brian Parker: Offensive Holding, 10 yards",2.130,1.530
3,13:12,1,19,DEN 39,7,3,Royce Freeman right tackle for no gain (tackle by Damion Square),1.530,0.370
3,12:39,2,19,DEN 39,7,3,Case Keenum pass complete short middle to Devontae Booker for 3 yards (tackle by Desmond King),0.370,0.100
3,12:01,3,16,DEN 42,7,3,Case Keenum pass complete short right to Matt LaCosse for 12 yards (tackle by Hayes Pullard and Desmond King),0.100,0.200
3,11:31,4,4,LAC 46,7,3,"Colby Wadman punts 35 yards, fair catch by Desmond King at LAC-11",0.200,0.370
3,11:24,1,10,LAC 11,7,3,Travis Benjamin right end for 11 yards (tackle by Bradley Roby),-0.370,0.410
3,10:49,1,10,LAC 22,7,3,Melvin Gordon left tackle for 4 yards (tackle by Todd Davis),0.410,0.410
3,10:08,2,6,LAC 26,7,3,"Melvin Gordon right end for no gain (tackle by Darian Stewart and Tramaine Brock). Penalty on Virgil Green: Offensive Holding, 10 yards (no play)",0.410,-1.080
3,9:41,2,16,LAC 16,7,3,Austin Ekeler left tackle for 3 yards (tackle by Bradley Chubb),-1.080,-1.290
3,9:01,3,13,LAC 19,7,3,Philip Rivers pass complete short left to Mike Williams for 16 yards (tackle by Isaac Yiadom),-1.290,1.270
3,8:18,1,10,LAC 35,7,3,Philip Rivers pass incomplete short middle intended for Keenan Allen (defended by Domata Peko),1.270,0.720
3,8:13,2,10,LAC 35,7,3,Mike Williams left end for -11 yards (tackle by Shaquil Barrett),0.720,-1.420
3,7:28,3,21,LAC 24,7,3,Philip Rivers pass complete short left to Melvin Gordon for 13 yards (tackle by Will Parks),-1.420,-0.910
3,6:43,4,8,LAC 37,7,3,"Donnie Jones punts 52 yards, returned by River Cracraft for 3 yards (tackle by Austin Ekeler). Penalty on Dymonte Thomas: Illegal Formation (Offsetting) (no play)",-0.910,-0.910
3,6:31,4,8,LAC 37,7,3,"Donnie Jones punts 49 yards, fair catch by River Cracraft at DEN-14",-0.910,0.280
3,6:25,1,10,DEN 14,7,3,Royce Freeman right tackle for 2 yards (tackle by Derwin James),-0.280,-0.510
