Quarter,Time,Down,ToGo,Location,ARI,CAR,Detail,EPB,EPA
1,0:01,2,10,ARI 33,0,6,Beanie Wells right tackle for 2 yards (tackle by Andre Neblett),0.590,0.170
Quarter,Time,Down,ToGo,Location,ARI,CAR,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,3,8,ARI 35,0,6,"Penalty on Charles Johnson: Neutral Zone Infraction, 5 yards (no play)",0.170,0.830
2,15:00,3,3,ARI 40,0,6,John Skelton pass incomplete deep right intended for LaRod Stephens-Howling,0.830,-0.720
2,14:55,4,3,ARI 40,0,6,Ben Graham punts 36 yards,-0.720,-0.540
2,14:41,1,10,CAR 24,0,6,Jonathan Stewart left end for -2 yards (tackle by Adrian Wilson),0.540,-0.270
2,14:12,2,12,CAR 22,0,6,Jimmy Clausen pass complete short right to Steve Smith for 12 yards (tackle by Kerry Rhodes),-0.270,1.200
2,13:47,1,10,CAR 34,0,6,Tony Fiammetta middle for 2 yards (tackle by Paris Lenon and Alan Branch),1.200,0.930
2,13:11,2,8,CAR 36,0,6,Jimmy Clausen left tackle for 3 yards (tackle by Paris Lenon),0.930,0.630
2,12:27,3,5,CAR 39,0,6,Jimmy Clausen pass incomplete short middle intended for Steve Smith (defended by Darnell Dockett),0.630,-0.780
2,12:22,4,5,CAR 39,0,6,"Jason Baker punts 44 yards, returned by Andre Roberts for 4 yards (tackle by Marcus Hudson). Penalty on Dominique Rodgers-Cromartie: Illegal Block Above the , 9 yards",-0.780,0.380
2,12:13,1,10,ARI 9,0,6,Beanie Wells left end for 7 yards (tackle by Robert McClain),-0.380,-0.160
2,11:44,2,3,ARI 16,0,6,Beanie Wells left end for no gain (tackle by James Anderson),-0.160,-0.600
2,11:03,3,3,ARI 16,0,6,Beanie Wells right end for 5 yards (tackle by Charles Godfrey),-0.600,0.340
2,10:25,1,10,ARI 21,0,6,John Skelton pass complete short right to Stephen Spach for 7 yards (tackle by Charles Johnson),0.340,0.750
2,9:44,2,3,ARI 28,0,6,Beanie Wells middle for -1 yards (tackle by Derek Landri),0.750,-0.100
2,9:00,3,4,ARI 27,0,6,John Skelton pass incomplete deep right intended for Stephen Spach is intercepted by Sherrod Martin at 50 and returned for 34 yards,-0.100,-4.510
2,8:49,1,10,ARI 16,0,12,"Jimmy Clausen pass complete short left to Jeff King for 16 yards, touchdown",4.510,7.000
2,,,,ARI 2,0,13,John Kasay kicks extra point good,0.000,0.000
2,,,,CAR 30,0,13,"Rhys Lloyd kicks off 62 yards, returned by LaRod Stephens-Howling for 14 yards (tackle by Jordan Senn)",0.000,0.410
2,8:38,1,10,ARI 22,0,13,John Skelton pass complete short right to Larry Fitzgerald for 4 yards (tackle by Captain Munnerlyn),0.410,0.410
2,8:12,2,6,ARI 26,0,13,Tim Hightower left end for 2 yards (tackle by Nic Harris and Jon Beason),0.410,-0.030
2,7:22,3,4,ARI 28,0,13,John Skelton pass incomplete short middle intended for Andre Roberts,-0.030,-1.500
2,7:16,4,4,ARI 28,0,13,Ben Graham punts 54 yards,-1.500,-0.040
2,7:05,1,10,CAR 18,0,13,Jimmy Clausen sacked by Calais Campbell for -7 yards,0.040,-1.290
2,6:37,2,17,CAR 11,0,13,Jonathan Stewart middle for 5 yards (tackle by Alan Branch),-1.290,-1.500
2,5:51,3,12,CAR 16,0,13,Jimmy Clausen left tackle for 8 yards (tackle by Rashad Johnson),-1.500,-1.770
2,5:04,4,4,CAR 24,0,13,Jason Baker punts 27 yards,-1.770,-2.190
2,4:55,1,10,ARI 49,0,13,John Skelton pass incomplete short left intended for Early Doucet,2.190,1.650
2,4:50,2,10,ARI 49,0,13,John Skelton pass complete short right to Larry Fitzgerald for 15 yards (tackle by Captain Munnerlyn),1.650,3.180
2,4:13,1,10,CAR 36,0,13,LaRod Stephens-Howling middle for 6 yards (tackle by James Anderson and Edward Johnson),3.180,3.450
2,3:34,2,4,CAR 30,0,13,John Skelton pass incomplete short middle intended for Stephen Spach,3.450,2.740
2,3:25,3,4,CAR 30,0,13,John Skelton left end for 6 yards (tackle by Eric Norwood),2.740,3.970
2,2:44,1,10,CAR 24,0,13,Beanie Wells middle for no gain (tackle by Nick Hayden and Sherrod Martin),3.970,3.430
2,2:05,2,10,CAR 24,0,13,John Skelton pass incomplete deep left intended for Stephen Spach,3.430,2.740
2,1:59,3,10,CAR 24,0,13,John Skelton pass complete deep left to Larry Fitzgerald for 20 yards (tackle by Sherrod Martin),2.740,6.280
2,1:23,1,4,CAR 4,0,13,Beanie Wells right tackle for -1 yards (tackle by Jon Beason),6.280,5.150
2,0:48,2,5,CAR 5,0,13,John Skelton pass incomplete short middle intended for Tim Hightower,5.150,4.260
2,0:43,3,5,CAR 5,0,13,John Skelton pass incomplete short middle intended for Early Doucet (defended by Tyler Brayton),4.260,3.010
2,0:39,4,5,CAR 5,3,13,Jay Feely 23 yard field goal good,3.010,3.000
2,,,,ARI 30,3,13,"Jay Feely kicks off 63 yards, returned by Mike Goodson for 20 yards (tackle by Jim Dray)",0.000,0.740
2,0:31,1,10,CAR 27,3,13,Jonathan Stewart middle for 2 yards (tackle by Dan Williams),0.740,0.470
Quarter,Time,Down,ToGo,Location,ARI,CAR,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,ARI 30,3,13,Jay Feely kicks onside 7 yards,0.000,3.120
3,14:58,1,10,ARI 37,3,13,Jonathan Stewart left end for 4 yards (tackle by Greg Toler),3.120,3.110
3,14:19,2,6,ARI 33,3,13,Jimmy Clausen pass complete short left to Mike Goodson for 21 yards (tackle by Kerry Rhodes),3.110,4.780
3,13:37,1,10,ARI 12,3,13,Mike Goodson middle for 2 yards (tackle by Calais Campbell and Joey Porter),4.780,4.450
3,13:00,2,8,ARI 10,3,13,Jonathan Stewart middle for 4 yards (tackle by Clark Haggans and Paris Lenon),4.450,4.380
3,12:20,3,4,ARI 6,3,13,Jimmy Clausen pass incomplete short right intended for Steve Smith (defended by Dominique Rodgers-Cromartie),4.380,3.000
3,12:16,4,4,ARI 6,3,16,John Kasay 24 yard field goal good,3.000,3.000
3,,,,CAR 30,3,16,"Rhys Lloyd kicks off 66 yards, returned by Andre Roberts for 47 yards (tackle by C.J. Wilson)",0.000,2.320
3,12:03,1,10,CAR 49,3,16,John Skelton pass incomplete short right,2.320,1.780
3,11:55,2,10,CAR 49,3,16,"Tim Hightower middle for 3 yards (tackle by James Anderson). Penalty on Early Doucet: Offensive Holding, 10 yards (no play)",1.780,0.430
3,11:26,2,20,ARI 41,3,16,Tim Hightower middle for 4 yards (tackle by Richard Marshall),0.430,0.300
3,10:47,3,16,ARI 45,3,16,"John Skelton sacked by Greg Hardy for -9 yards. John Skelton fumbles (forced by Greg Hardy), recovered by Tyler Brayton at ARI-40 (tackle by Alan Faneca)",0.300,-2.920
3,10:39,1,10,ARI 40,3,16,Jonathan Stewart right end for 1 yard (tackle by Dan Williams),2.920,2.510
3,10:00,2,9,ARI 39,3,16,Jonathan Stewart left end for no gain (tackle by Calais Campbell),2.510,1.820
3,9:13,3,9,ARI 39,3,16,Jimmy Clausen sacked by Paris Lenon for -8 yards,1.820,0.130
3,8:40,4,17,ARI 47,3,16,Jason Baker punts 30 yards (tackle by Tyrell Sutton),0.130,-0.610
3,8:30,1,10,ARI 25,3,16,Beanie Wells right end for -1 yards (tackle by James Anderson),0.610,-0.070
3,7:52,2,11,ARI 24,3,16,John Skelton pass incomplete short left intended for Larry Fitzgerald (defended by Robert McClain),-0.070,-0.760
3,7:47,3,11,ARI 24,3,16,John Skelton pass complete short left to Tim Hightower for 4 yards (tackle by Marcus Hudson),-0.760,-1.500
3,7:08,4,7,ARI 28,3,16,"Ben Graham punts 44 yards, returned by Captain Munnerlyn for 26 yards (tackle by Cyril Obiozor)",-1.500,-2.520
3,6:56,1,10,ARI 46,3,16,Jonathan Stewart left end for no gain (tackle by Paris Lenon),2.520,1.980
3,6:18,2,10,ARI 46,3,16,"Jonathan Stewart middle for no gain (tackle by Dan Williams). Penalty on Mackenzy Bernadeau: Face Mask (15 Yards), 15 yards (no play)",1.980,-0.050
3,5:51,2,25,CAR 39,3,16,Jimmy Clausen left end for 5 yards (tackle by Paris Lenon),-0.050,-0.030
3,5:03,3,20,CAR 44,3,16,Jimmy Clausen pass complete short middle to Mike Goodson for 6 yards (tackle by Daryl Washington),-0.030,-0.060
3,4:20,4,14,,3,16,"Jason Baker punts 50 yards, touchback. Penalty on Reggie Walker: Roughing the Kicker, 15 yards (no play)",-0.060,3.250
3,4:11,1,10,ARI 35,3,16,Jonathan Stewart middle for -2 yards (tackle by Calais Campbell),3.250,2.430
3,3:35,2,12,ARI 37,3,16,Jimmy Clausen pass complete short left to Steve Smith for 10 yards,2.430,3.070
3,3:08,3,2,ARI 27,3,16,Jonathan Stewart middle for 3 yards (tackle by Dan Williams),3.070,3.970
3,2:31,1,10,ARI 24,3,16,Jimmy Clausen pass incomplete deep left intended for Steve Smith (defended by Dominique Rodgers-Cromartie),3.970,3.430
3,2:24,2,10,ARI 24,3,16,"Mike Goodson middle for 12 yards (tackle by Kerry Rhodes and Adrian Wilson). Penalty on Geoff Schwartz: Offensive Holding, 10 yards (no play)",3.430,2.080
3,2:01,2,20,ARI 34,3,16,Jimmy Clausen pass complete short right to Brandon LaFell for 7 yards (tackle by Paris Lenon),2.080,2.350
3,1:16,3,13,ARI 27,3,16,Jimmy Clausen pass complete short left to Jonathan Stewart for 2 yards (tackle by O'Brien Schofield),2.350,1.800
3,0:32,4,11,ARI 25,3,19,John Kasay 43 yard field goal good,1.800,3.000
3,,,,CAR 30,3,19,"Rhys Lloyd kicks off 75 yards, returned by Andre Roberts for 25 yards (tackle by Abdul Hodge)",0.000,0.280
3,0:20,1,10,ARI 20,3,19,John Skelton pass complete short left to Early Doucet for 8 yards (tackle by Robert McClain),0.280,0.810
Quarter,Time,Down,ToGo,Location,ARI,CAR,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,2,ARI 28,3,19,John Skelton sacked by Nic Harris for -8 yards,0.810,-0.960
4,14:23,3,10,ARI 20,3,19,John Skelton pass incomplete deep middle intended for Early Doucet (defended by Jon Beason),-0.960,-2.030
4,14:18,4,10,ARI 20,3,19,Ben Graham punts 30 yards,-2.030,-2.260
4,14:07,1,10,,3,19,Jimmy Clausen pass complete short left to David Gettis for -1 yards (tackle by Joey Porter),2.260,1.580
4,13:30,2,11,CAR 49,3,19,Jonathan Stewart middle for 1 yard (tackle by Joey Porter and Adrian Wilson),1.580,1.030
4,12:49,3,10,,3,19,Jimmy Clausen pass complete short right to Dante Rosario for 9 yards (tackle by Greg Toler),1.030,0.530
4,12:02,4,1,ARI 41,3,19,Tony Fiammetta middle for 3 yards (tackle by Calais Campbell),0.530,3.050
4,11:19,1,10,ARI 38,3,19,Jonathan Stewart right tackle for no gain (tackle by Calais Campbell and Dan Williams),3.050,2.510
4,10:40,2,10,ARI 38,3,19,Mike Goodson for 9 yards (tackle by Paris Lenon),2.510,3.010
4,10:12,3,1,ARI 29,3,19,Tony Fiammetta middle for no gain (tackle by Calais Campbell),3.010,1.620
4,9:25,4,1,ARI 29,3,19,Mike Goodson left tackle for 2 yards (tackle by Calais Campbell),1.620,3.780
4,8:41,1,10,ARI 27,3,19,Jonathan Stewart left end for -2 yards (tackle by Daryl Washington),3.780,2.960
4,8:04,2,12,ARI 29,3,19,"Jonathan Stewart middle for 1 yard (tackle by Alan Branch). Jonathan Stewart fumbles (forced by Alan Branch), recovered by Darnell Dockett at ARI-26 (tackle by Jeff King)",2.960,-0.670
4,7:53,1,10,ARI 26,3,19,John Skelton sacked by Charles Johnson for -8 yards,0.670,-1.050
4,7:34,2,18,ARI 18,3,19,John Skelton pass complete short left to Larry Fitzgerald for 14 yards (tackle by Jon Beason),-1.050,0.230
4,7:14,3,4,ARI 32,3,19,John Skelton pass complete short middle to Tim Hightower for 3 yards (tackle by Robert McClain),0.230,-1.040
4,6:50,4,1,ARI 35,3,19,Tim Hightower right end for 3 yards (tackle by Captain Munnerlyn),-1.040,1.470
4,6:27,1,10,ARI 38,3,19,John Skelton pass complete short left to Larry Fitzgerald for 17 yards (tackle by C.J. Wilson),1.470,2.590
4,6:05,1,10,CAR 45,3,19,John Skelton pass complete deep right to Steve Breaston for 35 yards,2.590,4.910
4,5:51,1,10,CAR 10,9,19,"John Skelton pass complete short middle to Tim Hightower for 5 yards (tackle by Jon Beason). Tim Hightower fumbles (forced by Jon Beason), recovered by Steve Breaston at CAR--2, touchdown",4.910,7.000
4,,,,,9,19,"Two Point Attempt: Tim Hightower middle, conversion fails",1.000,-1.000
4,,,,ARI 30,9,19,"Jay Feely kicks off 65 yards, returned by Mike Goodson for 15 yards (tackle by Reggie Walker)",0.000,0.280
4,5:37,1,10,CAR 20,9,19,Jonathan Stewart for 19 yards (tackle by Greg Toler),0.280,1.530
4,5:05,1,10,CAR 39,9,19,Jonathan Stewart right end for 11 yards (tackle by Kerry Rhodes),1.530,2.260
4,4:22,1,10,,9,19,Mike Goodson middle for 6 yards (tackle by Reggie Walker),2.260,2.520
4,3:37,2,4,ARI 44,9,19,Mike Goodson right end for -3 yards (tackle by Daryl Washington),2.520,1.420
4,3:31,,,,9,19,Timeout #1 by Arizona Cardinals,0.000,1.420
4,3:31,3,7,ARI 47,9,19,Jonathan Stewart middle for 11 yards (tackle by Paris Lenon),1.420,3.180
4,2:48,1,10,ARI 36,9,19,Jonathan Stewart right tackle for -1 yards (tackle by Calais Campbell),3.180,2.500
4,2:41,,,,9,19,Timeout #2 by Arizona Cardinals,0.000,2.500
4,2:41,2,11,ARI 37,9,19,Mike Goodson left tackle for 2 yards (tackle by Calais Campbell and Dan Williams),2.500,2.080
4,2:00,3,9,ARI 35,9,19,Mike Goodson middle for -1 yards (tackle by Reggie Walker),2.080,0.880
4,1:55,,,,9,19,Timeout #3 by Arizona Cardinals,0.000,0.880
4,1:55,4,9,ARI 36,9,19,Jonathan Stewart right tackle for 8 yards (tackle by Reggie Walker and Alan Branch),0.880,-0.810
4,1:49,1,10,ARI 28,9,19,John Skelton pass complete short right to Larry Fitzgerald for 6 yards (tackle by Captain Munnerlyn),0.810,1.070
4,1:25,2,4,ARI 34,9,19,"John Skelton pass complete deep left to Larry Fitzgerald for 41 yards (tackle by C.J. Wilson). Penalty on C.J. Wilson: Unnecessary Roughness, 13 yards",1.070,4.780
4,1:15,1,10,CAR 12,9,19,John Skelton pass incomplete short right intended for Andre Roberts,4.780,4.100
4,1:09,2,10,CAR 12,9,19,John Skelton pass incomplete short middle intended for Steve Breaston,4.100,3.120
4,1:03,3,10,CAR 12,9,19,John Skelton pass incomplete short right intended for Steve Breaston (defended by Captain Munnerlyn),3.120,2.630
4,0:58,4,10,CAR 12,12,19,Jay Feely 30 yard field goal good,2.630,3.000
4,,,,ARI 30,12,19,"Jay Feely kicks onside 9 yards. Penalty on Reggie Walker: Offside on Free Kick, 5 yards",0.000,3.310
4,0:45,1,10,ARI 34,12,19,Jimmy Clausen kneels for -1 yards,3.310,2.640
4,0:15,2,11,ARI 35,12,19,Jimmy Clausen kneels for -1 yards,2.640,1.820
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
