Quarter,Time,Down,ToGo,Location,DAL,SEA,Detail,EPB,EPA
1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter
,,,,,,,"Cowboys won the coin toss and deferred, Seahawks to receive the opening kickoff.",,
1,15:00,,,DAL 35,0,0,"Greg Zuerlein kicks off 65 yards, touchback.",0.000,0.610
1,15:00,1,10,SEA 25,0,0,Russell Wilson pass incomplete short left intended for D.K. Metcalf (defended by Aldon Smith),0.610,0.060
1,14:58,2,10,SEA 25,0,0,Russell Wilson sacked by Aldon Smith for -6 yards,0.060,-1.510
1,14:22,3,16,SEA 19,0,0,Travis Homer right guard for 12 yards (tackle by Jaylon Smith and Xavier Woods),-1.510,-1.310
1,13:42,4,4,SEA 31,0,0,"Michael Dickson punts 56 yards, returned by CeeDee Lamb for 7 yards (tackle by Travis Homer)",-1.310,-0.280
1,13:30,1,10,DAL 20,0,0,Dak Prescott pass complete short middle to Amari Cooper for 6 yards (tackle by Tre Flowers),0.280,0.540
1,13:00,2,4,DAL 26,0,0,Dak Prescott pass incomplete short middle intended for Amari Cooper (defended by Benson Mayowa),0.540,-0.160
1,12:56,3,4,DAL 26,0,0,Dak Prescott pass complete short right to CeeDee Lamb for 5 yards (tackle by Shaquill Griffin),-0.160,1.000
1,12:14,1,10,DAL 31,0,0,Dak Prescott pass complete short left to Michael Gallup for 4 yards (tackle by K.J. Wright),1.000,1.000
1,11:44,2,6,DAL 35,0,0,Dak Prescott pass incomplete short left intended for CeeDee Lamb (defended by Tre Flowers),1.000,0.300
1,11:40,3,6,DAL 35,0,0,Dak Prescott pass complete short middle to Amari Cooper for 7 yards (tackle by Shaquill Griffin),0.300,1.730
1,11:04,,,,,,Timeout #1 by Seattle Seahawks,,
1,11:04,1,10,DAL 42,0,0,Ezekiel Elliott right tackle for 7 yards (tackle by Quandre Diggs and Anthony Rush),1.730,2.130
1,10:30,2,3,DAL 49,0,0,Ezekiel Elliott left end for -3 yards (tackle by Alton Robinson),2.130,1.030
1,9:51,3,6,DAL 46,0,0,Dak Prescott pass complete short middle to Dalton Schultz for 28 yards (tackle by Quandre Diggs),1.030,3.840
1,9:04,1,10,SEA 26,0,0,Ezekiel Elliott right guard for 1 yard (tackle by Bobby Wagner and Jamal Adams),3.840,3.430
1,8:22,2,9,SEA 25,0,0,Dak Prescott pass incomplete short left intended for CeeDee Lamb,3.430,2.740
1,8:19,3,9,SEA 25,0,0,Dak Prescott pass incomplete deep middle intended for Dalton Schultz (defended by Ugo Amadi),2.740,1.800
1,8:14,4,9,SEA 25,3,0,Greg Zuerlein 43 yard field goal good,1.800,3.000
1,8:10,,,DAL 35,3,0,"Greg Zuerlein kicks off 65 yards, touchback.",0.000,0.610
1,8:10,1,10,SEA 25,3,0,Chris Carson right guard for 2 yards (tackle by Everson Griffen and Tyrone Crawford),0.610,0.330
1,7:42,2,8,SEA 27,3,0,Russell Wilson pass complete short right to Tyler Lockett for 7 yards (tackle by Joe Thomas),0.330,0.560
1,7:04,3,1,SEA 34,3,0,Chris Carson left end for 23 yards (tackle by Xavier Woods),0.560,2.720
1,6:46,1,10,DAL 43,3,6,"Russell Wilson pass complete deep middle to Tyler Lockett for 43 yards, touchdown",2.720,7.000
1,6:39,,,DAL 15,3,7,Jason Myers kicks extra point good,0.000,0.000
1,6:39,,,SEA 35,3,7,"Jason Myers kicks off 67 yards, muffed catch by Tony Pollard returned by Tony Pollard for no gain (tackle by Ryan Neal)",0.000,-0.380
1,6:38,1,10,DAL 1,3,9,"Ezekiel Elliott left end for -1 yards (tackle by Bryan Mone), safety.",-0.380,-2.000
1,6:36,,,DAL 20,3,9,"Chris Jones kicks off 59 yards, returned by David Moore for 9 yards (tackle by Noah Brown and Justin March-Lillard)",0.000,0.940
1,6:31,1,10,SEA 30,3,9,Russell Wilson sacked by Aldon Smith for no gain,0.940,0.390
1,5:50,2,10,SEA 30,3,9,Chris Carson right end for 2 yards (tackle by Dontari Poe),0.390,-0.030
1,5:04,3,8,SEA 32,3,9,Russell Wilson pass incomplete short middle intended for Travis Homer,-0.030,-1.240
1,5:00,4,8,SEA 32,3,9,"Michael Dickson punts 52 yards, returned by CeeDee Lamb for 19 yards (tackle by Travis Homer and Jacob Hollister)",-1.240,-1.270
1,4:47,1,10,DAL 35,3,9,Dak Prescott pass complete short left to Amari Cooper for no gain (tackle by Bobby Wagner),1.270,0.720
1,4:15,2,10,DAL 35,3,9,Ezekiel Elliott left tackle for 4 yards (tackle by Alton Robinson and Bobby Wagner),0.720,0.560
1,3:40,3,6,DAL 39,3,9,Dak Prescott pass complete deep middle to CeeDee Lamb for 28 yards (tackle by Quandre Diggs). Penalty on Benson Mayowa: Defensive Offside (Declined),0.560,3.380
1,3:27,1,10,SEA 33,3,9,Dak Prescott pass incomplete short left intended for Michael Gallup,3.380,2.840
1,3:24,2,10,SEA 33,3,9,Dak Prescott pass complete deep middle to Amari Cooper for 28 yards (tackle by Quandre Diggs),2.840,6.060
1,2:51,1,5,SEA 5,3,9,Ezekiel Elliott left guard for 4 yards (tackle by Bobby Wagner),6.060,5.910
1,2:17,,,,,,Timeout #2 by Seattle Seahawks,,
1,2:17,2,1,SEA 1,3,9,Ezekiel Elliott up the middle for no gain (tackle by Poona Ford),5.910,5.170
1,1:44,3,1,SEA 1,9,9,"Ezekiel Elliott left tackle for 1 yard, touchdown",5.170,7.000
1,1:40,,,SEA 15,9,9,Greg Zuerlein kicks extra point no good hit right upright,0.000,-1.000
1,1:40,,,DAL 35,9,9,"Greg Zuerlein kicks off 65 yards, touchback.",0.000,0.610
1,1:40,1,10,SEA 25,9,9,Russell Wilson pass complete short middle to Freddie Swain for 13 yards (tackle by Trevon Diggs and Joe Thomas),0.610,1.470
1,1:02,1,10,SEA 38,9,9,Russell Wilson right end for -1 yards (tackle by Jourdan Lewis),1.470,0.790
1,0:22,2,11,SEA 37,9,9,"Russell Wilson pass complete deep middle to D.K. Metcalf for 62 yards (tackle by Trevon Diggs). D.K. Metcalf fumbles, ball out of bounds at DAL-1 (forced by Trevon Diggs)",0.790,-0.280
1,0:12,1,10,DAL 20,9,9,Dak Prescott pass incomplete short left intended for Ezekiel Elliott,0.280,-0.270
1,0:07,2,10,DAL 20,9,9,Dak Prescott pass incomplete short left intended for Michael Gallup (defended by Jamal Adams),-0.270,-0.960
1,0:04,3,10,DAL 20,9,9,Dak Prescott pass incomplete deep middle intended for Amari Cooper (defended by Ugo Amadi),-0.960,-2.030
Quarter,Time,Down,ToGo,Location,DAL,SEA,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,4,10,DAL 20,9,9,"Chris Jones punts 49 yards, muffed catch by David Moore",-2.030,-1.000
