0,1
Game Info,Game Info
Won Toss,Ravens (deferred)
Roof,outdoors
Surface,fieldturf
Duration,3:08
Attendance,78127
Weather,"67 degrees, relative humidity 100%, wind 11 mph, wind chill 0"
Vegas Line,New York Jets -1.0
Over/Under,36.5 (under)
