Quarter,Time,Down,ToGo,Location,ATL,CAR,Detail,EPB,EPA
1,2:05,1,10,CAR 34,0,7,Matt Ryan pass incomplete short right intended for Patrick DiMarco,3.310,2.770
1,2:00,2,10,CAR 34,0,7,Steven Jackson right end for 8 yards (tackle by Mario Addison),2.770,3.140
1,1:37,3,2,CAR 26,0,7,Matt Ryan pass complete short middle to Tony Gonzalez for 19 yards (tackle by Robert Lester),3.140,5.600
1,0:55,1,7,CAR 7,0,7,Steven Jackson up the middle for 3 yards (tackle by Michael Mitchell and Star Lotulelei),5.600,5.340
1,0:13,2,4,CAR 4,0,7,Steven Jackson left guard for 2 yards (tackle by Dwan Edwards),5.340,4.950
Quarter,Time,Down,ToGo,Location,ATL,CAR,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,3,2,CAR 2,0,7,"Steven Jackson right guard for 2 yards. Penalty on Garrett Reynolds: Offensive Holding, 10 yards (no play)",4.950,3.100
2,14:56,3,12,CAR 12,0,7,Matt Ryan pass complete short left to Jacquizz Rodgers for 2 yards (tackle by Melvin White),3.100,2.760
2,14:13,4,10,CAR 10,3,7,Matt Bryant 28 yard field goal good,2.760,3.000
2,14:13,,,ATL 35,3,7,"Matt Bryant kicks off 65 yards, touchback",0.000,-0.280
2,14:09,1,10,CAR 20,3,7,Jonathan Stewart right guard for -2 yards (tackle by Akeem Dent and Joplo Bartu),0.280,-0.630
2,13:28,2,12,CAR 18,3,7,Cam Newton pass incomplete deep right intended for Steve Smith,-0.630,-1.330
2,13:22,3,12,CAR 18,3,7,Cam Newton pass complete short right to Steve Smith for 23 yards (tackle by Osi Umenyiora),-1.330,1.660
2,12:31,1,10,CAR 41,3,7,Cam Newton pass complete short middle to Mike Tolbert for 7 yards (tackle by Thomas DeCoud),1.660,2.070
2,11:48,2,3,CAR 48,3,7,DeAngelo Williams up the middle for 2 yards (tackle by Corey Peters),2.070,1.620
2,11:08,3,1,,3,7,Cam Newton up the middle for 1 yard (tackle by Peria Jerry),1.620,1.620
2,10:19,3,1,,3,7,Timeout #1 by Carolina Panthers,1.620,2.320
2,10:19,1,10,ATL 49,3,7,Cam Newton pass incomplete deep right intended for Ted Ginn is intercepted by Desmond Trufant at ATL-5,2.320,0.380
2,10:10,1,10,ATL 5,3,7,Steven Jackson up the middle for 8 yards (tackle by Thomas Davis and Luke Kuechly),-0.380,-0.190
2,9:30,2,2,ATL 13,3,7,"Steven Jackson right guard for no gain (tackle by Michael Mitchell). Penalty on Lamar Holmes: Illegal Formation, 5 yards (no play)",-0.190,-0.560
2,9:00,2,7,ATL 8,3,7,Matt Ryan pass complete short middle to Jacquizz Rodgers for 3 yards (tackle by Thomas Davis),-0.560,-0.720
2,8:15,3,4,ATL 11,3,7,Matt Ryan pass incomplete short right intended for Harry Douglas,-0.720,-2.490
2,8:09,4,4,ATL 11,3,7,"Matthew Bosher punts 47 yards, returned by Ted Ginn for 24 yards (tackle by Matthew Bosher)",-2.490,-2.490
2,7:56,4,4,ATL 11,3,7,Timeout #2 by Carolina Panthers,-2.490,-3.310
2,7:56,1,10,ATL 34,3,7,Jonathan Stewart up the middle for 3 yards (tackle by Stansly Maponga and Paul Worrilow),3.310,3.180
2,7:16,2,7,ATL 31,3,7,Cam Newton pass complete short middle to Jonathan Stewart for 8 yards (tackle by Akeem Dent and Paul Worrilow),3.180,4.040
2,6:32,1,10,ATL 23,3,7,Jonathan Stewart up the middle for 6 yards (tackle by Akeem Dent and Paul Worrilow),4.040,4.380
2,5:50,2,4,ATL 17,3,7,DeAngelo Williams left tackle for 3 yards (tackle by Desmond Trufant),4.380,4.280
2,5:05,3,1,ATL 14,3,7,Mike Tolbert up the middle for no gain (tackle by Paul Worrilow and Peria Jerry),4.280,2.660
2,4:20,4,1,ATL 14,3,13,"Cam Newton pass complete short right to Greg Olsen for 14 yards, touchdown",2.660,7.000
2,4:20,,,ATL 2,3,14,Graham Gano kicks extra point good,0.000,0.000
2,4:20,,,CAR 35,3,14,"Graham Gano kicks off 70 yards, returned by Jacquizz Rodgers for 25 yards (tackle by Richie Brockel)",0.000,-0.280
2,4:07,1,10,ATL 20,3,14,Matt Ryan pass complete short middle to Harry Douglas for 41 yards (tackle by Robert Lester),0.280,2.980
2,3:31,1,10,CAR 39,3,14,Steven Jackson right tackle for 7 yards (tackle by Thomas Davis and Luke Kuechly),2.980,3.390
2,2:57,2,3,CAR 32,3,14,Matt Ryan pass incomplete short right intended for Steven Jackson (defended by Frank Alexander),3.390,2.680
2,2:54,3,3,CAR 32,3,14,Matt Ryan pass complete short middle to Tony Gonzalez for 14 yards (tackle by Thomas Davis),2.680,4.370
2,2:23,1,10,CAR 18,3,14,Jacquizz Rodgers right guard for 1 yard (tackle by Drayton Florence and Star Lotulelei),4.370,3.940
2,2:00,2,9,CAR 17,9,14,"Matt Ryan pass complete deep middle to Tony Gonzalez for 17 yards, touchdown",3.940,7.000
2,2:00,,,CAR 2,10,14,Matt Bryant kicks extra point good,0.000,0.000
2,2:00,,,ATL 35,10,14,"Matthew Bosher kicks off 65 yards, touchback",0.000,-0.280
2,1:55,1,10,CAR 20,10,14,Cam Newton pass complete short left to Brandon LaFell for 9 yards (tackle by Robert Alford and Paul Worrilow),0.280,0.950
2,1:34,2,1,CAR 29,10,14,Mike Tolbert up the middle for 5 yards (tackle by Jonathan Massaquoi and Joplo Bartu),0.950,1.200
2,1:14,1,10,CAR 34,10,14,Cam Newton pass complete short right to Mike Tolbert for 2 yards (tackle by Asante Samuel),1.200,0.930
2,1:07,2,8,CAR 36,10,14,Cam Newton pass incomplete deep right intended for Steve Smith,0.930,0.930
2,1:04,2,8,CAR 36,10,14,Timeout #1 by Atlanta Falcons,0.930,0.230
2,1:04,3,8,CAR 36,10,14,"Cam Newton pass incomplete short left intended for Brandon LaFell. Penalty on Desmond Trufant: Defensive Pass Interference, 10 yards (no play)",0.230,1.990
2,0:56,1,10,CAR 46,10,14,Cam Newton pass incomplete short right intended for Ted Ginn (defended by Jonathan Massaquoi),1.990,1.450
2,0:56,2,10,CAR 46,10,14,Cam Newton pass incomplete short middle intended for Mike Tolbert,1.450,1.450
2,0:50,2,10,CAR 46,10,14,Timeout #3 by Carolina Panthers,1.450,0.760
2,0:50,3,10,CAR 46,10,14,Cam Newton pass complete short right to Ted Ginn for 10 yards (tackle by Robert Alford),0.760,2.650
2,0:50,1,10,ATL 44,10,14,Cam Newton spiked the ball,2.650,2.110
2,0:34,2,10,ATL 44,10,14,Cam Newton pass complete short right to Mike Tolbert for 4 yards (tackle by Paul Worrilow),2.110,1.950
2,0:27,3,6,ATL 40,10,14,Cam Newton pass complete deep right to Greg Olsen for 21 yards (tackle by Robert McClain),1.950,4.310
2,0:20,1,10,ATL 19,10,14,Cam Newton pass incomplete deep right intended for Steve Smith is intercepted by Robert Alford at ATL-0,4.310,-0.280
,,,,,,,"Replay Assistant challenged the incomplete pass ruling, and the original play was overturned.",,
2,0:20,1,10,ATL 20,10,14,Matt Ryan kneels for -1 yards,0.280,-0.460
Quarter,Time,Down,ToGo,Location,ATL,CAR,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,ATL 35,10,14,"Matthew Bosher kicks off 65 yards, touchback",0.000,-0.280
3,15:00,1,10,CAR 20,10,14,Cam Newton pass complete short left to Steve Smith for 11 yards (tackle by Asante Samuel),0.280,1.000
3,14:46,1,10,CAR 31,10,14,DeAngelo Williams right guard for 9 yards (tackle by William Moore),1.000,1.680
3,14:11,2,1,CAR 40,10,14,DeAngelo Williams right end for 9 yards (tackle by Paul Worrilow and William Moore),1.680,2.190
3,13:38,1,10,CAR 49,10,14,Cam Newton pass complete short right to Brandon LaFell for 10 yards (tackle by Joplo Bartu),2.190,2.850
3,12:44,1,10,ATL 41,10,14,Jonathan Stewart left guard for 4 yards (tackle by Paul Worrilow),2.850,2.850
3,12:13,2,6,ATL 37,10,14,Cam Newton pass incomplete short left intended for Steve Smith,2.850,2.150
3,12:13,3,6,ATL 37,10,14,Cam Newton pass incomplete short left intended for Brandon LaFell,2.150,0.790
3,12:04,4,6,ATL 37,10,17,Graham Gano 55 yard field goal good,0.790,3.000
3,12:04,,,CAR 35,10,17,"Graham Gano kicks off 65 yards, touchback",0.000,-0.280
3,12:00,1,10,ATL 20,10,17,Matt Ryan pass complete short right to Steven Jackson for no gain,0.280,-0.270
3,11:36,2,10,ATL 20,10,17,Steven Jackson left guard for 9 yards (tackle by Luke Kuechly and Captain Munnerlyn),-0.270,0.230
3,10:57,3,1,ATL 29,10,17,Steven Jackson up the middle for no gain (tackle by Greg Hardy and Star Lotulelei),0.230,-1.440
3,10:16,4,1,ATL 29,10,17,"Matthew Bosher punts 52 yards, fair catch by Ted Ginn",-1.440,-0.150
3,10:07,1,10,CAR 19,10,17,DeAngelo Williams up the middle for 3 yards (tackle by Jonathan Babineaux),0.150,0.070
3,9:35,2,7,CAR 22,10,17,Cam Newton pass complete short right to Brandon LaFell for 9 yards (tackle by Asante Samuel),0.070,1.000
3,8:52,1,10,CAR 31,10,17,Cam Newton pass incomplete deep right intended for Greg Olsen,1.000,0.460
3,8:44,2,10,CAR 31,10,17,DeAngelo Williams right end for 1 yard (tackle by Asante Samuel),0.460,-0.100
3,8:09,3,9,CAR 32,10,17,Cam Newton up the middle for 12 yards (tackle by Stansly Maponga),-0.100,1.860
3,7:24,1,10,CAR 44,10,17,Cam Newton pass complete short left to Steve Smith for no gain,1.860,1.320
3,6:45,2,10,CAR 44,10,17,"Cam Newton pass incomplete short middle intended for Steve Smith. Penalty on Joplo Bartu: Illegal Contact, 5 yards (no play)",1.320,2.190
3,6:37,1,10,CAR 49,10,17,Cam Newton left end for 2 yards (tackle by Osi Umenyiora),2.190,1.920
3,5:57,2,8,ATL 49,10,17,Cam Newton pass complete short right to Brandon LaFell for 6 yards (tackle by Asante Samuel),1.920,2.010
3,5:15,3,2,ATL 43,10,17,Cam Newton pass incomplete deep left intended for Brandon LaFell,2.010,0.400
3,5:09,4,2,ATL 43,10,17,"Brad Nortman punts 37 yards, fair catch by Robert McClain",0.400,0.380
3,5:02,1,10,ATL 6,10,17,Steven Jackson up the middle for 13 yards (tackle by Greg Hardy and Luke Kuechly),-0.380,0.150
3,4:16,1,10,ATL 19,10,17,Matt Ryan pass complete deep right to Harry Douglas for 32 yards (tackle by Melvin White),0.150,2.320
3,3:36,1,10,CAR 49,10,17,Matt Ryan pass incomplete deep right intended for Harry Douglas is intercepted by Thomas Davis at CAR-26 and returned for -2 yards (tackle by Harry Douglas),2.320,-0.540
3,3:28,1,10,CAR 24,10,17,Cam Newton pass complete short left to Jonathan Stewart for 10 yards (tackle by Paul Worrilow),0.540,1.200
3,3:01,1,10,CAR 34,10,17,"Jonathan Stewart left guard for 5 yards (tackle by Joplo Bartu). Penalty on Travelle Wharton: Offensive Holding, 10 yards (no play)",1.200,0.540
3,2:31,1,20,CAR 24,10,17,Cam Newton pass complete short left to Greg Olsen for 23 yards (tackle by Desmond Trufant),0.540,2.060
3,1:59,1,10,CAR 47,10,17,Jonathan Stewart left guard for 2 yards (tackle by Paul Worrilow),2.060,1.790
3,1:22,2,8,CAR 49,10,17,Cam Newton pass complete short left to DeAngelo Williams for 3 yards (tackle by Paul Worrilow),1.790,1.490
3,0:36,3,5,ATL 48,10,17,Cam Newton pass incomplete deep right intended for Brandon LaFell,1.490,0.070
3,0:29,4,5,ATL 48,10,17,Brad Nortman punts 34 yards,0.070,0.280
3,0:18,1,10,ATL 14,10,17,Jacquizz Rodgers left tackle for 10 yards (tackle by Quintin Mikell),-0.280,0.540
Quarter,Time,Down,ToGo,Location,ATL,CAR,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,ATL 24,10,17,Jacquizz Rodgers left end for 1 yard (tackle by Colin Cole),0.540,0.130
4,14:22,2,9,ATL 25,10,17,Matt Ryan pass incomplete short right intended for Darius Johnson,0.130,-0.560
4,14:17,3,9,ATL 25,10,17,Matt Ryan left tackle for 3 yards (tackle by Thomas Davis),-0.560,-1.500
4,13:39,4,6,ATL 28,10,17,"Matthew Bosher punts 38 yards, fair catch by Ted Ginn",-1.500,-1.200
4,13:29,1,10,CAR 34,10,17,Cam Newton pass complete short left to Jonathan Stewart for 4 yards (tackle by Paul Worrilow),1.200,1.200
4,12:49,2,6,CAR 38,10,17,Jonathan Stewart left guard for 5 yards (tackle by Osi Umenyiora and Joplo Bartu),1.200,1.160
4,12:02,3,1,CAR 43,10,17,"Penalty on ATL: Defensive 12 On-field, 5 yards (no play)",1.160,2.130
4,11:45,1,10,CAR 48,10,17,Cam Newton pass complete short right to Brandon LaFell for 10 yards (tackle by Asante Samuel),2.130,2.790
4,11:02,1,10,ATL 42,10,17,Cam Newton pass incomplete deep middle intended for Steve Smith,2.790,2.240
4,10:56,2,10,ATL 42,10,17,Jonathan Stewart right guard for 4 yards (tackle by Paul Worrilow and Thomas DeCoud),2.240,2.080
4,10:12,3,6,ATL 38,10,17,"Cam Newton pass complete short right to Brandon LaFell for 30 yards (tackle by Asante Samuel). Brandon LaFell fumbles (forced by Asante Samuel), recovered by Brandon LaFell at ATL-8",2.080,5.370
4,9:05,1,8,ATL 8,10,23,"Cam Newton right end for 8 yards, touchdown",5.370,7.000
4,9:05,,,ATL 2,10,24,Graham Gano kicks extra point good,0.000,0.000
4,9:05,,,CAR 35,10,24,"Graham Gano kicks off 65 yards, touchback",0.000,-0.280
4,9:00,1,10,ATL 20,10,24,Matt Ryan pass complete short right to Steven Jackson for 14 yards (tackle by Luke Kuechly),0.280,1.200
4,8:39,1,10,ATL 34,10,30,"Matt Ryan pass incomplete short right intended for Drew Davis is intercepted by Drayton Florence at ATL-38 and returned for 38 yards, touchdown",1.200,-7.000
4,8:30,,,ATL 2,10,31,Graham Gano kicks extra point good,0.000,0.000
4,8:30,,,CAR 35,10,31,"Graham Gano kicks off 65 yards, touchback",0.000,-0.280
4,8:30,1,10,ATL 20,10,31,Steven Jackson left tackle for 1 yard (tackle by Frank Alexander),0.280,-0.130
4,7:59,2,9,ATL 21,10,31,Matt Ryan pass complete short left to Drew Davis for 2 yards (tackle by Luke Kuechly and Captain Munnerlyn),-0.130,-0.560
4,7:18,3,7,ATL 23,10,31,Matt Ryan sacked by Charles Johnson for -8 yards,-0.560,-2.440
4,6:47,4,15,ATL 15,10,31,"Matthew Bosher punts 48 yards, fair catch by Ted Ginn",-2.440,-1.400
4,6:38,1,10,CAR 37,10,31,DeAngelo Williams left tackle for 1 yard (tackle by Paul Worrilow),1.400,0.990
4,5:54,2,9,CAR 38,10,31,DeAngelo Williams right end for 7 yards (tackle by Paul Worrilow),0.990,1.220
4,5:08,3,2,CAR 45,10,31,"Mike Tolbert left guard for 3 yards (tackle by Peria Jerry). Penalty on Akeem Dent: Face Mask (15 Yards), 15 yards",1.220,3.120
4,5:00,1,10,ATL 37,10,31,Mike Tolbert left end for 9 yards (tackle by Paul Worrilow),3.120,3.790
4,4:15,2,1,ATL 28,10,31,Jonathan Stewart right guard for 5 yards (tackle by Joplo Bartu and Thomas DeCoud),3.790,4.040
4,3:31,1,10,ATL 23,10,31,Jonathan Stewart left tackle for 16 yards (tackle by Desmond Trufant),4.040,5.600
4,3:22,1,7,ATL 7,10,31,DeAngelo Williams right tackle for 2 yards (tackle by Jonathan Massaquoi and Thomas DeCoud),5.600,5.150
4,2:38,2,5,ATL 5,10,31,DeAngelo Williams right guard for 1 yard (tackle by Akeem Dent and Joplo Bartu),5.150,4.490
4,2:00,3,4,ATL 4,10,31,DeAngelo Williams up the middle for 2 yards (tackle by Joplo Bartu and Paul Worrilow),4.490,3.250
4,1:17,4,2,ATL 2,10,34,Graham Gano 20 yard field goal good,3.250,3.000
4,1:17,,,CAR 35,10,34,"Graham Gano kicks off 70 yards, returned by Jacquizz Rodgers for 34 yards (tackle by Domenik Hixon)",0.000,-0.870
4,1:07,1,10,ATL 29,10,34,Matt Ryan pass complete short middle to Jacquizz Rodgers for 1 yard (tackle by James Dockery),0.870,0.460
4,0:43,2,9,ATL 30,10,34,Matt Ryan pass complete short right to Jacquizz Rodgers for 7 yards (tackle by James Dockery),0.460,0.700
4,0:25,3,2,ATL 37,10,34,Matt Ryan pass complete short right to Harry Douglas for 9 yards (tackle by A.J. Klein),0.700,1.990
4,0:08,1,10,ATL 46,10,34,Matt Ryan pass complete short right to Tony Gonzalez for 4 yards (tackle by Greg Olsen),1.990,1.990
4,0:03,2,6,,10,34,"Matt Ryan pass complete short middle to Jacquizz Rodgers for 11 yards (tackle by Mario Addison). Jacquizz Rodgers fumbles (forced by Mario Addison), recovered by Frank Alexander at CAR-39 (tackle by Lamar Holmes)",1.990,0.000
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
