Quarter,Time,Tm,Detail,ATL,CAR
1.0,6:13,Panthers,Mike Tolbert 4 yard rush (Graham Gano kick),0,7
2.0,14:09,Falcons,Matt Bryant 28 yard field goal,3,7
,4:14,Panthers,Greg Olsen 14 yard pass from Cam Newton (Graham Gano kick),3,14
,1:55,Falcons,Tony Gonzalez 17 yard pass from Matt Ryan (Matt Bryant kick),10,14
3.0,12:00,Panthers,Graham Gano 55 yard field goal,10,17
4.0,9:00,Panthers,Cam Newton 8 yard rush (Graham Gano kick),10,24
,8:30,Panthers,Drayton Florence 38 yard interception return (Graham Gano kick),10,31
,1:13,Panthers,Graham Gano 20 yard field goal,10,34
