Quarter,Time,Down,ToGo,Location,CAR,TEN,Detail,EPB,EPA
1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter
,,,,,,,"Panthers won the coin toss and deferred, Titans to receive the opening kickoff.",,
1,15:00,,,CAR 35,0,0,"Eddy Pineiro kicks off 66 yards, returned by Tyjae Spears for 21 yards (tackle by Ihmir Smith-Marsette and Tae Davis)",0.000,0.280
1,14:55,1,10,TEN 20,0,0,Will Levis pass complete short middle to DeAndre Hopkins for 19 yards (tackle by Kamu Grugier-Hill and Vonn Bell),0.280,1.530
1,14:17,1,10,TEN 39,0,0,Will Levis pass incomplete short right intended for Nick Westbrook-Ikhine,1.530,0.990
1,14:09,2,10,TEN 39,0,0,Derrick Henry right tackle for 1 yard (tackle by Deion Jones),0.990,0.430
1,13:26,3,9,TEN 40,0,0,Will Levis pass incomplete short right intended for Tyjae Spears (defended by Derrick Brown),0.430,-0.720
1,13:21,4,9,TEN 40,0,0,"Ryan Stonehouse punts 60 yards, touchback.",-0.720,-0.280
1,13:14,1,10,CAR 20,0,0,Bryce Young pass complete short right to Jonathan Mingo for 22 yards (tackle by Amani Hooker),0.280,1.730
1,12:39,1,10,CAR 42,0,0,Chuba Hubbard right end for 8 yards (tackle by Harold Landry),1.730,2.270
1,12:00,2,2,CAR 50,0,0,Miles Sanders right end for 1 yard (tackle by Harold Landry and TK McLendon),2.270,1.690
1,11:13,3,1,TEN 49,0,0,Miles Sanders right end for -8 yards (tackle by Denico Autry),1.690,-0.520
1,10:21,4,9,CAR 43,0,0,"Johnny Hekker punts 50 yards, returned by Eric Garror for 11 yards (tackle by Ian Thomas). Penalty on Anthony Kendall: Defensive Holding, 9 yards (accepted)",-0.520,0.380
1,10:10,1,10,TEN 9,0,0,Derrick Henry up the middle for 5 yards (tackle by Shy Tuttle and Kamu Grugier-Hill),-0.380,-0.390
1,9:35,2,5,TEN 14,0,0,Will Levis pass complete short right to Nick Westbrook-Ikhine for 7 yards (tackle by Donte Jackson),-0.390,0.340
1,8:56,1,10,TEN 21,0,0,Derrick Henry right guard for 4 yards (tackle by Derrick Brown),0.340,0.340
1,8:11,2,6,TEN 25,0,0,Will Levis sacked by Brian Burns for -1 yards,0.340,-0.490
1,7:25,3,7,TEN 24,0,0,"Penalty on Dillon Radunz: False Start, 5 yards (accepted) (no play)",-0.490,-1.220
1,7:09,3,12,TEN 19,0,0,Will Levis pass complete short left to DeAndre Hopkins for 11 yards (tackle by David Long),-1.220,-1.370
1,6:24,4,1,TEN 30,0,0,Derrick Henry left end for 3 yards (tackle by Vonn Bell),-1.370,1.140
1,5:44,1,10,TEN 33,0,0,Will Levis pass complete short left to Chris Moore for 7 yards (tackle by Donte Jackson),1.140,1.540
1,5:02,2,3,TEN 40,0,0,Derrick Henry left tackle for no gain (tackle by Kamu Grugier-Hill),1.540,0.830
1,4:17,3,3,TEN 40,0,0,Will Levis pass complete short left to Chris Moore for 12 yards (tackle by Donte Jackson),0.830,2.390
1,3:36,1,10,CAR 48,0,0,Will Levis pass complete short middle to Josh Whyle for 11 yards (tackle by Xavier Woods),2.390,3.120
1,2:57,1,10,CAR 37,0,0,Will Levis pass complete short right to Nick Westbrook-Ikhine for 7 yards (tackle by David Long),3.120,3.520
1,2:35,2,3,CAR 30,0,0,Derrick Henry up the middle for 4 yards (tackle by LaBryan Ray),3.520,3.840
1,1:55,1,10,CAR 26,0,0,Will Levis pass complete deep left to Chigoziem Okonkwo for 25 yards (tackle by Kamu Grugier-Hill),3.840,6.970
1,1:15,,,,,,Timeout #1 by Tennessee Titans,,
1,1:15,1,1,CAR 1,0,0,Derrick Henry right tackle for no gain (tackle by Troy Hill),6.970,5.910
1,0:40,2,1,CAR 1,0,6,"Derrick Henry left guard for 1 yard, touchdown",5.910,7.000
1,0:34,,,CAR 15,0,7,Nick Folk kicks extra point good,0.000,0.000
1,0:34,,,TEN 35,0,7,"Nick Folk kicks off 66 yards, returned by D'Shawn Jamison for 22 yards (tackle by Luke Gifford)",0.000,0.340
1,0:30,1,10,CAR 21,0,7,Bryce Young pass complete short right to Ihmir Smith-Marsette for 14 yards (tackle by Amani Hooker),0.340,1.270
Quarter,Time,Down,ToGo,Location,CAR,TEN,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,10,CAR 35,0,7,Miles Sanders left tackle for 2 yards (tackle by Azeez Al-Shaair),1.270,0.990
2,14:24,2,8,CAR 37,0,7,Chuba Hubbard up the middle for 3 yards (tackle by Jack Gibbens and Kyle Peko),0.990,0.700
2,13:40,3,5,CAR 40,0,7,"Bryce Young pass incomplete short right. Penalty on Kristian Fulton: Defensive Holding, 5 yards (accepted) (no play)",0.700,1.930
2,13:34,1,10,CAR 45,0,7,Bryce Young pass incomplete deep left intended for Adam Thielen (defended by Sean Murphy-Bunting) (defended by Jack Gibbens),1.930,1.380
2,13:28,2,10,CAR 45,0,7,Miles Sanders right guard for no gain (tackle by Harold Landry and Azeez Al-Shaair),1.380,0.700
2,12:43,3,10,CAR 45,0,7,Bryce Young scrambles left guard for 11 yards (tackle by Amani Hooker),0.700,2.650
2,12:00,1,10,TEN 44,0,7,Chuba Hubbard right guard for 3 yards (tackle by Jack Gibbens and Azeez Al-Shaair),2.650,2.520
2,11:19,2,7,TEN 41,0,7,Miles Sanders left guard for 2 yards (tackle by Jeffery Simmons and Rashad Weaver),2.520,2.080
2,10:56,3,5,TEN 39,0,7,Chuba Hubbard up the middle for 2 yards (tackle by Jeffery Simmons),2.080,0.790
2,10:16,4,3,TEN 37,0,7,"Bryce Young pass complete short middle to Stephen Sullivan for 13 yards (tackle by K'Von Wallace) TEN challenged the pass completion ruling, and the play was upheld.",0.790,3.970
2,9:55,1,10,TEN 24,0,7,"Miles Sanders right end for no gain (tackle by Sean Murphy-Bunting). Penalty on Ian Thomas: Offensive Holding, 10 yards (accepted) (no play)",3.970,3.310
2,9:37,1,20,TEN 34,0,7,Bryce Young pass complete short right to Adam Thielen for 2 yards (tackle by Roger McCreary),3.310,2.350
2,9:03,2,18,TEN 32,0,7,Bryce Young pass incomplete short right,2.350,1.690
2,8:59,3,18,TEN 32,0,7,Bryce Young pass incomplete short left intended for Miles Sanders,1.690,1.240
2,8:56,4,18,TEN 32,3,7,Eddy Pineiro 50 yard field goal good,1.240,3.000
2,8:51,,,CAR 35,3,7,"Eddy Pineiro kicks off 66 yards, returned by Tyjae Spears for 33 yards (tackle by Jammie Robinson)",0.000,1.070
2,8:44,1,10,TEN 32,3,7,Derrick Henry left tackle for -4 yards (tackle by Derrick Brown),1.070,-0.010
2,7:58,2,14,TEN 28,3,7,Will Levis pass complete short right to Derrick Henry for no gain (tackle by David Long and Deion Jones),-0.010,-0.690
2,7:14,3,14,TEN 28,3,7,Will Levis pass complete short left to Kyle Philips for -3 yards (tackle by Brian Burns),-0.690,-1.700
2,6:45,4,17,TEN 25,3,7,Ryan Stonehouse punts 71 yards downed by Anthony Kendall,-1.700,0.380
2,6:32,1,10,CAR 4,3,7,Chuba Hubbard right guard for 4 yards (tackle by Elijah Molden and Monty Rice),-0.380,-0.490
2,5:57,2,6,CAR 8,3,7,Miles Sanders right tackle for 4 yards (tackle by Elijah Molden),-0.490,-0.480
2,5:12,3,2,CAR 12,3,7,Miles Sanders right guard for 3 yards (tackle by Azeez Al-Shaair and Sean Murphy-Bunting),-0.480,-0.220
2,4:32,1,10,CAR 15,3,7,Bryce Young pass incomplete short right intended for Jonathan Mingo,-0.220,-0.710
2,4:27,2,10,CAR 15,3,7,Bryce Young pass incomplete short right intended for Jonathan Mingo,-0.710,-1.370
2,4:23,3,10,CAR 15,3,7,Bryce Young pass complete short middle to DJ Chark for 15 yards (tackle by Kristian Fulton),-1.370,0.940
2,3:37,1,10,CAR 30,3,7,"Penalty on Cade Mays: False Start, 5 yards (accepted) (no play)",0.940,0.610
2,3:12,1,15,CAR 25,3,7,"Bryce Young sacked by Arden Key for -8 yards. Bryce Young fumbles (forced by Arden Key), recovered by Jeffery Simmons at CAR-17 and returned for 2 yards (tackle by Ikem Ekwonu)",0.610,-4.580
2,3:06,1,10,CAR 15,3,7,Will Levis pass complete short middle to Chigoziem Okonkwo for 5 yards (tackle by DeShawn Williams and Vonn Bell),4.580,4.840
2,2:30,2,5,CAR 10,3,13,"Derrick Henry left guard for 10 yards, touchdown",4.840,7.000
2,2:27,,,CAR 15,3,14,Nick Folk kicks extra point good,0.000,0.000
2,2:27,,,TEN 35,3,14,"Nick Folk kicks off 63 yards, returned by D'Shawn Jamison for 18 yards (tackle by Joseph Jones and Colton Dowell)",0.000,0.280
2,2:21,1,10,CAR 20,3,14,Bryce Young pass complete short left to Chuba Hubbard for no gain (tackle by K'Von Wallace),0.280,-0.270
2,2:02,2,10,CAR 20,3,14,Bryce Young pass complete short left to Jonathan Mingo for 6 yards (tackle by Elijah Molden),-0.270,-0.160
2,1:58,3,4,CAR 26,3,14,Bryce Young pass incomplete short left,-0.160,-1.630
2,1:46,4,4,CAR 26,3,14,Johnny Hekker punts 41 yards out of bounds,-1.630,-1.140
2,1:39,1,10,TEN 33,3,14,Tyjae Spears right end for 8 yards (tackle by Troy Hill),1.140,1.670
2,1:33,2,2,TEN 41,3,14,Tyjae Spears up the middle for -2 yards (tackle by Marquis Haynes),1.670,0.700
2,1:04,3,4,TEN 39,3,14,Will Levis pass incomplete short right intended for Tyjae Spears (defended by Xavier Woods),0.700,-0.780
2,1:00,,,,,,Timeout #3 by Tennessee Titans,,
2,1:00,4,4,TEN 39,3,14,"Ryan Stonehouse punts 54 yards, returned by Ihmir Smith-Marsette for 3 yards (tackle by Colton Dowell)",-0.780,0.380
2,0:50,1,10,CAR 10,3,14,Bryce Young pass complete short right to Jonathan Mingo for 8 yards (tackle by Sean Murphy-Bunting),-0.380,0.070
2,0:43,,,,,,Timeout #1 by Carolina Panthers,,
2,0:43,2,2,CAR 18,3,14,Bryce Young pass incomplete short right,0.070,-0.480
2,0:38,3,2,CAR 18,3,14,Bryce Young pass incomplete short middle intended for DJ Chark (defended by Roger McCreary),-0.480,-2.240
2,0:34,4,2,CAR 18,3,14,"Johnny Hekker punts 44 yards, fair catch by Eric Garror at TEN-38",-2.240,-1.470
2,0:28,1,10,TEN 38,3,14,Will Levis pass incomplete short middle intended for Chigoziem Okonkwo (defended by Troy Hill),1.470,0.920
2,0:21,2,10,TEN 38,3,14,"Will Levis pass complete short right to Chigoziem Okonkwo for 9 yards (tackle by Troy Hill). Penalty on Troy Hill: Defensive Holding, 5 yards (declined)",0.920,1.420
2,0:14,,,,,,Timeout #2 by Carolina Panthers,,
2,0:14,3,1,TEN 47,3,14,Will Levis pass complete deep middle to Nick Westbrook-Ikhine for 18 yards (tackle by Jammie Robinson),1.420,3.250
2,0:05,1,10,CAR 35,3,14,Will Levis spiked the ball,3.250,2.700
2,0:03,,,,,,Timeout #3 by Carolina Panthers,,
2,0:03,2,10,CAR 35,3,17,Nick Folk 53 yard field goal good,2.700,3.000
Quarter,Time,Down,ToGo,Location,CAR,TEN,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,TEN 35,3,17,"Nick Folk kicks off 63 yards, returned by Laviska Shenault for 31 yards (tackle by K'Von Wallace and Chigoziem Okonkwo)",0.000,1.140
3,14:53,1,10,CAR 33,3,17,Miles Sanders up the middle for 4 yards (tackle by Arden Key and Monty Rice),1.140,1.130
3,14:13,2,6,CAR 37,3,17,Miles Sanders up the middle for -2 yards (tackle by Jeffery Simmons),1.130,0.170
3,13:30,3,8,CAR 35,3,17,"Bryce Young pass incomplete short left intended for DJ Chark. Penalty on Sean Murphy-Bunting: Defensive Holding, 5 yards (accepted) (no play)",0.170,1.600
3,13:27,1,10,CAR 40,3,17,Bryce Young pass complete short left to Ian Thomas for 9 yards (tackle by K'Von Wallace),1.600,2.270
3,12:48,2,1,CAR 49,3,17,Miles Sanders up the middle for -3 yards (tackle by Jeffery Simmons),2.270,1.160
3,12:07,3,4,CAR 46,3,17,Bryce Young scrambles right end for 6 yards (tackle by Elijah Molden),1.160,2.390
3,11:29,1,10,TEN 48,3,17,Chuba Hubbard right guard for -4 yards (tackle by Rashad Weaver),2.390,1.310
3,10:56,2,14,CAR 48,3,17,"Bryce Young pass incomplete short right intended for Jonathan Mingo. Penalty on Sean Murphy-Bunting: Defensive Pass Interference, 14 yards (accepted) (no play)",1.310,3.050
3,10:52,1,10,TEN 38,3,17,Bryce Young pass complete short middle to Chuba Hubbard for 25 yards (tackle by Azeez Al-Shaair),3.050,4.710
3,10:10,1,10,TEN 13,3,17,Bryce Young scrambles left end for 6 yards (tackle by Amani Hooker),4.710,5.150
3,9:29,2,4,TEN 7,3,17,Chuba Hubbard left tackle for 3 yards (tackle by K'Von Wallace),5.150,5.010
3,8:50,3,1,TEN 4,3,17,Chuba Hubbard up the middle for -1 yards (tackle by Teair Tart),5.010,3.030
3,8:09,4,2,TEN 5,9,17,"Chuba Hubbard up the middle for 5 yards, touchdown",3.030,7.000
3,8:06,,,TEN 15,10,17,Eddy Pineiro kicks extra point good,0.000,0.000
3,8:06,,,CAR 35,10,17,"Eddy Pineiro kicks off 65 yards, returned by Chris Moore for 21 yards (tackle by Amare Barno and Tae Davis)",0.000,0.340
3,8:00,1,10,TEN 21,10,17,Derrick Henry left end for 15 yards (tackle by David Long),0.340,1.330
3,7:12,1,10,TEN 36,10,17,Will Levis pass complete short middle to Chigoziem Okonkwo for 6 yards (tackle by David Long and Frankie Luvu),1.330,1.600
3,6:32,2,4,TEN 42,10,17,Chris Moore left end for 1 yard (tackle by D'Shawn Jamison),1.600,1.030
3,5:51,3,3,TEN 43,10,17,"Penalty on Jaelyn Duncan: False Start, 5 yards (accepted) (no play)",1.030,0.370
3,5:34,3,8,TEN 38,10,17,Will Levis pass incomplete deep left intended for Chris Moore,0.370,-0.850
3,5:29,4,8,TEN 38,10,17,"Ryan Stonehouse punts 56 yards, returned by Ihmir Smith-Marsette for 6 yards (tackle by Anthony Kendall and Amani Hooker)",-0.850,0.350
3,5:20,1,10,CAR 12,10,17,Bryce Young pass complete short right to Laviska Shenault for 8 yards (tackle by Roger McCreary),-0.350,0.290
3,4:44,2,2,CAR 20,10,17,Miles Sanders right tackle for 6 yards (tackle by K'Von Wallace and Amani Hooker),0.290,0.670
3,4:07,1,10,CAR 26,10,17,Bryce Young sacked by Jeffery Simmons for -7 yards,0.670,-0.870
3,3:46,2,17,CAR 19,10,17,Bryce Young pass complete short right to Tommy Tremble for 7 yards (tackle by K'Von Wallace),-0.870,-0.560
3,3:06,3,10,CAR 26,10,17,Bryce Young pass complete short middle to Chuba Hubbard for 10 yards (tackle by Amani Hooker and K'Von Wallace),-0.560,1.330
3,2:24,1,10,CAR 36,10,17,Chuba Hubbard left end for 15 yards (tackle by Monty Rice),1.330,2.320
3,1:50,1,10,TEN 49,10,17,Chuba Hubbard up the middle for no gain (tackle by Monty Rice and Rashad Weaver),2.320,1.780
3,1:15,2,10,TEN 49,10,17,Bryce Young pass incomplete short left,1.780,1.090
3,1:10,3,10,TEN 49,10,17,Bryce Young sacked by Denico Autry for -9 yards,1.090,-0.590
3,0:32,4,19,CAR 42,10,17,"Johnny Hekker punts 58 yards, touchback.",-0.590,-0.280
3,0:24,1,10,TEN 20,10,17,Will Levis pass complete deep left to DeAndre Hopkins for 19 yards (tackle by Xavier Woods),0.280,1.530
Quarter,Time,Down,ToGo,Location,CAR,TEN,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,TEN 39,10,17,Will Levis pass incomplete deep left intended for DeAndre Hopkins,1.530,0.990
4,14:54,2,10,TEN 39,10,17,Derrick Henry right end for 6 yards (tackle by David Long and Derrick Brown),0.990,1.090
4,14:10,3,4,TEN 45,10,17,Will Levis pass incomplete short left intended for DeAndre Hopkins (defended by Deion Jones),1.090,-0.390
4,14:07,4,4,TEN 45,10,17,"Ryan Stonehouse punts 44 yards, fair catch by Ihmir Smith-Marsette at CAR-11",-0.390,0.370
4,14:00,1,10,CAR 11,10,17,Chuba Hubbard right guard for 1 yard (tackle by Azeez Al-Shaair and Ross Blacklock),-0.370,-0.710
4,13:21,2,9,CAR 12,10,17,Miles Sanders up the middle for 15 yards (tackle by Amani Hooker),-0.710,0.740
4,13:07,1,10,CAR 27,10,17,"Bryce Young pass incomplete short middle intended for Jonathan Mingo. Penalty on Kristian Fulton: Illegal Contact, 5 yards (accepted) (no play)",0.740,1.070
4,13:02,1,10,CAR 32,10,17,Miles Sanders right guard for 4 yards (tackle by Rashad Weaver),1.070,1.070
4,12:24,2,6,CAR 36,10,17,"Bryce Young scrambles right tackle for no gain (tackle by Azeez Al-Shaair). Penalty on Taylor Moton: Offensive Holding, 10 yards (accepted) (no play)",1.070,-0.280
4,11:58,2,16,CAR 26,10,17,Bryce Young pass incomplete short right,-0.280,-0.960
4,11:45,3,16,CAR 26,10,17,Bryce Young pass incomplete short middle intended for Adam Thielen,-0.960,-1.630
4,11:42,4,16,CAR 26,10,17,"Johnny Hekker punts 53 yards, returned by Eric Garror for 5 yards (tackle by D'Shawn Jamison)",-1.630,-0.670
4,11:33,1,10,TEN 26,10,17,Will Levis pass complete deep right to Chris Moore for 22 yards (tackle by Alex Cook and Donte Jackson),0.670,2.130
4,10:58,1,10,TEN 48,10,17,Derrick Henry left guard for 5 yards (tackle by Shy Tuttle),2.130,2.260
4,10:18,2,5,CAR 47,10,17,Will Levis pass incomplete short left intended for Derrick Henry (defended by Brian Burns),2.260,1.550
4,10:13,3,5,CAR 47,10,17,Will Levis pass incomplete deep left intended for Kyle Philips,1.550,0.130
4,10:08,4,5,CAR 47,10,17,"Ryan Stonehouse punts 38 yards, fair catch by Ihmir Smith-Marsette at CAR-9",0.130,0.380
4,10:01,1,10,CAR 9,10,17,Chuba Hubbard left tackle for 3 yards (tackle by Azeez Al-Shaair),-0.380,-0.560
4,9:29,2,7,CAR 12,10,17,Chuba Hubbard left guard for 3 yards (tackle by Amani Hooker),-0.560,-0.720
4,8:50,3,4,CAR 15,10,17,Bryce Young pass complete deep left to Jonathan Mingo for 24 yards (tackle by Amani Hooker),-0.720,1.530
4,8:20,1,10,CAR 39,10,17,"Bryce Young scrambles up the middle for no gain (tackle by Roger McCreary). Penalty on Brett Toth: Offensive Holding, 10 yards (accepted) (no play)",1.530,0.870
4,8:04,1,20,CAR 29,10,17,Bryce Young pass complete deep right to DJ Chark for 19 yards (tackle by Sean Murphy-Bunting),0.870,2.200
4,7:31,2,1,CAR 48,10,17,Miles Sanders left guard for 4 yards (tackle by Kyle Peko),2.200,2.390
4,6:59,1,10,TEN 48,10,17,Bryce Young pass incomplete short right,2.390,1.850
4,6:55,2,10,TEN 48,10,17,Miles Sanders right end for -4 yards (tackle by Roger McCreary),1.850,0.630
4,6:10,3,14,CAR 48,10,17,Bryce Young pass incomplete deep left,0.630,-0.190
4,6:02,4,14,CAR 48,10,17,Johnny Hekker punts 36 yards downed by Tae Davis,-0.190,0.140
4,5:54,1,10,TEN 16,10,17,Derrick Henry up the middle for 1 yard (tackle by Shy Tuttle and Chris Wormley),-0.140,-0.510
4,5:12,2,9,TEN 17,10,17,Will Levis pass complete short right to Nick Westbrook-Ikhine for 9 yards,-0.510,0.670
4,4:55,1,10,TEN 26,10,17,Derrick Henry up the middle for 2 yards (tackle by Brian Burns and Amare Barno),0.670,0.400
4,4:11,2,8,TEN 28,10,17,Derrick Henry right end for 18 yards (tackle by Derrick Brown and David Long),0.400,1.990
4,3:23,1,10,TEN 46,10,17,Derrick Henry up the middle for 2 yards (tackle by Derrick Brown and Brian Burns),1.990,1.720
4,3:17,,,,,,Timeout #1 by Carolina Panthers,,
4,3:17,2,8,TEN 48,10,17,Derrick Henry right guard for 3 yards (tackle by Kamu Grugier-Hill and Amare Barno),1.720,1.420
4,3:11,,,,,,Timeout #2 by Carolina Panthers,,
4,3:11,3,5,CAR 49,10,17,"Penalty on Daniel Brunskill: False Start, 5 yards (accepted) (no play)",1.420,0.760
4,3:11,3,10,TEN 46,10,17,Will Levis pass complete short left to Tyjae Spears for 1 yard (tackle by Frankie Luvu),0.760,-0.260
4,3:06,,,,,,Timeout #3 by Carolina Panthers,,
4,3:06,4,9,TEN 47,10,17,"Ryan Stonehouse punts 53 yards, touchback.",-0.260,-0.280
4,2:57,1,10,CAR 20,10,17,Bryce Young pass complete short right to Chuba Hubbard for 3 yards (tackle by K'Von Wallace),0.280,0.140
4,2:52,2,7,CAR 23,10,17,Bryce Young sacked by Denico Autry for -8 yards,0.140,-1.860
4,2:20,3,15,CAR 15,10,17,Bryce Young pass complete short middle to Chuba Hubbard for 9 yards (tackle by Azeez Al-Shaair and Roger McCreary),-1.860,-1.770
4,2:00,4,6,CAR 24,10,17,Bryce Young pass complete short middle to DJ Chark for no gain (tackle by Amani Hooker),-1.770,-3.970
4,1:55,1,10,CAR 24,10,17,Will Levis kneels for -1 yards,3.970,3.300
4,1:13,2,11,CAR 25,10,17,Will Levis kneels for -1 yards,3.300,2.480
4,0:35,3,12,CAR 26,10,17,Will Levis kneels for -1 yards,2.480,1.670
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
