Player,Tm,Tgt,Rec,Yds,TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat
Chuba Hubbard,CAR,5,5,47,0,2,4,0.8,43,8.6,0.8,0,,0,0.0,0,105.8
Jonathan Mingo,CAR,6,4,60,0,2,47,11.8,13,3.3,10.7,0,,1,16.7,0,99.3
DJ Chark,CAR,4,3,34,0,1,29,9.7,5,1.7,9.0,0,,0,0.0,0,100.0
Laviska Shenault Jr.,CAR,1,1,8,0,,5,5.0,3,3.0,5.0,0,,0,0.0,0,100.0
Ihmir Smith-Marsette,CAR,1,1,14,0,1,0,0.0,14,14.0,0.0,0,,0,0.0,0,118.7
Tommy Tremble,CAR,1,1,7,0,,6,6.0,1,1.0,6.0,0,,0,0.0,0,95.8
Stephen Sullivan,CAR,1,1,13,0,1,13,13.0,0,0.0,13.0,0,,0,0.0,0,118.7
Adam Thielen,CAR,3,1,2,0,,2,2.0,0,0.0,10.0,0,,0,0.0,0,42.4
Ian Thomas,CAR,1,1,9,0,,4,4.0,5,5.0,4.0,0,,0,0.0,0,104.2
Miles Sanders,CAR,1,0,0,0,0,0,,0,,-4.0,0,,0,0.0,0,39.6
Player,Tm,Tgt,Rec,Yds,TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat
Chigoziem Okonkwo,TEN,5,4,45,0,1,27,6.8,18,4.5,6.6,0,,0,0.0,0,104.2
Nick Westbrook-Ikhine,TEN,5,4,41,0,3,41,10.3,0,0.0,9.6,0,,1,20.0,0,100.8
DeAndre Hopkins,TEN,5,3,49,0,2,38,12.7,11,3.7,13.6,0,,0,0.0,0,92.9
Chris Moore,TEN,4,3,41,0,2,36,12.0,5,1.7,16.5,0,,0,0.0,0,107.3
Josh Whyle,TEN,1,1,11,0,1,11,11.0,0,0.0,11.0,0,,0,0.0,0,112.5
Tyjae Spears,TEN,3,1,1,0,,-6,-6.0,7,7.0,0.3,0,,0,0.0,0,42.4
Kyle Philips,TEN,2,1,-3,0,,-4,-4.0,1,1.0,6.5,1,1.0,0,0.0,0,56.2
Derrick Henry,TEN,2,1,0,0,0,0,0.0,0,0.0,-4.0,0,,0,0.0,0,56.2
