Quarter,Time,Down,ToGo,Location,HOU,CIN,Detail,EPB,EPA
1,4:58,4,4,HOU 4,3,3,Mike Nugent 22 yard field goal good,3.030,3.000
1,,,,CIN 35,3,3,"Mike Nugent kicks off 71 yards, touchback",0.000,0.280
1,4:54,1,10,HOU 20,3,3,"Penalty on Owen Daniels: False Start, 5 yards (no play)",0.280,-0.310
1,4:54,1,15,HOU 15,3,3,T.J. Yates pass complete short right to Owen Daniels for 5 yards (tackle by Thomas Howard),-0.310,-0.270
1,4:17,2,10,HOU 20,3,3,Ben Tate left tackle for 3 yards (tackle by Manny Lawson and Domata Peko),-0.270,-0.560
1,3:35,3,7,HOU 23,3,3,T.J. Yates pass incomplete deep middle intended for Derrick Mason is intercepted by Reggie Nelson at HOU-48 and returned for 23 yards,-0.560,-3.910
1,3:24,1,10,HOU 25,3,3,Bernard Scott left end for -4 yards (tackle by J.J. Watt),3.910,2.820
1,2:46,2,14,HOU 29,3,3,Andy Dalton pass incomplete short left intended for Jerome Simpson,2.820,2.150
1,2:40,3,14,HOU 29,3,3,Andy Dalton pass incomplete short right intended for Jermaine Gresham,2.150,1.500
1,2:36,4,14,HOU 29,3,6,Mike Nugent 47 yard field goal good,1.500,3.000
1,,,,CIN 35,3,6,"Mike Nugent kicks off 66 yards, returned by Sherrick McManis for 13 yards (tackle by Bart Johnson). Sherrick McManis fumbles (forced by Bart Johnson), recovered by Earl Mitchell at HOU-10",0.000,-0.380
1,2:24,1,10,HOU 10,3,6,T.J. Yates pass complete deep middle to Owen Daniels for 27 yards (tackle by Reggie Nelson),-0.380,1.400
1,1:43,1,10,HOU 37,3,6,Arian Foster left end for 2 yards (tackle by Domata Peko),1.400,1.130
1,1:08,2,8,HOU 39,3,6,T.J. Yates pass complete deep middle to Kevin Walter for 19 yards (tackle by Rey Maualuga),1.130,2.790
1,0:28,1,10,CIN 42,3,6,Ben Tate right tackle for -3 yards (tackle by Domata Peko and Chris Crocker),2.790,1.840
Quarter,Time,Down,ToGo,Location,HOU,CIN,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,13,CIN 45,3,6,T.J. Yates pass incomplete short right intended for Owen Daniels (defended by Kelly Jennings),1.840,1.160
2,14:55,3,13,CIN 45,3,6,T.J. Yates pass complete short middle to Arian Foster for 21 yards (tackle by Micah Johnson),1.160,3.970
2,14:10,1,10,CIN 24,3,6,Arian Foster right end for 1 yard (tackle by Frostee Rucker),3.970,3.570
2,13:30,2,9,CIN 23,3,6,Arian Foster left tackle for 5 yards (tackle by Manny Lawson and Domata Peko),3.570,3.570
2,12:49,3,4,CIN 18,3,6,T.J. Yates pass complete short right to Kevin Walter for 4 yards (tackle by Chris Crocker),3.570,4.650
2,12:13,1,10,CIN 14,3,6,T.J. Yates for 3 yards (tackle by Thomas Howard),4.650,4.520
2,11:41,2,7,CIN 11,3,6,Ben Tate right end for 10 yards (tackle by Kelly Jennings),4.520,6.970
2,10:56,1,1,CIN 1,3,6,"Ben Tate right tackle for -2 yards (tackle by Rey Maualuga). Ben Tate fumbles (forced by Rey Maualuga), recovered by Rey Maualuga at CIN-3",6.970,0.380
2,10:47,1,10,CIN 3,3,6,Cedric Benson right guard for 3 yards (tackle by Glover Quin),-0.380,-0.560
2,10:04,2,7,CIN 6,3,6,Cedric Benson left guard for 5 yards (tackle by Tim Dobbins and Shaun Cody),-0.560,-0.480
2,9:23,3,2,CIN 11,3,6,Andrew Hawkins right end for 4 yards (tackle by Danieal Manning),-0.480,-0.220
2,8:59,1,10,CIN 15,3,6,Cedric Benson left tackle for 4 yards (tackle by Brian Cushing),-0.220,-0.110
2,8:19,2,6,CIN 19,3,6,Andy Dalton pass complete short right to Jermaine Gresham for 26 yards (tackle by Danieal Manning),-0.110,1.930
2,7:41,1,10,CIN 45,3,6,Cedric Benson left guard for 9 yards (tackle by Danieal Manning),1.930,2.600
2,7:04,2,1,HOU 46,3,6,Andy Dalton pass incomplete short right intended for Chris Pressley (defended by DeMeco Ryans),2.600,1.880
2,6:58,3,1,HOU 46,3,6,Cedric Benson left guard for 4 yards (tackle by Glover Quin),1.880,2.790
2,6:21,1,10,HOU 42,3,6,Cedric Benson left guard for 7 yards (tackle by Shaun Cody and Earl Mitchell),2.790,3.190
2,5:50,2,3,HOU 35,3,6,Cedric Benson right guard for no gain (tackle by Brian Cushing),3.190,2.480
2,5:12,3,3,HOU 35,3,6,Andy Dalton pass incomplete short middle intended for Jermaine Gresham (defended by Glover Quin),2.480,0.990
2,5:09,,,,3,6,Timeout #1 by Cincinnati Bengals,0.000,0.990
2,5:09,4,3,HOU 35,3,6,Andy Dalton pass complete short middle to A.J. Green for 11 yards (tackle by Johnathan Joseph),0.990,3.970
2,4:24,1,10,HOU 24,3,6,Cedric Benson left tackle for 6 yards (tackle by Danieal Manning and Jason Allen),3.970,4.290
2,3:51,2,4,HOU 18,3,6,Cedric Benson left guard for 1 yard (tackle by Connor Barwin),4.290,3.750
2,3:09,3,3,HOU 17,3,12,"Andy Dalton pass complete deep middle to Jerome Simpson for 17 yards, touchdown",3.750,7.000
2,,,,HOU 2,3,13,Mike Nugent kicks extra point good,0.000,0.000
2,,,,CIN 35,3,13,"Mike Nugent kicks off 62 yards, returned by Sherrick McManis for 11 yards (tackle by Taylor Mays)",0.000,-0.280
2,2:57,1,10,HOU 14,3,13,Arian Foster right tackle for 7 yards (tackle by Rey Maualuga and Reggie Nelson),-0.280,0.280
2,2:26,2,3,HOU 21,3,13,T.J. Yates sacked by Chris Crocker for -2 yards,0.280,-0.800
2,2:00,3,5,HOU 19,3,13,T.J. Yates pass complete short middle to Owen Daniels for 24 yards (tackle by Nate Clements and Reggie Nelson),-0.800,1.800
2,1:36,1,10,HOU 43,3,13,T.J. Yates pass incomplete short right intended for Arian Foster,1.800,1.250
2,1:31,2,10,HOU 43,3,13,T.J. Yates pass complete short right to Jacoby Jones for 5 yards (tackle by Kelly Jennings),1.250,1.220
2,1:25,3,5,HOU 48,3,13,T.J. Yates pass complete short middle to Owen Daniels for 18 yards (tackle by Thomas Howard),1.220,3.310
2,1:17,,,,3,13,Timeout #1 by Houston Texans,0.000,3.310
2,1:17,1,10,CIN 34,3,13,T.J. Yates sacked by Kelly Jennings for -2 yards,3.310,2.500
2,0:51,2,12,CIN 36,3,13,T.J. Yates pass incomplete short right intended for Owen Daniels,2.500,1.820
2,0:38,3,12,CIN 36,3,13,T.J. Yates pass complete short left to Arian Foster for 6 yards (tackle by Bart Johnson and Geno Atkins),1.820,1.430
2,0:35,,,,3,13,Timeout #2 by Cincinnati Bengals,0.000,1.430
2,0:35,4,6,CIN 30,3,13,Neil Rackers 47 yard field goal no good,1.430,-1.400
2,0:30,1,10,CIN 37,3,13,Andy Dalton pass complete short middle to Andrew Hawkins for 22 yards (tackle by Brooks Reed),1.400,2.850
2,0:21,,,,3,13,Timeout #3 by Cincinnati Bengals,0.000,2.850
2,0:21,1,10,HOU 41,3,13,Andy Dalton pass complete short left to Jermaine Gresham for 10 yards (tackle by Johnathan Joseph),2.850,3.510
2,0:14,1,10,HOU 31,3,13,Andy Dalton pass incomplete short right intended for Jermaine Gresham,3.510,2.970
2,0:11,2,10,HOU 31,3,16,Mike Nugent 49 yard field goal good,2.970,3.000
2,,,,CIN 35,3,16,Mike Nugent kicks off 36 yards,0.000,0.870
2,0:04,1,10,HOU 29,3,16,T.J. Yates kneels for -1 yards,0.870,0.190
Quarter,Time,Down,ToGo,Location,HOU,CIN,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,HOU 35,3,16,"Neil Rackers kicks off 65 yards, touchback",0.000,0.280
3,15:00,1,10,CIN 20,3,16,Cedric Benson right tackle for 2 yards (tackle by J.J. Watt),0.280,0.000
3,14:26,2,8,CIN 22,3,16,"Andy Dalton sacked by Connor Barwin for -9 yards. Andy Dalton fumbles (forced by Connor Barwin), recovered by Brooks Reed at CIN-17 (tackle by Andrew Whitworth)",0.000,-4.440
3,14:19,1,10,CIN 17,3,16,Arian Foster left end for 6 yards (tackle by Pacman Jones),4.440,4.890
3,13:49,2,4,CIN 11,3,16,Arian Foster left tackle for -1 yards (tackle by Rey Maualuga and Manny Lawson),4.890,3.880
3,13:06,3,5,CIN 12,3,16,T.J. Yates pass complete short middle to Joel Dreessen for 6 yards (tackle by Reggie Nelson),3.880,5.830
3,12:31,1,6,CIN 6,9,16,"T.J. Yates pass complete short left to Joel Dreessen for 6 yards, touchdown",5.830,7.000
3,,,,CIN 2,10,16,Neil Rackers kicks extra point good,0.000,0.000
3,,,,HOU 35,10,16,"Neil Rackers kicks off 68 yards, returned by Bernard Scott for 26 yards (tackle by Neil Rackers)",0.000,0.480
3,12:22,1,10,CIN 23,10,16,Cedric Benson right guard for -1 yards (tackle by Kareem Jackson),0.480,-0.200
3,11:46,2,11,CIN 22,10,16,Andy Dalton pass incomplete short middle intended for Jerome Simpson (defended by Shaun Cody),-0.200,-0.890
3,11:42,3,11,CIN 22,10,16,Andy Dalton pass incomplete deep right intended for Jerome Simpson (defended by Jason Allen),-0.890,-1.900
3,11:36,4,11,CIN 22,10,16,"Kevin Huber punts 50 yards, returned by Jacoby Jones for 8 yards (tackle by Cedric Peerman)",-1.900,-1.330
3,11:22,1,10,HOU 36,10,16,T.J. Yates pass complete short middle to Kevin Walter for 9 yards (tackle by Kelly Jennings),1.330,2.010
3,10:52,2,1,HOU 45,10,16,Ben Tate left guard for 2 yards (tackle by Robert Geathers and Thomas Howard),2.010,2.060
3,10:15,1,10,HOU 47,10,16,T.J. Yates right end for 5 yards (tackle by Manny Lawson),2.060,2.190
3,9:51,2,5,CIN 48,10,16,Arian Foster right end for -4 yards (tackle by Domata Peko),2.190,0.960
3,9:10,3,9,HOU 48,10,16,T.J. Yates pass incomplete short left intended for Derrick Mason,0.960,-0.190
3,9:05,4,9,HOU 48,10,16,Matt Turk punts 50 yards,-0.190,0.380
3,8:55,1,10,CIN 2,10,16,Bernard Scott left guard for 2 yards (tackle by Connor Barwin and Glover Quin),-0.380,-0.630
3,8:24,2,8,CIN 4,10,16,Andy Dalton pass complete short right to A.J. Green for 7 yards (tackle by DeMeco Ryans),-0.630,-0.370
3,7:52,3,1,CIN 11,10,16,Bernard Scott left guard for 3 yards (tackle by J.J. Watt and DeMeco Ryans),-0.370,-0.280
3,7:19,1,10,CIN 14,10,16,Bernard Scott left guard for 4 yards (tackle by DeMeco Ryans),-0.280,-0.210
3,6:34,2,6,CIN 18,10,16,"Andy Dalton pass incomplete deep right intended for A.J. Green. Penalty on Johnathan Joseph: Defensive Pass Interference, 25 yards (no play)",-0.210,1.800
3,6:27,1,10,CIN 43,10,16,Bernard Scott up the middle for 1 yard (tackle by Antonio Smith),1.800,1.390
3,5:48,2,9,CIN 44,10,16,Andy Dalton pass complete short middle to Andre Caldwell for 8 yards (tackle by Glover Quin),1.390,1.750
3,5:03,3,1,HOU 48,10,16,Cedric Benson left guard for 3 yards (tackle by Tim Dobbins and Danieal Manning),1.750,2.590
3,4:15,1,10,HOU 45,10,16,Andy Dalton pass complete deep middle to A.J. Green for 36 yards (tackle by Johnathan Joseph),2.590,5.140
3,3:35,1,9,HOU 9,10,16,Bernard Scott left guard for -2 yards (tackle by DeMeco Ryans),5.140,4.020
3,3:01,2,11,HOU 11,10,16,Andy Dalton pass complete short right to Bernard Scott for 1 yard (tackle by Glover Quin),4.020,3.130
3,2:20,3,10,HOU 10,10,16,Andy Dalton pass incomplete short left intended for A.J. Green,3.130,2.760
3,2:11,4,10,HOU 10,10,19,Mike Nugent 28 yard field goal good,2.760,3.000
3,,,,CIN 35,10,19,"Mike Nugent kicks off 60 yards, returned by Quintin Demps for 20 yards (tackle by Taylor Mays)",0.000,0.610
3,2:02,1,10,HOU 25,10,19,T.J. Yates pass complete short right to Arian Foster for 17 yards (tackle by Reggie Nelson),0.610,1.730
3,1:33,1,10,HOU 42,10,19,T.J. Yates pass incomplete short middle intended for Owen Daniels,1.730,1.190
3,1:27,2,10,HOU 42,10,19,"Ben Tate right end for 10 yards (tackle by Rey Maualuga). Penalty on Eric Winston: Offensive Holding, 10 yards (no play)",1.190,-0.160
3,1:06,2,20,HOU 32,10,19,T.J. Yates pass complete deep middle to Jacoby Jones for 16 yards (tackle by Chris Crocker),-0.160,1.290
3,0:25,3,4,HOU 48,10,19,T.J. Yates left end for 12 yards (tackle by Chris Crocker),1.290,2.920
Quarter,Time,Down,ToGo,Location,HOU,CIN,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,CIN 40,10,19,T.J. Yates pass incomplete deep left intended for Jacoby Jones (defended by Pacman Jones),2.920,2.370
4,14:54,2,10,CIN 40,10,19,Arian Foster right end for 9 yards (tackle by Reggie Nelson),2.370,2.870
4,14:27,3,1,CIN 31,10,19,Arian Foster left end for -1 yards (tackle by Rey Maualuga),2.870,1.300
4,13:44,4,2,CIN 32,10,19,"T.J. Yates sacked by Geno Atkins and Robert Geathers for -9 yards. T.J. Yates fumbles (forced by Geno Atkins), recovered by Jonathan Fanene at HOU-48 (tackle by Wade Smith)",1.300,-2.390
4,13:31,1,10,HOU 48,10,19,Cedric Benson right tackle for -3 yards (tackle by Brooks Reed),2.390,1.440
4,12:51,2,13,CIN 49,10,19,Andy Dalton pass complete short middle to A.J. Green for 2 yards (tackle by Johnathan Joseph),1.440,1.030
4,12:10,3,11,HOU 49,10,19,Andy Dalton pass incomplete deep right intended for A.J. Green (defended by Johnathan Joseph),1.030,0.000
4,12:01,4,11,HOU 49,10,19,"Kevin Huber punts 36 yards, returned by Jacoby Jones for 12 yards (tackle by Bart Johnson)",0.000,-0.610
4,11:50,1,10,HOU 25,10,19,"T.J. Yates pass complete to Arian Foster for -11 yards (tackle by Rey Maualuga). Geno Atkins fumbles (forced by Chris Myers), recovered by Eric Winston at HOU-2 (tackle by Frostee Rucker)",0.610,-0.380
,,,,,,,"HOU challenged the pass completion ruling, and the play was upheld.",,
4,11:35,1,10,HOU 2,10,19,T.J. Yates pass complete short middle to Kevin Walter for 19 yards (tackle by Pacman Jones),-0.380,0.340
4,11:03,1,10,HOU 21,10,19,Ben Tate right tackle for 2 yards (tackle by Frostee Rucker and Domata Peko),0.340,0.070
4,10:30,2,8,HOU 23,10,19,"Penalty on Mike Brisiel: False Start, 5 yards (no play)",0.070,-0.700
4,10:08,2,13,HOU 18,10,19,T.J. Yates pass complete short middle to Ben Tate for 14 yards (tackle by Thomas Howard),-0.700,1.070
4,9:28,1,10,HOU 32,10,19,T.J. Yates sacked by Manny Lawson for -3 yards,1.070,0.120
4,9:02,2,13,HOU 29,10,19,T.J. Yates pass complete short middle to Joel Dreessen for 10 yards (tackle by Thomas Howard),0.120,0.760
4,8:30,3,3,HOU 39,10,19,T.J. Yates pass complete short right to Jacoby Jones for 18 yards (tackle by Thomas Howard),0.760,2.720
4,7:53,1,10,CIN 43,10,19,T.J. Yates pass complete short middle to Ben Tate for 8 yards (tackle by Thomas Howard),2.720,3.260
4,7:16,2,2,CIN 35,10,19,T.J. Yates pass complete short right to Ben Tate for 8 yards (tackle by Taylor Mays),3.260,3.780
4,6:51,1,10,CIN 27,10,19,Ben Tate left end for 11 yards (tackle by Kelly Jennings),3.780,4.510
4,6:26,1,10,CIN 16,10,19,T.J. Yates pass incomplete short right intended for Kevin Walter,4.510,3.900
4,6:21,2,10,CIN 16,10,19,Arian Foster right tackle for 1 yard (tackle by Thomas Howard and Frostee Rucker),3.900,3.220
4,5:40,3,9,CIN 15,10,19,T.J. Yates pass incomplete short middle intended for Derrick Mason,3.220,2.440
4,5:35,4,9,CIN 15,13,19,Neil Rackers 33 yard field goal good,2.440,3.000
4,,,,HOU 35,13,19,"Neil Rackers kicks off 70 yards, touchback",0.000,0.280
4,5:31,1,10,CIN 20,13,19,Cedric Benson left guard for 2 yards (tackle by Danieal Manning),0.280,0.000
4,4:49,2,8,CIN 22,13,19,Andy Dalton pass complete short middle to Jermaine Gresham for 9 yards (tackle by Danieal Manning),0.000,1.000
4,4:42,1,10,CIN 31,13,19,Cedric Benson left tackle for 1 yard (tackle by Connor Barwin),1.000,0.600
4,3:57,2,9,CIN 32,13,19,"Andy Dalton up the middle for 2 yards (tackle by J.J. Watt). Penalty on Jason Allen: Illegal Contact, 5 yards",0.600,1.530
4,3:48,1,10,CIN 39,13,19,Cedric Benson right tackle for no gain (tackle by DeMeco Ryans),1.530,0.990
4,3:06,2,10,CIN 39,13,19,Cedric Benson right end for -5 yards (tackle by Brooks Reed and Troy Nolan),0.990,-0.360
4,2:59,,,,13,19,Timeout #2 by Houston Texans,0.000,-0.360
4,2:59,3,15,CIN 34,13,19,Andy Dalton pass complete short middle to Bernard Scott for 14 yards (tackle by Danieal Manning),-0.360,-0.190
4,2:43,,,,13,19,Timeout #3 by Houston Texans,0.000,-0.190
4,2:43,4,1,CIN 48,13,19,"Penalty on Mike McGlynn: False Start, 5 yards (no play)",-0.190,-0.520
4,2:43,4,6,CIN 43,13,19,"Kevin Huber punts 44 yards, returned by Jacoby Jones for 7 yards (tackle by Jeromy Miles)",-0.520,-0.280
4,2:33,1,10,HOU 20,13,19,T.J. Yates pass incomplete short right intended for Lawrence Vickers,0.280,-0.270
4,2:28,2,10,HOU 20,13,19,T.J. Yates pass complete short left to Owen Daniels for 11 yards (tackle by Thomas Howard),-0.270,1.000
4,2:07,1,10,HOU 31,13,19,T.J. Yates pass complete short left to Owen Daniels for 7 yards (tackle by Pacman Jones),1.000,1.410
4,2:00,2,3,HOU 38,13,19,T.J. Yates pass incomplete short middle intended for Kevin Walter,1.410,0.700
4,1:55,3,3,HOU 38,13,19,T.J. Yates pass complete short left to Owen Daniels for 8 yards (tackle by Thomas Howard),0.700,1.990
4,1:34,1,10,HOU 46,13,19,T.J. Yates pass complete deep middle to Kevin Walter for 19 yards (tackle by Reggie Nelson),1.990,3.250
4,1:16,1,10,CIN 35,13,19,T.J. Yates spiked the ball,3.250,2.700
4,1:15,2,10,CIN 35,13,19,T.J. Yates sacked by Micah Johnson for -5 yards,2.700,1.350
4,0:44,3,15,CIN 40,13,19,T.J. Yates for 17 yards (tackle by Reggie Nelson),1.350,4.040
4,0:25,1,10,CIN 23,13,19,T.J. Yates spiked the ball,4.040,3.500
4,0:24,2,10,CIN 23,13,19,T.J. Yates pass incomplete short middle intended for Owen Daniels (defended by Taylor Mays),3.500,2.810
4,0:18,3,10,CIN 23,13,19,"T.J. Yates pass incomplete deep middle intended for Jacoby Jones. Penalty on Pacman Jones: Defensive Pass Interference, 17 yards (no play)",2.810,5.830
4,0:12,,,,13,19,Timeout #1 by Cincinnati Bengals,0.000,5.830
4,0:12,1,6,CIN 6,13,19,T.J. Yates pass incomplete short right intended for Kevin Walter,5.830,4.950
4,0:08,,,,13,19,Timeout #2 by Cincinnati Bengals,0.000,4.950
4,0:08,2,6,CIN 6,19,19,"T.J. Yates pass complete short middle to Kevin Walter for 6 yards, touchdown",4.950,7.000
4,,,,CIN 2,20,19,Neil Rackers kicks extra point good,0.000,0.000
4,,,,HOU 35,20,19,"Neil Rackers kicks off 66 yards, returned by Brandon Tate for 14 yards, lateral to Pacman Jones for -12 yards (tackle by Shiloh Keo)",0.000,1.270
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
