Quarter,Time,Down,ToGo,Location,NYJ,OAK,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,21,OAK 47,0,3,Rich Gannon pass complete to Charlie Garner for 14 yards (tackle by Damien Robinson and Aaron Beasley),0.760,1.950
2,14:20,3,7,NYJ 39,0,3,Rich Gannon pass incomplete intended for Charlie Garner (defended by Aaron Beasley),1.950,0.660
2,14:15,4,7,NYJ 39,0,3,"Shane Lechler punts 34 yards, returned by Santana Moss for 5 yards (tackle by Travian Smith)",0.660,0.380
2,14:07,1,10,NYJ 10,0,3,Richie Anderson right guard for 3 yards (tackle by Chris Cooper),-0.380,-0.560
2,13:26,2,7,NYJ 13,0,3,Chad Pennington pass incomplete intended for Laveranues Coles (defended by Tory James),-0.560,-1.070
2,13:20,3,7,NYJ 13,0,3,Chad Pennington pass incomplete intended for Laveranues Coles (defended by Rod Woodson),-1.070,-2.490
2,13:08,4,7,NYJ 13,0,3,"Matt Turk punts 53 yards, returned by Charles Woodson for no gain",-2.490,-1.200
2,12:56,1,10,OAK 34,0,3,Charlie Garner middle for no gain (tackle by Jason Ferguson),1.200,0.660
2,12:22,2,10,OAK 34,0,3,Rich Gannon pass complete to Jerry Rice for 14 yards (tackle by Damien Robinson),0.660,2.130
2,11:43,1,10,OAK 48,0,3,Rich Gannon pass incomplete intended for Jerry Rice (defended by Sam Cowart),2.130,1.580
2,11:37,2,10,OAK 48,0,3,Tyrone Wheatley left end for 3 yards (tackle by Marvin Jones and Sam Cowart),1.580,1.290
2,10:59,2,10,OAK 48,,,Timeout #1 by New York Jets,1.580,1.290
2,10:59,3,7,NYJ 49,0,3,Rich Gannon pass complete to Tim Brown for 20 yards (tackle by Damien Robinson and Jon McGraw),1.290,3.640
2,10:13,1,10,NYJ 29,0,3,Charlie Garner right guard for 2 yards (tackle by Damien Robinson),3.640,3.370
2,9:30,2,8,NYJ 27,0,3,Rich Gannon sacked by Jason Ferguson for -11 yards,3.370,1.220
2,9:01,3,19,NYJ 38,0,3,Rich Gannon right end for 7 yards (tackle by Donnie Abraham),1.220,1.320
2,8:36,4,12,NYJ 31,0,6,Sebastian Janikowski 48 yard field goal good,1.320,3.000
2,8:36,,,OAK 30,0,6,"Sebastian Janikowski kicks off 62 yards, returned by Chad Morton for 58 yards (tackle by Sebastian Janikowski)",0.000,3.310
2,8:24,1,10,OAK 34,0,6,Chad Pennington pass complete to Laveranues Coles for 18 yards (tackle by Tory James),3.310,4.510
2,7:55,1,10,OAK 16,0,6,Curtis Martin right end for -3 yards (tackle by Napoleon Harris and Eric Barton),4.510,3.520
2,7:16,2,13,OAK 19,0,6,Chad Pennington pass complete to Laveranues Coles for 3 yards (tackle by Napoleon Harris),3.520,3.080
2,6:27,2,13,OAK 19,,,Timeout #2 by New York Jets,3.520,3.080
2,6:26,3,10,OAK 16,0,6,Chad Pennington pass incomplete intended for Santana Moss,3.080,2.380
2,6:21,4,10,OAK 16,0,6,"John Hall 34 yard field goal no good, blocked by Rod Woodson",2.380,-0.610
2,6:01,1,10,OAK 25,0,6,Rich Gannon pass complete to Charlie Garner for 13 yards (tackle by Sam Cowart),0.610,1.470
2,5:39,1,10,OAK 38,0,6,Rich Gannon pass complete to Tim Brown for 20 yards (tackle by Sam Garnes),1.470,2.790
2,5:00,1,10,NYJ 42,0,6,Rich Gannon pass incomplete intended for Charlie Garner,2.790,2.240
2,4:53,2,10,NYJ 42,0,6,Rich Gannon pass incomplete intended for Jerry Rice,2.240,1.550
2,4:49,3,10,NYJ 42,0,6,Rich Gannon right end for 1 yard (tackle by Shaun Ellis),1.550,0.530
2,4:11,4,9,NYJ 41,0,6,"Shane Lechler punts 41 yards, touchback",0.530,-0.280
2,4:01,1,10,NYJ 20,0,6,Chad Pennington pass complete to Wayne Chrebet for 37 yards (tackle by Terrance Shaw and Rod Woodson),0.280,2.720
2,3:30,1,10,OAK 43,0,6,Chad Pennington pass complete to Laveranues Coles for 14 yards (tackle by Tory James),2.720,3.640
2,2:46,1,10,OAK 29,0,6,"Chad Pennington pass incomplete intended for Wayne Chrebet. Penalty on Charles Woodson: Defensive Pass Interference, 18 yards (no play)",3.640,4.840
2,2:41,1,10,OAK 11,0,6,Curtis Martin middle for 5 yards,4.840,5.080
2,2:04,2,5,OAK 6,6,6,"Chad Pennington pass complete to Jerald Sowell for 6 yards, touchdown",5.080,7.000
2,2:04,,,OAK 6,7,6,John Hall kicks extra point good,0.000,0.000
2,2:04,,,NYJ 30,7,6,"John Hall kicks off 69 yards, returned by Marcus Knight for 24 yards (tackle by Kelvin Moses)",0.000,0.610
2,1:52,1,10,OAK 25,7,6,"Rich Gannon pass complete to Charlie Garner for 10 yards (tackle by Nick Ferguson). Penalty on Jerry Rice: Offensive Holding, 10 yards",0.610,0.610
2,1:43,1,10,OAK 25,7,6,Rich Gannon pass complete to Doug Jolley for 5 yards (tackle by Nick Ferguson),0.610,0.740
2,1:21,2,5,OAK 30,7,6,Rich Gannon pass incomplete intended for Charlie Garner,0.740,0.040
2,1:16,3,5,OAK 30,7,6,"Rich Gannon pass complete to Jerry Rice for 11 yards (tackle by Ray Mickens). Penalty on Frank Middleton: Offensive Holding, 10 yards (no play)",0.040,-1.290
2,1:07,3,15,OAK 20,7,6,Rich Gannon pass complete to Charlie Garner for 2 yards (tackle by Shaun Ellis),-1.290,-1.900
2,0:54,3,15,OAK 20,,,Timeout #3 by New York Jets,-1.290,-1.900
2,0:53,4,13,OAK 22,7,6,"Shane Lechler punts 35 yards, returned by Santana Moss for 29 yards (tackle by Alvis Whitted)",-1.900,-3.710
2,0:40,1,10,OAK 28,7,6,Chad Pennington pass complete to Curtis Martin for 11 yards (tackle by John Parrella),3.710,4.440
2,0:17,1,10,OAK 17,7,6,Chad Pennington pass complete to Wayne Chrebet for no gain,4.440,3.850
2,0:12,2,10,OAK 17,7,6,Chad Pennington pass incomplete intended for Kevin Swayne,3.850,3.070
2,0:06,2,10,OAK 17,,,Timeout #1 by Oakland Raiders,3.850,3.070
2,0:06,3,10,OAK 17,10,6,John Hall 36 yard field goal good,3.070,3.000
2,0:06,,,NYJ 30,10,6,"John Hall kicks off 52 yards, returned by Marcus Knight for 20 yards (tackle by Kelvin Moses)",0.000,0.940
Quarter,Time,Down,ToGo,Location,NYJ,OAK,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,NYJ 30,10,6,"John Hall kicks off 58 yards, returned by Marcus Knight for 12 yards (tackle by Khary Campbell)",0.000,0.540
3,14:55,1,10,OAK 24,10,6,Rich Gannon pass complete to Roland Williams for 17 yards (tackle by Damien Robinson),0.540,1.660
3,14:23,1,10,OAK 41,10,6,Rich Gannon pass complete to Charlie Garner for 5 yards (tackle by Mo Lewis),1.660,1.800
3,14:02,2,5,OAK 46,10,6,Charlie Garner left end for 9 yards (tackle by Aaron Beasley and Damien Robinson),1.800,2.590
3,13:22,1,10,NYJ 45,10,6,Rich Gannon pass complete to Doug Jolley for 19 yards (tackle by Sam Garnes and Mo Lewis),2.590,3.840
3,12:33,1,10,NYJ 26,10,6,"Penalty on OAK: Delay of Game, 5 yards (no play)",3.840,3.510
3,12:07,1,15,NYJ 31,10,6,Rich Gannon sacked by John Abraham for -1 yards,3.510,2.490
3,11:30,2,16,NYJ 32,10,6,Rich Gannon pass complete to Tim Brown for 6 yards (tackle by Mo Lewis),2.490,2.610
3,11:02,3,10,NYJ 26,10,12,"Rich Gannon pass complete to Jerry Rice for 26 yards, touchdown",2.610,7.000
3,11:02,3,10,NYJ 26,10,13,--,2.610,0.000
3,11:02,,,NYJ 26,10,13,Sebastian Janikowski kicks extra point good,0.000,0.000
3,11:02,,,OAK 30,10,13,"Sebastian Janikowski kicks off 71 yards, returned by Chad Morton for 50 yards (tackle by Alvis Whitted). Penalty on Nick Ferguson: Offensive Holding, 10 yards",0.000,-0.220
3,10:50,1,10,NYJ 15,10,13,Chad Pennington pass complete to Laveranues Coles for 13 yards (tackle by Tory James). Penalty on Charles Woodson: Illegal Use of Hands (Declined),-0.220,0.810
3,10:24,1,10,NYJ 28,10,13,Chad Pennington pass complete to Wayne Chrebet for 12 yards (tackle by Anthony Dorsett and Eric Barton),0.810,1.600
3,9:44,1,10,NYJ 40,10,13,Chad Pennington sacked by Roderick Coleman and John Parrella for -8 yards,1.600,-0.030
3,9:11,2,18,NYJ 32,10,13,Curtis Martin middle for no gain (tackle by Chris Cooper and Trace Armstrong),-0.030,-0.690
3,8:31,3,18,NYJ 32,10,13,Curtis Martin left tackle for -4 yards (tackle by Roderick Coleman),-0.690,-1.500
3,7:59,4,22,NYJ 28,10,13,"Matt Turk punts 39 yards, returned by Charles Woodson for 3 yards (tackle by Chad Morton)",-1.500,-1.330
3,7:51,1,10,OAK 36,10,13,Charlie Garner left end for 2 yards (tackle by Damien Robinson),1.330,1.060
3,7:14,2,8,OAK 38,10,13,Rich Gannon pass complete to Tim Brown for 7 yards (tackle by Donnie Abraham and Jon McGraw),1.060,1.290
3,6:33,3,1,OAK 45,10,13,Rich Gannon for 4 yards (tackle by Josh Evans),1.290,2.190
3,6:03,1,10,OAK 49,10,13,Rich Gannon pass incomplete intended for Tim Brown (defended by Aaron Beasley),2.190,1.650
3,5:55,2,10,OAK 49,10,13,Tim Brown left end for 9 yards (tackle by Sam Cowart and Damien Robinson),1.650,2.150
3,5:14,3,1,NYJ 42,10,13,Rich Gannon sacked by James Darling for -10 yards,2.150,-0.190
3,4:47,4,11,OAK 48,10,13,"Shane Lechler punts 38 yards, muffed catch by Chad Morton, recovered by Adam Treu and returned for no gain",-0.190,4.780
3,4:35,1,10,NYJ 12,10,13,Tyrone Wheatley middle for 2 yards (tackle by Shaun Ellis),4.780,4.450
3,3:55,2,8,NYJ 10,10,13,Rich Gannon pass complete to Tim Brown for 7 yards (tackle by Marvin Jones),4.450,5.060
3,3:10,3,1,NYJ 3,10,13,Zack Crockett for 2 yards (tackle by Jon McGraw),5.060,6.970
3,2:35,1,1,NYJ 1,10,19,"Zack Crockett middle for 1 yard, touchdown",6.970,7.000
3,2:35,,,NYJ 1,10,20,Sebastian Janikowski kicks extra point good,0.000,0.000
3,2:35,,,OAK 30,10,20,"Sebastian Janikowski kicks off 68 yards, returned by Chad Morton for 23 yards (tackle by Marcus Williams). Penalty on Eric Johnson: Illegal Use of Hands, 5 yards",0.000,0.940
3,2:26,1,10,NYJ 30,10,20,Chad Pennington pass complete to Laveranues Coles for 19 yards (tackle by Anthony Dorsett),0.940,2.190
3,1:46,1,10,NYJ 49,10,20,Curtis Martin for 6 yards (tackle by Eric Barton),2.190,2.460
3,1:09,2,4,OAK 45,10,20,Curtis Martin left tackle for 6 yards (tackle by Napoleon Harris),2.460,2.980
3,0:24,1,10,OAK 39,10,20,Curtis Martin right end for no gain (tackle by Rod Woodson),2.980,2.440
Quarter,Time,Down,ToGo,Location,NYJ,OAK,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,10,OAK 39,10,20,Chad Pennington pass complete to LaMont Jordan for 12 yards (tackle by Rod Woodson),2.440,3.780
4,14:10,2,10,OAK 39,,,Timeout #1 by New York Jets,2.440,3.780
4,14:10,1,10,OAK 27,10,20,Curtis Martin right end for 4 yards (tackle by Charles Woodson and Anthony Dorsett),3.780,3.770
4,13:32,2,6,OAK 23,10,20,Curtis Martin sacked by Eric Barton for -4 yards,3.770,2.540
4,12:58,3,10,OAK 27,10,20,Chad Pennington pass complete to Curtis Martin for no gain,2.540,1.670
4,12:18,4,10,OAK 27,13,20,John Hall 45 yard field goal good,1.670,3.000
4,12:18,,,NYJ 30,13,20,"John Hall kicks off 67 yards, returned by Marcus Knight for 37 yards (tackle by John Hall). Penalty on Napoleon Harris: Offensive Holding, 10 yards",0.000,0.610
4,12:08,1,10,OAK 25,13,20,Rich Gannon pass complete to Charlie Garner for 6 yards (tackle by Damien Robinson),0.610,0.870
4,11:38,2,4,OAK 31,13,20,Rich Gannon pass complete to Tim Brown for 12 yards (tackle by Donnie Abraham),0.870,0.870
4,11:38,2,4,OAK 31,13,20,--,0.870,1.800
4,11:06,1,10,OAK 43,13,20,Charlie Garner right end for 9 yards (tackle by Sam Garnes),1.800,2.470
4,10:27,2,1,NYJ 48,13,20,Tyrone Wheatley middle for 2 yards (tackle by Shaun Ellis),2.470,2.520
4,9:43,2,1,NYJ 48,,,Timeout #1 by Oakland Raiders,2.470,2.520
4,9:43,1,10,NYJ 46,13,20,Rich Gannon pass complete to Jon Ritchie for 14 yards (tackle by Sam Garnes and Marvin Jones),2.520,2.520
4,9:43,1,10,NYJ 46,13,20,,2.520,3.450
4,9:01,1,10,NYJ 32,13,20,Charlie Garner right end for 11 yards (tackle by Donnie Abraham),3.450,4.170
4,8:35,1,10,NYJ 21,13,20,Rich Gannon pass complete to Doug Jolley for 3 yards (tackle by Sam Garnes),4.170,4.040
4,7:58,2,7,NYJ 18,13,20,Rich Gannon pass incomplete intended for Jon Ritchie,4.040,3.310
4,7:52,3,7,NYJ 18,13,20,Rich Gannon pass incomplete intended for Jon Ritchie (defended by Shaun Ellis),3.310,2.250
4,7:48,4,7,NYJ 18,13,23,Sebastian Janikowski 36 yard field goal good,2.250,3.000
4,7:48,,,OAK 30,13,23,"Sebastian Janikowski kicks off 68 yards, returned by Chad Morton for 27 yards (tackle by Tim Johnson)",0.000,0.870
4,7:38,1,10,NYJ 29,13,23,Chad Pennington pass incomplete intended for Kevin Swayne (defended by Charles Woodson),0.870,0.330
4,7:33,2,10,NYJ 29,13,23,Chad Pennington pass complete to Laveranues Coles for 15 yards (tackle by Brandon Jennings),0.330,1.860
4,7:07,1,10,NYJ 44,13,23,Chad Pennington pass complete to Laveranues Coles for 12 yards (tackle by Bill Romanowski),1.860,2.650
4,6:44,1,10,OAK 44,13,23,Chad Pennington pass incomplete intended for Wayne Chrebet (defended by Rod Woodson),2.650,2.110
4,6:38,2,10,OAK 44,13,23,Chad Pennington pass complete to Laveranues Coles for 25 yards (tackle by Tory James),2.110,4.310
4,6:03,1,10,OAK 19,13,23,Chad Pennington pass complete to LaMont Jordan for 6 yards (tackle by Bill Romanowski),4.310,4.720
4,5:38,2,4,OAK 13,19,23,"Chad Pennington pass complete to Wayne Chrebet for 13 yards, touchdown",4.720,7.000
4,5:38,,,OAK 13,20,23,John Hall kicks extra point good,0.000,0.000
4,5:38,,,NYJ 30,20,23,"John Hall kicks off 64 yards, returned by Marcus Knight for 20 yards (tackle by Kelvin Moses)",0.000,0.670
4,5:28,1,10,OAK 26,20,23,Rich Gannon pass complete to Doug Jolley for 15 yards (tackle by Damien Robinson and Donnie Abraham),0.670,1.660
4,4:50,1,10,OAK 41,20,23,Charlie Garner left end for 3 yards (tackle by Jason Ferguson),1.660,1.530
4,4:13,2,7,OAK 44,20,23,Rich Gannon pass complete to Charlie Garner for -1 yards (tackle by Aaron Beasley and Sam Cowart),1.530,0.700
4,3:33,3,8,OAK 43,20,23,"Rich Gannon pass complete to Jerry Rice for 18 yards (tackle by Jon McGraw and James Darling). Penalty on James Darling: Face Mask (15 Yards), 15 yards",0.700,3.970
4,3:24,1,10,NYJ 24,20,23,Tyrone Wheatley left end for 5 yards (tackle by Marvin Jones and Sam Cowart),3.970,4.120
4,2:44,2,5,NYJ 19,20,23,Tyrone Wheatley left end for 7 yards (tackle by Donnie Abraham and Damien Robinson),4.120,4.780
4,2:32,2,5,NYJ 19,,,Timeout #2 by New York Jets,4.120,4.780
4,2:32,1,10,NYJ 12,20,23,Tyrone Wheatley right tackle for -4 yards (tackle by Sam Cowart),4.780,3.530
4,2:25,1,10,NYJ 12,,,Timeout #3 by New York Jets,4.780,3.530
4,2:25,2,14,NYJ 16,20,23,Charlie Garner middle for no gain (tackle by Josh Evans and John Abraham),3.530,2.930
4,2:00,3,14,NYJ 16,20,23,Rich Gannon pass complete to Tim Brown for 5 yards (tackle by Donnie Abraham),2.930,2.700
4,1:15,4,9,NYJ 11,20,26,Sebastian Janikowski 29 yard field goal good,2.700,3.000
4,1:15,,,OAK 30,20,26,--,0.000,0.670
4,1:06,1,10,NYJ 26,20,26,Chad Pennington pass incomplete intended for Kevin Swayne (defended by Terrance Shaw),0.670,0.130
4,1:01,2,10,NYJ 26,20,26,Chad Pennington pass incomplete intended for Laveranues Coles (defended by Tory James),0.130,-0.560
4,0:56,3,10,NYJ 26,20,26,Chad Pennington pass complete to Laveranues Coles for 12 yards (tackle by Eric Barton),-0.560,1.470
4,0:37,1,10,NYJ 38,20,26,Chad Pennington pass incomplete,1.470,0.920
4,0:36,2,10,NYJ 38,20,26,Chad Pennington pass complete to Laveranues Coles for 27 yards (tackle by Anthony Dorsett),0.920,3.250
4,0:20,1,10,OAK 35,20,26,Chad Pennington pass incomplete,3.250,2.700
4,0:19,2,10,OAK 35,20,26,Chad Pennington sacked by Roderick Coleman for -11 yards,2.700,0.560
4,0:05,3,21,OAK 46,20,26,Chad Pennington pass incomplete,0.560,0.200
4,0:04,4,21,OAK 46,20,26,Chad Pennington pass incomplete intended for Wayne Chrebet is intercepted by Rod Woodson at OAK-9,0.200,0.000
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
