Quarter,Time,Down,ToGo,Location,PIT,NOR,Detail,EPB,EPA
1,9:29,2,10,PIT 26,0,0,Rashard Mendenhall left tackle for -1 yards (tackle by Will Smith and Jonathan Vilma),0.130,-0.690
1,8:44,,,,0,0,Timeout #1 by Pittsburgh Steelers,0.000,-0.690
1,8:44,3,11,PIT 25,0,0,Ben Roethlisberger sacked by Pierson Prioleau and Will Smith for -6 yards,-0.690,-2.140
1,8:27,4,17,PIT 19,0,0,"Daniel Sepulveda punts 40 yards, returned by Lance Moore for no gain. Penalty on Jo-Lonn Dunbar: Offensive Holding (Offsetting), Penalty on Anthony Madison: Player Out of Bounds on (Offsetting) (no play)",-2.140,-2.140
1,8:19,4,17,PIT 19,0,0,"Daniel Sepulveda punts 49 yards, returned by Lance Moore for 17 yards (tackle by Anthony Madison)",-2.140,-2.190
,,,,,,,"PIT challenged the runner was down by contact ruling, and the play was upheld.",,
1,8:04,1,10,NOR 49,0,0,Drew Brees pass complete short right to David Thomas for 9 yards (tackle by Bryant McFadden),2.190,2.860
1,7:27,2,1,PIT 42,0,0,Drew Brees pass complete short right to David Thomas for no gain,2.860,2.150
1,6:50,3,1,PIT 42,0,0,Chris Ivory left guard for no gain (tackle by James Farrior and Lawrence Timmons),2.150,0.460
1,6:06,4,1,PIT 42,0,0,Chris Ivory right guard for 6 yards (tackle by Troy Polamalu and Ryan Clark),0.460,3.180
1,5:30,1,10,PIT 36,0,0,Julius Jones right end for -3 yards (tackle by Lawrence Timmons),3.180,2.230
1,4:55,2,13,PIT 39,0,0,Drew Brees pass complete short right to Lance Moore for 8 yards (tackle by Lawrence Timmons),2.230,2.610
1,4:16,3,5,PIT 31,0,0,"Drew Brees pass incomplete short right intended for Julius Jones (defended by James Farrior). Penalty on Julius Jones: Unsportsmanlike Conduct, 15 yards",2.610,0.200
1,4:11,4,20,PIT 46,0,0,"Thomas Morstead punts 36 yards, fair catch by Antwaan Randle El",0.200,0.380
1,4:04,1,10,PIT 10,0,0,Mewelde Moore left guard for 18 yards (tackle by Leigh Torrence),-0.380,0.810
1,3:21,1,10,PIT 28,0,0,Ben Roethlisberger pass complete short right to Hines Ward for 1 yard (tackle by Scott Shanle),0.810,0.400
1,2:48,2,9,PIT 29,0,0,Mewelde Moore left guard for 1 yard (tackle by Remi Ayodele),0.400,-0.160
1,2:03,3,8,PIT 30,0,0,Ben Roethlisberger pass incomplete short middle intended for Hines Ward,-0.160,-1.370
1,1:59,4,8,PIT 30,0,0,"Daniel Sepulveda punts 52 yards, fair catch by Lance Moore",-1.370,-0.040
1,1:51,1,10,NOR 18,0,0,Drew Brees pass incomplete short right intended for Marques Colston,0.040,-0.490
1,1:48,2,10,NOR 18,0,0,Chris Ivory left tackle for 2 yards (tackle by Lawrence Timmons),-0.490,-0.910
1,1:07,3,8,NOR 20,0,0,Drew Brees pass complete short left to Jeremy Shockey for 7 yards (tackle by James Harrison),-0.910,-1.570
1,0:35,4,1,NOR 27,0,0,"Thomas Morstead punts 55 yards, returned by Emmanuel Sanders for 38 yards (tackle by Courtney Roby)",-1.570,-2.650
1,0:20,1,10,NOR 44,0,0,Ben Roethlisberger pass complete short right to David Johnson for 9 yards (tackle by Leigh Torrence),2.650,3.330
Quarter,Time,Down,ToGo,Location,PIT,NOR,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,1,NOR 35,0,0,Rashard Mendenhall right tackle for 4 yards (tackle by Danny Clark),3.330,3.510
2,14:26,1,10,NOR 31,0,0,Rashard Mendenhall left tackle for 6 yards (tackle by Malcolm Jenkins),3.510,3.780
2,13:50,2,4,NOR 25,0,0,Rashard Mendenhall left guard for 7 yards (tackle by Danny Clark),3.780,4.370
2,13:10,1,10,NOR 18,0,0,Ben Roethlisberger pass complete short right to Rashard Mendenhall for 5 yards (tackle by Scott Shanle),4.370,4.610
2,12:29,2,5,NOR 13,0,0,Rashard Mendenhall right guard for 1 yard (tackle by Jonathan Vilma and Remi Ayodele),4.610,4.030
2,11:43,3,4,NOR 12,0,0,Ben Roethlisberger pass complete short middle to Antwaan Randle El for 11 yards (tackle by Leigh Torrence),4.030,6.970
,,,,,,,"NOR challenged the runner broke the plane ruling, and the original play was overturned.",,
2,11:21,1,1,NOR 1,0,0,Isaac Redman left guard for -1 yards (tackle by Sedrick Ellis and Scott Shanle),6.970,5.720
2,10:41,2,2,NOR 2,0,0,Rashard Mendenhall right tackle for 1 yard (tackle by Roman Harper),5.720,5.170
2,9:58,3,1,NOR 1,0,0,Rashard Mendenhall right tackle for no gain (tackle by Jeff Charleston and Jonathan Vilma),5.170,3.550
2,9:12,4,1,NOR 1,3,0,Jeff Reed 19 yard field goal good,3.550,3.000
2,,,,PIT 30,3,0,"Jeff Reed kicks off 69 yards, returned by Courtney Roby for 25 yards (tackle by Ike Taylor)",0.000,0.670
2,9:03,1,10,NOR 26,3,0,Chris Ivory right guard for 3 yards (tackle by James Farrior),0.670,0.540
2,8:29,2,7,NOR 29,3,0,Drew Brees pass complete short right to Robert Meachem for 1 yard (tackle by Troy Polamalu),0.540,-0.030
2,7:45,3,6,NOR 30,3,0,Drew Brees pass complete short right to Marques Colston for 13 yards (tackle by Lawrence Timmons and Troy Polamalu),-0.030,1.800
2,7:05,1,10,NOR 43,3,0,Drew Brees pass incomplete short right intended for Heath Evans,1.800,1.250
2,6:57,2,10,NOR 43,3,0,Drew Brees pass complete short right to Julius Jones for -4 yards (tackle by LaMarr Woodley),1.250,0.040
2,6:12,3,14,NOR 39,3,0,Drew Brees pass complete short left to Devery Henderson for 13 yards (tackle by Ike Taylor),0.040,0.070
2,5:20,4,1,PIT 48,3,0,"Thomas Morstead punts 38 yards, fair catch by Antwaan Randle El",0.070,0.380
2,5:12,1,10,PIT 10,3,0,Rashard Mendenhall right tackle for no gain (tackle by Anthony Hargrove and Scott Shanle),-0.380,-0.780
2,4:33,2,10,PIT 10,3,0,Ben Roethlisberger pass complete deep right to Mike Wallace for 21 yards (tackle by Usama Young),-0.780,1.000
2,3:54,1,10,PIT 31,3,0,Rashard Mendenhall left tackle for 3 yards (tackle by Malcolm Jenkins),1.000,0.870
2,3:10,2,7,PIT 34,3,0,Ben Roethlisberger pass incomplete short right intended for Hines Ward (defended by Malcolm Jenkins),0.870,0.170
2,3:05,3,7,PIT 34,3,0,Ben Roethlisberger sacked by Will Smith for -6 yards,0.170,-1.500
2,2:36,,,,3,0,Timeout #1 by New Orleans Saints,0.000,-1.500
2,2:36,4,13,PIT 28,3,0,"Daniel Sepulveda punts 54 yards, fair catch by Lance Moore",-1.500,-0.040
2,2:29,1,10,NOR 18,3,0,Drew Brees sacked by James Harrison for -10 yards,0.040,-1.510
2,2:00,2,20,NOR 8,3,0,Drew Brees pass incomplete deep left intended for Devery Henderson is intercepted by Ike Taylor at NOR-45 and returned for 9 yards,-1.510,-3.180
2,1:51,1,10,NOR 36,3,0,Ben Roethlisberger pass incomplete deep left intended for Antwaan Randle El (defended by Malcolm Jenkins),3.180,2.640
2,1:43,2,10,NOR 36,3,0,Ben Roethlisberger pass complete short right to Mike Wallace for 13 yards (tackle by Leigh Torrence and Darren Sharper). Penalty on Darren Sharper: Defensive Offside (Declined),2.640,4.040
2,1:37,1,10,NOR 23,3,0,"Ben Roethlisberger pass incomplete deep middle intended for Hines Ward (defended by Leigh Torrence). Penalty on Hines Ward: Offensive Pass Interfere, 10 yards (no play)",4.040,3.380
2,1:31,,,,3,0,Timeout #2 by New Orleans Saints,0.000,3.380
2,1:31,1,20,NOR 33,3,0,Ben Roethlisberger pass incomplete (defended by Will Smith),3.380,2.150
2,1:26,2,20,NOR 33,3,0,Ben Roethlisberger pass incomplete deep left intended for Antwaan Randle El,2.150,1.490
2,1:22,3,20,NOR 33,3,0,Ben Roethlisberger pass incomplete short left intended for Hines Ward (defended by Jonathan Vilma),1.490,1.150
2,1:16,4,20,NOR 33,3,0,Jeff Reed 51 yard field goal no good,1.150,-1.660
2,1:11,1,10,NOR 41,3,0,Drew Brees pass complete short left to Jeremy Shockey for 9 yards (tackle by Lawrence Timmons),1.660,2.340
2,0:50,2,1,,3,0,Drew Brees pass complete short left to Devery Henderson for 13 yards,2.340,3.120
2,0:45,1,10,PIT 37,3,0,"Drew Brees pass complete short middle to Marques Colston for 12 yards (tackle by Troy Polamalu). Penalty on Jon Stinchcomb: Offensive Holding, 10 yards (no play)",3.120,2.460
2,0:35,1,20,PIT 47,3,0,Drew Brees pass complete short right to Marques Colston for 27 yards,2.460,4.240
2,0:30,1,10,PIT 20,3,0,Drew Brees pass incomplete deep middle intended for Jeremy Shockey (defended by Ryan Clark),4.240,3.690
2,0:26,2,10,PIT 20,3,0,Ladell Betts left guard for 7 yards (tackle by Ryan Clark),3.690,4.100
2,0:16,,,,3,0,Timeout #3 by New Orleans Saints,0.000,4.100
2,0:16,3,3,PIT 13,3,0,Drew Brees pass incomplete short middle intended for Ladell Betts,4.100,0.000
2,,,,,3,0,,0.000,2.670
2,0:12,4,3,PIT 13,3,3,Garrett Hartley 31 yard field goal good,2.670,3.000
2,,,,NOR 30,3,3,"Garrett Hartley kicks off 60 yards, returned by Emmanuel Sanders for 31 yards (tackle by Usama Young)",0.000,1.660
2,0:01,1,10,PIT 41,3,3,Ben Roethlisberger kneels for -1 yards,1.660,0.990
Quarter,Time,Down,ToGo,Location,PIT,NOR,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,PIT 30,3,3,"Jeff Reed kicks off 65 yards, returned by Courtney Roby for 39 yards (tackle by Jason Worilds)",0.000,1.860
3,14:54,1,10,NOR 44,3,3,Drew Brees pass complete short right to Julius Jones for 13 yards (tackle by Lawrence Timmons),1.860,2.720
3,14:14,1,10,PIT 43,3,3,Chris Ivory left tackle for no gain (tackle by Lawrence Timmons and James Farrior),2.720,2.180
3,13:38,2,10,PIT 43,3,3,Drew Brees pass complete deep left to Lance Moore for 18 yards,2.180,3.910
3,13:08,1,10,PIT 25,3,3,Julius Jones right guard for 11 yards (tackle by William Gay),3.910,4.650
3,12:28,1,10,PIT 14,3,3,Drew Brees pass complete short right to Marques Colston for 5 yards (tackle by Troy Polamalu),4.650,4.900
3,11:47,2,5,PIT 9,3,3,Drew Brees pass complete short right to Lance Moore for 4 yards (tackle by Bryant McFadden),4.900,4.960
3,11:16,3,1,PIT 5,3,3,Drew Brees pass complete short left to Heath Evans for 2 yards (tackle by William Gay),4.960,6.510
3,10:36,1,3,PIT 3,3,3,Chris Ivory left guard for -1 yards (tackle by James Farrior),6.510,5.340
3,9:57,2,4,PIT 4,3,3,"Drew Brees pass incomplete short middle intended for Lance Moore. Penalty on Troy Polamalu: Defensive Pass Interfere, 3 yards (no play)",5.340,6.970
3,9:53,1,1,PIT 1,3,3,Drew Brees pass incomplete short right intended for Zach Strief,6.970,5.910
3,9:49,2,1,PIT 1,3,3,Chris Ivory right tackle for -3 yards (tackle by Chris Hoke),5.910,4.490
3,9:07,3,4,PIT 4,3,3,Ladell Betts left tackle for -1 yards (tackle by Lawrence Timmons and James Harrison),4.490,3.010
3,8:28,4,5,PIT 5,3,6,Garrett Hartley 23 yard field goal good,3.010,3.000
3,,,,NOR 30,3,6,"Garrett Hartley kicks off 75 yards, returned by Emmanuel Sanders for 42 yards (tackle by Anthony Hargrove). Emmanuel Sanders fumbles (forced by Anthony Hargrove), recovered by Isaac Redman at PIT-40",0.000,1.600
3,8:12,1,10,PIT 40,3,6,Rashard Mendenhall right guard for no gain (tackle by Alex Brown),1.600,1.050
3,7:51,2,10,PIT 40,3,6,Ben Roethlisberger pass complete short left to Antwaan Randle El for 9 yards (tackle by Malcolm Jenkins),1.050,1.550
3,7:03,3,1,PIT 49,3,6,Isaac Redman left tackle for 5 yards (tackle by Roman Harper),1.550,2.520
3,6:19,1,10,NOR 46,3,6,"Ben Roethlisberger left end for 7 yards (tackle by Scott Shanle). Penalty on Jonathan Scott: Offensive Holding, 10 yards (no play)",2.520,1.860
3,5:45,1,20,PIT 44,3,6,Rashard Mendenhall right guard for 3 yards (tackle by Scott Shanle),1.860,1.030
3,5:03,2,17,PIT 47,3,6,Ben Roethlisberger pass incomplete short right intended for Rashard Mendenhall,1.030,0.370
3,4:59,,,,3,6,Timeout #1 by Pittsburgh Steelers,0.000,0.370
3,4:59,3,17,PIT 47,3,6,Ben Roethlisberger pass complete short right to Antwaan Randle El for 13 yards (tackle by Malcolm Jenkins and Pierson Prioleau),0.370,0.590
3,4:14,4,4,NOR 40,3,6,Ben Roethlisberger pass incomplete short right intended for Emmanuel Sanders (defended by Malcolm Jenkins),0.590,-1.660
3,4:08,1,10,NOR 41,3,6,Drew Brees pass complete short right to Ladell Betts for no gain,1.660,1.120
3,3:28,2,10,NOR 41,3,6,Drew Brees pass complete short left to Robert Meachem for 1 yard (tackle by Ike Taylor),1.120,0.560
3,2:47,3,9,NOR 42,3,6,Drew Brees pass complete short right to Robert Meachem for 12 yards (tackle by Bryant McFadden),0.560,2.520
3,2:09,1,10,PIT 46,3,6,Marques Colston right end for 1 yard (tackle by Casey Hampton),2.520,2.110
3,1:12,2,9,PIT 45,3,6,Julius Jones left guard for 4 yards (tackle by James Harrison),2.110,1.950
3,0:45,3,5,PIT 41,3,6,Drew Brees pass complete short middle to Jeremy Shockey for 14 yards (tackle by Troy Polamalu and Ryan Clark),1.950,3.780
Quarter,Time,Down,ToGo,Location,PIT,NOR,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,PIT 27,3,6,Drew Brees pass complete short right to Marques Colston for 9 yards (tackle by Bryant McFadden),3.780,4.530
4,14:31,2,1,PIT 18,3,6,Julius Jones right guard for no gain (tackle by Ryan Clark and Nick Eason),4.530,3.840
4,13:43,3,1,PIT 18,3,6,Ladell Betts right guard for 2 yards (tackle by Casey Hampton),3.840,4.510
4,13:00,1,10,PIT 16,3,12,"Drew Brees pass complete short right to Marques Colston for 16 yards, touchdown",4.510,7.000
4,,,,PIT 2,3,13,Garrett Hartley kicks extra point good,0.000,0.000
4,,,,NOR 30,3,13,"Garrett Hartley kicks off 58 yards, returned by Isaac Redman for 20 yards (tackle by Courtney Roby)",0.000,1.070
4,12:49,1,10,PIT 32,3,13,Ben Roethlisberger pass complete short middle to Matt Spaeth for 9 yards (tackle by Danny Clark and Scott Shanle),1.070,1.740
4,12:15,2,1,PIT 41,3,13,Ben Roethlisberger pass complete short left to Hines Ward for 12 yards (tackle by Scott Shanle),1.740,2.460
4,11:33,1,10,NOR 47,3,13,Ben Roethlisberger pass complete short right to Mike Wallace for 9 yards (tackle by Jonathan Vilma),2.460,3.130
4,10:56,2,1,NOR 38,9,13,"Rashard Mendenhall right tackle for 38 yards, touchdown",3.130,7.000
4,,,,NOR 2,10,13,Jeff Reed kicks extra point good,0.000,0.000
4,,,,PIT 30,10,13,"Jeff Reed kicks off 60 yards, returned by Courtney Roby for 19 yards (tackle by Ryan Mundy). Penalty on Jo-Lonn Dunbar: Offensive Holding, 10 yards",0.000,0.150
4,10:42,1,10,NOR 19,10,13,Drew Brees pass incomplete short left intended for Marques Colston (defended by Ike Taylor),0.150,-0.390
4,10:38,2,10,NOR 19,10,13,Drew Brees pass complete short right to David Thomas for 5 yards (tackle by James Farrior),-0.390,-0.420
4,9:58,3,5,NOR 24,10,13,Drew Brees pass complete deep left to Robert Meachem for 50 yards (tackle by Troy Polamalu),-0.420,3.840
4,9:25,1,10,PIT 26,10,13,Julius Jones left guard for 2 yards (tackle by James Harrison),3.840,3.570
4,8:46,2,8,PIT 24,10,13,Drew Brees pass complete short right to Lance Moore for 4 yards,3.570,3.400
4,8:08,3,4,PIT 20,10,13,"Drew Brees sacked by Bryant McFadden for -7 yards. Drew Brees fumbles (forced by Bryant McFadden), recovered by LaMarr Woodley at PIT-27 (tackle by Jermon Bushrod)",3.400,-0.740
4,8:01,1,10,PIT 27,10,13,Ben Roethlisberger pass complete short left to Matt Spaeth for 12 yards (tackle by Jonathan Vilma),0.740,1.530
4,7:18,1,10,PIT 39,10,13,Rashard Mendenhall right tackle for 2 yards (tackle by Jonathan Vilma),1.530,1.260
4,6:37,2,8,PIT 41,10,13,"Ben Roethlisberger pass complete short middle to Heath Miller for 25 yards (tackle by Marvin Mitchell). Heath Miller fumbles (forced by Marvin Mitchell), recovered by Darren Sharper at NOR-34 and returned for 11 yards (tackle by Hines Ward)",1.260,-1.930
4,6:24,1,10,NOR 45,10,13,Drew Brees pass complete short right to Robert Meachem for 7 yards (tackle by William Gay),1.930,2.330
4,5:47,2,3,PIT 48,10,13,Drew Brees pass complete short left to Marques Colston for 5 yards (tackle by William Gay),2.330,2.720
4,5:06,1,10,PIT 43,10,13,Julius Jones right guard for 1 yard (tackle by William Gay and Evander Hood),2.720,2.310
4,4:24,2,9,PIT 42,10,13,"Drew Brees pass complete short right to Devery Henderson for 7 yards (tackle by Bryant McFadden). Penalty on James Harrison: Roughing the Passer, 15 yards",2.310,4.240
4,4:17,1,10,PIT 20,10,13,Julius Jones right end for 1 yard (tackle by Lawrence Timmons),4.240,3.820
4,3:32,,,,10,13,Timeout #1 by New Orleans Saints,0.000,3.820
4,3:32,2,9,PIT 19,10,13,Drew Brees pass complete short right to David Thomas for 1 yard (tackle by Lawrence Timmons),3.820,3.220
4,3:26,,,,10,13,Timeout #2 by Pittsburgh Steelers,0.000,3.220
4,3:26,3,8,PIT 18,10,13,Drew Brees pass complete short middle to Lance Moore for 10 yards (tackle by James Farrior and William Gay),3.220,5.370
4,2:42,1,8,PIT 8,10,19,"Drew Brees pass complete short middle to Lance Moore for 8 yards, touchdown",5.370,7.000
4,,,,PIT 2,10,20,Garrett Hartley kicks extra point good,0.000,0.000
4,,,,NOR 30,10,20,"Thomas Morstead kicks off 75 yards, returned by Emmanuel Sanders for 26 yards (tackle by Pierson Prioleau)",0.000,0.340
4,2:31,1,10,PIT 21,10,20,Ben Roethlisberger sacked by Jonathan Vilma for -12 yards,0.340,-1.660
4,2:03,2,22,PIT 9,10,20,Ben Roethlisberger pass complete short middle to Heath Miller for 14 yards (tackle by Marvin Mitchell and Jonathan Vilma),-1.660,-0.630
4,1:56,3,8,PIT 23,10,20,Ben Roethlisberger pass complete deep right to Emmanuel Sanders for 21 yards (tackle by Leigh Torrence). Penalty on NOR: Illegal Contact (Declined),-0.630,1.860
4,1:50,1,10,PIT 44,10,20,Ben Roethlisberger pass incomplete short right intended for Mike Wallace is intercepted by Leigh Torrence at NOR-48 and returned for 21 yards,1.860,-3.510
4,1:40,1,10,PIT 31,10,20,Drew Brees kneels for -1 yards,3.510,2.830
4,0:59,2,11,PIT 32,10,20,Drew Brees kneels for no gain,2.830,2.150
4,0:18,3,11,PIT 32,10,20,Drew Brees kneels for -1 yards,2.150,1.150
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
