Quarter,Time,Tm,Detail,PIT,CIN
1.0,9:29,Bengals,Joe Burrow 8 yard rush (Evan McPherson kick),0,7
,6:01,Bengals,Evan McPherson 31 yard field goal,0,10
,2:17,Steelers,Chris Boswell 40 yard field goal,3,10
2.0,14:15,Bengals,Tee Higgins 32 yard pass from Joe Burrow (Evan McPherson kick),3,17
,2:43,Bengals,Joe Mixon 1 yard rush (Evan McPherson kick),3,24
,0:30,Bengals,Mike Hilton 24 yard interception return (Evan McPherson kick),3,31
3.0,2:35,Bengals,Evan McPherson 51 yard field goal,3,34
4.0,13:10,Bengals,Joe Mixon 1 yard rush (Evan McPherson kick),3,41
,2:59,Steelers,Pat Freiermuth 15 yard pass from Ben Roethlisberger (Chris Boswell kick),10,41
