Player,Tm,Int,Tgt,Cmp,Cmp%,Yds,Yds/Cmp,Yds/Tgt,TD,Rat,DADOT,Air,YAC,Bltz,Hrry,QBKD,Sk,Prss,Comb,MTkl,MTkl%
James Pierre,PIT,0,9,7,77.8%,120,17.1,13.3,1,155.8,18.8,97,23,0,0,0,0.0,0,4,1,20.0%
Alex Highsmith,PIT,0,3,3,100.0%,3,1.0,1.0,0,79.2,-4.3,-13,16,5,1,0,0.0,1,5,0,0.0%
Minkah Fitzpatrick,PIT,1,3,3,100.0%,28,9.3,9.3,0,66.0,-0.7,-2,30,0,0,0,0.0,0,9,0,0.0%
Cameron Sutton,PIT,0,4,3,75.0%,34,11.3,8.5,0,100.0,6.0,18,16,0,0,0,0.0,0,4,0,0.0%
Arthur Maulet,PIT,0,1,1,100.0%,9,9.0,9.0,0,104.2,9.0,9,0,3,0,0,0.0,0,6,0,0.0%
Joe Schobert,PIT,0,1,1,100.0%,0,0.0,0.0,0,79.2,0.0,0,0,0,0,0,0.0,0,10,0,0.0%
Terrell Edmunds,PIT,0,1,1,100.0%,-4,-4.0,-4.0,0,79.2,-4.0,-4,0,1,0,0,0.0,0,6,0,0.0%
Chris Wormley,PIT,0,0,0,,,,,,,,,,0,0,0,1.0,1,4,0,0.0%
T.J. Watt,PIT,0,0,0,,,,,,,,,,0,1,0,0.0,1,2,1,33.3%
Cameron Heyward,PIT,0,0,0,,,,,,,,,,0,0,0,1.0,1,8,0,0.0%
Derrek Tuszka,PIT,0,0,0,,,,,,,,,,0,0,1,0.0,1,2,0,0.0%
Ahkello Witherspoon,PIT,0,1,0,0.0%,,,0.0,,39.6,6.0,,,0,0,0,0.0,0,1,0,0.0%
Devin Bush Jr.,PIT,0,0,0,,,,,,,,,,2,0,0,0.0,0,5,0,0.0%
Player,Tm,Int,Tgt,Cmp,Cmp%,Yds,Yds/Cmp,Yds/Tgt,TD,Rat,DADOT,Air,YAC,Bltz,Hrry,QBKD,Sk,Prss,Comb,MTkl,MTkl%
Tre Flowers,CIN,0,6,4,66.7%,45,11.3,7.5,0,88.9,7.5,21,24,0,0,0,0.0,0,4,0,0.0%
Logan Wilson,CIN,0,5,4,80.0%,32,8.0,6.4,0,93.3,4.4,20,12,1,0,0,0.0,0,6,1,14.3%
Markus Bailey,CIN,0,3,3,100.0%,25,8.3,8.3,0,101.4,3.7,11,14,0,0,0,0.0,0,5,0,0.0%
Darius Phillips,CIN,0,4,3,75.0%,50,16.7,12.5,1,156.2,12.3,46,4,0,0,0,0.0,0,1,0,0.0%
Vonn Bell,CIN,0,4,2,50.0%,9,4.5,2.3,0,56.2,0.0,-4,13,1,0,0,0.0,0,3,2,40.0%
Sam Hubbard,CIN,0,1,1,100.0%,2,2.0,2.0,0,79.2,2.0,2,0,0,0,0,1.0,1,2,0,0.0%
Germaine Pratt,CIN,0,3,1,33.3%,12,12.0,4.0,0,46.5,-2.0,0,12,3,0,0,0.0,0,3,1,25.0%
Ricardo Allen,CIN,0,1,1,100.0%,11,11.0,11.0,0,112.5,4.0,4,7,1,0,0,0.0,0,2,0,0.0%
Mike Hilton,CIN,1,3,1,33.3%,3,3.0,1.0,0,2.8,4.7,3,0,0,0,0,0.0,0,4,1,20.0%
Michael Thomas,CIN,0,2,1,50.0%,9,9.0,4.5,0,62.5,17.0,9,0,0,0,0,0.0,0,3,0,0.0%
Jalen Davis,CIN,0,1,1,100.0%,9,9.0,9.0,0,104.2,3.0,3,6,0,0,0,0.0,0,1,1,50.0%
Chidobe Awuzie,CIN,0,2,1,50.0%,15,15.0,7.5,0,75.0,22.0,15,0,0,0,0,0.0,0,1,0,0.0%
Eli Apple,CIN,1,4,1,25.0%,41,41.0,10.3,0,30.2,19.3,37,4,0,0,0,0.0,0,2,0,0.0%
Trey Hendrickson,CIN,0,0,0,,,,,,,,,,0,0,2,1.0,3,2,0,0.0%
Larry Ogunjobi,CIN,0,0,0,,,,,,,,,,0,0,1,0.0,1,1,0,0.0%
Khalid Kareem,CIN,0,0,0,,,,,,,,,,0,0,1,0.0,1,1,0,0.0%
B.J. Hill,CIN,0,0,0,,,,,,,,,,0,0,0,1.0,1,4,0,0.0%
Cameron Sample,CIN,0,1,0,0.0%,,,0.0,,39.6,0.0,,,0,0,0,0.0,0,1,0,0.0%
