Quarter,Time,Down,ToGo,Location,NYJ,DEN,Detail,EPB,EPA
1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter
,,,,,,,"Jets won the coin toss, Jets to receive the opening kickoff.",,
1,15:00,,,DEN 30,0,0,"Todd Sauerbrun kicks off 69 yards, returned by Justin Miller for 21 yards (tackle by Todd Devoe)",0.000,0.410
1,14:54,1,10,NYJ 22,0,0,Justin McCareins left end for 8 yards (tackle by Nick Ferguson),0.410,0.950
1,14:29,2,2,NYJ 30,0,0,Brooks Bollinger pass complete to Laveranues Coles for 17 yards (tackle by Darrent Williams),0.950,2.060
1,13:58,1,10,NYJ 47,0,0,Curtis Martin up the middle for 3 yards (tackle by John Lynch),2.060,1.920
1,13:26,2,7,DEN 50,0,0,Curtis Martin left tackle for 1 yard (tackle by Michael Myers and Courtney Brown),1.920,1.360
1,12:50,3,6,DEN 49,0,0,Brooks Bollinger pass complete to Laveranues Coles for -2 yards (tackle by Champ Bailey),1.360,-0.130
1,12:19,4,8,NYJ 49,0,0,Ben Graham punts 47 yards,-0.130,0.380
1,12:08,1,10,DEN 5,0,0,Jake Plummer pass complete to Mike Anderson for 9 yards (tackle by Jonathan Vilma),-0.380,-0.100
1,11:31,2,1,DEN 14,0,0,Mike Anderson left guard for 5 yards (tackle by Jonathan Vilma),-0.100,0.150
1,10:55,1,10,DEN 19,0,0,Jake Plummer pass complete to Rod Smith for 12 yards (tackle by Justin Miller and John Abraham),0.150,1.000
1,10:18,1,10,DEN 31,0,0,Jake Plummer pass complete to Rod Smith for 14 yards (tackle by Erik Coleman),1.000,1.930
1,9:41,1,10,DEN 45,0,0,Mike Anderson right tackle for 3 yards (tackle by James Reed),1.930,1.790
1,9:03,2,7,DEN 48,0,0,Mike Anderson left tackle for 7 yards (tackle by Victor Hobson),1.790,2.590
1,8:23,1,10,NYJ 45,0,0,Jake Plummer right end for 7 yards (tackle by Mark Brown),2.590,2.990
1,7:39,2,3,NYJ 38,0,0,Tatum Bell right end for 2 yards (tackle by Lance Legree and Jonathan Vilma),2.990,2.540
1,6:58,3,1,NYJ 36,0,0,Tatum Bell right tackle for 4 yards (tackle by Jonathan Vilma),2.540,3.450
1,6:19,1,10,NYJ 32,0,0,Jake Plummer pass incomplete intended for Tatum Bell (defended by Jonathan Vilma),3.450,2.900
1,6:14,2,10,NYJ 32,0,0,Mike Anderson right tackle for 2 yards (tackle by James Reed),2.900,2.480
1,5:32,3,8,NYJ 30,0,0,"Jake Plummer pass incomplete intended for Ashley Lelie. Penalty on Ty Law: Defensive Holding, 5 yards (no play)",2.480,3.910
1,5:28,1,10,NYJ 25,0,0,Jake Plummer pass complete to Rod Smith for 11 yards (tackle by Justin Miller),3.910,4.650
1,4:44,1,10,NYJ 14,0,0,Jake Plummer pass complete to Stephen Alexander for 9 yards (tackle by Mark Brown),4.650,5.670
1,4:04,2,1,NYJ 5,0,0,Tatum Bell left end for no gain (tackle by Victor Hobson),5.670,4.960
1,3:23,3,1,NYJ 5,0,0,Mike Anderson left tackle for 4 yards (tackle by Trevor Johnson),4.960,6.970
1,2:41,1,1,NYJ 1,0,0,Jake Plummer pass incomplete intended for Kyle Johnson,6.970,5.910
1,2:37,2,1,NYJ 1,0,6,"Mike Anderson right guard for 1 yard, touchdown",5.910,7.000
1,,,,NYJ 2,0,7,Jason Elam kicks extra point good,0.000,0.000
1,,,,DEN 30,0,7,"Todd Sauerbrun kicks off 70 yards, returned by Justin Miller for 25 yards (tackle by Cecil Sapp)",0.000,0.610
1,2:29,1,10,NYJ 25,0,7,Brooks Bollinger pass complete to Jerald Sowell for 7 yards (tackle by Darrent Williams),0.610,1.010
1,1:55,2,3,NYJ 32,0,7,Brooks Bollinger up the middle for -3 yards (tackle by Michael Myers),1.010,-0.100
1,1:23,3,6,NYJ 29,0,7,Brooks Bollinger for 7 yards (tackle by Al Wilson),-0.100,1.330
1,0:55,1,10,NYJ 36,0,7,Brooks Bollinger sacked by Al Wilson for -5 yards,1.330,0.120
1,0:29,2,15,NYJ 31,0,7,Brooks Bollinger pass incomplete intended for Justin McCareins,0.120,-0.560
1,0:22,3,15,NYJ 31,0,7,Brooks Bollinger pass complete to Doug Jolley for 4 yards (tackle by Darrent Williams),-0.560,-1.040
Quarter,Time,Down,ToGo,Location,NYJ,DEN,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,4,11,NYJ 35,0,7,"Ben Graham punts 58 yards, returned by Darrent Williams for 4 yards (tackle by Joel Dreessen)",-1.040,0.370
