Quarter,Time,Down,ToGo,Location,HOU,NYJ,Detail,EPB,EPA
1,5:32,1,10,HOU 30,7,0,Bilal Powell up the middle for 2 yards (tackle by Shaun Cody and Bradie James),3.580,3.300
1,4:54,2,8,HOU 28,7,0,Joe McKnight right tackle for 1 yard (tackle by Connor Barwin and Brian Cushing),3.300,2.740
1,4:13,3,7,HOU 27,7,6,"Mark Sanchez pass complete deep middle to Jeff Cumberland for 27 yards, touchdown",2.740,7.000
1,4:13,,,HOU 2,7,7,Nick Folk kicks extra point good,0.000,0.000
1,4:07,,,NYJ 35,7,7,"Nick Folk kicks off 62 yards, returned by Trindon Holliday for 14 yards (tackle by Lex Hilliard). Penalty on Shiloh Keo: Illegal Block Above the Waist, 4 yards, Penalty on HOU: Low Block (Declined)",0.000,-0.380
1,4:02,1,10,HOU 4,7,7,Arian Foster left tackle for 46 yards (tackle by Yeremiah Bell),-0.380,2.260
1,3:13,1,10,,7,7,Arian Foster left end for no gain (tackle by Bryan Thomas),2.260,1.710
1,2:38,2,10,,7,7,Matt Schaub pass complete short middle to James Casey for 5 yards (tackle by David Harris),1.710,0.000
1,1:55,,,,7,7,Timeout #1 by Houston Texans,0.000,1.690
1,1:55,3,5,NYJ 45,7,7,Matt Schaub pass incomplete short middle intended for Kevin Walter (defended by Eric Smith),1.690,0.270
1,1:55,4,5,NYJ 45,7,7,Donnie Jones punts 30 yards,0.270,0.220
1,1:42,1,10,NYJ 15,7,7,Shonn Greene right guard for 3 yards (tackle by Brian Cushing),-0.220,-0.280
1,1:06,2,7,NYJ 18,7,7,Shonn Greene up the middle for 4 yards (tackle by Tim Dobbins and Brian Cushing),-0.280,-0.510
1,0:24,3,3,NYJ 22,7,7,Mark Sanchez pass complete short left to Chaz Schilens for 2 yards (tackle by Brice McCain),-0.510,-1.770
Quarter,Time,Down,ToGo,Location,HOU,NYJ,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,4,1,NYJ 24,7,7,Tim Tebow left tackle for 3 yards (tackle by Tim Dobbins),-1.770,0.740
2,14:16,1,10,NYJ 27,7,7,Mark Sanchez pass incomplete short right intended for Konrad Reuland,0.740,0.200
2,14:11,2,10,NYJ 27,7,7,Mark Sanchez pass incomplete short right intended for Bilal Powell,0.200,-0.490
2,14:08,3,10,NYJ 27,7,7,Mark Sanchez pass incomplete short middle intended for Bilal Powell (defended by Brooks Reed),-0.490,-1.570
2,13:57,4,10,NYJ 27,7,7,"Robert Malone punts 45 yards. Penalty on Isaiah Trufant: Illegal Touch Kick, 5 yards",-1.570,-1.140
2,13:56,1,10,HOU 33,7,7,Matt Schaub pass complete deep middle to Kevin Walter for 18 yards (tackle by LaRon Landry),1.140,2.320
2,13:16,1,10,NYJ 49,7,7,Matt Schaub pass complete short left to James Casey for 7 yards (tackle by Calvin Pace),2.320,2.730
2,12:35,2,3,NYJ 42,7,7,Arian Foster up the middle for 8 yards (tackle by Yeremiah Bell),2.730,3.310
2,11:59,1,10,NYJ 34,7,7,Arian Foster right tackle for 21 yards (tackle by Yeremiah Bell),3.310,4.710
2,11:18,1,10,NYJ 13,13,7,"Arian Foster left end for 13 yards, touchdown",4.710,7.000
2,11:18,,,NYJ 2,14,7,Shayne Graham kicks extra point good,0.000,0.000
2,11:11,,,HOU 35,14,7,"Shayne Graham kicks off 51 yards, returned by Joe McKnight for no gain. Penalty on Bryan Braman: Personal Foul, 15 yards",0.000,0.870
2,11:06,1,10,NYJ 29,14,7,Tim Tebow left tackle for 3 yards (tackle by Glover Quin),0.870,0.730
2,10:36,2,7,NYJ 32,14,7,Bilal Powell right tackle for 3 yards (tackle by Shaun Cody),0.730,0.430
2,10:01,3,4,NYJ 35,14,7,Mark Sanchez pass complete short left to Jeremy Kerley for 3 yards (tackle by Kareem Jackson),0.430,-0.850
2,10:01,4,1,NYJ 38,14,7,Mark Sanchez up the middle for 1 yard (tackle by Antonio Smith and Tim Dobbins),-0.850,1.530
2,8:57,1,10,NYJ 39,14,7,Mark Sanchez pass incomplete deep right intended for Antonio Cromartie,1.530,0.990
2,8:49,2,10,NYJ 39,14,7,Mark Sanchez pass incomplete deep left intended for Jeff Cumberland (defended by Danieal Manning),0.990,0.300
2,8:43,3,10,NYJ 39,14,7,Mark Sanchez pass incomplete short left intended for Bilal Powell,0.300,-0.780
2,8:38,4,10,NYJ 39,14,7,"Robert Malone punts 61 yards, touchback",-0.780,-0.280
2,8:30,1,10,HOU 20,14,7,Arian Foster right tackle for 4 yards (tackle by Mike DeVito),0.280,0.270
2,7:52,2,6,HOU 24,14,7,Matt Schaub pass incomplete,0.270,-0.430
2,7:46,3,6,HOU 24,14,7,Matt Schaub pass complete short right to Arian Foster for 16 yards (tackle by David Harris),-0.430,1.600
2,7:03,1,10,HOU 40,14,7,"Arian Foster left end for 1 yard (tackle by Antonio Cromartie). Penalty on James Casey: Offensive Holding, 10 yards (no play)",1.600,0.940
2,6:43,1,20,HOU 30,14,7,Matt Schaub pass complete short left to Kevin Walter for 9 yards (tackle by Antonio Cromartie),0.940,0.920
2,6:03,2,11,HOU 39,14,7,Matt Schaub pass complete short left to Owen Daniels for 12 yards (tackle by Eric Smith),0.920,2.320
2,5:22,1,10,NYJ 49,14,7,Matt Schaub pass incomplete short left intended for Arian Foster,2.320,1.780
2,5:17,2,10,NYJ 49,14,7,Arian Foster left guard for 3 yards (tackle by Mike DeVito and Josh Mauga),1.780,1.490
2,4:35,3,7,NYJ 46,14,7,Matt Schaub pass incomplete short right intended for Kevin Walter,1.490,0.200
2,4:29,4,7,NYJ 46,14,7,"Donnie Jones punts 39 yards, out of bounds",0.200,0.380
2,4:21,1,10,NYJ 7,14,7,Shonn Greene right guard for 4 yards (tackle by Tim Dobbins and Antonio Smith),-0.380,-0.490
2,3:46,2,6,NYJ 11,14,7,Mark Sanchez pass complete short right to Chaz Schilens for 5 yards (tackle by Bradie James),-0.490,-0.370
2,3:03,3,1,NYJ 16,14,7,Shonn Greene up the middle for 2 yards (tackle by Earl Mitchell and Bradie James),-0.370,0.040
2,2:20,1,10,NYJ 18,14,7,"Mark Sanchez sacked by Brooks Reed for -8 yards. Mark Sanchez fumbles (forced by Brooks Reed), recovered by Lex Hilliard at NYJ-10 and returned for 15 yards",0.040,0.550
2,2:00,2,3,NYJ 25,14,7,Mark Sanchez pass incomplete deep right intended for Clyde Gates,0.550,-0.270
2,1:55,3,3,NYJ 25,14,7,Mark Sanchez pass complete short middle to Chaz Schilens for 12 yards (tackle by Glover Quin),-0.270,1.400
2,1:23,1,10,NYJ 37,14,7,Mark Sanchez pass complete deep right to Jeremy Kerley for 36 yards (tackle by Johnathan Joseph),1.400,3.780
2,0:53,1,10,HOU 27,14,7,Mark Sanchez pass complete short right to Chaz Schilens for 10 yards (tackle by Johnathan Joseph),3.780,0.000
2,0:49,,,,14,7,Timeout #1 by New York Jets,0.000,4.440
2,0:49,1,10,HOU 17,14,7,Bilal Powell up the middle for 5 yards (tackle by Glover Quin and Bradie James),4.440,4.690
2,0:29,2,5,HOU 12,14,7,Mark Sanchez pass incomplete short left intended for Jeremy Kerley is intercepted by Brice McCain at HOU-5 and returned for 86 yards (tackle by Jeremy Kerley),4.690,-5.140
2,0:14,1,9,NYJ 9,14,7,Matt Schaub pass incomplete short left intended for Owen Daniels,5.140,4.380
2,0:09,2,9,NYJ 9,14,7,Matt Schaub pass incomplete short left intended for Andre Johnson,4.380,3.360
2,0:09,3,9,NYJ 9,17,7,Shayne Graham 27 yard field goal good,3.360,3.000
Quarter,Time,Down,ToGo,Location,HOU,NYJ,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,HOU 35,17,7,"Shayne Graham kicks off 65 yards, returned by Joe McKnight for 25 yards (tackle by Whitney Mercilus)",0.000,0.610
3,14:53,1,10,NYJ 25,17,7,Joe McKnight right tackle for 1 yard (tackle by Connor Barwin and J.J. Watt),0.610,0.200
3,14:53,2,9,NYJ 26,17,7,"Penalty on Vlad Ducasse: False Start, 5 yards (no play)",0.200,-0.480
3,14:10,2,14,NYJ 21,17,7,Joe McKnight right guard for 11 yards (tackle by Antonio Smith and Bradie James),-0.480,0.300
3,13:25,3,3,NYJ 32,17,7,"Mark Sanchez for no gain. Mark Sanchez fumbles, recovered by Jeremy Kerley at NYJ-28 and returned for 5 yards",0.300,-1.180
3,12:47,4,2,NYJ 33,17,7,"Robert Malone punts 58 yards, returned by Trindon Holliday for 3 yards (tackle by Tim Tebow). Penalty on DeVier Posey: Illegal Block Above the Waist, 6 yards",-1.180,0.380
3,12:33,1,10,HOU 6,17,7,Arian Foster left end for 4 yards (tackle by David Harris and LaRon Landry),-0.380,-0.490
3,11:53,2,6,HOU 10,17,7,Arian Foster up the middle for 4 yards (tackle by LaRon Landry and David Harris),-0.490,-0.480
3,11:15,3,2,HOU 14,17,7,Arian Foster left tackle for 2 yards (tackle by Josh Mauga),-0.480,-0.140
3,10:39,1,10,HOU 16,17,7,Matt Schaub pass complete short middle to Andre Johnson for 15 yards (tackle by Yeremiah Bell),-0.140,1.000
3,9:58,1,10,HOU 31,17,7,Matt Schaub pass incomplete short left intended for Andre Johnson,1.000,0.460
3,9:54,2,10,HOU 31,17,7,Justin Forsett right tackle for no gain (tackle by Kenrick Ellis),0.460,-0.230
3,9:13,3,10,HOU 31,17,7,Matt Schaub pass complete short middle to Owen Daniels for 19 yards (tackle by Yeremiah Bell),-0.230,2.260
3,8:32,1,10,,17,7,Arian Foster left tackle for 2 yards (tackle by Kenrick Ellis and Mike DeVito),2.260,1.980
3,7:53,2,8,NYJ 48,17,7,Arian Foster left tackle for 5 yards (tackle by Josh Mauga),1.980,1.950
3,7:11,3,3,NYJ 43,17,7,Matt Schaub pass complete short middle to James Casey for 11 yards (tackle by Yeremiah Bell),1.950,3.450
3,6:32,1,10,NYJ 32,17,7,Justin Forsett left tackle for 5 yards (tackle by Bart Scott and Kenrick Ellis),3.450,3.580
3,5:47,2,5,NYJ 27,17,7,Arian Foster left tackle for 3 yards (tackle by David Harris),3.580,3.270
3,5:03,3,2,NYJ 24,17,7,Matt Schaub pass incomplete short middle intended for James Casey,3.270,1.990
3,5:03,4,2,NYJ 24,20,7,Shayne Graham 42 yard field goal good,1.990,3.000
3,4:51,,,HOU 35,20,13,"Shayne Graham kicks off 65 yards, returned by Joe McKnight for 100 yards, touchdown",0.000,7.000
3,4:51,,,HOU 2,20,14,Nick Folk kicks extra point good,0.000,0.000
3,4:38,,,NYJ 35,20,14,"Nick Folk kicks onside 11 yards, recovered by Shiloh Keo",0.000,2.520
3,4:33,1,10,NYJ 46,20,14,Matt Schaub pass complete deep right to James Casey for 30 yards (tackle by Kenrick Ellis),2.520,4.510
3,3:48,1,10,NYJ 16,20,14,Arian Foster right tackle for 8 yards (tackle by LaRon Landry),4.510,5.350
3,3:10,2,2,NYJ 8,20,14,Arian Foster right guard for 1 yard (tackle by Kenrick Ellis),5.350,4.850
3,2:29,3,1,NYJ 7,20,14,Arian Foster up the middle for 1 yard (tackle by Mike DeVito and David Harris),4.850,5.830
3,1:46,1,6,NYJ 6,20,14,Arian Foster up the middle for 1 yard (tackle by David Harris),5.830,0.000
3,1:02,,,,20,14,Timeout #1 by Houston Texans,0.000,5.150
3,1:02,2,5,NYJ 5,20,14,Matt Schaub pass incomplete short right intended for Arian Foster,5.150,4.260
3,0:56,3,5,NYJ 5,20,14,Arian Foster right end for 1 yard (tackle by Yeremiah Bell),4.260,3.030
3,0:56,4,4,NYJ 4,23,14,Shayne Graham 22 yard field goal good,3.030,3.000
3,0:13,,,HOU 35,23,14,"Shayne Graham kicks off 56 yards, returned by Eric Smith for 19 yards (tackle by Jesse Nading)",0.000,0.810
3,0:07,1,10,NYJ 28,23,14,Mark Sanchez pass complete deep right to Jeff Cumberland for 24 yards (tackle by Danieal Manning),0.810,2.390
Quarter,Time,Down,ToGo,Location,HOU,NYJ,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,HOU 48,23,14,Shonn Greene right guard for 1 yard (tackle by J.J. Watt),2.390,1.980
4,14:23,2,9,HOU 47,23,14,"Penalty on Jason Hill: False Start, 5 yards (no play)",1.980,1.310
4,14:03,2,14,NYJ 48,23,14,Mark Sanchez pass complete deep right to Jeremy Kerley for 36 yards (tackle by Glover Quin),1.310,0.000
4,13:17,,,,23,14,Timeout #1 by New York Jets,0.000,4.510
4,13:17,1,10,HOU 16,23,14,Tim Tebow left guard for 13 yards (tackle by J.J. Watt),4.510,6.510
4,12:44,1,3,HOU 3,23,14,Tim Tebow left tackle for no gain (tackle by Bradie James),6.510,5.530
4,12:07,2,3,HOU 3,23,14,Mark Sanchez pass incomplete short right intended for Bilal Powell (defended by J.J. Watt),5.530,4.720
4,12:03,3,3,HOU 3,23,14,Mark Sanchez pass incomplete short right intended for Chaz Schilens,4.720,3.040
4,11:58,4,3,HOU 3,23,17,Nick Folk 21 yard field goal good,3.040,3.000
4,11:55,,,NYJ 35,23,17,"Nick Folk kicks off 68 yards, returned by Trindon Holliday for 14 yards (tackle by Lex Hilliard)",0.000,-0.370
4,11:51,1,10,HOU 11,23,17,"Matt Schaub pass complete short left to Arian Foster for no gain. Penalty on Chris Myers: Ineligible Downfield Pass, 5 yards (no play)",-0.370,-0.570
4,11:22,1,15,HOU 6,23,17,Arian Foster left guard for 4 yards (tackle by Kenrick Ellis),-0.570,-0.850
4,10:40,2,11,HOU 10,23,17,Matt Schaub pass incomplete,-0.850,-1.540
4,10:40,3,11,HOU 10,23,17,Arian Foster up the middle for no gain (tackle by Calvin Pace),-1.540,-2.490
4,10:08,4,11,HOU 10,23,17,"Donnie Jones punts 48 yards, fair catch by Jeremy Kerley",-2.490,-1.730
4,9:59,1,10,NYJ 42,23,17,Shonn Greene up the middle for 12 yards (tackle by Glover Quin),1.730,2.520
4,9:13,1,10,HOU 46,23,17,Joe McKnight right guard for -8 yards (tackle by Glover Quin),2.520,0.900
4,8:31,2,18,NYJ 46,23,17,Mark Sanchez pass complete short right to Shonn Greene for 19 yards (tackle by Danieal Manning and Shaun Cody),0.900,0.000
4,8:31,,,,23,17,Timeout #2 by New York Jets,0.000,3.250
4,7:42,1,10,HOU 35,23,17,Tim Tebow left tackle for no gain (tackle by J.J. Watt),3.250,2.700
4,7:10,2,10,HOU 35,23,17,Mark Sanchez pass incomplete short middle intended for Shonn Greene (defended by Tim Dobbins),2.700,2.010
4,7:04,3,10,HOU 35,23,17,Mark Sanchez sacked by J.J. Watt for -5 yards,2.010,0.590
4,7:04,4,15,HOU 40,23,17,"Robert Malone punts 25 yards, fair catch by Trindon Holliday",0.590,0.220
4,6:29,1,10,HOU 15,23,17,"Penalty on NYJ: Defensive 12 On-field, 5 yards (no play)",-0.220,0.680
4,6:29,1,5,HOU 20,23,17,Arian Foster left tackle for 12 yards (tackle by LaRon Landry),0.680,1.070
4,5:46,1,10,HOU 32,23,17,Arian Foster left guard for 8 yards (tackle by LaRon Landry and Eric Smith),1.070,1.610
4,5:03,2,2,HOU 40,23,17,Arian Foster left tackle for 1 yard (tackle by Mike DeVito and David Harris),1.610,1.030
4,4:20,3,1,HOU 41,23,17,Arian Foster left guard for no gain (tackle by Muhammad Wilkerson and Bart Scott),1.030,-0.650
4,3:35,4,1,HOU 41,23,17,"Donnie Jones punts 43 yards, fair catch by Jeremy Kerley",-0.650,0.140
4,3:28,1,10,NYJ 16,23,17,Bilal Powell up the middle for 8 yards (tackle by Danieal Manning),-0.140,0.550
4,3:22,2,2,NYJ 24,23,17,Mark Sanchez pass incomplete short right intended for Antonio Cromartie (defended by Connor Barwin),0.550,-0.320
4,3:18,3,2,NYJ 24,23,17,Mark Sanchez pass complete short right to Jeremy Kerley for 6 yards (tackle by Johnathan Joseph),-0.320,0.940
4,2:49,1,10,NYJ 30,23,17,Mark Sanchez pass complete short left to Jason Hill for 10 yards (tackle by Johnathan Joseph),0.940,1.600
4,2:25,1,10,NYJ 40,23,17,Mark Sanchez pass incomplete short left intended for Jeremy Kerley,1.600,1.050
4,2:21,2,10,NYJ 40,23,17,Mark Sanchez sacked by Brice McCain and Bradie James for -8 yards,1.050,-0.690
4,2:01,3,18,NYJ 32,23,17,Mark Sanchez pass incomplete short right intended for Jeff Cumberland is intercepted by Kareem Jackson at NYJ-46 and returned for 4 yards (tackle by Mark Sanchez),-0.690,-2.790
4,1:51,1,10,NYJ 42,23,17,Arian Foster left guard for -1 yards (tackle by Muhammad Wilkerson),2.790,0.000
4,1:44,,,,23,17,Timeout #3 by New York Jets,0.000,2.110
4,1:44,2,11,NYJ 43,23,17,Arian Foster left end for no gain (tackle by Mike DeVito),2.110,1.420
4,1:02,3,11,NYJ 43,23,17,Arian Foster right end for -4 yards (tackle by Bart Scott),1.420,0.000
4,0:17,,,,23,17,Timeout #2 by Houston Texans,0.000,0.130
4,0:17,4,15,NYJ 47,23,17,"Donnie Jones punts 43 yards. Penalty on Brice McCain: Illegal Motion, 5 yards",0.130,0.380
4,0:04,1,10,NYJ 9,23,17,Mark Sanchez pass incomplete short middle intended for Jeremy Kerley (defended by J.J. Watt),-0.380,-0.780
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
