Unnamed: 0_level_0,Unnamed: 1_level_0,Off.,Off.,Def.,Def.,ST,ST
Player,Pos,Num,Pct,Num,Pct,Num,Pct
Steve Avila,G,77,100%,0,0%,5,14%
Alaric Jackson,T,77,100%,0,0%,5,14%
Kevin Dotson,G,77,100%,0,0%,5,14%
Matthew Stafford,QB,77,100%,0,0%,0,0%
Coleman Shelton,C,77,100%,0,0%,0,0%
Cooper Kupp,WR,75,97%,0,0%,0,0%
Puka Nacua,WR,72,94%,0,0%,0,0%
Kyren Williams,RB,69,90%,0,0%,1,3%
Demarcus Robinson,WR,66,86%,0,0%,0,0%
Joseph Noteboom,T,61,79%,0,0%,5,14%
Davis Allen,TE,55,71%,0,0%,9,24%
Hunter Long,TE,19,25%,0,0%,2,5%
Rob Havenstein,T,16,21%,0,0%,1,3%
Tutu Atwell,WR,9,12%,0,0%,0,0%
Royce Freeman,RB,8,10%,0,0%,22,59%
Ben Skowronek,WR,6,8%,0,0%,30,81%
Brycen Hopkins,TE,4,5%,0,0%,8,22%
Austin Trammell,WR,2,3%,0,0%,12,32%
Jordan Fuller,FS,0,0%,72,100%,11,30%
John Johnson,SS,0,0%,72,100%,4,11%
Ahkello Witherspoon,CB,0,0%,72,100%,0,0%
Derion Kendrick,CB,0,0%,72,100%,0,0%
Ernest Jones,LB,0,0%,71,99%,7,19%
Aaron Donald,DT,0,0%,63,88%,2,5%
Byron Young,LB,0,0%,59,82%,2,5%
Michael Hoecht,LB,0,0%,58,81%,7,19%
Jonah Williams,DE,0,0%,44,61%,12,32%
Kobie Turner,NT,0,0%,42,58%,7,19%
Russ Yeast,SS,0,0%,33,46%,2,5%
Cobie Durant,CB,0,0%,29,40%,0,0%
Bobby Brown,NT,0,0%,26,36%,4,11%
Troy Reeder,LB,0,0%,23,32%,25,68%
Christian Rozeboom,LB,0,0%,16,22%,30,81%
Nick Hampton,LB,0,0%,15,21%,0,0%
Keir Thomas,LB,0,0%,12,17%,28,76%
Larrell Murchison,DT,0,0%,12,17%,1,3%
Desjuan Johnson,DT,0,0%,1,1%,0,0%
Tre'Vius Tomlinson,CB,0,0%,0,0%,32,86%
Shaun Jolly,CB,0,0%,0,0%,32,86%
Jake Hummel,LB,0,0%,0,0%,30,81%
Ethan Evans,P,0,0%,0,0%,20,54%
Jason Taylor,FS,0,0%,0,0%,18,49%
Alex Ward,LS,0,0%,0,0%,12,32%
Tremayne Anchrum,G,0,0%,0,0%,5,14%
Lucas Havrisik,K,0,0%,0,0%,5,14%
Brian Allen,C,0,0%,0,0%,4,11%
Zach Evans,RB,0,0%,0,0%,2,5%
