Quarter,Time,Down,ToGo,Location,MIA,NYJ,Detail,EPB,EPA
1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter
,,,,,,,"Dolphins won the coin toss and deferred, Jets to receive the opening kickoff.",,
1,15:00,,,MIA 35,0,0,"Andrew Franks kicks off 68 yards, returned by Nick Marshall for 28 yards (tackle by Spencer Paysinger)",0.000,-0.610
1,14:54,1,10,NYJ 25,0,0,Bryce Petty pass incomplete short right intended for Quincy Enunwa,0.610,0.060
1,14:48,2,10,NYJ 25,0,0,Bilal Powell right tackle for -1 yards (tackle by Isa Abdul-Quddus and Earl Mitchell),0.060,-0.760
1,14:11,3,11,NYJ 24,0,0,Bryce Petty pass complete short right to Bilal Powell for 22 yards (tackle by Bobby McCain),-0.760,1.990
1,13:30,1,10,NYJ 46,0,0,Bilal Powell middle for 4 yards (tackle by Jordan Phillips),1.990,1.990
1,13:30,2,6,,0,0,"Penalty on Andre Branch: Neutral Zone Infraction, 5 yards (no play)",1.990,2.670
1,12:27,2,1,MIA 45,0,0,Bilal Powell left end for 5 yards (tackle by Kiko Alonso),2.670,2.920
1,11:45,1,10,MIA 40,0,0,Bryce Petty pass incomplete short left intended for Austin Seferian-Jenkins,2.920,2.370
1,11:39,2,10,MIA 40,0,6,"Bryce Petty pass complete deep middle to Robby Anderson for 40 yards, touchdown",2.370,7.000
1,11:32,,,MIA 15,0,7,Nick Folk kicks extra point good,0.000,0.000
1,11:32,,,NYJ 35,0,7,"Nick Folk kicks off 63 yards, returned by Jakeem Grant for 7 yards (tackle by Devin Smith)",0.000,0.380
1,11:24,1,10,MIA 9,0,7,Jay Ajayi middle for 5 yards (tackle by Freddie Bishop and Rontez Miles),-0.380,-0.390
1,10:41,2,5,MIA 14,0,7,Matt Moore pass complete short left to MarQueis Gray for 7 yards (tackle by Calvin Pryor),-0.390,0.340
1,10:08,1,10,MIA 21,0,7,Jay Ajayi right tackle for -1 yards (tackle by Leonard Williams),0.340,-0.340
1,9:28,2,11,MIA 20,0,7,Jay Ajayi middle for 1 yard (tackle by Leonard Williams),-0.340,-0.890
1,8:46,3,10,MIA 21,0,7,Matt Moore pass incomplete short right intended for Jarvis Landry,-0.890,-1.960
1,8:42,4,10,MIA 21,0,7,"Matt Darr punts 38 yards, returned by Nick Marshall for 5 yards (tackle by Zach Vigil)",-1.960,-1.990
1,8:33,1,10,NYJ 46,0,7,Bilal Powell right end for 3 yards (tackle by Tony Lippett),1.990,1.860
1,7:58,2,7,NYJ 49,0,7,Bryce Petty pass complete short right to Bilal Powell for 18 yards (tackle by Isa Abdul-Quddus),1.860,3.380
1,7:22,1,10,MIA 33,0,7,Bryce Petty for no gain. Wesley Johnson fumbles,3.380,2.430
1,6:40,2,13,MIA 36,0,7,Bryce Petty pass complete deep middle to Brandon Marshall for 16 yards (tackle by Tony Lippett),2.430,4.240
1,6:00,1,10,MIA 20,0,7,"Penalty on Ndamukong Suh: Neutral Zone Infraction, 5 yards (no play)",4.240,5.190
1,5:35,1,5,MIA 15,0,7,Bryce Petty pass complete short middle to Bilal Powell for -1 yards (tackle by Ndamukong Suh),5.190,4.280
1,4:58,2,6,MIA 16,0,7,Bilal Powell left end for 2 yards (tackle by Jelani Jenkins and Ndamukong Suh),4.280,3.890
1,4:22,3,4,MIA 14,0,7,"Bryce Petty sacked by Cameron Wake for -9 yards. Bryce Petty fumbles (forced by Cameron Wake), recovered by Ndamukong Suh at MIA-25 (tackle by Wesley Johnson)",3.890,-0.610
1,4:15,1,10,MIA 25,0,7,Matt Moore pass complete short left to Dion Sims for 1 yard (tackle by Darron Lee),0.610,0.200
1,3:39,2,9,MIA 26,0,7,Jay Ajayi left end for 3 yards (tackle by David Harris),0.200,-0.100
1,2:56,3,6,MIA 29,0,7,Matt Moore pass incomplete deep right intended for Kenny Stills (defended by Doug Middleton),-0.100,-1.440
1,2:50,4,6,MIA 29,0,7,"Matt Darr punts 46 yards, fair catch by Nick Marshall",-1.440,-0.610
1,2:41,1,10,NYJ 25,0,7,"Bryce Petty pass complete short left to Brandon Marshall for 12 yards (tackle by Tony Lippett). Penalty on Ben Ijalana: Illegal Use of Hands, 10 yards (no play)",0.610,-0.410
1,2:24,1,20,NYJ 15,0,7,Bilal Powell right tackle for 8 yards (tackle by Bacarri Rambo and Jason Jones),-0.410,-0.210
