Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Miles Sanders,PHI,13,46,0,2,20,1.5,26,2.0,0,
Carson Wentz,PHI,7,37,1,4,19,2.7,18,2.6,0,
Jalen Hurts,PHI,3,18,0,,18,6.0,0,0.0,0,
Corey Clement,PHI,2,3,0,,0,0.0,3,1.5,0,
Boston Scott,PHI,2,1,0,,0,0.0,1,0.5,0,
Adrian Killins,PHI,1,-12,0,,-12,-12.0,0,0.0,0,
Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Jerick McKinnon,SFO,14,54,1,2,15,1.1,39,2.8,2,7.0
Jeff Wilson,SFO,3,6,0,0,3,1.0,3,1.0,0,
Brandon Aiyuk,SFO,1,38,1,1,4,4.0,34,34.0,1,1.0
George Kittle,SFO,1,8,0,0,4,4.0,4,4.0,0,
Deebo Samuel,SFO,1,10,0,1,6,6.0,4,4.0,0,
