Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Dalvin Cook,MIN,9,12,0,2,1,0.1,11,1.2,0,
Latavius Murray,MIN,4,5,0,,3,0.8,2,0.5,0,
Kirk Cousins,MIN,1,5,0,0,5,5.0,0,0.0,0,
Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Jordan Howard,CHI,18,63,0,1,26,1.4,37,2.1,0,
Mitchell Trubisky,CHI,10,43,0,4,38,3.8,5,0.5,0,
Tarik Cohen,CHI,7,27,0,2,20,2.9,7,1.0,1,7.0
Taylor Gabriel,CHI,2,17,0,1,13,6.5,4,2.0,0,
Anthony Miller,CHI,1,-1,0,0,-1,-1.0,0,0.0,0,
Taquan Mizzell,CHI,1,-1,0,,-1,-1.0,0,0.0,0,
