Quarter,Time,Down,ToGo,Location,MIN,CHI,Detail,EPB,EPA
3,15:00,1,10,CHI 25,0,14,Jordan Howard right end for -1 yards (tackle by Danielle Hunter),0.610,-0.070
3,14:30,2,11,CHI 24,0,14,"Mitchell Trubisky pass complete short left to Trey Burton for 36 yards (tackle by Harrison Smith). Penalty on Cody Whitehair: Offensive Pass Interference, 10 yards (no play)",-0.070,-1.540
3,14:08,2,21,CHI 14,0,14,Tarik Cohen left tackle for 21 yards (tackle by Eric Kendricks),-1.540,1.270
3,13:31,1,10,CHI 35,0,14,"Jordan Howard left guard for 4 yards (tackle by Ben Gedeon). Penalty on Linval Joseph: Illegal Use of Hands, 5 yards",1.270,1.860
3,13:08,1,10,CHI 44,0,14,Tarik Cohen right end for -2 yards (tackle by Danielle Hunter and Sheldon Richardson),1.860,1.050
3,12:25,2,12,CHI 42,0,14,Mitchell Trubisky pass complete short middle to Taylor Gabriel for 6 yards (tackle by Eric Kendricks),1.050,1.160
3,11:38,3,6,CHI 48,0,14,Mitchell Trubisky pass incomplete short left intended for Josh Bellamy,1.160,-0.190
3,11:31,4,6,CHI 48,0,14,"Pat O'Donnell punts 38 yards, returned by Marcus Sherels for 10 yards (tackle by DeAndre Houston-Carson)",-0.190,-0.540
3,11:22,1,10,MIN 24,0,14,Dalvin Cook right end for -1 yards (tackle by Akiem Hicks),0.540,-0.140
3,10:44,2,11,MIN 23,0,14,Kirk Cousins pass complete short left to Adam Thielen for 12 yards (tackle by Prince Amukamara),-0.140,1.270
3,10:11,1,10,MIN 35,0,14,Kirk Cousins pass complete short right to Adam Thielen for 11 yards (tackle by Adrian Amos),1.270,1.990
3,9:35,1,10,MIN 46,0,14,Dalvin Cook right tackle for -1 yards (tackle by Leonard Floyd),1.990,1.320
3,8:51,2,11,MIN 45,0,14,Kirk Cousins pass complete short left to Adam Thielen for 7 yards (tackle by Prince Amukamara),1.320,1.550
3,8:06,3,4,CHI 48,0,14,Kirk Cousins pass complete short right to Stefon Diggs for no gain (tackle by Kyle Fuller). Penalty on Pat Elflein: Offensive Holding (Declined),1.550,0.070
3,7:42,4,4,CHI 48,0,14,Matt Wile punts 30 yards downed by Jayron Kearse,0.070,-0.040
3,7:31,1,10,CHI 18,0,14,Mitchell Trubisky pass complete short right to Ben Braunecker for 4 yards (tackle by Eric Kendricks),0.040,0.140
3,6:52,2,6,CHI 22,0,14,Mitchell Trubisky pass complete short middle to Allen Robinson for 10 yards (tackle by Eric Wilson),0.140,1.070
3,6:17,1,10,CHI 32,0,14,Mitchell Trubisky pass complete short right to Tarik Cohen for 7 yards (tackle by Harrison Smith),1.070,1.470
3,5:39,2,3,CHI 39,0,14,Jordan Howard right guard for 2 yards (tackle by Linval Joseph),1.470,1.030
3,4:55,3,1,CHI 41,0,14,Mitchell Trubisky right end for 3 yards (tackle by Jayron Kearse),1.030,1.860
3,4:22,1,10,CHI 44,0,14,Jordan Howard right guard for 2 yards (tackle by Jayron Kearse),1.860,1.590
3,3:43,2,8,CHI 46,0,14,Mitchell Trubisky pass incomplete deep right intended for Allen Robinson,1.590,0.890
3,3:37,3,8,CHI 46,0,14,Mitchell Trubisky pass deep left intended for Allen Robinson is intercepted by Anthony Harris at MIN-36 and returned for 33 yards,0.890,-3.510
3,3:22,1,10,CHI 31,0,14,Kirk Cousins pass incomplete short right intended for Laquon Treadwell (defended by Kyle Fuller),3.510,2.970
3,3:13,2,10,CHI 31,0,14,Kirk Cousins pass complete short left to Stefon Diggs for 9 yards (tackle by Roquan Smith),2.970,3.470
3,2:31,3,1,CHI 22,0,14,Kirk Cousins pass incomplete deep left intended for Stefon Diggs (defended by Prince Amukamara),3.470,2.140
3,2:24,4,1,CHI 22,0,14,Kirk Cousins pass complete short right to Adam Thielen for 5 yards,2.140,4.440
3,1:52,1,10,CHI 17,0,14,Kirk Cousins sacked by Khalil Mack for -8 yards,4.440,2.810
3,1:09,2,18,CHI 25,0,14,Kirk Cousins pass complete short right to Laquon Treadwell for 7 yards (tackle by Roquan Smith and Kyle Fuller),2.810,3.000
3,0:21,3,11,CHI 18,0,14,Kirk Cousins pass incomplete short right,3.000,2.250
3,0:11,4,11,CHI 18,3,14,Dan Bailey 36 yard field goal good,2.250,3.000
3,0:07,,,MIN 35,3,14,"Dan Bailey kicks off 62 yards, returned by Taquan Mizzell for no gain (tackle by Ben Gedeon)",0.000,0.480
Quarter,Time,Down,ToGo,Location,MIN,CHI,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,CHI 23,3,14,"Tarik Cohen right end for -4 yards (tackle by Eric Kendricks). Penalty on Eric Kendricks: Unnecessary Roughness, 15 yards",0.480,1.200
4,14:33,1,10,CHI 34,3,14,Mitchell Trubisky pass incomplete deep left intended for Taylor Gabriel,1.200,0.660
4,14:28,2,10,CHI 34,3,14,"Tarik Cohen left guard for -5 yards (tackle by Jaleel Johnson). Tarik Cohen fumbles (forced by Jaleel Johnson), recovered by Harrison Smith at CHI-29 (tackle by Cody Whitehair)",0.660,-3.640
4,14:19,1,10,CHI 29,3,14,Kirk Cousins pass complete short left to Stefon Diggs for 11 yards (tackle by Prince Amukamara),3.640,4.370
4,13:44,1,10,CHI 18,3,14,Dalvin Cook left end for -2 yards (tackle by Leonard Floyd),4.370,3.560
4,13:07,2,12,CHI 20,3,14,Kirk Cousins pass complete short middle to Ameer Abdullah for 10 yards (tackle by Prince Amukamara),3.560,4.510
4,12:33,3,2,CHI 10,3,14,Kirk Cousins sacked by Akiem Hicks for -8 yards,4.510,2.250
4,11:51,4,10,CHI 18,6,14,Dan Bailey 36 yard field goal good,2.250,3.000
4,11:46,,,MIN 35,6,14,"Dan Bailey kicks off 65 yards, touchback.",0.000,0.610
4,11:46,1,10,CHI 25,6,14,Mitchell Trubisky pass complete short middle to Tarik Cohen for 10 yards (tackle by Anthony Harris and Harrison Smith),0.610,1.270
4,11:08,1,10,CHI 35,6,14,Jordan Howard left guard for 2 yards (tackle by Eric Kendricks),1.270,0.990
4,10:27,2,8,CHI 37,6,14,Mitchell Trubisky pass incomplete short middle intended for Tarik Cohen (defended by Mackensie Alexander),0.990,0.300
4,10:20,3,8,CHI 37,6,14,Mitchell Trubisky pass complete short left to Taylor Gabriel for 12 yards (tackle by Trae Waynes),0.300,2.190
4,9:42,1,10,CHI 49,6,14,Mitchell Trubisky pass incomplete short right,2.190,1.650
4,9:38,2,10,CHI 49,6,14,Mitchell Trubisky pass complete short middle to Anthony Miller for 7 yards (tackle by Eric Kendricks),1.650,1.880
4,8:52,3,3,MIN 44,6,14,Mitchell Trubisky pass incomplete short right intended for Allen Robinson (defended by Xavier Rhodes),1.880,0.330
4,8:47,4,3,MIN 44,6,14,Pat O'Donnell punts 33 yards downed by Isaiah Irving,0.330,0.370
4,8:38,1,10,MIN 11,6,20,"Kirk Cousins pass deep right intended for Laquon Treadwell is intercepted by Eddie Jackson at MIN-27 and returned for 27 yards, touchdown",-0.370,-7.000
4,8:30,,,CHI 35,6,22,"Cody Parkey kicks off 69 yards, returned by Ameer Abdullah for no gain (tackle by DeAndre Houston-Carson)",0.000,0.670
4,8:24,1,10,MIN 26,6,22,Kirk Cousins pass complete short right to Stefon Diggs for 9 yards (tackle by Leonard Floyd),0.670,1.350
4,7:57,2,1,MIN 35,6,22,Dalvin Cook left guard for 1 yard (tackle by Akiem Hicks),1.350,1.330
4,7:27,1,10,MIN 36,6,22,Kirk Cousins pass complete short right to Stefon Diggs for 6 yards (tackle by Kyle Fuller),1.330,1.600
4,7:00,2,4,MIN 42,6,22,Kirk Cousins pass complete short right to Stefon Diggs for 13 yards (tackle by Kyle Fuller),1.600,2.590
4,6:31,1,10,CHI 45,6,22,Kirk Cousins pass complete short middle to Stefon Diggs for 4 yards (tackle by Roquan Smith),2.590,2.580
4,6:05,2,6,CHI 41,6,22,Kirk Cousins pass complete short right to Aldrick Robinson for 11 yards,2.580,3.580
4,5:43,1,10,CHI 30,6,22,Kirk Cousins pass incomplete short left intended for Adam Thielen,3.580,3.030
4,5:37,2,10,CHI 30,6,22,Kirk Cousins pass incomplete short right intended for Stefon Diggs,3.030,2.340
4,5:30,3,10,CHI 30,6,22,"Kirk Cousins pass incomplete short middle intended for Kyle Rudolph. Penalty on Roquan Smith: Defensive Pass Interference, 10 yards (no play)",2.340,4.240
4,5:26,1,10,CHI 20,6,22,Kirk Cousins pass incomplete deep right intended for Stefon Diggs (defended by Kyle Fuller),4.240,3.690
4,5:20,2,10,CHI 20,6,22,Kirk Cousins pass complete short middle to Kyle Rudolph for 7 yards (tackle by Roquan Smith),3.690,4.100
4,4:55,3,3,CHI 13,12,22,"Kirk Cousins pass complete short middle to Aldrick Robinson for 13 yards, touchdown",4.100,7.000
4,4:51,,,CHI 2,12,22,"Two Point Attempt: Kirk Cousins pass incomplete intended for Adam Thielen, conversion fails. Penalty on Akiem Hicks: Roughing the Passer, 1 yard (no play)",0.000,0.000
4,4:51,,,CHI 1,14,22,"Two Point Attempt: Kirk Cousins pass complete to Adam Thielen, conversion succeeds",0.000,1.000
4,4:51,,,MIN 35,14,22,"Dan Bailey kicks off 62 yards, returned by Tarik Cohen for no gain (tackle by George Iloka)",0.000,0.610
4,4:45,1,10,CHI 25,14,22,Jordan Howard left end for 2 yards (tackle by Mackensie Alexander),0.610,0.330
4,4:04,2,8,CHI 27,14,22,Mitchell Trubisky pass incomplete short middle intended for Allen Robinson (defended by Mackensie Alexander),0.330,-0.360
4,3:57,3,8,CHI 27,14,22,Mitchell Trubisky pass complete short middle to Allen Robinson for 17 yards (tackle by Harrison Smith),-0.360,1.860
4,3:13,1,10,CHI 44,14,22,"Mitchell Trubisky left end for 5 yards (tackle by Harrison Smith). Penalty on Harrison Smith: Unnecessary Roughness, 15 yards",1.860,3.180
4,3:06,1,10,MIN 36,14,22,Jordan Howard left guard for 2 yards (tackle by Everson Griffen),3.180,2.910
4,3:00,,,,,,Timeout #1 by Minnesota Vikings,,
4,3:00,2,8,MIN 34,14,22,Jordan Howard right guard for 4 yards (tackle by Anthony Harris),2.910,2.740
4,2:55,,,,,,Timeout #2 by Minnesota Vikings,,
4,2:55,,,,,,Timeout #2 by Chicago Bears,,
4,2:55,3,4,MIN 30,14,22,Mitchell Trubisky pass incomplete short right intended for Tarik Cohen,2.740,1.460
4,2:52,,,,,,Timeout #3 by Chicago Bears,,
4,2:52,4,4,MIN 30,14,25,Cody Parkey 48 yard field goal good,1.460,3.000
4,2:48,,,CHI 35,14,25,"Cody Parkey kicks off 65 yards, touchback.",0.000,0.610
4,2:48,1,10,MIN 25,14,25,Kirk Cousins pass incomplete short middle intended for Stefon Diggs,0.610,0.060
4,2:41,2,10,MIN 25,14,25,Kirk Cousins pass complete short right to Adam Thielen for 13 yards (tackle by Kyle Fuller),0.060,1.470
4,2:35,1,10,MIN 38,14,25,Kirk Cousins pass complete deep right to Chad Beebe for 18 yards (tackle by Adrian Amos),1.470,2.650
4,2:27,1,10,CHI 44,14,25,Kirk Cousins pass complete short right to Dalvin Cook for -2 yards (tackle by Akiem Hicks),2.650,1.840
4,2:06,2,12,CHI 46,14,25,Kirk Cousins pass complete short left to Stefon Diggs for 9 yards (tackle by Prince Amukamara),1.840,2.350
4,1:59,3,3,CHI 37,14,25,Kirk Cousins pass complete short left to Stefon Diggs for 11 yards (tackle by Bryce Callahan),2.350,3.840
4,1:53,1,10,CHI 26,14,25,Kirk Cousins pass incomplete deep left intended for Adam Thielen,3.840,3.300
4,1:48,2,10,CHI 26,14,25,Kirk Cousins pass complete short middle to Stefon Diggs for 16 yards (tackle by Prince Amukamara),3.300,4.910
4,1:24,1,10,CHI 10,14,25,Kirk Cousins pass incomplete short middle intended for Kyle Rudolph,4.910,4.190
4,1:20,2,10,CHI 10,14,25,Kirk Cousins up the middle for 5 yards (tackle by Danny Trevathan),4.190,4.260
4,0:52,3,5,CHI 5,20,25,"Kirk Cousins pass complete short left to Stefon Diggs for 5 yards, touchdown",4.260,7.000
4,0:48,,,CHI 2,20,25,"Two Point Attempt: Kirk Cousins pass incomplete intended for Kyle Rudolph, conversion fails",0.000,-1.000
4,0:48,,,MIN 35,20,25,"Dan Bailey kicks onside 9 yards, returned by Benny Cunningham for no gain (tackle by Dan Bailey)",0.000,-2.650
4,0:47,1,10,MIN 44,20,25,Mitchell Trubisky kneels for -1 yards,2.650,1.980
4,0:09,2,11,MIN 45,20,25,Mitchell Trubisky kneels for -1 yards,1.980,1.160
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
