0,1
Game Info,Game Info
Won Toss,Titans
Roof,outdoors
Surface,grass
Duration,3:20
Attendance,69143
Weather,"78 degrees, relative humidity 39%, wind 22 mph, wind chill 0"
Vegas Line,Tennessee Titans -3.0
Over/Under,42.0 (over)
