Quarter,Time,Down,ToGo,Location,MIA,JAX,Detail,EPB,EPA
1,9:11,1,10,JAX 16,0,0,Myles Gaskin left guard for 3 yards (tackle by Dakota Allen and Roy Robertson-Harris),,
1,8:31,2,7,JAX 13,0,0,Tua Tagovailoa scrambles left guard for 7 yards (tackle by Damien Wilson),,
1,7:48,1,6,JAX 6,6,0,"Tua Tagovailoa pass complete short left to Jaylen Waddle for 6 yards, touchdown",,
1,7:45,,,JAX 15,7,0,Jason Sanders kicks extra point good,,
1,7:45,,,MIA 35,7,0,"Jason Sanders kicks off 66 yards, returned by Jamal Agnew for 23 yards (tackle by Mack Hollins)",,
1,7:38,1,10,JAX 22,7,0,Trevor Lawrence pass complete short right to Jamal Agnew for 24 yards (tackle by Jevon Holland),,
1,7:00,1,10,JAX 46,7,0,Trevor Lawrence pass complete short right to Jamal Agnew for 1 yard (tackle by Jerome Baker),,
1,6:24,2,9,JAX 47,7,0,James Robinson right guard for 7 yards (tackle by Andrew Van Ginkel and Jevon Holland),,
1,5:43,3,2,MIA 46,7,0,Trevor Lawrence pass complete short right to Dan Arnold for 19 yards (tackle by Jerome Baker),,
1,5:09,1,10,MIA 27,7,0,James Robinson left end for no gain (tackle by Andrew Van Ginkel and Brandon Jones),,
1,4:26,2,10,MIA 27,7,0,James Robinson left tackle for 5 yards (tackle by Noah Igbinoghene),,
1,3:59,,,,,,Timeout #1 by Miami Dolphins,,
1,3:59,3,5,MIA 22,7,0,Trevor Lawrence pass incomplete short middle intended for Dan Arnold,,
1,3:54,4,5,MIA 22,7,3,Matthew Wright 40 yard field goal good,,
1,3:49,,,JAX 35,7,3,"Logan Cooke kicks off 64 yards, returned by Jaylen Waddle for 18 yards (tackle by Dare Ogunbowale and Chris Claybrooks)",,
1,3:42,1,10,MIA 19,7,3,Tua Tagovailoa pass complete deep middle to Mike Gesicki for 22 yards (tackle by Andrew Wingard and Rayshawn Jenkins),,
1,3:13,1,10,MIA 41,7,3,"Myles Gaskin up the middle for 4 yards. Myles Gaskin fumbles (forced by Dakota Allen), recovered by Myles Gaskin at MIA-45 (tackle by Dakota Allen) (tackle by Dakota Allen)",,
1,2:33,2,6,MIA 45,7,3,Salvon Ahmed left tackle for 5 yards (tackle by Damien Wilson and Nevin Lawson),,
1,1:55,3,1,MIA 50,7,3,Jacoby Brissett pass complete deep left to Durham Smythe for 25 yards (tackle by Rayshawn Jenkins),,
1,1:11,1,10,JAX 25,7,3,Tua Tagovailoa pass complete short right to Salvon Ahmed for 15 yards (tackle by Nevin Lawson),,
1,0:47,1,10,JAX 10,7,3,"Salvon Ahmed up the middle for no gain (tackle by Andrew Wingard and Shaquille Quarterman). Penalty on Cethan Carter: Offensive Holding, 10 yards (accepted) (no play)",,
1,0:20,1,20,JAX 20,7,3,Tua Tagovailoa pass complete short right to Mike Gesicki for 3 yards (tackle by Shaquill Griffin),,
Quarter,Time,Down,ToGo,Location,MIA,JAX,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,17,JAX 17,7,3,Myles Gaskin right guard for 2 yards (tackle by Malcom Brown),,
2,14:22,3,15,JAX 15,7,3,Tua Tagovailoa pass incomplete short right intended for Myles Gaskin,,
2,14:19,4,15,JAX 15,10,3,Jason Sanders 33 yard field goal good,,
2,14:15,,,MIA 35,10,3,"Jason Sanders kicks off 65 yards, touchback.",,
2,14:15,1,10,JAX 25,10,3,"Trevor Lawrence pass incomplete deep right intended for Laviska Shenault (defended by Justin Coleman). Penalty on Ben Bartch: Clipping, 12 yards (accepted) (no play)",,
2,14:08,1,22,JAX 13,10,3,James Robinson right guard for 3 yards (tackle by Raekwon Davis),,
2,13:31,2,19,JAX 16,10,3,Trevor Lawrence pass complete short left to Marvin Jones for 4 yards (tackle by Jerome Baker),,
2,12:53,3,15,JAX 20,10,3,Trevor Lawrence pass incomplete short middle intended for Tavon Austin (defended by Eric Rowe),,
2,12:46,4,15,JAX 20,10,3,"Logan Cooke punts 45 yards, fair catch by Jaylen Waddle at MIA-35",,
2,12:39,1,10,MIA 35,10,3,Malcolm Brown right tackle for 16 yards (tackle by Tre Herndon and Andrew Wingard),,
2,12:08,1,10,JAX 49,10,3,Malcolm Brown up the middle for 4 yards (tackle by Chapelle Russell),,
2,11:31,2,6,JAX 45,10,3,Tua Tagovailoa pass complete short left to Albert Wilson for 2 yards (tackle by Josh Allen and Malcom Brown),,
2,10:46,3,4,JAX 43,10,3,Tua Tagovailoa pass incomplete short right intended for Mike Gesicki,,
2,10:41,4,4,JAX 43,10,3,"Michael Palardy punts 30 yards, fair catch by Jamal Agnew at JAC-13",,
2,10:33,1,10,JAX 13,10,3,James Robinson right tackle for 1 yard (tackle by Elandon Roberts),,
2,9:55,2,9,JAX 14,10,3,James Robinson right guard for 2 yards (tackle by Emmanuel Ogbah and Jaelan Phillips),,
2,9:20,3,7,JAX 16,10,3,"Penalty on Andrew Norwell: False Start, 5 yards (accepted) (no play)",,
2,8:59,3,12,JAX 11,10,3,Trevor Lawrence pass incomplete short right intended for Laviska Shenault (defended by Emmanuel Ogbah),,
2,8:56,4,12,JAX 11,10,3,Logan Cooke punts 27 yards out of bounds,,
2,8:49,1,10,JAX 38,10,3,Tua Tagovailoa pass incomplete deep left intended for Mack Hollins,,
2,8:42,2,10,JAX 38,10,3,Tua Tagovailoa pass complete short right to Cethan Carter for 8 yards (tackle by Rayshawn Jenkins),,
2,7:59,3,2,JAX 30,10,3,Tua Tagovailoa pass incomplete deep left intended for Jaylen Waddle,,
2,7:52,,,,,,Timeout #2 by Miami Dolphins,,
2,7:52,4,2,JAX 30,10,3,Tua Tagovailoa pass complete deep left to Mack Hollins for 20 yards (tackle by Andrew Wingard),,
2,7:08,1,10,JAX 10,10,3,Tua Tagovailoa pass complete short left to Durham Smythe for 1 yard (tackle by Damien Wilson),,
2,6:29,2,9,JAX 9,10,3,Salvon Ahmed right guard for 3 yards (tackle by Damien Wilson and Dawuane Smoot),,
2,5:47,3,6,JAX 6,10,3,Tua Tagovailoa pass incomplete short right intended for Myles Gaskin,,
2,5:42,4,6,JAX 6,13,3,Jason Sanders 24 yard field goal good,,
2,5:38,,,MIA 35,13,3,"Jason Sanders kicks off 65 yards, touchback.",,
2,5:38,1,10,JAX 25,13,3,Trevor Lawrence pass complete short right to Marvin Jones for 6 yards,,
2,5:19,2,4,JAX 31,13,3,Trevor Lawrence pass complete short right to Dan Arnold for 8 yards (tackle by Brandon Jones),,
2,4:47,1,10,JAX 39,13,3,Trevor Lawrence pass complete short right to Laviska Shenault for 9 yards (tackle by Noah Igbinoghene),,
2,4:13,2,1,JAX 48,13,3,"James Robinson left end for no gain (tackle by Justin Coleman). Penalty on Luke Farrell: Face Mask (15 Yards), 14 yards (accepted) (no play)",,
2,3:39,2,15,JAX 34,13,3,Trevor Lawrence pass complete to James Robinson for 11 yards (tackle by Justin Coleman),,
2,3:13,3,4,JAX 45,13,3,Trevor Lawrence pass complete short middle to Marvin Jones for 20 yards (tackle by Andrew Van Ginkel),,
2,2:43,1,10,MIA 35,13,3,"Penalty on JAX: Offensive Too Many Men on Field, 5 yards (accepted) (no play)",,
2,2:34,1,15,MIA 40,13,3,Trevor Lawrence pass incomplete short right,,
2,2:28,2,15,MIA 40,13,3,Trevor Lawrence pass incomplete short left intended for Laviska Shenault (defended by Jevon Holland),,
2,2:20,3,15,MIA 40,13,3,Trevor Lawrence pass incomplete short right intended for Laviska Shenault,,
2,2:14,4,15,MIA 40,13,3,Logan Cooke punts 37 yards downed by Rudy Ford,,
2,2:05,1,10,MIA 3,13,3,Tua Tagovailoa pass incomplete short left intended for Hunter Long (defended by Josh Allen),,
2,2:00,2,10,MIA 3,13,3,Salvon Ahmed up the middle for 4 yards (tackle by Dakota Allen and Josh Allen),,
2,1:56,,,,,,Timeout #1 by Jacksonville Jaguars,,
2,1:56,3,6,MIA 7,13,3,Tua Tagovailoa pass complete short right to Mike Gesicki for 5 yards (tackle by Rudy Ford),,
2,1:51,4,1,MIA 12,13,3,"Michael Palardy punts 37 yards, fair catch by Jamal Agnew at MIA-49",,
2,1:45,1,10,MIA 49,13,3,Trevor Lawrence pass complete short right to Laviska Shenault for 10 yards (tackle by Justin Coleman),,
2,1:41,1,10,MIA 39,13,3,Trevor Lawrence pass incomplete short right intended for Jamal Agnew,,
2,1:35,2,10,MIA 39,13,3,James Robinson right tackle for 4 yards (tackle by Christian Wilkins),,
2,0:57,,,,,,Timeout #3 by Miami Dolphins,,
2,0:57,3,6,MIA 35,13,3,Trevor Lawrence pass incomplete short left intended for Laviska Shenault,,
2,0:53,4,6,MIA 35,13,3,Trevor Lawrence pass complete short left to Laviska Shenault for 7 yards (tackle by Eric Rowe),,
2,0:47,,,,,,Timeout #2 by Jacksonville Jaguars,,
2,0:47,1,10,MIA 28,13,9,"Trevor Lawrence pass complete deep right to Marvin Jones for 28 yards, touchdown",,
2,0:40,,,MIA 15,13,10,Matthew Wright kicks extra point good,,
2,0:40,,,JAX 35,13,10,"Logan Cooke kicks off 65 yards, touchback.",,
2,0:40,1,10,MIA 25,13,10,Tua Tagovailoa pass incomplete deep middle intended for Durham Smythe,,
2,0:35,2,10,MIA 25,13,10,Tua Tagovailoa pass complete deep right to Mack Hollins for 20 yards (tackle by Rudy Ford),,
2,0:26,1,10,MIA 45,13,10,Tua Tagovailoa pass complete short right to Malcolm Brown for 7 yards (tackle by Shaquill Griffin),,
2,0:11,2,3,JAX 48,13,10,Tua Tagovailoa spiked the ball,,
2,0:10,3,3,JAX 48,13,10,Tua Tagovailoa pass complete short right to Mike Gesicki for 8 yards,,
2,0:05,1,10,JAX 40,13,10,Jason Sanders 58 yard field goal no good,,
Quarter,Time,Down,ToGo,Location,MIA,JAX,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,MIA 35,13,10,"Jason Sanders kicks off 67 yards, returned by Jamal Agnew for 27 yards (tackle by Mack Hollins)",,
3,14:54,1,10,JAX 25,13,10,Trevor Lawrence pass complete short middle to Chris Manhertz for 11 yards (tackle by Jerome Baker and Elandon Roberts),,
3,14:22,1,10,JAX 36,13,10,"Penalty on Cam Robinson: False Start, 5 yards (accepted) (no play)",,
3,13:59,1,15,JAX 31,13,10,Trevor Lawrence pass incomplete short left intended for Jacob Hollister (defended by Andrew Van Ginkel),,
3,13:54,2,15,JAX 31,13,10,Trevor Lawrence pass complete deep right to Jamal Agnew for 29 yards (tackle by Jevon Holland),,
3,13:29,1,10,MIA 40,13,10,"Trevor Lawrence pass incomplete deep left intended for Dan Arnold. Penalty on Jevon Holland: Unnecessary Roughness / Defense, 15 yards (accepted) (no play)",,
3,13:22,1,10,MIA 25,13,10,James Robinson left guard for 24 yards (tackle by Jevon Holland and Zach Sieler),,
3,12:34,1,1,MIA 1,13,16,"James Robinson right tackle for 1 yard, touchdown",,
3,12:29,,,MIA 15,13,17,Matthew Wright kicks extra point good,,
3,12:29,,,JAX 35,13,17,"Logan Cooke kicks off 62 yards, returned by Jaylen Waddle for 20 yards (tackle by Rayshawn Jenkins)",,
3,12:23,1,10,MIA 23,13,17,Myles Gaskin up the middle for 1 yard (tackle by Josh Allen),,
3,11:51,2,9,MIA 24,13,17,Tua Tagovailoa pass complete short right to Myles Gaskin for 5 yards (tackle by Rudy Ford),,
3,11:11,3,4,MIA 29,13,17,Tua Tagovailoa scrambles right tackle for 8 yards (tackle by Damien Wilson),,
3,10:36,1,10,MIA 37,13,17,Malcolm Brown right tackle for 1 yard (tackle by Malcom Brown and Dawuane Smoot),,
3,9:54,2,9,MIA 38,13,17,"Penalty on Liam Eichenberg: False Start, 5 yards (accepted) (no play)",,
3,9:29,2,14,MIA 33,13,17,Tua Tagovailoa scrambles up the middle for 7 yards (tackle by Damien Wilson),,
3,8:45,3,7,MIA 40,13,17,Tua Tagovailoa pass complete short middle to Jaylen Waddle for 14 yards (tackle by Shaquill Griffin),,
3,8:04,1,10,JAX 46,13,17,"Tua Tagovailoa pass complete deep left to Mack Hollins for no gain (tackle by Nevin Lawson). Penalty on Mack Hollins: Offensive Pass Interference, 10 yards (accepted) (no play)",,
3,7:42,1,20,MIA 44,13,17,Tua Tagovailoa pass complete short left to Myles Gaskin for no gain (tackle by Rayshawn Jenkins),,
3,6:57,2,20,MIA 44,13,17,Tua Tagovailoa pass complete short right to Jaylen Waddle for 6 yards (tackle by Tre Herndon),,
3,6:15,3,14,JAX 50,13,17,Tua Tagovailoa pass incomplete deep right intended for Jaylen Waddle (defended by Rayshawn Jenkins),,
3,6:08,4,14,JAX 50,13,17,"Michael Palardy punts 32 yards, fair catch by Jamal Agnew at JAC-18",,
3,6:01,1,10,JAX 18,13,17,James Robinson left tackle for 4 yards (tackle by Raekwon Davis),,
3,5:21,2,6,JAX 22,13,17,James Robinson left guard for 9 yards (tackle by Elandon Roberts),,
3,4:39,1,10,JAX 31,13,17,James Robinson left guard for 3 yards (tackle by Elandon Roberts and Adam Butler),,
3,4:04,2,7,JAX 34,13,17,Trevor Lawrence pass complete short right to Marvin Jones for 11 yards (tackle by Noah Igbinoghene),,
3,3:27,1,10,JAX 45,13,17,Trevor Lawrence scrambles right end for 12 yards (tackle by Brandon Jones),,
3,2:53,1,10,MIA 43,13,17,Trevor Lawrence pass complete short left to Marvin Jones for 11 yards (tackle by Jevon Holland),,
3,2:11,1,10,MIA 32,13,17,James Robinson left end for 1 yard (tackle by Andrew Van Ginkel),,
3,1:26,2,9,MIA 31,13,17,"Trevor Lawrence sacked by Christian Wilkins for -3 yards. Trevor Lawrence fumbles (forced by Christian Wilkins), recovered by Zach Sieler at MIA-34 (tackle by Christian Wilkins)",,
3,1:18,1,10,MIA 34,13,17,Tua Tagovailoa pass deep left intended for Jaylen Waddle is intercepted by Nevin Lawson at 50 and returned for 11 yards (tackle by Mack Hollins),,
3,1:07,1,10,MIA 39,13,17,Trevor Lawrence pass complete short left to Luke Farrell for 21 yards (tackle by Andrew Van Ginkel),,
3,0:28,1,10,MIA 18,13,17,James Robinson left tackle for 2 yards (tackle by Eric Rowe and Christian Wilkins),,
Quarter,Time,Down,ToGo,Location,MIA,JAX,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,8,MIA 16,13,17,Trevor Lawrence pass complete short left to James Robinson for 7 yards (tackle by Jerome Baker),,
4,14:28,3,1,MIA 9,13,17,Trevor Lawrence pass incomplete short right intended for Laquon Treadwell,,
4,14:21,4,1,MIA 9,13,17,James Robinson left tackle for no gain (tackle by Jerome Baker),,
4,14:15,1,10,MIA 9,13,17,Tua Tagovailoa pass complete deep right to Mike Gesicki for 32 yards (tackle by Shaquill Griffin),,
4,13:38,1,10,MIA 41,13,17,Tua Tagovailoa pass complete short middle to Mike Gesicki for 20 yards (tackle by Andrew Wingard),,
4,12:59,1,10,JAX 39,13,17,Tua Tagovailoa pass complete short left to Jaylen Waddle for -1 yards (tackle by Andrew Wingard),,
4,12:16,2,11,JAX 40,13,17,Salvon Ahmed left tackle for 5 yards (tackle by Josh Allen and Shaquille Quarterman),,
4,11:39,3,6,JAX 35,13,17,Tua Tagovailoa pass complete short left to Albert Wilson for 12 yards (tackle by Nevin Lawson),,
4,11:03,1,10,JAX 23,13,17,"Tua Tagovailoa pass complete short middle to Durham Smythe for 18 yards (tackle by Rayshawn Jenkins). Penalty on Rayshawn Jenkins: Taunting / Defense, 3 yards (accepted)",,
4,10:28,1,2,JAX 2,19,17,"Tua Tagovailoa pass complete short left to Jaylen Waddle for 2 yards, touchdown",,
4,10:22,,,JAX 15,20,17,Jason Sanders kicks extra point good,,
4,10:22,,,MIA 35,20,17,"Jason Sanders kicks off 57 yards, returned by Jamal Agnew for 5 yards (tackle by Cethan Carter and Duke Riley)",,
4,10:16,1,10,JAX 13,20,17,Trevor Lawrence pass incomplete short left intended for Dan Arnold,,
4,10:11,2,10,JAX 13,20,17,Trevor Lawrence pass complete short right to Jamal Agnew for 14 yards (tackle by Nik Needham),,
4,9:26,1,10,JAX 27,20,17,"Penalty on Chris Manhertz: False Start, 5 yards (accepted) (no play)",,
4,9:23,1,15,JAX 22,20,17,Trevor Lawrence pass incomplete short left intended for Marvin Jones,,
4,9:19,2,15,JAX 22,20,17,Trevor Lawrence pass complete short right to Jamal Agnew for 10 yards (tackle by Jerome Baker and Jaelan Phillips),,
4,8:53,3,5,JAX 32,20,17,Trevor Lawrence pass incomplete short left intended for Dan Arnold,,
4,8:50,4,5,JAX 32,20,17,"Logan Cooke punts 43 yards, fair catch by Jaylen Waddle at MIA-25",,
4,8:43,1,10,MIA 25,20,17,Tua Tagovailoa pass complete short right to Jaylen Waddle for 12 yards (tackle by Chapelle Russell),,
4,8:08,1,10,MIA 37,20,17,Salvon Ahmed right guard for no gain (tackle by Andrew Wingard),,
4,7:31,2,10,MIA 37,20,17,Tua Tagovailoa pass complete short middle to Durham Smythe for 9 yards (tackle by Damien Wilson),,
4,6:51,3,1,MIA 46,20,17,"Tua Tagovailoa pass incomplete short left intended for Myles Gaskin (defended by Nevin Lawson) MIA challenged the pass completion ruling, and the play was upheld.",,
4,6:48,4,1,MIA 46,20,17,"Penalty on MIA: Delay of Game, 5 yards (accepted) (no play)",,
4,6:48,4,6,MIA 41,20,17,"Michael Palardy punts 59 yards, touchback. MIA challenged the kick touched ruling, and the play was upheld.",,
4,6:39,1,10,JAX 20,20,17,Trevor Lawrence pass complete short left to Laviska Shenault for 7 yards (tackle by Justin Coleman),,
4,6:06,2,3,JAX 27,20,17,Trevor Lawrence pass complete short left to James Robinson for 10 yards (tackle by Andrew Van Ginkel and Emmanuel Ogbah),,
4,5:25,1,10,JAX 37,20,17,James Robinson left tackle for 2 yards (tackle by Justin Coleman),,
4,4:50,2,8,JAX 39,20,17,Trevor Lawrence pass incomplete short right intended for James Robinson,,
4,4:45,3,8,JAX 39,20,17,Trevor Lawrence pass complete deep right to Marvin Jones for 20 yards (tackle by Noah Igbinoghene),,
4,4:39,1,10,MIA 41,20,17,Trevor Lawrence pass incomplete short right intended for Marvin Jones,,
4,4:35,2,10,MIA 41,20,17,James Robinson right guard for 5 yards (tackle by Raekwon Davis and Jerome Baker),,
4,3:54,3,5,MIA 36,20,17,Trevor Lawrence pass incomplete deep left intended for Marvin Jones,,
4,3:45,4,5,MIA 36,20,20,Matthew Wright 54 yard field goal good,,
4,3:40,,,JAX 35,20,20,"Logan Cooke kicks off 65 yards, touchback.",,
4,3:40,1,10,MIA 25,20,20,Tua Tagovailoa pass complete short left to Jaylen Waddle for 8 yards (tackle by Nevin Lawson),,
4,3:34,2,2,MIA 33,20,20,Salvon Ahmed left guard for 1 yard (tackle by Damien Wilson and Josh Allen),,
4,2:50,3,1,MIA 34,20,20,Malcolm Brown left guard for 3 yards (tackle by Jihad Ward and Chapelle Russell),,
4,2:14,1,10,MIA 37,20,20,Salvon Ahmed up the middle for 4 yards (tackle by Josh Allen),,
4,2:00,2,6,MIA 41,20,20,Tua Tagovailoa pass incomplete short left intended for Salvon Ahmed,,
4,1:55,3,6,MIA 41,20,20,Tua Tagovailoa pass complete short left to Mike Gesicki for 5 yards (tackle by Rayshawn Jenkins),,
4,1:49,4,1,MIA 46,20,20,Malcolm Brown right tackle for no gain (tackle by Josh Allen and Chapelle Russell),,
4,1:42,1,10,MIA 46,20,20,"Penalty on Chris Manhertz: False Start, 5 yards (accepted) (no play)",,
4,1:42,1,15,JAX 49,20,20,Trevor Lawrence right end for -1 yards (tackle by Brandon Jones and Jevon Holland),,
4,1:02,2,16,JAX 48,20,20,Trevor Lawrence sacked by Emmanuel Ogbah for -4 yards,,
4,0:20,3,20,JAX 44,20,20,Trevor Lawrence pass complete short right to Laviska Shenault for 12 yards (tackle by Nik Needham),,
4,0:05,,,,,,Timeout #1 by Jacksonville Jaguars,,
4,0:05,,,,,,Timeout #3 by Miami Dolphins,,
4,0:05,4,8,MIA 44,20,20,Trevor Lawrence pass complete short middle to Laviska Shenault for 9 yards (tackle by Brandon Jones),,
4,0:01,,,,,,Timeout #2 by Jacksonville Jaguars,,
4,0:01,1,10,MIA 35,20,23,Matthew Wright 53 yard field goal good,,
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
