#,Quarter,Time,LOS,Plays,Length,Net Yds,Result
1,1,13:35,TEN 24,6,2:42,23,Fumble
2,1,6:17,TEN 26,3,1:38,74,Touchdown
3,1,3:06,OAK 23,4,1:27,-2,Field Goal
4,2,14:49,TEN 14,8,5:46,40,Punt
5,2,7:34,TEN 39,8,3:49,61,Touchdown
6,2,1:56,TEN 24,1,0:13,76,Touchdown
7,2,0:16,TEN 24,1,0:16,-1,End of Half
8,3,15:00,TEN 34,3,2:15,-3,Punt
9,3,6:57,TEN 43,10,5:10,57,Touchdown
10,3,0:56,OAK 3,3,1:01,3,Touchdown
11,4,9:58,TEN 20,3,1:32,4,Punt
12,4,6:17,TEN 8,3,1:43,7,Punt
13,4,3:32,OAK 44,6,3:32,13,End of Game
