Quarter,Time,Down,ToGo,Location,SDG,NWE,Detail,EPB,EPA
2,5:34,2,1,SDG 30,10,13,"Tom Brady pass complete to Tim Dwight for 30 yards, touchdown. Penalty on Sammy Davis: Defensive Pass Interfere (Declined)",3.660,7.000
2,,,,SDG 2,10,14,Adam Vinatieri kicks extra point good,0.000,0.000
2,,,,NWE 30,10,14,"Adam Vinatieri kicks off 67 yards, returned by Darren Sproles for 19 yards (tackle by Ellis Hobbs)",0.000,0.410
2,5:23,1,10,SDG 22,10,14,Drew Brees pass complete to Justin Peelle for 5 yards (tackle by Guss Scott and Duane Starks),0.410,0.540
2,4:49,2,5,SDG 27,10,14,LaDainian Tomlinson up the middle for 9 yards (tackle by Rosevelt Colvin),0.540,1.330
2,4:16,1,10,SDG 36,10,14,LaDainian Tomlinson left end for 4 yards (tackle by Chad Brown and Vince Wilfork),1.330,1.330
2,3:34,2,6,SDG 40,10,14,"Drew Brees pass incomplete intended for Eric Parker (defended by Eugene Wilson). Penalty on Eugene Wilson: Defensive Pass Interfere, 44 yards (no play)",1.330,4.510
2,3:27,1,10,NWE 16,10,14,LaDainian Tomlinson right guard for 8 yards (tackle by Mike Vrabel and Chad Brown),4.510,5.350
2,2:52,2,2,NWE 8,16,14,"LaDainian Tomlinson right guard for 8 yards, touchdown",5.350,7.000
2,,,,NWE 2,17,14,Nate Kaeding kicks extra point good,0.000,0.000
2,,,,SDG 30,17,14,"Nate Kaeding kicks off 64 yards, returned by Bethel Johnson for 11 yards (tackle by Bhawoh Jue)",0.000,-0.060
2,2:41,1,10,NWE 17,17,14,Tom Brady pass complete to Ben Watson for 23 yards (tackle by Bhawoh Jue),-0.060,1.600
2,2:11,1,10,NWE 40,17,14,Tom Brady pass incomplete intended for Deion Branch (defended by Bhawoh Jue),1.600,1.050
2,2:06,2,10,NWE 40,17,14,Tom Brady pass complete to Patrick Pass for 9 yards (tackle by Donnie Edwards and Drayton Florence),1.050,1.550
2,1:58,3,1,NWE 49,17,14,Tom Brady up the middle for no gain (tackle by Jacques Cesaire and Matt Wilhelm),1.550,-0.130
2,1:16,,,,17,14,Timeout #3 by San Diego Chargers,0.000,-0.130
2,1:16,4,1,NWE 49,17,14,Corey Dillon left tackle for 2 yards (tackle by Donnie Edwards and Terrence Kiel),-0.130,2.320
2,1:11,,,,17,14,Timeout #2 by New England Patriots,0.000,2.320
2,1:11,1,10,SDG 49,17,14,Tom Brady pass complete to David Givens for 17 yards,2.320,3.450
2,1:04,1,10,SDG 32,17,14,Tom Brady pass complete to Patrick Pass for 7 yards,3.450,3.850
2,0:59,2,3,SDG 25,17,14,Tom Brady pass complete to David Givens for 2 yards,3.850,3.400
2,0:52,3,1,SDG 23,17,14,Tom Brady up the middle for 4 yards (tackle by Donnie Edwards and Steve Foley),3.400,4.310
2,0:44,,,,17,14,Timeout #3 by New England Patriots,0.000,4.310
2,0:44,1,10,SDG 19,17,14,Tom Brady pass complete to Patrick Pass for 13 yards,4.310,5.830
,,,,,,,"Replay Assistant challenged the ruling, and the play was upheld.",,
2,0:38,1,6,SDG 6,17,14,Tom Brady pass incomplete intended for Troy Brown,5.830,4.950
2,0:34,2,6,SDG 6,17,14,Tom Brady pass incomplete intended for David Givens,4.950,4.040
2,0:30,3,6,SDG 6,17,14,Tom Brady pass incomplete intended for Troy Brown,4.040,2.990
2,0:25,4,6,SDG 6,17,17,Adam Vinatieri 24 yard field goal good,2.990,3.000
2,,,,NWE 30,17,17,"Adam Vinatieri kicks off 67 yards, returned by Darren Sproles for 9 yards (tackle by Matt Chatham)",0.000,-0.350
2,0:16,1,10,SDG 12,17,17,Drew Brees kneels for -1 yards,-0.350,-0.850
Quarter,Time,Down,ToGo,Location,SDG,NWE,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,SDG 30,17,17,"Nate Kaeding kicks off 55 yards, returned by Bethel Johnson for 15 yards (tackle by Shawne Merriman)",0.000,0.940
3,14:57,1,10,NWE 30,17,17,Corey Dillon up the middle for 8 yards (tackle by Randall Godfrey and Ben Leber),0.940,1.470
3,14:12,2,2,NWE 38,17,17,Corey Dillon right tackle for 14 yards (tackle by Randall Godfrey),1.470,2.390
3,13:34,1,10,SDG 48,17,17,Corey Dillon up the middle for -7 yards (tackle by Jacques Cesaire),2.390,0.900
3,12:50,2,17,NWE 45,17,17,"Penalty on Ben Watson: False Start, 5 yards (no play)",0.900,0.230
3,12:26,2,22,NWE 40,17,17,Tom Brady pass complete to Patrick Pass for 5 yards (tackle by Donnie Edwards and Stephen Cooper),0.230,0.230
3,11:44,3,17,NWE 45,17,17,Tom Brady pass complete to Patrick Pass for 10 yards (tackle by Terrence Kiel and Donnie Edwards),0.230,0.270
3,11:03,4,7,SDG 45,17,17,"Josh Miller punts 45 yards, touchback",0.270,-0.280
3,10:54,1,10,SDG 20,17,17,LaDainian Tomlinson up the middle for 4 yards (tackle by Monty Beisel and Guss Scott),0.280,0.270
3,10:18,2,6,SDG 24,17,17,Drew Brees pass complete to Darren Sproles for -1 yards (tackle by Willie McGinest and Asante Samuel),0.270,-0.560
3,9:33,3,7,SDG 23,17,17,Drew Brees pass complete to Antonio Gates for 14 yards (tackle by Guss Scott),-0.560,1.400
3,9:13,1,10,SDG 37,17,17,LaDainian Tomlinson up the middle for 11 yards (tackle by Duane Starks),1.400,2.130
3,8:32,1,10,SDG 48,17,17,Drew Brees pass incomplete intended for Antonio Gates (defended by Duane Starks),2.130,1.580
3,8:27,2,10,SDG 48,17,17,LaDainian Tomlinson right guard for 5 yards (tackle by Mike Vrabel),1.580,1.550
3,7:45,3,5,NWE 47,17,17,Drew Brees pass complete to Eric Parker for 8 yards (tackle by Eugene Wilson and Duane Starks),1.550,2.980
3,7:06,1,10,NWE 39,17,17,Drew Brees pass complete to Antonio Gates for 38 yards (tackle by Guss Scott),2.980,6.970
,,,,,,,"NWE challenged the ruling, and the play was upheld.",,
3,6:19,1,1,NWE 1,23,17,"LaDainian Tomlinson left tackle for 1 yard, touchdown",6.970,7.000
3,,,,NWE 2,24,17,Nate Kaeding kicks extra point good,0.000,0.000
3,,,,SDG 30,,,"Nate Kaeding kicks off 73 yards, returned by Bethel Johnson for 30 yards",,
3,6:10,1,10,NWE 27,24,17,Tom Brady pass incomplete intended for Deion Branch,0.740,0.200
3,6:06,2,10,NWE 27,24,17,Tom Brady pass complete to Patrick Pass for -4 yards (tackle by Donnie Edwards),0.200,-1.020
3,5:24,3,14,NWE 23,24,17,Tom Brady pass complete to Deion Branch for 6 yards (tackle by Clinton Hart),-1.020,-1.440
3,4:48,4,8,NWE 29,24,17,"Josh Miller punts 57 yards, returned by Darren Sproles for 11 yards (tackle by Matt Chatham)",-1.440,-0.610
3,4:36,1,10,SDG 25,24,17,LaDainian Tomlinson left tackle for 2 yards (tackle by Mike Vrabel),0.610,0.330
3,3:58,2,8,SDG 27,24,17,Drew Brees pass complete to LaDainian Tomlinson for 10 yards (tackle by Guss Scott and Richard Seymour),0.330,1.400
3,3:20,1,10,SDG 37,24,17,Michael Turner right end for 18 yards (tackle by Ty Warren),1.400,2.590
3,2:37,1,10,NWE 45,24,17,Michael Turner up the middle for 7 yards (tackle by Monty Beisel and Richard Seymour),2.590,2.990
3,1:54,2,3,NWE 38,24,17,LaDainian Tomlinson left guard for 8 yards (tackle by Jarvis Green),2.990,3.580
3,1:12,1,10,NWE 30,24,17,LaDainian Tomlinson up the middle for 2 yards (tackle by Ty Warren and Richard Seymour),3.580,3.300
3,0:31,2,8,NWE 28,24,17,Drew Brees pass incomplete intended for Antonio Gates,3.300,2.610
3,0:26,3,8,NWE 28,30,17,"Drew Brees pass complete to Reche Caldwell for 28 yards, touchdown",2.610,7.000
3,,,,NWE 2,31,17,Nate Kaeding kicks extra point good,0.000,0.000
3,,,,SDG 30,31,17,"Nate Kaeding kicks off 63 yards, returned by Ellis Hobbs for 14 yards (tackle by Matt Wilhelm)",0.000,0.340
3,0:13,1,10,NWE 21,31,17,Corey Dillon right tackle for 8 yards (tackle by Quentin Jammer and Luis Castillo),0.340,0.880
Quarter,Time,Down,ToGo,Location,SDG,NWE,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,2,NWE 29,31,17,Tom Brady pass complete to Troy Brown for 4 yards (tackle by Terrence Kiel and Donnie Edwards),0.880,1.140
4,14:31,1,10,NWE 33,31,17,Tom Brady pass incomplete intended for David Givens,1.140,0.590
4,14:26,2,10,NWE 33,31,17,Corey Dillon up the middle for 2 yards (tackle by Luis Castillo and Steve Foley),0.590,0.170
4,13:53,3,8,NWE 35,31,17,Tom Brady pass incomplete intended for Patrick Pass,0.170,-1.040
4,13:48,4,8,NWE 35,31,17,"Josh Miller punts 39 yards, returned by Darren Sproles for -1 yards (tackle by Bethel Johnson)",-1.040,-0.610
4,13:39,1,10,SDG 25,31,17,LaDainian Tomlinson left end for 6 yards (tackle by Rosevelt Colvin),0.610,0.870
4,12:56,2,4,SDG 31,31,17,LaDainian Tomlinson left guard for 4 yards (tackle by Mike Vrabel and Eugene Wilson),0.870,1.270
4,12:14,1,10,SDG 35,31,17,Michael Turner left tackle for 5 yards (tackle by Richard Seymour and Rosevelt Colvin),1.270,1.400
4,11:33,2,5,SDG 40,31,17,Michael Turner right guard for -2 yards (tackle by Mike Wright and Monty Beisel),1.400,0.430
4,10:51,3,7,SDG 38,31,17,Drew Brees pass complete to Reche Caldwell for 8 yards,0.430,1.990
4,10:22,1,10,SDG 46,31,17,LaDainian Tomlinson left guard for 2 yards (tackle by Duane Starks),1.990,1.720
4,9:39,2,8,SDG 48,31,17,LaDainian Tomlinson left tackle for 5 yards (tackle by Chad Brown and Rosevelt Colvin),1.720,1.690
4,8:57,3,3,NWE 47,31,17,Drew Brees pass complete to Antonio Gates for 7 yards (tackle by Mike Vrabel),1.690,2.920
4,8:15,1,10,NWE 40,31,17,Michael Turner up the middle for no gain (tackle by Monty Beisel),2.920,2.370
4,7:32,2,10,NWE 40,31,17,Darren Sproles up the middle for 3 yards (tackle by Vince Wilfork and Chad Brown),2.370,2.080
4,6:53,3,7,NWE 37,31,17,"Drew Brees pass complete to LaDainian Tomlinson for 21 yards (tackle by Mike Vrabel). Penalty on Mike Vrabel: Face Mask (15 Yards), 8 yards",2.080,5.370
4,6:22,1,8,NWE 8,31,17,Michael Turner left guard for 1 yard (tackle by Richard Seymour and Monty Beisel),5.370,4.760
4,5:38,2,7,NWE 7,31,17,Michael Turner up the middle for 3 yards (tackle by Jarvis Green and Vince Wilfork),4.760,4.490
4,4:55,3,4,NWE 4,31,17,Michael Turner left guard for 1 yard (tackle by Rosevelt Colvin),4.490,3.040
4,4:48,,,,31,17,Timeout #2 by New England Patriots,0.000,3.040
4,4:48,4,3,NWE 3,34,17,Nate Kaeding 21 yard field goal good,3.040,3.000
4,,,,SDG 30,34,17,"Nate Kaeding kicks off 62 yards, returned by Ellis Hobbs for 24 yards (tackle by Jamar Fletcher)",0.000,1.070
4,4:38,1,10,NWE 32,34,17,Tom Brady pass incomplete intended for David Givens is intercepted by Bhawoh Jue at SDG-35,1.070,-1.270
4,4:30,1,10,SDG 35,34,17,LaDainian Tomlinson right tackle for 9 yards (tackle by Monty Beisel and Guss Scott),1.270,1.940
4,3:48,2,1,SDG 44,34,17,LaDainian Tomlinson left tackle for 4 yards (tackle by Rosevelt Colvin),1.940,2.130
4,3:03,1,10,SDG 48,34,17,Michael Turner left tackle for 2 yards (tackle by Monty Beisel and Vince Wilfork),2.130,1.850
4,2:17,2,8,NWE 50,34,17,Michael Turner up the middle for 4 yards (tackle by Willie McGinest and Dan Klecko),1.850,1.680
4,2:00,3,4,NWE 46,34,17,"Michael Turner left tackle for 46 yards. Penalty on Nick Hardwick: Offensive Holding, 10 yards (no play)",1.680,0.370
4,1:51,3,14,SDG 44,34,17,Michael Turner right tackle for 5 yards (tackle by Chad Brown and Rosevelt Colvin),0.370,-0.130
4,1:45,,,,34,17,Timeout #3 by New England Patriots,0.000,-0.130
4,1:45,4,9,SDG 49,34,17,"Mike Scifres punts 51 yards, touchback",-0.130,-0.280
4,1:35,1,10,NWE 20,34,17,Matt Cassel pass incomplete intended for Troy Brown (defended by Drayton Florence),0.280,-0.270
4,1:26,2,10,NWE 20,34,17,Matt Cassel pass complete to Patrick Pass for 3 yards (tackle by Terrence Kiel),-0.270,-0.560
4,1:07,3,7,NWE 23,34,17,Matt Cassel pass complete to Patrick Pass for 12 yards (tackle by Donnie Edwards and Terrence Kiel),-0.560,1.270
4,0:46,1,10,NWE 35,40,17,"Matt Cassel pass incomplete is intercepted by Donnie Edwards at NWE-41 and returned for 1 yard, touchdown",1.270,-7.000
4,,,,NWE 2,41,17,Nate Kaeding kicks extra point good,0.000,0.000
4,,,,SDG 30,41,17,"Nate Kaeding kicks off 59 yards, returned by Bethel Johnson for 33 yards (tackle by Shaun Phillips). Penalty on Bhawoh Jue: Offside on Free Kick, 5 yards",0.000,2.190
4,0:27,1,10,NWE 49,41,17,Matt Cassel kneels for -1 yards,2.190,1.510
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
