Quarter,Time,Down,ToGo,Location,SDG,NWE,Detail,EPB,EPA
1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter
,,,,,,,"Chargers won the coin toss, Chargers to receive the opening kickoff.",,
1,15:00,,,NWE 30,0,0,"Adam Vinatieri kicks off 67 yards, returned by Darren Sproles for 23 yards (tackle by Patrick Pass)",0.000,0.670
1,14:54,1,10,SDG 26,0,0,LaDainian Tomlinson left tackle for 3 yards (tackle by Richard Seymour),0.670,0.540
1,14:19,2,7,SDG 29,0,0,Darren Sproles right tackle for 5 yards (tackle by Willie McGinest and Ty Warren),0.540,0.500
1,13:36,3,2,SDG 34,0,0,Drew Brees pass incomplete intended for Darren Sproles,0.500,-1.110
1,13:30,4,2,SDG 34,0,0,"Mike Scifres punts 47 yards, returned by Tim Dwight for 8 yards (tackle by Kassim Osgood)",-1.110,-0.740
1,13:21,1,10,NWE 27,0,0,Corey Dillon right guard for 2 yards (tackle by Donnie Edwards and Luis Castillo),0.740,0.470
1,12:48,2,8,NWE 29,0,0,Corey Dillon up the middle for 29 yards (tackle by Quentin Jammer and Bhawoh Jue),0.470,2.790
1,12:06,1,10,SDG 42,0,0,Tom Brady pass complete to David Givens for 15 yards (tackle by Quentin Jammer),2.790,3.780
1,11:42,1,10,SDG 27,0,0,Corey Dillon right guard for -3 yards (tackle by Ben Leber and Jamal Williams),3.780,2.830
1,11:02,2,13,SDG 30,0,0,Tom Brady pass complete to David Givens for 11 yards (tackle by Quentin Jammer),2.830,3.640
1,10:24,3,2,SDG 19,0,0,Tom Brady pass incomplete intended for David Givens (defended by Shawne Merriman),3.640,2.310
1,10:21,4,2,SDG 19,0,0,Adam Vinatieri 37 yard field goal no good,2.310,-0.740
1,10:17,1,10,SDG 27,0,0,LaDainian Tomlinson up the middle for 4 yards (tackle by Ty Warren and Chad Brown),0.740,0.740
1,9:43,2,6,SDG 31,0,0,"Drew Brees pass complete to Keenan McCardell for 4 yards. Penalty on Willie McGinest: Defensive Holding, 5 yards (no play)",0.740,1.330
1,9:12,1,10,SDG 36,0,0,LaDainian Tomlinson right guard for 10 yards (tackle by Mike Vrabel),1.330,1.990
1,8:35,1,10,SDG 46,0,0,Drew Brees pass complete to Antonio Gates for 21 yards (tackle by Chad Brown),1.990,3.380
1,7:52,1,10,NWE 33,0,0,LaDainian Tomlinson left guard for 9 yards (tackle by Mike Vrabel and Eugene Wilson),3.380,4.050
1,7:19,2,1,NWE 24,0,0,Drew Brees pass incomplete intended for LaDainian Tomlinson,4.050,3.340
1,7:14,3,1,NWE 24,0,0,LaDainian Tomlinson left guard for no gain (tackle by Jarvis Green and Monty Beisel),3.340,2.020
1,6:27,,,,0,0,Timeout #1 by San Diego Chargers,0.000,2.020
1,6:27,4,1,NWE 24,3,0,Nate Kaeding 42 yard field goal good,2.020,3.000
1,,,,SDG 30,3,0,"Nate Kaeding kicks off 62 yards, returned by Ellis Hobbs for 22 yards (tackle by Clinton Hart)",0.000,0.940
1,6:17,1,10,NWE 30,3,0,Tom Brady pass incomplete intended for Deion Branch,0.940,0.390
1,6:11,2,10,NWE 30,3,0,Corey Dillon right guard for no gain (tackle by Donnie Edwards),0.390,-0.300
1,5:32,3,10,NWE 30,3,0,Tom Brady pass complete to Troy Brown for 21 yards (tackle by Drayton Florence),-0.300,2.320
1,4:52,1,10,SDG 49,3,0,Tom Brady pass complete to David Givens for 3 yards (tackle by Donnie Edwards),2.320,2.190
1,4:12,2,7,SDG 46,3,0,Tom Brady pass complete to Tim Dwight for 11 yards (tackle by Terrence Kiel),2.190,3.250
1,3:30,1,10,SDG 35,3,0,Tom Brady pass incomplete intended for Deion Branch,3.250,2.700
1,3:26,2,10,SDG 35,3,0,Tom Brady pass complete to Corey Dillon for 23 yards (tackle by Terrence Kiel),2.700,4.780
1,2:40,1,10,SDG 12,3,0,"Patrick Pass left tackle for 4 yards (tackle by Randall Godfrey). Penalty on Luis Castillo: Defensive Offside, 5 yards (no play)",4.780,5.930
1,2:21,1,5,SDG 7,3,0,Patrick Pass left end for 6 yards (tackle by Bhawoh Jue and Drayton Florence),5.930,6.970
1,1:37,1,1,SDG 1,3,6,"Corey Dillon left guard for 1 yard, touchdown",6.970,7.000
1,,,,SDG 2,3,7,Adam Vinatieri kicks extra point good,0.000,0.000
1,,,,NWE 30,3,7,"Adam Vinatieri kicks off 73 yards, returned by Darren Sproles for 29 yards (tackle by Don Davis)",0.000,0.670
1,1:29,1,10,SDG 26,3,7,Drew Brees pass complete to Eric Parker for 13 yards (tackle by Asante Samuel),0.670,1.530
1,0:53,1,10,SDG 39,3,7,LaDainian Tomlinson left tackle for 4 yards (tackle by Jarvis Green and Mike Vrabel),1.530,1.530
1,0:10,2,6,SDG 43,3,7,Drew Brees pass complete to Lorenzo Neal for 4 yards (tackle by Chad Brown),1.530,1.360
Quarter,Time,Down,ToGo,Location,SDG,NWE,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,3,2,SDG 47,3,7,Drew Brees pass incomplete (defended by Willie McGinest),1.360,-0.260
2,14:58,4,2,SDG 47,3,7,"Mike Scifres punts 53 yards, touchback",-0.260,-0.280
2,14:49,1,10,NWE 20,3,7,Tom Brady sacked by Ben Leber for -8 yards,0.280,-1.360
2,14:17,2,18,NWE 12,3,7,Corey Dillon up the middle for no gain (tackle by Randall Godfrey and Stephen Cooper),-1.360,-2.360
2,13:33,3,18,NWE 12,3,7,Tom Brady pass complete to David Givens for 18 yards (tackle by Bhawoh Jue and Drayton Florence),-2.360,0.940
2,12:47,1,10,NWE 30,3,7,Corey Dillon left end for -2 yards (tackle by Jamal Williams and Drayton Florence),0.940,0.120
2,12:15,2,12,NWE 28,3,7,Tom Brady pass incomplete intended for Troy Brown,0.120,-0.560
2,12:08,3,12,NWE 28,3,7,Tom Brady pass incomplete intended for Deion Branch,-0.560,-1.500
2,12:04,4,12,NWE 28,3,7,"Josh Miller punts 43 yards, returned by Darren Sproles for 14 yards (tackle by Mike Vrabel)",-1.500,-1.800
2,11:52,1,10,SDG 43,3,7,LaDainian Tomlinson up the middle for 1 yard (tackle by Vince Wilfork),1.800,1.390
2,11:15,2,9,SDG 44,3,7,Drew Brees pass complete to Eric Parker for 11 yards (tackle by Guss Scott),1.390,2.590
2,10:47,1,10,NWE 45,3,7,Eric Parker right tackle for -2 yards (tackle by Willie McGinest and Ty Warren),2.590,1.770
2,10:12,2,12,NWE 47,3,7,"Drew Brees pass complete to LaDainian Tomlinson for 3 yards (tackle by Eugene Wilson). Penalty on Mike Goff: Offensive Holding, 10 yards",1.770,0.830
2,9:43,2,19,SDG 46,3,7,Drew Brees pass complete to Antonio Gates for 15 yards (tackle by Duane Starks),0.830,2.150
2,9:02,3,4,NWE 39,3,7,"Penalty on Kris Dielman: False Start, 5 yards (no play)",2.150,1.490
2,8:36,,,,3,7,Timeout #1 by New England Patriots,0.000,1.490
2,8:36,3,9,NWE 44,3,7,Drew Brees pass complete to Antonio Gates for 13 yards (tackle by Chad Scott),1.490,3.510
2,8:00,1,10,NWE 31,3,7,"LaDainian Tomlinson left tackle for 3 yards. Penalty on Roman Oben: Offensive Holding, 10 yards (no play)",3.510,2.850
2,7:36,1,20,NWE 41,3,7,Drew Brees pass complete to Eric Parker for 19 yards (tackle by Mike Vrabel),2.850,4.180
2,6:52,2,1,NWE 22,3,7,LaDainian Tomlinson right tackle for 11 yards (tackle by Asante Samuel),4.180,4.840
2,6:26,,,,3,7,Timeout #2 by San Diego Chargers,0.000,4.840
2,6:26,1,10,NWE 11,9,7,"Drew Brees pass complete to Keenan McCardell for 11 yards, touchdown",4.840,7.000
2,,,,NWE 2,10,7,Nate Kaeding kicks extra point good,0.000,0.000
2,,,,SDG 30,10,7,"Nate Kaeding kicks off 68 yards, returned by Bethel Johnson for 51 yards (tackle by Shaun Phillips). Bethel Johnson fumbles (forced by Shaun Phillips), recovered by Bethel Johnson at SDG-44",0.000,2.650
2,6:11,1,10,SDG 44,10,7,"Tom Brady pass incomplete intended for Tim Dwight (defended by Sammy Davis). Penalty on Quentin Jammer: Defensive Holding, 5 yards (no play)",2.650,2.980
2,6:07,1,10,SDG 39,10,7,Corey Dillon right end for 9 yards (tackle by Terrence Kiel),2.980,3.660
