0,1
Officials,Officials
Referee,Terry McAulay
Umpire,Scott Dawson
Head Linesman,Greg Bradley
Line Judge,Byron Boston
Back Judge,Lee Dyer
Side Judge,James Coleman
Field Judge,Terry Brown
