Quarter,Time,Down,ToGo,Location,DEN,DAL,Detail,EPB,EPA
2,9:44,2,1,DAL 19,7,17,Ronnie Hillman right end for 17 yards (tackle by Barry Church),4.420,6.740
2,9:11,1,2,DAL 2,13,17,"Peyton Manning pass complete short right to Eric Decker for 2 yards, touchdown",6.740,7.000
2,9:11,,,DAL 2,14,17,Matt Prater kicks extra point good,0.000,0.000
2,9:11,,,DEN 35,14,17,"Matt Prater kicks off 73 yards, returned by Dwayne Harris for 27 yards (tackle by Jacob Tamme)",0.000,-0.150
2,8:59,1,10,DAL 19,14,17,"Tony Romo pass complete short left to Dez Bryant for 12 yards (tackle by Kayvon Webster). Dez Bryant fumbles (forced by Kayvon Webster), recovered by Duke Ihenacho at DAL-41 (tackle by Jason Witten)",0.150,-2.850
2,8:49,1,10,DAL 41,14,17,Knowshon Moreno up the middle for 1 yard (tackle by Sean Lee),2.850,2.440
2,8:05,2,9,DAL 40,14,17,Knowshon Moreno left tackle for 2 yards (tackle by Drake Nevis),2.440,2.020
2,7:36,3,7,DAL 38,14,17,Peyton Manning pass complete short left to Julius Thomas for 16 yards (tackle by Barry Church),2.020,4.110
2,7:06,1,10,DAL 22,14,17,Peyton Manning pass complete short middle to Julius Thomas for 5 yards (tackle by Sean Lee),4.110,4.290
2,6:18,2,5,DAL 17,14,17,"Peyton Manning pass incomplete short right intended for Demaryius Thomas. Penalty on George Selvie: Face Mask (15 Yards), 9 yards (no play)",4.290,5.370
2,6:07,1,8,DAL 8,14,17,Ronnie Hillman up the middle for -1 yards (tackle by Sean Lee),5.370,4.380
2,5:27,2,9,DAL 9,20,17,"Peyton Manning pass complete short right to Julius Thomas for 9 yards, touchdown",4.380,7.000
2,5:27,,,DAL 2,21,17,Matt Prater kicks extra point good,0.000,0.000
2,5:27,,,DEN 35,21,17,"Matt Prater kicks off 65 yards, touchback",0.000,-0.280
2,5:22,1,10,DAL 20,21,17,Terrance Williams left end for 2 yards (tackle by Danny Trevathan),0.280,0.000
2,4:40,2,8,DAL 22,21,17,Tony Romo sacked by Malik Jackson for -7 yards,0.000,-1.860
2,3:59,3,15,DAL 15,21,17,Tony Romo up the middle for 7 yards (tackle by Malik Jackson and Mike Adams),-1.860,-1.900
2,3:23,4,8,DAL 22,21,17,"Chris Jones punts 51 yards, returned by Trindon Holliday for 9 yards (tackle by Jeff Heath)",-1.900,-1.330
2,3:10,1,10,DEN 36,21,17,Knowshon Moreno left end for 14 yards (tackle by Bruce Carter),1.330,2.260
2,2:35,1,10,DAL 50,21,17,"Peyton Manning pass incomplete deep right intended for Julius Thomas. Penalty on Sean Lee: Defensive Pass Interference, 21 yards (no play)",2.260,3.640
2,2:26,1,10,DAL 29,21,17,Knowshon Moreno right tackle for 5 yards (tackle by Bruce Carter),3.640,3.780
2,2:26,2,5,DAL 24,21,17,"Penalty on Kyle Wilber: Neutral Zone Infraction, 5 yards (no play)",3.780,4.310
2,2:00,1,10,DAL 19,21,17,Peyton Manning pass complete short middle to Knowshon Moreno for 7 yards (tackle by Orlando Scandrick),4.310,4.310
2,1:49,1,10,DAL 19,21,17,Timeout #2 by Dallas Cowboys,4.310,4.920
2,1:49,2,3,DAL 12,21,17,Knowshon Moreno left end for 10 yards (tackle by J.J. Wilcox),4.920,4.920
2,1:43,2,3,DAL 12,21,17,Timeout #3 by Dallas Cowboys,4.920,6.740
2,1:43,1,2,DAL 2,21,17,Peyton Manning pass incomplete short right intended for Eric Decker,6.740,5.720
2,1:39,2,2,DAL 2,21,17,Montee Ball up the middle for 1 yard (tackle by DeMarcus Ware),5.720,5.720
2,0:52,2,2,DAL 2,21,17,Timeout #2 by Denver Broncos,5.720,5.170
2,0:52,3,1,DAL 1,27,17,"Peyton Manning left end for 1 yard, touchdown",5.170,7.000
2,0:52,,,DAL 2,28,17,Matt Prater kicks extra point good,0.000,0.000
2,0:52,,,DEN 35,28,17,"Matt Prater kicks off 54 yards, returned by Kyle Bosworth for 16 yards (tackle by Mike Adams)",0.000,-0.740
2,0:40,1,10,DAL 27,28,17,Tony Romo pass complete short left to DeMarco Murray for 5 yards (tackle by Chris Harris),0.740,0.740
2,0:28,1,10,DAL 27,28,17,Timeout #3 by Denver Broncos,0.740,0.870
2,0:28,2,5,DAL 32,28,17,Tony Romo pass complete deep right to Terrance Williams for 38 yards (tackle by Kayvon Webster),0.870,3.580
2,0:28,1,10,DEN 30,28,17,Tony Romo spiked the ball,3.580,3.030
2,0:04,2,10,DEN 30,28,20,Dan Bailey 48 yard field goal good,3.030,3.000
Quarter,Time,Down,ToGo,Location,DEN,DAL,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,DAL 35,28,20,"Dan Bailey kicks off 72 yards, returned by Trindon Holliday for 40 yards (tackle by Dan Bailey)",0.000,-1.140
3,14:52,1,10,DEN 33,28,20,Peyton Manning pass complete short middle to Demaryius Thomas for 8 yards (tackle by Barry Church),1.140,1.670
3,14:25,2,2,DEN 41,28,20,Knowshon Moreno right tackle for 1 yard (tackle by Jason Hatcher and DeMarcus Ware),1.670,1.090
3,13:39,3,1,DEN 42,28,20,Knowshon Moreno right guard for 3 yards (tackle by Nick Hayden),1.090,1.930
3,13:14,1,10,DEN 45,28,20,Ronnie Hillman right end for -3 yards (tackle by George Selvie),1.930,0.980
3,12:34,2,13,DEN 42,28,20,Peyton Manning pass complete short middle to Julius Thomas for 27 yards (tackle by Barry Church),0.980,3.510
3,12:04,1,10,DAL 31,28,20,"Ronnie Hillman left end for 6 yards (tackle by Barry Church). Penalty on Ronnie Hillman: Illegal Shift, 5 yards (no play)",3.510,3.180
3,11:42,1,15,DAL 36,28,20,Peyton Manning pass complete short right to Julius Thomas for 5 yards (tackle by Morris Claiborne),3.180,2.970
3,11:13,2,10,DAL 31,28,20,Peyton Manning pass complete short left to Eric Decker for 6 yards (tackle by Orlando Scandrick),2.970,3.070
3,10:31,3,4,DAL 25,28,20,Peyton Manning pass complete short middle to Demaryius Thomas for 5 yards (tackle by Ernie Sims and J.J. Wilcox),3.070,4.240
3,10:00,1,10,DAL 20,28,20,Peyton Manning pass incomplete short middle intended for Julius Thomas,4.240,3.690
3,9:57,2,10,DAL 20,28,20,Knowshon Moreno right end for 11 yards (tackle by Sean Lee and Nick Hayden),3.690,5.140
3,9:16,1,9,DAL 9,28,20,Peyton Manning pass complete short middle to Ronnie Hillman for 6 yards (tackle by Sean Lee),5.140,5.530
3,8:48,2,3,DAL 3,28,20,Ronnie Hillman up the middle for 1 yard (tackle by Sean Lee and Caesar Rayford),5.530,4.950
3,8:09,3,2,DAL 2,34,20,"Peyton Manning pass complete short right to Wes Welker for 2 yards, touchdown",4.950,7.000
3,8:09,,,DAL 2,35,20,Matt Prater kicks extra point good,0.000,0.000
3,8:09,,,DEN 35,35,20,"Matt Prater kicks off 72 yards, returned by Dwayne Harris for 24 yards (tackle by Jacob Tamme)",0.000,0.060
3,7:57,1,10,DAL 17,35,20,DeMarco Murray up the middle for 1 yard (tackle by Shaun Phillips),-0.060,-0.420
3,7:20,2,9,DAL 18,35,26,"Tony Romo pass complete deep middle to Terrance Williams for 82 yards, touchdown",-0.420,7.000
3,7:20,,,DEN 2,35,27,Dan Bailey kicks extra point good,0.000,0.000
3,7:20,,,DAL 35,35,27,"Dan Bailey kicks off 65 yards, touchback",0.000,-0.280
3,7:08,1,10,DEN 20,35,27,"Knowshon Moreno right end for 3 yards (tackle by Brandon Carr). Penalty on DEN: Offensive Holding, 10 yards",0.280,-0.510
3,7:08,1,17,DEN 13,35,27,Peyton Manning pass complete short right to Julius Thomas for 29 yards (tackle by Barry Church),-0.510,1.730
3,6:14,1,10,DEN 42,35,27,Ronnie Hillman left end for 4 yards (tackle by Sean Lee and Kyle Wilber),1.730,1.730
3,5:49,2,6,DEN 46,35,27,Peyton Manning pass complete short middle to Ronnie Hillman for 19 yards (tackle by Barry Church),1.730,3.250
3,5:23,1,10,DAL 35,35,27,Ronnie Hillman left end for -1 yards (tackle by Bruce Carter),3.250,2.570
3,4:52,2,11,DAL 36,35,27,Peyton Manning pass complete short right to Wes Welker for 4 yards (tackle by Drake Nevis),2.570,2.410
3,4:11,3,7,DAL 32,35,27,Knowshon Moreno right end for 2 yards (tackle by J.J. Wilcox),2.410,1.450
3,3:29,4,5,DAL 30,38,27,Matt Prater 48 yard field goal good,1.450,3.000
3,3:29,,,DEN 35,38,27,"Matt Prater kicks off 65 yards, touchback",0.000,-0.280
3,3:23,1,10,DAL 20,38,27,Tony Romo pass incomplete deep left intended for Dez Bryant,0.280,-0.270
3,3:17,2,10,DAL 20,38,27,Tony Romo pass complete short right to Dez Bryant for 27 yards (tackle by Nate Irving),-0.270,2.060
3,2:39,1,10,DAL 47,38,27,DeMarco Murray right guard for 2 yards (tackle by Mike Adams),2.060,1.790
3,2:00,2,8,DAL 49,38,27,"Tony Romo pass incomplete deep right intended for Dez Bryant. Penalty on Dominique Rodgers-Cromartie: Defensive Pass Interference, 20 yards (no play)",1.790,3.510
3,1:53,1,10,DEN 31,38,27,Tony Romo pass complete short right to Terrance Williams for 6 yards (tackle by Mike Adams),3.510,3.780
3,1:10,2,4,DEN 25,38,27,Tony Romo pass incomplete deep left intended for Dez Bryant,3.780,3.070
3,1:03,3,4,DEN 25,38,27,Tony Romo pass complete short middle to Cole Beasley for 23 yards (tackle by Omar Bolden),3.070,6.740
3,0:20,1,2,DEN 2,38,33,"Tony Romo pass complete short left to Dez Bryant for 2 yards, touchdown",6.740,7.000
3,0:20,,,,38,33,"Two Point Attempt: Tony Romo up the middle, conversion fails",0.000,-1.000
3,0:20,,,DAL 35,38,33,"Dan Bailey kicks off 70 yards, returned by Trindon Holliday for 25 yards (tackle by Kyle Bosworth)",0.000,-0.280
3,0:09,1,10,DEN 20,38,33,Peyton Manning pass incomplete deep left intended for Eric Decker is intercepted by Morris Claiborne at DAL-49,0.280,-2.190
3,0:02,1,10,DAL 49,38,33,Tony Romo pass incomplete deep middle intended for Dez Bryant,2.190,1.650
Quarter,Time,Down,ToGo,Location,DEN,DAL,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,10,DAL 49,38,33,Tony Romo pass complete short left to Jason Witten for 15 yards (tackle by Duke Ihenacho),1.650,3.180
4,14:27,1,10,DEN 36,38,33,Tony Romo pass complete short middle to Jason Witten for 26 yards (tackle by Rahim Moore). Penalty on Kevin Vickerson: Illegal Use of Hands (Declined),3.180,4.910
4,13:53,1,10,DEN 10,38,33,Tony Romo pass incomplete short left intended for Jason Witten,4.910,4.190
4,13:48,2,10,DEN 10,38,39,"Tony Romo pass complete short right to Jason Witten for 10 yards, touchdown",4.190,7.000
4,13:48,,,,38,41,"Two Point Attempt: Tony Romo pass complete to Terrance Williams, conversion succeeds",0.000,1.000
4,13:48,,,DAL 35,38,41,"Dan Bailey kicks off 70 yards, returned by Trindon Holliday for 22 yards (tackle by DeVonte Holloman)",0.000,0.060
4,13:33,1,10,DEN 17,38,41,Peyton Manning pass complete short left to Knowshon Moreno for 7 yards (tackle by Barry Church),-0.060,0.480
4,12:57,2,3,DEN 24,38,41,Knowshon Moreno right tackle for 4 yards (tackle by Sean Lee),0.480,0.810
4,12:31,1,10,DEN 28,38,41,Peyton Manning pass incomplete short right intended for Julius Thomas,0.810,0.260
4,12:26,2,10,DEN 28,38,41,Peyton Manning pass incomplete,0.260,-0.430
4,12:22,3,10,DEN 28,38,41,Peyton Manning pass complete short middle to Knowshon Moreno for 11 yards (tackle by Barry Church),-0.430,1.530
4,11:52,1,10,DEN 39,38,41,Peyton Manning pass complete short middle to Wes Welker for 13 yards (tackle by Sean Lee),1.530,2.390
4,11:52,1,10,DAL 48,38,41,"Penalty on George Selvie: Neutral Zone Infraction, 5 yards (no play)",2.390,3.120
4,11:01,1,5,DAL 43,38,41,Peyton Manning pass complete short left to Eric Decker for 6 yards (tackle by Sean Lee),3.120,3.120
4,10:33,1,10,DAL 37,38,41,Peyton Manning pass complete short middle to Demaryius Thomas for 5 yards (tackle by Bruce Carter),3.120,3.250
4,9:54,2,5,DAL 32,38,41,Peyton Manning pass incomplete deep left intended for Julius Thomas,3.250,2.540
4,9:48,3,5,DAL 32,38,41,Peyton Manning pass incomplete deep left intended for Demaryius Thomas,2.540,1.260
4,9:42,4,5,DAL 32,41,41,Matt Prater 50 yard field goal good,1.260,3.000
4,,,,DEN 35,,,"Matt Prater kicks off 70 yards, returned by Dwayne Harris for 28 yards. Penalty on Will Allen: Offensive Holding, 10 yards",,
4,9:29,1,10,DAL 13,41,41,"Tony Romo pass complete short middle to Dez Bryant for 27 yards (tackle by Tony Carter). Penalty on DeMarco Murray: Offensive Holding, 6 yards (no play)",-0.320,-0.610
4,9:02,1,16,DAL 7,41,41,Tony Romo pass incomplete short middle intended for Jason Witten (defended by Duke Ihenacho),-0.610,-1.220
4,8:56,2,16,DAL 7,41,41,Tony Romo pass complete short left to Cole Beasley for 10 yards (tackle by Rahim Moore),-1.220,-0.940
4,8:27,3,6,DAL 17,41,41,Tony Romo pass complete deep left to Dez Bryant for 79 yards (tackle by Omar Bolden),-0.940,6.280
4,7:24,1,4,DEN 4,41,47,"Tony Romo pass complete short left to Cole Beasley for 4 yards, touchdown",6.280,7.000
4,7:24,,,DEN 2,41,48,Dan Bailey kicks extra point good,0.000,0.000
4,7:24,,,DAL 35,41,48,"Dan Bailey kicks off 44 yards, returned by Malik Jackson for 6 yards (tackle by Jeff Heath)",0.000,-0.740
4,7:14,1,10,DEN 27,41,48,Peyton Manning pass complete short right to Knowshon Moreno for 13 yards (tackle by Will Allen),0.740,1.600
4,6:50,1,10,DEN 40,41,48,Knowshon Moreno right tackle for 2 yards (tackle by Sean Lee),1.600,1.320
4,6:23,2,8,DEN 42,41,48,Peyton Manning pass complete short left to Ronnie Hillman for 8 yards (tackle by Sean Lee),1.320,2.260
4,5:52,1,10,DAL 50,41,48,Ronnie Hillman left tackle for no gain (tackle by DeMarcus Ware),2.260,1.710
4,5:20,2,10,DAL 50,41,48,Peyton Manning pass complete short left to Wes Welker for 14 yards (tackle by Orlando Scandrick),1.710,3.180
4,4:47,1,10,DAL 36,41,48,Peyton Manning pass complete short left to Demaryius Thomas for 26 yards (tackle by J.J. Wilcox and Barry Church),3.180,4.910
4,4:04,1,10,DAL 10,41,48,Knowshon Moreno right tackle for 3 yards (tackle by Sean Lee),4.910,4.760
4,3:21,2,7,DAL 7,41,48,"Knowshon Moreno right tackle for 2 yards (tackle by Sean Lee). Penalty on Orlando Franklin: Offensive Holding, 10 yards (no play)",4.760,3.240
4,3:16,2,17,DAL 17,41,48,Peyton Manning pass complete short middle to Wes Welker for 16 yards (tackle by Barry Church),3.240,5.170
4,2:44,3,1,DAL 1,47,48,"Knowshon Moreno right guard for 1 yard, touchdown",5.170,7.000
4,2:44,,,DAL 2,48,48,Matt Prater kicks extra point good,0.000,0.000
4,2:44,,,DEN 35,48,48,"Matt Prater kicks off 65 yards, touchback",0.000,-0.280
4,2:39,1,10,DAL 20,48,48,Tony Romo sacked by Shaun Phillips for -6 yards,0.280,-1.180
4,2:04,2,16,DAL 14,48,48,Tony Romo pass incomplete short right intended for Gavin Escobar is intercepted by Danny Trevathan at DAL-24,-1.180,-3.970
4,1:57,1,10,DAL 24,48,48,Peyton Manning pass complete short left to Demaryius Thomas for 13 yards (tackle by Brandon Carr),3.970,3.970
4,1:49,1,10,DAL 24,48,48,Timeout #1 by Dallas Cowboys,3.970,4.840
4,1:49,1,10,DAL 11,48,48,Knowshon Moreno up the middle for 1 yard (tackle by DeMarcus Ware),4.840,4.840
4,1:45,1,10,DAL 11,48,48,Timeout #2 by Dallas Cowboys,4.840,4.320
4,1:45,2,9,DAL 10,48,48,Peyton Manning pass complete short right to Julius Thomas for 8 yards (tackle by J.J. Wilcox),4.320,5.120
4,1:40,3,1,DAL 2,48,48,Knowshon Moreno up the middle for 1 yard (tackle by Sean Lee and J.J. Wilcox),5.120,5.120
4,1:35,3,1,DAL 2,48,48,Timeout #3 by Dallas Cowboys,5.120,6.970
4,1:35,1,1,DAL 1,48,48,Peyton Manning left end for -4 yards (tackle by DeMarcus Ware),6.970,5.150
4,0:50,2,5,DAL 5,48,48,Peyton Manning kneels for -1 yards,5.150,4.040
4,0:13,3,6,DAL 6,48,48,Peyton Manning kneels for -4 yards,4.040,4.040
4,0:02,3,6,DAL 6,48,48,Timeout #1 by Denver Broncos,4.040,2.760
4,0:02,4,10,DAL 10,51,48,Matt Prater 28 yard field goal good,2.760,3.000
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
