Quarter,Time,Down,ToGo,Location,DEN,DAL,Detail,EPB,EPA
1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter
,,,,,,,"Cowboys won the coin toss, Cowboys to receive the opening kickoff.",,
1,15:00,,,DEN 35,0,0,"Matt Prater kicks off 72 yards, returned by Lance Dunbar for 28 yards (tackle by Jacob Tamme)",0.000,-0.340
1,14:54,1,10,DAL 21,0,0,DeMarco Murray left end for 4 yards (tackle by Danny Trevathan),0.340,0.340
1,14:20,2,6,DAL 25,0,0,Tony Romo pass complete short left to Terrance Williams for 25 yards (tackle by Wesley Woodyard). Penalty on Kevin Vickerson: Illegal Use of Hands (Declined),0.340,2.260
1,13:45,1,10,DEN 50,0,0,DeMarco Murray left tackle for 2 yards (tackle by Wesley Woodyard and Danny Trevathan),2.260,1.980
1,13:09,2,8,DEN 48,0,0,Tony Romo pass complete short middle to Jason Witten for 14 yards (tackle by Danny Trevathan),1.980,3.310
1,12:31,1,10,DEN 34,0,0,DeMarco Murray up the middle for -3 yards (tackle by Chris Harris),3.310,2.370
1,11:50,2,13,DEN 37,0,0,Tony Romo pass complete short left to Dwayne Harris for 13 yards (tackle by Dominique Rodgers-Cromartie),2.370,3.970
1,11:11,1,10,DEN 24,0,0,DeMarco Murray right guard for 2 yards (tackle by Robert Ayers and Mitch Unrein),3.970,3.700
1,10:29,2,8,DEN 22,0,0,Tony Romo pass complete short right to Cole Beasley for 10 yards (tackle by Duke Ihenacho),3.700,4.780
1,9:46,1,10,DEN 12,0,0,DeMarco Murray up the middle for 9 yards (tackle by Danny Trevathan),4.780,5.790
1,9:01,2,1,DEN 3,0,0,DeMarco Murray left tackle for 1 yard (tackle by Rahim Moore),5.790,5.790
1,8:14,2,1,DEN 3,0,0,Timeout #1 by Denver Broncos,5.790,6.740
1,8:14,1,2,DEN 2,0,6,"Tony Romo pass complete short right to Dez Bryant for 2 yards, touchdown",6.740,7.000
1,8:14,,,DEN 2,0,7,Dan Bailey kicks extra point good,0.000,0.000
1,8:14,,,DAL 35,0,7,"Dan Bailey kicks off 65 yards, touchback",0.000,-0.280
1,8:06,1,10,DEN 20,0,7,"Peyton Manning pass complete short right to Demaryius Thomas for 40 yards (tackle by Brandon Carr). Penalty on Louis Vasquez: Offensive Holding, 10 yards (no play)",0.280,-0.760
1,7:48,1,20,DEN 10,0,7,Peyton Manning pass incomplete short middle intended for Wes Welker (defended by Barry Church),-0.760,-1.510
1,7:42,2,20,DEN 10,0,7,Knowshon Moreno left tackle for 16 yards (tackle by J.J. Wilcox and DeMarcus Ware),-1.510,-0.160
,,,,,,,"DAL challenged the runner was down by contact ruling, and the play was upheld.",,
1,7:05,3,4,DEN 26,0,7,"Peyton Manning pass complete short middle to Eric Decker for 16 yards (tackle by Ernie Sims). Eric Decker fumbles (forced by Ernie Sims), recovered by Morris Claiborne at DEN-45",-0.160,-2.590
1,6:53,1,10,DEN 45,0,7,Tony Romo pass incomplete short right intended for Gavin Escobar,2.590,2.040
1,6:44,2,10,DEN 45,0,7,Tony Romo pass incomplete short left intended for Dwayne Harris,2.040,1.360
1,6:33,3,10,DEN 45,0,7,Tony Romo pass complete short middle to Jason Witten for 12 yards (tackle by Chris Harris),1.360,3.380
1,5:41,1,10,DEN 33,0,7,Tony Romo pass complete short left to James Hanna for 3 yards (tackle by Kayvon Webster),3.380,3.240
1,4:58,2,7,DEN 30,0,7,DeMarco Murray right end for -1 yards (tackle by Chris Harris),3.240,2.410
1,4:09,3,8,DEN 31,0,7,Tony Romo pass complete deep middle to Jason Witten for 27 yards (tackle by Mike Adams),2.410,6.280
1,3:24,1,4,DEN 4,0,13,"DeMarco Murray left tackle for 4 yards, touchdown",6.280,7.000
1,3:24,,,DEN 2,0,14,Dan Bailey kicks extra point good,0.000,0.000
1,3:24,,,DAL 35,0,14,"Dan Bailey kicks off 65 yards, touchback",0.000,-0.280
1,3:18,1,10,DEN 20,0,14,Peyton Manning pass complete short left to Julius Thomas for 19 yards (tackle by Sean Lee),0.280,1.530
1,2:59,1,10,DEN 39,0,14,Peyton Manning pass complete deep left to Eric Decker for 57 yards (tackle by J.J. Wilcox). Penalty on Morris Claiborne: Defensive Holding (Declined),1.530,6.280
1,2:32,1,4,DAL 4,6,14,"Peyton Manning pass complete short middle to Julius Thomas for 4 yards, touchdown",6.280,7.000
1,2:32,,,DAL 2,7,14,Matt Prater kicks extra point good,0.000,0.000
1,2:32,1,4,DAL 4,7,14,,6.280,-0.280
1,2:28,1,10,DAL 20,7,14,Tony Romo pass complete short left to Dez Bryant for 19 yards (tackle by Rahim Moore),0.280,1.530
1,1:46,1,10,DAL 39,7,14,Tony Romo pass complete deep middle to Gavin Escobar for 25 yards (tackle by Rahim Moore),1.530,3.180
1,1:05,1,10,DEN 36,7,14,Tony Romo sacked by Robert Ayers for -6 yards,3.180,1.830
1,0:38,2,16,DEN 42,7,14,Tony Romo pass complete deep right to Jason Witten for 17 yards (tackle by Duke Ihenacho),1.830,3.910
Quarter,Time,Down,ToGo,Location,DEN,DAL,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,10,DEN 25,7,14,DeMarco Murray right tackle for 9 yards (tackle by Mitch Unrein),3.910,4.750
2,14:17,2,1,DEN 16,7,14,DeMarco Murray up the middle for 13 yards (tackle by Rahim Moore and Duke Ihenacho),4.750,6.510
2,14:17,1,3,DEN 3,7,14,"Penalty on Tyron Smith: False Start, 5 yards (no play)",6.510,5.370
2,13:08,1,8,DEN 8,7,14,Tony Romo pass incomplete short middle intended for Dez Bryant,5.370,4.570
2,13:02,2,8,DEN 8,7,14,Tony Romo pass incomplete short middle intended for Jason Witten (defended by Duke Ihenacho),4.570,3.580
2,12:53,3,8,DEN 8,7,14,Tony Romo sacked by Shaun Phillips for -17 yards,3.580,1.800
2,12:17,4,25,DEN 25,7,17,Dan Bailey 43 yard field goal good,1.800,3.000
2,12:17,,,DAL 35,7,17,"Dan Bailey kicks off 65 yards, touchback",0.000,-0.280
2,12:14,1,10,DEN 20,7,17,"Knowshon Moreno right end for 9 yards (tackle by Ernie Sims). Penalty on Ernie Sims: Unnecessary Roughness, 15 yards",0.280,1.860
2,12:05,1,10,DEN 44,7,17,Peyton Manning pass incomplete deep right intended for Eric Decker,1.860,1.320
2,11:58,2,10,DEN 44,7,17,"Knowshon Moreno up the middle for 4 yards (tackle by Barry Church). Knowshon Moreno fumbles (forced by Barry Church), recovered by Knowshon Moreno at DEN-48",1.320,1.160
2,11:21,3,6,DEN 48,7,17,Peyton Manning pass complete short right to Knowshon Moreno for 19 yards (tackle by Caesar Rayford),1.160,3.380
2,10:51,1,10,DAL 33,7,17,"Peyton Manning pass complete short right to Julius Thomas for no gain. Penalty on Brandon Carr: Defensive Holding, 5 yards (no play)",3.380,3.710
2,10:14,1,10,DAL 28,7,17,Peyton Manning pass complete short right to Ronnie Hillman for 9 yards (tackle by Ernie Sims and Sean Lee),3.710,4.420
