Quarter,Time,Down,ToGo,Location,CHI,GNB,Detail,EPB,EPA
1,5:02,3,23,GNB 12,7,0,Aaron Rodgers right end for 15 yards (tackle by Nick Kwiatkoski),-2.940,-1.570
1,4:25,4,8,GNB 27,7,0,"JK Scott punts 44 yards, returned by Tarik Cohen for 3 yards (tackle by Jermaine Whitehead)",-1.570,-1.070
1,4:13,1,10,CHI 32,7,0,Tarik Cohen left end for 2 yards (tackle by Jermaine Whitehead),1.070,0.800
1,3:32,2,8,CHI 34,7,0,Mitchell Trubisky pass complete deep right to Allen Robinson for 33 yards (tackle by Jaire Alexander),0.800,3.380
1,2:49,1,10,GNB 33,7,0,Mitchell Trubisky sacked by Kentrell Brice for no gain,3.380,2.840
1,2:09,2,10,GNB 33,7,0,Jordan Howard left tackle for 6 yards (tackle by Mike Daniels),2.840,2.940
1,1:27,3,4,GNB 27,7,0,"Mitchell Trubisky pass complete short middle to Allen Robinson for 13 yards (tackle by Josh Jackson). Penalty on Nick Perry: Roughing the Passer, 7 yards",2.940,5.600
1,1:00,1,7,GNB 7,7,0,Mitchell Trubisky pass complete short right to Jordan Howard for 4 yards (tackle by Kevin King),5.600,5.530
1,0:20,2,3,GNB 3,7,0,Mitchell Trubisky pass incomplete short right intended for Allen Robinson,5.530,4.720
1,0:16,,,,,,Timeout #2 by Chicago Bears,,
1,0:16,3,3,GNB 3,7,0,Mitchell Trubisky pass complete short left to Taylor Gabriel for -5 yards (tackle by Blake Martinez),4.720,2.950
Quarter,Time,Down,ToGo,Location,CHI,GNB,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,4,8,GNB 8,10,0,Cody Parkey 26 yard field goal good,2.950,3.000
2,14:56,,,CHI 35,10,0,"Cody Parkey kicks off 65 yards, returned by Ty Montgomery for no gain (tackle by Anthony Miller)",0.000,0.610
2,14:50,1,10,GNB 25,10,0,Jamaal Williams left guard for 2 yards (tackle by Adrian Amos),0.610,0.330
2,14:11,2,8,GNB 27,10,0,Jamaal Williams right end for 2 yards (tackle by Kyle Fuller),0.330,-0.100
2,13:31,3,6,GNB 29,10,0,Aaron Rodgers pass complete short middle to Randall Cobb for 5 yards (tackle by Bryce Callahan and Leonard Floyd),-0.100,-1.110
2,12:56,4,1,GNB 34,10,0,"JK Scott punts 51 yards, fair catch by Tarik Cohen at CHI-15",-1.110,0.220
2,12:48,1,10,CHI 15,10,0,Jordan Howard right end for 6 yards (tackle by Kentrell Brice),-0.220,0.210
2,12:08,2,4,CHI 21,10,0,Mitchell Trubisky pass complete short left to Allen Robinson for 3 yards (tackle by Kentrell Brice),0.210,-0.270
2,11:29,3,1,CHI 24,10,0,Jordan Howard up the middle for no gain (tackle by Kenny Clark and Antonio Morrison),-0.270,-1.770
2,10:41,4,1,CHI 24,10,0,"Penalty on CHI: Delay of Game, 5 yards (no play)",-1.770,-2.140
2,10:25,4,6,CHI 19,10,0,"Pat O'Donnell punts 63 yards, returned by Randall Cobb for 17 yards (tackle by Benny Cunningham)",-2.140,-1.270
2,10:13,1,10,GNB 35,10,0,Aaron Rodgers pass incomplete deep left intended for Davante Adams,1.270,0.720
2,10:08,2,10,GNB 35,10,0,Aaron Rodgers pass complete short left to Jimmy Graham for 1 yard (tackle by Eddie Jackson),0.720,0.170
2,9:22,3,9,GNB 36,10,0,Aaron Rodgers sacked by Roy Robertson-Harris for -9 yards,0.170,-1.570
2,9:05,4,18,GNB 27,10,0,"JK Scott punts 58 yards, returned by Tarik Cohen for 42 yards (tackle by Hunter Bradley)",-1.570,-2.720
2,8:47,1,10,GNB 43,10,0,"Jordan Howard left tackle for no gain (tackle by Ha Ha Clinton-Dix). Penalty on Kyle Long: Offensive Holding, 10 yards (no play)",2.720,2.060
2,8:19,1,20,CHI 47,10,0,Mitchell Trubisky pass incomplete deep left intended for Dion Sims (defended by Jermaine Whitehead),2.060,0.830
2,8:13,2,20,CHI 47,10,0,Mitchell Trubisky left end for 7 yards (tackle by Reggie Gilbert),0.830,1.090
2,7:36,3,13,GNB 46,10,0,Mitchell Trubisky pass complete short right to Dion Sims for 9 yards (tackle by Blake Martinez),1.090,0.790
2,6:49,,,,,,Timeout #3 by Chicago Bears,,
2,6:49,4,4,GNB 37,10,0,"Mitchell Trubisky sacked by. Mitchell Trubisky fumbles, recovered by Mitchell Trubisky at GB-46",0.790,-1.990
2,6:44,1,10,GNB 46,10,0,Jamaal Williams left guard for 1 yard (tackle by Akiem Hicks),1.990,1.590
2,6:08,2,9,GNB 47,10,0,Jamaal Williams left guard for 3 yards (tackle by Khalil Mack and Danny Trevathan),1.590,1.290
2,5:33,3,6,GNB 50,10,0,DeShone Kizer pass complete short right to Randall Cobb for 29 yards (tackle by Adrian Amos),1.290,4.170
2,4:53,1,10,CHI 21,10,0,DeShone Kizer pass complete short middle to Davante Adams for 11 yards (tackle by Danny Trevathan),4.170,4.910
2,4:17,1,10,CHI 10,10,0,DeShone Kizer pass complete short left to Geronimo Allison for 2 yards (tackle by Prince Amukamara),4.910,4.570
2,3:48,2,8,CHI 8,10,0,Jamaal Williams up the middle for -1 yards (tackle by Akiem Hicks),4.570,3.360
2,3:07,3,9,CHI 9,10,0,"DeShone Kizer sacked by Khalil Mack for -12 yards. DeShone Kizer fumbles (forced by Khalil Mack), recovered by Khalil Mack at CHI-21 (tackle by DeShone Kizer)",3.360,-0.340
2,3:00,1,10,CHI 21,10,0,Mitchell Trubisky pass complete short right to Taylor Gabriel for -2 yards (tackle by Kevin King),0.340,-0.530
2,2:22,2,12,CHI 19,10,0,Jordan Howard up the middle for 7 yards (tackle by Montravius Adams),-0.530,-0.230
2,2:00,3,5,CHI 26,10,0,Mitchell Trubisky pass incomplete deep middle intended for Trey Burton,-0.230,-1.630
2,1:56,4,5,CHI 26,10,0,"Pat O'Donnell punts 49 yards, fair catch by Randall Cobb at GB-25",-1.630,-0.610
2,1:48,1,10,GNB 25,10,0,Ty Montgomery right tackle for 1 yard (tackle by Danny Trevathan),0.610,0.200
2,1:22,2,9,GNB 26,10,0,DeShone Kizer pass incomplete deep right intended for Geronimo Allison,0.200,-0.490
2,1:19,3,9,GNB 26,10,0,DeShone Kizer pass complete short middle to Ty Montgomery for 13 yards (tackle by Bryce Callahan),-0.490,1.530
2,1:04,1,10,GNB 39,10,0,DeShone Kizer sacked by Roquan Smith for -9 yards,1.530,-0.230
2,0:56,,,,,,Timeout #1 by Green Bay Packers,,
2,0:56,2,19,GNB 30,10,0,DeShone Kizer pass incomplete deep right intended for Geronimo Allison,-0.230,-0.890
2,0:50,3,19,GNB 30,16,0,"DeShone Kizer pass short middle intended for Ty Montgomery is intercepted by Khalil Mack at GB-27 and returned for 27 yards, touchdown",-0.890,-7.000
2,0:39,,,GNB 15,17,0,Cody Parkey kicks extra point good,0.000,0.000
2,0:39,,,CHI 35,17,0,"Cody Parkey kicks off 60 yards, returned by Marquez Valdes-Scantling for no gain (tackle by Adrian Amos)",0.000,0.670
2,0:33,1,10,GNB 26,17,0,Jamaal Williams up the middle for 8 yards (tackle by Adrian Amos),0.670,1.210
Quarter,Time,Down,ToGo,Location,CHI,GNB,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,GNB 35,17,0,"Mason Crosby kicks off 65 yards, touchback.",0.000,0.610
3,15:00,1,10,CHI 25,17,0,Mitchell Trubisky pass complete short left to Jordan Howard for 7 yards (tackle by Ha Ha Clinton-Dix),0.610,1.010
3,14:25,2,3,CHI 32,17,0,Jordan Howard left end for 10 yards (tackle by Ha Ha Clinton-Dix),1.010,1.730
3,13:47,1,10,CHI 42,17,0,Mitchell Trubisky pass complete short right to Anthony Miller for 3 yards (tackle by Jaire Alexander),1.730,1.590
3,13:07,2,7,CHI 45,17,0,"Mitchell Trubisky pass incomplete short middle intended for Allen Robinson (defended by Blake Martinez). Penalty on Muhammad Wilkerson: Roughing the Passer, 15 yards (no play)",1.590,2.920
3,13:02,1,10,GNB 40,17,0,Mitchell Trubisky pass complete short left to Taylor Gabriel for 1 yard (tackle by Reggie Gilbert and Tramon Williams),2.920,2.510
3,12:32,2,9,GNB 39,17,0,Mitchell Trubisky pass incomplete short middle intended for Trey Burton,2.510,1.820
3,12:29,3,9,GNB 39,17,0,Mitchell Trubisky pass complete short middle to Tarik Cohen for 9 yards (tackle by Kentrell Brice),1.820,3.580
3,11:59,1,10,GNB 30,17,0,Jordan Howard left guard for 8 yards (tackle by Nick Perry),3.580,4.110
3,11:26,2,2,GNB 22,17,0,Mitchell Trubisky pass complete short right to Michael Burton for 6 yards (tackle by Ha Ha Clinton-Dix),4.110,4.510
3,10:49,1,10,GNB 16,17,0,Tarik Cohen right end for no gain (tackle by Blake Martinez),4.510,3.900
3,10:13,2,10,GNB 16,17,0,Mitchell Trubisky pass complete short right to Jordan Howard for 1 yard (tackle by Blake Martinez),3.900,3.220
3,9:26,3,9,GNB 15,17,0,Mitchell Trubisky pass incomplete short left,3.220,2.440
3,9:18,4,9,GNB 15,20,0,Cody Parkey 33 yard field goal good,2.440,3.000
3,9:14,,,CHI 35,20,0,"Cody Parkey kicks off 61 yards, returned by Ty Montgomery for no gain (tackle by Deon Bush). Penalty on Deon Bush: Illegal Formation, 5 yards",0.000,1.000
3,9:10,1,10,GNB 31,20,0,Aaron Rodgers pass complete short right to Davante Adams for 8 yards (tackle by Nick Kwiatkoski),1.000,1.540
3,8:39,2,2,GNB 39,20,0,Jamaal Williams up the middle for 1 yard (tackle by Eddie Goldman),1.540,0.960
3,8:01,3,1,GNB 40,20,0,Aaron Rodgers pass complete short left to Randall Cobb for 1 yard (tackle by Bryce Callahan),0.960,1.660
3,7:14,1,10,GNB 41,20,0,Aaron Rodgers pass complete short middle to Lance Kendricks for 13 yards (tackle by Nick Kwiatkoski),1.660,2.520
3,6:29,1,10,CHI 46,20,0,Jamaal Williams left end for 8 yards (tackle by Prince Amukamara),2.520,3.060
3,6:05,2,2,CHI 38,20,0,Jamaal Williams left tackle for 3 yards (tackle by Jonathan Bullard),3.060,3.250
3,5:36,1,10,CHI 35,20,0,Aaron Rodgers pass complete short middle to Randall Cobb for 9 yards (tackle by Bryce Callahan),3.250,3.920
3,5:03,2,1,CHI 26,20,0,Aaron Rodgers pass complete short right to Randall Cobb for 2 yards (tackle by Bryce Callahan),3.920,3.970
3,4:27,1,10,CHI 24,20,0,Jamaal Williams left tackle for 1 yard (tackle by Danny Trevathan),3.970,3.570
3,3:52,2,9,CHI 23,20,0,Aaron Rodgers pass incomplete short left intended for Jimmy Graham,3.570,2.870
3,3:46,3,9,CHI 23,20,0,Aaron Rodgers pass incomplete deep middle intended for Jimmy Graham,2.870,1.930
3,3:41,4,9,CHI 23,20,3,Mason Crosby 42 yard field goal good,1.930,3.000
3,3:37,,,GNB 35,20,3,"Mason Crosby kicks off 65 yards, touchback.",0.000,0.610
3,3:37,1,10,CHI 25,20,3,Mitchell Trubisky pass complete short left to Tarik Cohen for -1 yards (tackle by Josh Jackson),0.610,-0.070
3,2:53,2,11,CHI 24,20,3,Mitchell Trubisky pass incomplete short middle,-0.070,-0.760
3,2:49,3,11,CHI 24,20,3,Mitchell Trubisky up the middle for 9 yards (tackle by Tramon Williams),-0.760,-1.180
3,2:02,4,2,CHI 33,20,3,"Pat O'Donnell punts 48 yards, fair catch by Randall Cobb at GB-19",-1.180,-0.150
3,1:54,1,10,GNB 19,20,3,Ty Montgomery up the middle for 6 yards (tackle by Danny Trevathan),0.150,0.480
3,1:32,2,4,GNB 25,20,3,"Aaron Rodgers pass incomplete short left. Penalty on Aaron Rodgers: Intentional Grounding, 10 yards",0.480,-1.760
3,1:26,3,14,GNB 15,20,3,Aaron Rodgers pass complete short middle to Geronimo Allison for 15 yards (tackle by Bryce Callahan),-1.760,0.940
3,0:58,1,10,GNB 30,20,3,Aaron Rodgers pass complete short right to Geronimo Allison for 12 yards (tackle by Kyle Fuller),0.940,1.730
3,0:25,1,10,GNB 42,20,3,Aaron Rodgers pass complete short right to Geronimo Allison for 1 yard (tackle by Adrian Amos),1.730,1.320
Quarter,Time,Down,ToGo,Location,CHI,GNB,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,9,GNB 43,20,3,Aaron Rodgers pass complete short middle to Randall Cobb for 10 yards (tackle by Nick Kwiatkoski),1.320,2.460
4,14:32,1,10,CHI 47,20,3,Aaron Rodgers pass complete short left to Ty Montgomery for 8 yards (tackle by Prince Amukamara and Danny Trevathan),2.460,2.990
4,14:06,2,2,CHI 39,20,9,"Aaron Rodgers pass complete deep right to Geronimo Allison for 39 yards, touchdown",2.990,7.000
4,13:59,,,CHI 15,20,10,Mason Crosby kicks extra point good,0.000,0.000
4,13:59,,,GNB 35,20,10,"Mason Crosby kicks off 65 yards, touchback.",0.000,0.610
4,13:59,1,10,CHI 25,20,10,Jordan Howard right guard for 5 yards (tackle by Muhammad Wilkerson and Kenny Clark),0.610,0.740
4,13:27,2,5,CHI 30,20,10,Jordan Howard up the middle for 4 yards (tackle by Blake Martinez and Nick Perry),0.740,0.560
4,12:46,3,1,CHI 34,20,10,Mitchell Trubisky pass complete short left to Dion Sims for no gain (tackle by Ha Ha Clinton-Dix),0.560,-1.110
4,12:00,4,1,CHI 34,20,10,"Pat O'Donnell punts 41 yards, fair catch by Randall Cobb at GB-25",-1.110,-0.610
4,11:52,1,10,GNB 25,20,10,"Penalty on Bryan Bulaga: False Start, 5 yards (no play)",0.610,0.280
4,11:52,1,15,GNB 20,20,10,Aaron Rodgers pass complete short middle to Randall Cobb for 5 yards (tackle by Bryce Callahan),0.280,0.060
4,11:20,2,10,GNB 25,20,10,Aaron Rodgers pass complete deep left to Davante Adams for 51 yards (tackle by Prince Amukamara),0.060,3.970
4,10:31,1,10,CHI 24,20,10,Aaron Rodgers pass complete short right to Randall Cobb for 6 yards (tackle by Bryce Callahan and Roquan Smith),3.970,4.290
4,9:51,2,4,CHI 18,20,10,Aaron Rodgers pass complete short left to Davante Adams for 6 yards (tackle by Prince Amukamara and Roquan Smith),4.290,4.780
4,9:10,1,10,CHI 12,20,16,"Aaron Rodgers pass complete short left to Davante Adams for 12 yards, touchdown, touchdown",4.780,7.000
4,9:01,,,CHI 15,20,17,Mason Crosby kicks extra point good,0.000,0.000
4,9:01,,,GNB 35,20,17,"Mason Crosby kicks off 65 yards, touchback.",0.000,0.610
4,9:01,1,10,CHI 25,20,17,Mitchell Trubisky pass complete short right to Jordan Howard for 7 yards (tackle by Kentrell Brice),0.610,1.010
4,8:29,2,3,CHI 32,20,17,Mitchell Trubisky sacked by Mike Daniels for no gain,1.010,0.300
4,7:41,3,3,CHI 32,20,17,Mitchell Trubisky left end for 3 yards (tackle by Ha Ha Clinton-Dix),0.300,1.270
4,7:04,1,10,CHI 35,20,17,Jordan Howard left guard for no gain (tackle by Muhammad Wilkerson),1.270,0.720
4,6:26,2,10,CHI 35,20,17,Mitchell Trubisky right end for 8 yards (tackle by Tramon Williams),0.720,1.090
4,5:37,,,,,,Timeout #1 by Chicago Bears,,
4,5:37,3,2,CHI 43,20,17,Tarik Cohen up the middle for 5 yards (tackle by Jaire Alexander),1.090,2.130
4,4:51,1,10,CHI 48,20,17,Jordan Howard up the middle for 2 yards (tackle by Kenny Clark),2.130,1.850
4,4:09,2,8,CHI 50,20,17,Jordan Howard up the middle for 1 yard (tackle by Blake Martinez and Muhammad Wilkerson),1.850,1.290
4,3:28,3,7,GNB 49,20,17,Mitchell Trubisky pass complete short right to Anthony Miller for 11 yards (tackle by Kentrell Brice),1.290,3.050
4,3:12,,,,,,Timeout #1 by Green Bay Packers,,
4,3:12,1,10,GNB 38,20,17,Jordan Howard left end for 16 yards (tackle by Josh Jackson),3.050,4.110
4,3:05,1,10,GNB 22,20,17,Mitchell Trubisky up the middle for -3 yards (tackle by Dean Lowry),4.110,3.160
4,2:59,,,,,,Timeout #2 by Green Bay Packers,,
4,2:59,2,13,GNB 25,20,17,Jordan Howard up the middle for 11 yards (tackle by Ha Ha Clinton-Dix and Kentrell Brice),3.160,4.150
4,2:47,,,,,,Timeout #3 by Green Bay Packers,,
4,2:47,3,2,GNB 14,20,17,Mitchell Trubisky pass incomplete short middle intended for Anthony Miller,4.150,2.630
4,2:42,4,2,GNB 14,23,17,Cody Parkey 32 yard field goal good,2.630,3.000
4,2:39,,,CHI 35,23,17,"Cody Parkey kicks off 65 yards, touchback.",0.000,0.610
4,2:39,1,10,GNB 25,23,17,Aaron Rodgers pass incomplete short right intended for Davante Adams,0.610,0.060
4,2:36,2,10,GNB 25,23,17,Aaron Rodgers pass incomplete short left intended for Geronimo Allison,0.060,-0.620
4,2:29,3,10,GNB 25,23,23,"Aaron Rodgers pass complete short middle to Randall Cobb for 75 yards, touchdown",-0.620,7.000
4,2:13,,,CHI 15,23,24,Mason Crosby kicks extra point good,0.000,0.000
4,2:13,,,GNB 35,23,24,"Mason Crosby kicks off 65 yards, returned by Benny Cunningham for no gain (tackle by Jermaine Whitehead)",0.000,0.040
4,2:08,1,10,CHI 18,23,24,"Mitchell Trubisky pass complete short right to Taylor Gabriel for 11 yards (tackle by Kevin King). Penalty on Cody Whitehair: Ineligible Downfield Pass, 5 yards (no play)",0.040,-0.450
4,1:59,1,15,CHI 13,23,24,Mitchell Trubisky pass complete short left to Jordan Howard for 6 yards (tackle by Tramon Williams),-0.450,-0.320
4,1:54,2,9,CHI 19,23,24,Mitchell Trubisky pass incomplete deep right intended for Allen Robinson,-0.320,-1.040
4,1:50,3,9,CHI 19,23,24,Mitchell Trubisky pass incomplete short left intended for Trey Burton,-1.040,-2.140
4,1:46,4,9,CHI 19,23,24,"Mitchell Trubisky pass incomplete deep left intended for Taylor Gabriel (defended by Jaire Alexander). Penalty on Clay Matthews: Roughing the Passer, 15 yards (no play)",-2.140,1.200
4,1:39,1,10,CHI 34,23,24,Mitchell Trubisky pass complete short middle to Allen Robinson for 12 yards (tackle by Ha Ha Clinton-Dix),1.200,1.990
4,1:18,1,10,CHI 46,23,24,Mitchell Trubisky pass incomplete short left intended for Tarik Cohen,1.990,1.450
4,1:15,2,10,CHI 46,23,24,Mitchell Trubisky pass incomplete deep right intended for Allen Robinson,1.450,0.760
4,1:10,3,10,CHI 46,23,24,Mitchell Trubisky pass incomplete short middle intended for Trey Burton,0.760,-0.320
4,1:06,4,10,CHI 46,23,24,"Mitchell Trubisky sacked by Nick Perry for -7 yards. Mitchell Trubisky fumbles (forced by Nick Perry), recovered by Kenny Clark at CHI-39 (tackle by Kyle Long)",-0.320,-2.980
4,0:58,1,10,CHI 39,23,24,Jamaal Williams up the middle for no gain (tackle by Eddie Goldman),2.980,2.440
4,0:54,,,,,,Timeout #2 by Chicago Bears,,
4,0:54,2,10,CHI 39,23,24,"Penalty on GNB: Delay of Game, 5 yards (no play)",2.440,1.770
4,0:54,2,15,CHI 44,23,24,Jamaal Williams right tackle for 2 yards (tackle by Danny Trevathan),1.770,1.360
4,0:49,,,,,,Timeout #3 by Chicago Bears,,
4,0:49,3,13,CHI 42,23,24,Jamaal Williams left end for 5 yards (tackle by Khalil Mack),1.360,0.790
4,0:03,4,8,CHI 37,23,24,"Penalty on GNB: Delay of Game, 5 yards (no play)",0.790,0.460
4,0:03,4,13,CHI 42,23,24,Aaron Rodgers pass incomplete deep right intended for Davante Adams,0.460,1.730
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
