Player,Tm,Tgt,Rec,Yds,TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat
T.Y. Hilton,IND,11,8,110,1,7,79,9.9,31,3.9,8.9,1,8.0,1,9.1,0,134.7
Michael Pittman Jr.,IND,5,5,46,0,2,16,3.2,30,6.0,3.2,0,,0,0.0,0,105.0
Mo Alie-Cox,IND,5,3,23,0,2,6,2.0,17,5.7,6.0,0,,0,0.0,0,71.2
Jonathan Taylor,IND,3,3,44,1,1,9,3.0,35,11.7,3.0,0,,0,0.0,0,158.3
Nyheim Hines,IND,3,3,22,0,0,9,3.0,13,4.3,3.0,0,,0,0.0,0,97.2
Jordan Wilkins,IND,2,2,6,0,,-10,-5.0,16,8.0,-5.0,0,,0,0.0,0,79.2
Jack Doyle,IND,1,1,12,0,1,4,4.0,8,8.0,4.0,0,,0,0.0,0,116.7
Zach Pascal,IND,1,1,11,0,1,7,7.0,4,4.0,7.0,0,,0,0.0,0,112.5
Trey Burton,IND,3,1,11,0,1,4,4.0,7,7.0,8.7,0,,1,33.3,0,45.1
Ashton Dulin,IND,1,0,0,0,,0,,0,,0.0,0,,0,0.0,0,39.6
Player,Tm,Tgt,Rec,Yds,TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat
Keke Coutee,HOU,9,8,141,0,5,98,12.3,43,5.4,12.7,2,4.0,0,0.0,0,118.7
Duke Johnson,HOU,6,6,24,0,1,2,0.3,22,3.7,0.3,0,,0,0.0,0,83.3
Chad Hansen,HOU,7,5,101,0,5,88,17.6,13,2.6,15.9,0,,0,0.0,0,113.7
Brandin Cooks,HOU,8,5,65,0,4,43,8.6,22,4.4,13.1,0,,0,0.0,1,48.4
Jordan Akins,HOU,3,2,10,0,,4,2.0,6,3.0,7.3,0,,0,0.0,0,71.5
Darren Fells,HOU,1,0,0,0,,0,,0,,5.0,0,,0,0.0,0,39.6
David Johnson,HOU,2,0,0,0,0,0,,0,,8.0,0,,0,0.0,0,39.6
Kahale Warring,HOU,1,0,0,0,,0,,0,,16.0,0,,0,0.0,0,39.6
