Quarter,Time,Down,ToGo,Location,CLE,ARI,Detail,EPB,EPA
1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter
,,,,,,,"Browns won the coin toss, Browns to receive the opening kickoff.",,
1,15:00,,,ARI 30,0,0,"Neil Rackers kicks off 43 yards, returned by Darnell Dinkins for 7 yards (tackle by Monty Beisel)",0.000,1.200
1,14:54,1,10,CLE 34,0,0,"Derek Anderson pass incomplete. Penalty on Derek Anderson: Intentional Grounding, 10 yards",1.200,-0.690
1,14:50,2,20,CLE 24,0,0,Derek Anderson pass complete short left to Jamal Lewis for 10 yards (tackle by Gerald Hayes),-0.690,-0.030
1,14:03,3,10,CLE 34,0,0,Derek Anderson pass complete deep left to Braylon Edwards for 17 yards (tackle by Antrel Rolle),-0.030,2.320
1,13:25,1,10,ARI 49,0,0,Jamal Lewis up the middle for 1 yard (tackle by Joe Tafoya),2.320,1.920
1,12:48,2,9,ARI 48,0,0,Jamal Lewis up the middle for no gain (tackle by Antonio Smith),1.920,1.220
1,12:08,3,9,ARI 48,0,0,"Derek Anderson left end for 3 yards (tackle by Antrel Rolle). Penalty on Karlos Dansby: Illegal Contact, 5 yards (no play)",1.220,2.720
1,11:42,1,10,ARI 43,0,0,Derek Anderson pass incomplete short right intended for Kellen Winslow Jr.,2.720,2.180
1,11:39,2,10,ARI 43,0,0,Jamal Lewis right tackle for 2 yards (tackle by Gerald Hayes),2.180,1.750
1,10:55,3,8,ARI 41,0,6,"Derek Anderson pass incomplete short right intended for Tim Carter is intercepted by Roderick Hood at ARI-29 and returned for 71 yards, touchdown",1.750,-7.000
1,,,,CLE 2,0,7,Neil Rackers kicks extra point good,0.000,0.000
1,,,,ARI 30,0,7,"Neil Rackers kicks off 44 yards, returned by Darnell Dinkins for 8 yards (tackle by Marcel Shipp)",0.000,1.200
1,10:41,1,10,CLE 34,0,7,Jamal Lewis left tackle for 12 yards (tackle by Terrence Holt and Oliver Celestin),1.200,1.990
1,10:05,1,10,CLE 46,0,7,Jamal Lewis left tackle for no gain (tackle by Alan Branch),1.990,1.450
1,9:25,2,10,CLE 46,0,7,"Derek Anderson for no gain. Derek Anderson fumbles, recovered by Antonio Smith at CLE-43 (tackle by Derek Anderson)",1.450,-2.720
1,8:37,1,10,CLE 43,0,7,Edgerrin James up the middle for 4 yards (tackle by Shaun Smith),2.720,2.720
1,8:34,2,6,CLE 39,0,7,Edgerrin James left end for 2 yards (tackle by Kamerion Wimbley),2.720,2.280
1,7:49,3,4,CLE 37,0,7,"Kurt Warner pass incomplete short right intended for Bryant Johnson (defended by Daven Holly). Penalty on Leigh Bodden: Delay of Game, 5 yards",2.280,3.450
1,7:44,1,10,CLE 32,0,7,Edgerrin James left end for 6 yards (tackle by Shaun Smith),3.450,3.710
1,7:02,2,4,CLE 26,0,7,Kurt Warner pass complete short left to Bryant Johnson for 14 yards (tackle by Brandon McDonald),3.710,4.780
1,6:19,1,10,CLE 12,0,7,"Edgerrin James left tackle for -8 yards (tackle by Robaire Smith). Penalty on Robaire Smith: Defensive Offside, 5 yards (no play)",4.780,5.930
1,5:45,1,5,CLE 7,0,7,Edgerrin James up the middle for 2 yards (tackle by Willie McGinest),5.930,5.410
1,5:07,2,3,CLE 5,0,13,"Kurt Warner pass complete short left to Leonard Pope for 5 yards, touchdown",5.410,7.000
1,,,,,0,13,"Penalty on Keydrick Vincent: False Start, 5 yards (no play)",0.000,0.000
1,,,,CLE 2,0,14,Neil Rackers kicks extra point good,0.000,0.000
1,,,,ARI 30,0,14,"Neil Rackers kicks off 69 yards, returned by Josh Cribbs for 33 yards (tackle by Michael Adams). Penalty on Leon Williams: Offensive Holding, 10 yards",0.000,-0.060
1,4:52,1,10,CLE 17,0,14,Jamal Lewis left tackle for 5 yards (tackle by Antrel Rolle and Gabe Watson),-0.060,0.210
1,4:16,2,5,CLE 22,0,14,Jamal Lewis up the middle for 7 yards (tackle by Rodney Bailey and Darnell Dockett),0.210,0.870
1,3:40,1,10,CLE 29,0,14,Derek Anderson pass complete short right to Lawrence Vickers for 25 yards (tackle by Calvin Pace),0.870,2.520
1,2:50,1,10,ARI 46,0,14,Derek Anderson pass complete deep left to Braylon Edwards for 22 yards (tackle by Terrence Holt),2.520,3.970
1,2:09,1,10,ARI 24,0,14,Derek Anderson pass incomplete deep right intended for Braylon Edwards,3.970,3.430
1,1:59,2,10,ARI 24,0,14,Derek Anderson pass incomplete short right intended for Kellen Winslow Jr.,3.430,2.740
1,1:55,3,10,ARI 24,0,14,"Derek Anderson pass incomplete short left intended for Kellen Winslow Jr. (defended by Karlos Dansby). Penalty on Darryl Blackstock: Defensive Offside, 5 yards (no play)",2.740,3.410
1,1:50,3,5,ARI 19,0,14,Derek Anderson pass incomplete deep right intended for Joe Jurevicius,3.410,2.240
1,1:46,4,5,ARI 19,3,14,Phil Dawson 37 yard field goal good,2.240,3.000
1,,,,CLE 30,3,14,"Phil Dawson kicks off 70 yards, touchback",0.000,0.280
1,1:41,1,10,ARI 20,3,14,Edgerrin James up the middle for 3 yards (tackle by Shaun Smith),0.280,0.140
1,0:56,2,7,ARI 23,3,14,Kurt Warner pass complete short right to Bryant Johnson for 7 yards (tackle by D'Qwell Jackson),0.140,0.940
1,0:17,1,10,ARI 30,3,14,Edgerrin James left tackle for 3 yards (tackle by Andra Davis),0.940,0.800
Quarter,Time,Down,ToGo,Location,CLE,ARI,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,7,ARI 33,3,14,Edgerrin James up the middle for 3 yards (tackle by Shaun Smith and Robaire Smith),0.800,0.500
2,14:19,3,4,ARI 36,3,14,Kurt Warner pass complete short right to Marcel Shipp for 1 yard (tackle by D'Qwell Jackson),0.500,-0.910
2,13:41,4,3,ARI 37,3,14,"Mitch Berger punts 34 yards, fair catch by Josh Cribbs",-0.910,-0.870
2,13:33,1,10,CLE 29,3,14,Josh Cribbs left end for 1 yard (tackle by Terrence Holt),0.870,0.460
2,12:55,2,9,CLE 30,3,14,Derek Anderson pass complete short left to Jamal Lewis for 8 yards (tackle by Karlos Dansby),0.460,0.830
2,12:11,3,1,CLE 38,3,14,Jamal Lewis right end for 9 yards (tackle by Matt Ware),0.830,2.060
2,11:28,1,10,CLE 47,3,14,"Penalty on Ryan Tucker: False Start, 5 yards (no play)",2.060,1.730
2,11:06,1,15,CLE 42,3,14,Derek Anderson pass complete short right to Kellen Winslow Jr. for 14 yards (tackle by Joe Tafoya),1.730,2.730
2,10:22,2,1,ARI 44,3,14,Lawrence Vickers up the middle for 2 yards (tackle by Antonio Smith),2.730,2.790
2,9:42,1,10,ARI 42,3,14,Derek Anderson pass incomplete deep right intended for Braylon Edwards is intercepted by Roderick Hood at ARI-4 and returned for 26 yards (tackle by Kevin Shaffer),2.790,-0.940
2,9:22,1,10,ARI 30,3,14,Edgerrin James up the middle for 16 yards (tackle by Brodney Pool),0.940,1.990
2,8:45,1,10,ARI 46,3,14,Kurt Warner pass incomplete short left intended for Edgerrin James,1.990,1.450
2,8:39,2,10,ARI 46,3,14,"Kurt Warner for no gain. Kurt Warner fumbles, recovered by Kurt Warner at ARI-40",1.450,-0.030
2,8:04,3,16,ARI 40,3,14,Kurt Warner pass complete short right to J.J. Arrington for 7 yards (tackle by Daven Holly),-0.030,-0.260
2,7:22,4,9,ARI 47,3,14,"Mitch Berger punts 53 yards, touchback",-0.260,-0.280
2,7:15,1,10,CLE 20,3,14,"Jamal Lewis up the middle for 5 yards (tackle by Darnell Dockett). Penalty on Joe Tafoya: Defensive Offside, 5 yards (no play)",0.280,1.010
2,6:57,1,5,CLE 25,3,14,Jamal Lewis up the middle for 4 yards (tackle by Karlos Dansby),1.010,0.950
2,6:13,2,1,CLE 29,3,14,Jamal Lewis left tackle for 5 yards (tackle by Karlos Dansby),0.950,1.200
2,5:28,1,10,CLE 34,3,14,Derek Anderson pass complete short left to Braylon Edwards for 8 yards (tackle by Antrel Rolle),1.200,1.740
2,4:45,2,2,CLE 42,3,14,"Penalty on Karlos Dansby: Encroachment, 5 yards (no play)",1.740,2.060
2,4:17,1,10,CLE 47,3,14,Derek Anderson pass complete short right to Lawrence Vickers for 5 yards (tackle by Karlos Dansby),2.060,2.190
2,3:34,2,5,ARI 48,3,14,Jason Wright right tackle for 9 yards (tackle by Matt Ware),2.190,2.980
2,2:49,1,10,ARI 39,3,14,Derek Anderson pass complete short left to Joe Jurevicius for 8 yards (tackle by Antrel Rolle),2.980,3.520
2,2:18,2,2,ARI 31,3,14,Derek Anderson pass incomplete short left intended for Braylon Edwards,3.520,2.810
2,2:14,3,2,ARI 31,3,14,Derek Anderson pass complete short right to Joe Jurevicius for 13 yards (tackle by Ralph Brown),2.810,4.370
2,2:00,1,10,ARI 18,3,14,Derek Anderson pass complete short middle to Steve Heiden for 12 yards (tackle by Matt Ware),4.370,5.830
2,1:22,1,6,ARI 6,9,14,"Derek Anderson pass complete short right to Jamal Lewis for 6 yards, touchdown",5.830,7.000
2,,,,ARI 2,10,14,Phil Dawson kicks extra point good,0.000,0.000
2,,,,CLE 30,10,14,"Phil Dawson kicks off 61 yards, returned by Steve Breaston for 25 yards (tackle by Mike Adams)",0.000,1.200
2,1:08,1,10,ARI 34,10,14,J.J. Arrington up the middle for 12 yards (tackle by Brodney Pool),1.200,1.990
2,0:45,1,10,ARI 46,10,14,Kurt Warner pass complete short right to Steve Breaston for 5 yards (tackle by Daven Holly),1.990,2.130
2,0:35,,,,10,14,Timeout #1 by Arizona Cardinals,0.000,2.130
2,0:35,2,5,CLE 49,10,14,Kurt Warner pass incomplete short middle intended for J.J. Arrington is intercepted by Sean Jones at CLE-38,2.130,-1.470
,,,,,,,"Replay Assistant challenged the pass completion ruling, and the play was upheld.",,
2,0:30,1,10,CLE 38,10,14,Derek Anderson pass incomplete short right intended for Joe Jurevicius,1.470,0.920
2,0:25,2,10,CLE 38,10,14,Derek Anderson pass complete short right to Braylon Edwards for -2 yards (tackle by Calvin Pace),0.920,-0.030
2,0:19,,,,10,14,Timeout #1 by Cleveland Browns,0.000,-0.030
2,0:19,3,12,CLE 36,10,14,Derek Anderson sacked by Darryl Blackstock for -9 yards,-0.030,-1.570
2,0:11,,,,10,14,Timeout #2 by Arizona Cardinals,0.000,-1.570
2,0:11,4,21,CLE 27,10,14,"Dave Zastudil punts 48 yards, returned by Steve Breaston for 14 yards (tackle by Josh Cribbs)",-1.570,0.740
Quarter,Time,Down,ToGo,Location,CLE,ARI,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,CLE 30,10,14,"Phil Dawson kicks off 59 yards, returned by Steve Breaston for 20 yards (tackle by Brandon McDonald)",0.000,1.000
3,14:50,1,10,ARI 31,10,14,Edgerrin James right tackle for no gain (tackle by Andra Davis),1.000,0.460
3,14:15,2,10,ARI 31,10,14,"Penalty on Reggie Wells: False Start, 5 yards (no play)",0.460,-0.220
3,13:53,2,15,ARI 26,10,14,Edgerrin James right tackle for 12 yards (tackle by Sean Jones and Daven Holly),-0.220,0.700
3,13:02,3,3,ARI 38,10,14,Kurt Warner pass complete short right to Bryant Johnson for 11 yards (tackle by Daven Holly),0.700,2.190
3,12:24,1,10,ARI 49,10,14,Edgerrin James left end for no gain (tackle by Robaire Smith),2.190,1.650
3,11:44,2,10,ARI 49,10,14,"Penalty on Deuce Lutui: False Start, 5 yards (no play)",1.650,0.970
3,11:22,2,15,ARI 44,10,14,"Kurt Warner pass complete short left to Bryant Johnson for 8 yards (tackle by D'Qwell Jackson). Penalty on Reggie Wells: Unnecessary Roughness, 15 yards",0.970,-0.620
3,10:55,3,22,ARI 37,10,14,Kurt Warner pass complete deep right to Sean Morey for 18 yards (tackle by Mike Adams),-0.620,0.270
3,10:10,4,4,CLE 45,10,14,Mitch Berger punts 32 yards,0.270,0.320
3,10:00,1,10,CLE 13,10,14,Jamal Lewis up the middle for 2 yards (tackle by Calvin Pace),-0.320,-0.570
3,9:21,2,8,CLE 15,10,14,Derek Anderson pass complete short left to Joe Jurevicius for 6 yards (tackle by Karlos Dansby),-0.570,-0.470
3,8:41,3,2,CLE 21,10,14,Derek Anderson pass complete short left to Braylon Edwards for 8 yards (tackle by Antrel Rolle),-0.470,0.870
3,8:01,1,10,CLE 29,10,14,Derek Anderson pass incomplete deep right intended for Braylon Edwards,0.870,0.330
3,7:55,2,10,CLE 29,10,14,Jamal Lewis left end for 7 yards (tackle by Karlos Dansby),0.330,0.560
3,7:17,3,3,CLE 36,10,14,Derek Anderson pass incomplete short middle intended for Kellen Winslow Jr.,0.560,-0.980
3,7:12,4,3,CLE 36,10,14,"Dave Zastudil punts 49 yards, returned by Steve Breaston for 1 yard (tackle by Mike Adams)",-0.980,0.140
3,7:03,1,10,ARI 16,10,14,"Penalty on Levi Brown: False Start, 5 yards (no play)",-0.140,-0.540
3,7:03,1,15,ARI 11,10,14,Kurt Warner pass incomplete short right intended for Edgerrin James (defended by Willie McGinest),-0.540,-1.150
3,6:59,2,15,ARI 11,10,14,Kurt Warner pass complete short right to Leonard Pope for 9 yards (tackle by Leon Williams),-1.150,-0.820
3,6:13,3,6,ARI 20,10,14,Kurt Warner pass complete short left to Anquan Boldin for 16 yards (tackle by Mike Adams),-0.820,1.330
3,5:23,1,10,ARI 36,10,14,Edgerrin James left end for 2 yards (tackle by Kamerion Wimbley and Leigh Bodden),1.330,1.060
3,4:40,2,8,ARI 38,10,14,Kurt Warner pass incomplete short left intended for Marcel Shipp,1.060,0.370
3,4:33,3,8,ARI 38,10,14,J.J. Arrington left tackle for 7 yards (tackle by Leon Williams),0.370,-0.390
3,3:58,4,1,ARI 45,10,14,"Mitch Berger punts 32 yards, muffed catch by Josh Cribbs, recovered by Ralph Brown and returned for no gain",-0.390,4.110
3,3:46,1,10,CLE 22,10,14,Kurt Warner pass incomplete short right intended for Troy Bienemann (defended by Daven Holly),4.110,3.560
3,3:40,2,10,CLE 22,10,14,Kurt Warner pass complete short right to Anquan Boldin for 9 yards (tackle by Andra Davis),3.560,4.390
3,3:06,3,1,CLE 13,10,14,"Edgerrin James left end for no gain (tackle by D'Qwell Jackson). Penalty on Deuce Lutui: Offensive Holding, 10 yards (no play)",4.390,2.740
3,2:38,3,11,CLE 23,10,14,Kurt Warner pass complete short left to Sean Morey for 11 yards (tackle by Leigh Bodden),2.740,4.780
3,1:55,1,10,CLE 12,10,14,Edgerrin James left tackle for 4 yards (tackle by D'Qwell Jackson),4.780,4.830
3,1:14,2,6,CLE 8,10,14,"Kurt Warner pass complete short right to Ben Patrick for 5 yards (tackle by Sean Jones). Penalty on Sean Jones: Unnecessary Roughness, 2 yards",4.830,6.970
3,0:57,1,1,CLE 1,10,14,Kurt Warner pass incomplete short right intended for Leonard Pope,6.970,5.910
3,0:51,,,,10,14,Timeout #1 by Arizona Cardinals,0.000,5.910
3,0:51,2,1,CLE 1,10,14,Kurt Warner pass incomplete short left intended for Bryant Johnson (defended by Brandon McDonald),5.910,5.170
3,0:47,3,1,CLE 1,10,20,"Kurt Warner pass complete short left to Bryant Johnson for 1 yard, touchdown",5.170,7.000
3,,,,CLE 2,10,21,Neil Rackers kicks extra point good,0.000,0.000
3,,,,ARI 30,10,21,Neil Rackers kicks off 39 yards,0.000,1.000
3,0:41,1,10,CLE 31,10,21,Jamal Lewis left tackle for 2 yards (tackle by Calvin Pace),1.000,0.730
3,0:07,2,8,CLE 33,16,21,"Derek Anderson pass complete deep left to Braylon Edwards for 67 yards, touchdown",0.730,7.000
,,,,,,,"ARI challenged the runner was down by contact ruling, and the play was upheld.",,
3,,,,,18,21,"Two Point Attempt: Josh Cribbs pass complete to Kellen Winslow Jr., conversion succeeds",1.000,1.000
Quarter,Time,Down,ToGo,Location,CLE,ARI,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,,,,CLE 30,18,21,"Phil Dawson kicks off 69 yards, returned by Steve Breaston for 59 yards (tackle by Kenny Wright)",0.000,2.920
4,14:49,1,10,CLE 40,18,21,Kurt Warner pass complete short left to Bryant Johnson for 15 yards (tackle by Leigh Bodden),2.920,3.910
4,14:14,1,10,CLE 25,18,21,Edgerrin James right tackle for 12 yards (tackle by Leigh Bodden),3.910,4.710
4,13:34,1,10,CLE 13,18,21,"Edgerrin James up the middle for no gain (tackle by Shaun Smith). Penalty on Deuce Lutui: Offensive Holding, 10 yards (no play)",4.710,4.040
4,13:05,,,,18,21,Timeout #3 by Arizona Cardinals,0.000,4.040
4,13:05,1,20,CLE 23,18,21,Kurt Warner pass incomplete short left intended for Bryant Johnson (defended by Brodney Pool),4.040,2.810
4,13:02,2,20,CLE 23,18,21,Kurt Warner pass complete short left to J.J. Arrington for 8 yards (tackle by Robaire Smith),2.810,3.030
4,12:18,,,,18,21,Timeout #1 by Cleveland Browns,0.000,3.030
4,12:18,3,12,CLE 15,18,21,Kurt Warner pass incomplete short right intended for Bryant Johnson,3.030,2.440
4,12:14,4,12,CLE 15,18,24,Neil Rackers 33 yard field goal good,2.440,3.000
4,,,,ARI 30,18,24,"Neil Rackers kicks off 41 yards, returned by Jason Wright for 10 yards (tackle by Monty Beisel)",0.000,1.530
4,12:03,1,10,CLE 39,18,24,Derek Anderson pass incomplete short middle intended for Kellen Winslow Jr.,1.530,0.990
4,11:59,2,10,CLE 39,18,24,Jamal Lewis up the middle for -1 yards (tackle by Darnell Dockett and Gerald Hayes),0.990,0.170
4,11:17,3,11,CLE 38,18,24,Derek Anderson pass incomplete short right intended for Joe Jurevicius. Penalty on Kellen Winslow Jr.: Offensive Pass Interference (Declined),0.170,-0.850
4,11:11,4,11,CLE 38,18,24,"Dave Zastudil punts 37 yards. Penalty on David McMillan: Ineligible Downfield Kick, 5 yards",-0.850,-0.940
4,11:03,1,10,ARI 30,18,24,Edgerrin James up the middle for 5 yards (tackle by Simon Fraser and Kamerion Wimbley),0.940,1.070
4,10:25,2,5,ARI 35,18,24,Edgerrin James up the middle for no gain (tackle by Andra Davis),1.070,0.370
4,9:40,3,5,ARI 35,18,24,Kurt Warner pass incomplete short left intended for Steve Breaston (defended by Brandon McDonald),0.370,-1.040
4,9:29,4,5,ARI 35,18,24,"Mitch Berger punts 49 yards, returned by Josh Cribbs for 31 yards (tackle by Mitch Berger)",-1.040,-2.060
4,9:16,1,10,CLE 47,18,24,Derek Anderson pass complete short right to Braylon Edwards for 29 yards (tackle by Terrence Holt),2.060,3.970
4,8:30,1,10,ARI 24,18,24,Derek Anderson pass complete short right to Kellen Winslow Jr. for 13 yards (tackle by Darnell Dockett),3.970,4.840
4,7:41,1,10,ARI 11,18,24,Jamal Lewis for 6 yards (tackle by Roderick Hood),4.840,5.280
4,7:10,2,4,ARI 5,18,24,Jamal Lewis left tackle for 1 yard (tackle by Antonio Smith),5.280,4.670
4,6:26,3,3,ARI 4,18,24,Derek Anderson pass incomplete short left intended for Braylon Edwards,4.670,3.030
4,6:21,4,3,ARI 4,21,24,Phil Dawson 22 yard field goal good,3.030,3.000
4,,,,CLE 30,21,24,"Phil Dawson kicks off 63 yards, returned by Steve Breaston for 13 yards (tackle by Mike Adams)",0.000,0.280
4,6:10,1,10,ARI 20,21,24,Kurt Warner pass incomplete short right intended for Bryant Johnson,0.280,-0.270
4,6:05,2,10,ARI 20,21,24,Edgerrin James up the middle for 14 yards (tackle by Brodney Pool),-0.270,1.200
4,5:20,1,10,ARI 34,21,24,Edgerrin James left tackle for 9 yards (tackle by Sean Jones),1.200,1.870
4,4:36,2,1,ARI 43,21,24,Edgerrin James up the middle for 2 yards (tackle by Andra Davis and Shaun Smith),1.870,1.930
4,3:54,1,10,ARI 45,21,24,Edgerrin James left tackle for 1 yard (tackle by D'Qwell Jackson),1.930,1.520
4,3:14,2,9,ARI 46,21,24,"Kurt Warner pass complete deep right to Steve Breaston for 19 yards (tackle by Brodney Pool). Penalty on Brodney Pool: Unnecessary Roughness, 15 yards",1.520,4.240
4,3:08,1,10,CLE 20,21,24,Edgerrin James right tackle for 6 yards (tackle by D'Qwell Jackson),4.240,4.640
4,2:23,2,4,CLE 14,21,24,"Edgerrin James right tackle for 2 yards (tackle by Willie McGinest). Penalty on Andra Davis: Defensive Offside, 5 yards (no play)",4.640,5.140
4,2:17,1,9,CLE 9,21,24,Edgerrin James left tackle for 8 yards (tackle by Willie McGinest),5.140,5.910
4,2:00,2,1,CLE 1,21,24,Edgerrin James left tackle for no gain (tackle by Robaire Smith and Sean Jones),5.910,5.170
4,1:56,,,,21,24,Timeout #2 by Cleveland Browns,0.000,5.170
4,1:56,3,1,CLE 1,21,24,Edgerrin James left tackle for no gain (tackle by Kamerion Wimbley),5.170,3.550
4,1:52,,,,21,24,Timeout #3 by Cleveland Browns,0.000,3.550
4,1:52,4,1,CLE 1,21,27,Neil Rackers 19 yard field goal good,3.550,3.000
4,,,,ARI 30,21,27,"Neil Rackers kicks off 45 yards, returned by Jason Wright for no gain. Penalty on Simon Fraser: Unnecessary Roughness, 15 yards",0.000,0.040
4,1:48,1,10,CLE 18,21,27,Derek Anderson pass incomplete short middle intended for Braylon Edwards,0.040,-0.490
4,1:39,2,10,CLE 18,21,27,Derek Anderson pass complete short middle to Jason Wright for 10 yards (tackle by Karlos Dansby),-0.490,0.810
4,1:14,1,10,CLE 28,21,27,Derek Anderson pass complete short right to Kellen Winslow Jr. for 8 yards (tackle by Karlos Dansby),0.810,1.340
4,0:55,2,2,CLE 36,21,27,Derek Anderson pass complete short middle to Joe Jurevicius for 17 yards (tackle by Terrence Holt),1.340,2.460
4,0:42,1,10,ARI 47,21,27,Derek Anderson spiked the ball,2.460,1.910
4,0:41,2,10,ARI 47,21,27,Derek Anderson left guard for 10 yards (tackle by Darnell Dockett and Calvin Pace),1.910,3.120
4,0:22,1,10,ARI 37,21,27,Derek Anderson pass incomplete short left intended for Tim Carter,3.120,2.570
4,0:20,2,10,ARI 37,21,27,Derek Anderson pass incomplete deep right intended for Braylon Edwards (defended by Roderick Hood),2.570,1.880
4,0:15,3,10,ARI 37,21,27,Derek Anderson pass incomplete deep middle intended for Joe Jurevicius (defended by Oliver Celestin),1.880,0.790
4,0:06,4,10,ARI 37,21,27,Derek Anderson pass incomplete deep left intended for Kellen Winslow Jr.,0.790,1.400
,,,,,,,"Replay Assistant challenged the pass completion ruling, and the play was upheld.",,
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
