Quarter,Time,Down,ToGo,Location,CHI,SFO,Detail,EPB,EPA
2,14:13,3,10,CHI 42,0,0,Nick Mullens pass complete short right to George Kittle for 13 yards (tackle by Adrian Amos),1.550,3.640
2,13:32,1,10,CHI 29,0,0,Nick Mullens pass complete short right to Dante Pettis for 13 yards (tackle by Roquan Smith),3.640,4.510
2,12:59,1,10,CHI 16,0,0,Jeff Wilson up the middle for 5 yards (tackle by Roquan Smith),4.510,4.760
2,12:16,2,5,CHI 11,0,0,"Nick Mullens pass complete short right to George Kittle for 2 yards (tackle by Adrian Amos). Penalty on Trent Taylor: Illegal Block Above the Waist, 10 yards (no play)",4.760,3.280
2,11:42,,,,,,Timeout #1 by San Francisco 49ers,,
2,11:42,2,15,CHI 21,0,0,Nick Mullens pass complete short left to Dante Pettis for 4 yards (tackle by Leonard Floyd and Prince Amukamara),3.280,3.020
2,11:37,3,11,CHI 17,0,0,Jeff Wilson left tackle for 2 yards (tackle by Eddie Goldman),3.020,2.440
2,10:58,4,9,CHI 15,0,3,Robbie Gould 33 yard field goal good,2.440,3.000
2,10:54,,,SFO 35,0,3,"Bradley Pinion kicks off 62 yards, returned by Taquan Mizzell for no gain (tackle by Godwin Igwebuike). Penalty on Nick Kwiatkoski: Offensive Holding, 10 yards",0.000,-0.220
2,10:48,1,10,CHI 15,0,3,Jordan Howard up the middle for 7 yards (tackle by Solomon Thomas),-0.220,0.350
2,10:15,2,3,CHI 22,0,3,Jordan Howard up the middle for 3 yards (tackle by Solomon Thomas),0.350,0.610
2,9:35,1,10,CHI 25,0,3,Jordan Howard up the middle for 9 yards (tackle by DeForest Buckner),0.610,1.280
2,8:58,2,1,CHI 34,0,3,"Mitchell Trubisky aborted snap, recovered by DeForest Buckner at CHI-26",1.280,-3.840
2,8:49,1,10,CHI 26,0,3,Nick Mullens pass complete short left to Marquise Goodwin for 7 yards (tackle by Adrian Amos),3.840,4.270
2,8:16,2,3,CHI 19,0,3,Jeff Wilson right tackle for 1 yard (tackle by Jonathan Bullard),4.270,3.750
2,7:30,3,2,CHI 18,0,3,Jeff Wilson up the middle for 3 yards (tackle by Roy Robertson-Harris and Khalil Mack),3.750,4.580
2,6:41,,,,,,Timeout #2 by San Francisco 49ers,,
2,6:41,1,10,CHI 15,0,3,Nick Mullens pass incomplete short left intended for George Kittle (defended by Adrian Amos),4.580,3.950
2,6:34,2,10,CHI 15,0,3,Jeff Wilson right tackle for 3 yards (tackle by Akiem Hicks),3.950,3.580
2,5:58,3,7,CHI 12,0,3,Nick Mullens pass incomplete short left intended for George Kittle,3.580,2.630
2,5:52,4,7,CHI 12,0,6,Robbie Gould 30 yard field goal good,2.630,3.000
2,5:49,,,SFO 35,0,6,"Bradley Pinion kicks off 65 yards, touchback.",0.000,0.610
2,5:49,1,10,CHI 25,0,6,Mitchell Trubisky sacked by Cassius Marsh for no gain,0.610,0.060
2,5:08,2,10,CHI 25,0,6,Mitchell Trubisky pass complete deep right to Taquan Mizzell for 26 yards. Penalty on Marcell Harris: Defensive Holding (Declined),0.060,2.320
2,4:41,1,10,SFO 49,0,6,Tarik Cohen left end for 2 yards (tackle by Tarvarius Moore),2.320,2.050
2,4:04,2,8,SFO 47,0,6,Mitchell Trubisky pass complete short left to Jordan Howard for 16 yards (tackle by DeForest Buckner),2.050,3.510
2,3:17,1,10,SFO 31,0,6,Mitchell Trubisky pass complete deep middle to Ben Braunecker for 18 yards (tackle by Elijah Lee),3.510,4.710
2,2:34,1,10,SFO 13,0,6,"Mitchell Trubisky pass short right is intercepted by K'Waun Williams at SF-0 and returned for no gain. Penalty on Fred Warner: Defensive Holding, 5 yards (no play)",4.710,5.370
2,2:22,1,8,SFO 8,0,6,Anthony Miller right tackle for 4 yards (tackle by Elijah Lee and Jullian Taylor),5.370,5.340
2,2:00,2,4,SFO 4,0,6,Mitchell Trubisky pass incomplete short middle intended for Jordan Howard,5.340,4.490
2,1:56,3,4,SFO 4,6,6,"Mitchell Trubisky pass complete short left to Anthony Miller for 4 yards, touchdown",4.490,7.000
2,1:52,,,SFO 15,7,6,Cody Parkey kicks extra point good,0.000,0.000
2,1:52,,,CHI 35,7,6,"Cody Parkey kicks off 50 yards, returned by Matthew Dayes for no gain (tackle by Nick Kwiatkoski)",0.000,1.070
2,1:47,1,10,SFO 32,7,6,Jeff Wilson right tackle for 8 yards (tackle by Deon Bush and Sherrick McManis),1.070,1.610
2,1:12,2,2,SFO 40,7,6,Jeff Wilson left guard for 5 yards (tackle by Roy Robertson-Harris and Roquan Smith),1.610,1.930
2,0:48,1,10,SFO 45,7,6,Nick Mullens pass complete deep left to Marquise Goodwin for 17 yards,1.930,3.050
2,0:42,1,10,CHI 38,7,6,Nick Mullens pass complete deep left to Trent Taylor for 23 yards (tackle by Adrian Amos),3.050,4.580
2,0:37,1,10,CHI 15,7,6,Nick Mullens pass complete short left to Jeff Wilson for 2 yards (tackle by Danny Trevathan),4.580,4.280
2,0:30,,,,,,Timeout #3 by San Francisco 49ers,,
2,0:30,2,8,CHI 13,7,6,Nick Mullens pass incomplete short left intended for Marquise Goodwin (defended by Danny Trevathan),4.280,3.400
2,0:26,3,8,CHI 13,7,6,Nick Mullens pass complete short middle to Kendrick Bourne for 8 yards (tackle by Danny Trevathan),3.400,6.060
2,0:05,1,5,CHI 5,7,9,Robbie Gould 23 yard field goal good,6.060,-3.000
Quarter,Time,Down,ToGo,Location,CHI,SFO,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,CHI 35,7,9,"Cody Parkey kicks off 57 yards, returned by Richie James for no gain (tackle by Kevin Toliver)",0.000,0.540
3,14:55,1,10,SFO 24,7,9,Nick Mullens pass complete short left to George Kittle for 8 yards (tackle by Adrian Amos),0.540,1.080
3,14:15,2,2,SFO 32,7,9,Jeff Wilson right end for -2 yards (tackle by Khalil Mack),1.080,0.100
3,13:36,3,4,SFO 30,7,9,Nick Mullens pass complete short right to Marquise Goodwin for 5 yards (tackle by Kyle Fuller),0.100,1.270
3,12:52,1,10,SFO 35,7,9,Nick Mullens pass incomplete short left intended for Marquise Goodwin,1.270,0.720
3,12:47,2,10,SFO 35,7,9,Nick Mullens pass incomplete short middle intended for Marquise Goodwin,0.720,0.040
3,12:41,3,10,SFO 35,7,9,Nick Mullens pass complete short middle to Jeff Wilson for 9 yards (tackle by Adrian Amos),0.040,-0.460
3,12:04,4,1,SFO 44,7,9,"Bradley Pinion punts 46 yards, fair catch by Tarik Cohen at CHI-10",-0.460,0.380
3,11:57,1,10,CHI 10,7,9,Mitchell Trubisky pass complete short right to Allen Robinson for 9 yards (tackle by Marcell Harris),-0.380,0.240
3,11:39,2,1,CHI 19,7,9,"Jordan Howard up the middle for no gain (tackle by DeForest Buckner). Penalty on DeForest Buckner: Face Mask (15 Yards), 15 yards (no play)",0.240,1.200
3,11:10,1,10,CHI 34,7,9,Mitchell Trubisky pass complete short right to Trey Burton for 6 yards (tackle by Elijah Lee),1.200,1.470
3,10:30,2,4,CHI 40,7,9,Mitchell Trubisky pass complete short right to Tarik Cohen for 7 yards (tackle by Marcell Harris and Richard Sherman),1.470,2.060
3,9:47,1,10,CHI 47,7,9,Jordan Howard right guard for 9 yards (tackle by Elijah Lee),2.060,2.730
3,9:04,2,1,SFO 44,7,9,Jordan Howard right guard for 4 yards (tackle by Solomon Thomas and D.J. Jones),2.730,2.920
3,8:27,1,10,SFO 40,7,9,Mitchell Trubisky pass complete short left to Taylor Gabriel for 6 yards (tackle by Fred Warner),2.920,3.180
3,7:42,,,,,,Timeout #1 by Chicago Bears,,
3,7:42,2,4,SFO 34,7,9,Mitchell Trubisky pass complete short right to Taylor Gabriel for 6 yards (tackle by Richard Sherman),3.180,3.710
3,7:04,1,10,SFO 28,7,9,Tarik Cohen right end for 3 yards (tackle by Marcell Harris),3.710,3.570
3,6:30,2,7,SFO 25,7,9,Mitchell Trubisky pass complete short left to Trey Burton for 5 yards (tackle by K'Waun Williams),3.570,3.530
3,5:42,3,2,SFO 20,7,9,Mitchell Trubisky pass complete short middle to Allen Robinson for 10 yards (tackle by D.J. Reed),3.530,4.910
3,4:57,1,10,SFO 10,7,9,Taylor Gabriel left end for 8 yards (tackle by Tarvarius Moore),4.910,5.720
3,4:17,2,2,SFO 2,13,9,"Jordan Howard up the middle for 2 yards, touchdown",5.720,7.000
3,4:14,,,SFO 15,14,9,Cody Parkey kicks extra point good,0.000,0.000
3,4:14,,,CHI 35,14,9,"Cody Parkey kicks off 65 yards, returned by Richie James for no gain (tackle by Joel Iyiegbuniwe)",0.000,-0.280
3,4:08,1,10,SFO 14,14,9,"Nick Mullens pass complete deep right to Kendrick Bourne for 18 yards (tackle by Deon Bush). Kendrick Bourne fumbles, ball out of bounds at SF-32 (forced by Deon Bush)",-0.280,1.070
3,3:30,1,10,SFO 32,14,9,Jeff Wilson left tackle for 2 yards (tackle by Roquan Smith),1.070,0.800
3,2:54,2,8,SFO 34,14,9,Nick Mullens sacked by Roquan Smith for -9 yards,0.800,-1.090
3,2:08,3,17,SFO 25,14,9,"Penalty on SFO: Delay of Game, 5 yards (no play)",-1.090,-1.750
3,1:46,3,22,SFO 20,14,9,Nick Mullens pass incomplete short right,-1.750,-2.030
3,1:41,4,22,SFO 20,14,9,"Bradley Pinion punts 45 yards, fair catch by Tarik Cohen at CHI-35",-2.030,-1.270
3,1:33,1,10,CHI 35,14,9,Mitchell Trubisky pass complete short left to Anthony Miller for 8 yards (tackle by Tarvarius Moore),1.270,1.800
3,0:53,2,2,CHI 43,14,9,Jordan Howard left guard for 2 yards (tackle by D.J. Jones),1.800,1.930
3,0:11,1,10,CHI 45,14,9,Mitchell Trubisky pass complete short right to Trey Burton for 8 yards (tackle by Fred Warner),1.930,2.460
Quarter,Time,Down,ToGo,Location,CHI,SFO,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,2,SFO 47,14,9,Tarik Cohen up the middle for -3 yards (tackle by Ronald Blair),2.460,1.360
4,14:15,3,5,CHI 50,14,9,Mitchell Trubisky pass complete short left to Allen Robinson for 7 yards (tackle by Tarvarius Moore),1.360,2.720
4,13:41,1,10,SFO 43,14,9,Jordan Howard up the middle for 3 yards (tackle by Solomon Thomas and Cassius Marsh),2.720,2.580
4,13:04,2,7,SFO 40,14,9,Mitchell Trubisky sacked by DeForest Buckner for -3 yards,2.580,1.490
4,12:20,3,10,SFO 43,14,9,Mitchell Trubisky pass incomplete short left intended for Allen Robinson. Penalty on Allen Robinson: Offensive Pass Interference (Declined),1.490,0.400
4,12:13,4,10,SFO 43,14,9,"Pat O'Donnell punts 28 yards, fair catch by Trent Taylor at SF-15",0.400,0.220
4,12:06,1,10,SFO 15,14,9,Nick Mullens pass complete short left to George Kittle for 5 yards (tackle by Danny Trevathan),-0.220,0.080
4,11:28,2,5,SFO 20,14,9,Nick Mullens pass incomplete short right intended for George Kittle (defended by Akiem Hicks),0.080,-0.760
4,11:24,3,5,SFO 20,14,9,Nick Mullens pass complete short left to George Kittle for 6 yards (tackle by Kevin Toliver),-0.760,0.670
4,10:56,1,10,SFO 26,14,9,Nick Mullens pass complete deep middle to George Kittle for 35 yards (tackle by Khalil Mack),0.670,2.980
4,10:14,1,10,CHI 39,14,9,Nick Mullens pass complete short left to Richie James for 4 yards (tackle by Danny Trevathan),2.980,2.980
4,9:34,2,6,CHI 35,14,9,Jeff Wilson up the middle for -2 yards (tackle by Roquan Smith),2.980,2.020
4,8:52,3,8,CHI 37,14,9,"Penalty on Weston Richburg: False Start, 5 yards (no play)",2.020,1.360
4,8:27,3,13,CHI 42,14,9,Nick Mullens pass complete deep middle to Kendrick Bourne for 22 yards (tackle by Adrian Amos),1.360,4.240
4,7:43,1,10,CHI 20,14,9,Nick Mullens pass short left intended for Marquise Goodwin is intercepted by Danny Trevathan at CHI-14 and returned for no gain,4.240,0.280
4,7:37,1,10,CHI 14,14,9,Mitchell Trubisky pass complete short left to Anthony Miller for 12 yards (tackle by Tarvarius Moore),-0.280,0.670
4,7:01,1,10,CHI 26,14,9,Mitchell Trubisky pass complete short left to Trey Burton for 4 yards (tackle by Elijah Lee),0.670,0.670
4,6:22,2,6,CHI 30,14,9,Mitchell Trubisky pass complete short right to Taquan Mizzell for 1 yard (tackle by D.J. Reed),0.670,0.100
4,5:39,3,5,CHI 31,14,9,Mitchell Trubisky left end for no gain (tackle by Marcell Harris). Penalty on Charles Leno: Offensive Holding (Offsetting) . Penalty on Anthony Miller: Disqualification (Offsetting) . Penalty on Richard Sherman: Disqualification (Offsetting) (no play),0.100,0.100
4,5:05,3,5,CHI 31,14,9,Mitchell Trubisky pass complete short right to Adam Shaheen for 4 yards (tackle by Elijah Lee),0.100,-1.040
4,4:19,4,1,CHI 35,14,9,Mitchell Trubisky up the middle for 2 yards (tackle by Fred Warner),-1.040,1.400
4,3:36,1,10,CHI 37,14,9,Jordan Howard right guard for 3 yards (tackle by Arik Armstead and Elijah Lee),1.400,1.260
4,3:30,,,,,,Timeout #1 by San Francisco 49ers,,
4,3:30,2,7,CHI 40,14,9,Mitchell Trubisky left tackle for 3 yards (tackle by Marcell Harris),1.260,0.960
4,3:25,,,,,,Timeout #2 by San Francisco 49ers,,
4,3:25,3,4,CHI 43,14,9,Mitchell Trubisky pass complete short left to Allen Robinson for 6 yards (tackle by Tarvarius Moore),0.960,2.190
4,3:14,,,,,,Timeout #3 by San Francisco 49ers,,
4,3:14,1,10,CHI 49,14,9,Jordan Howard up the middle for 5 yards (tackle by Elijah Lee),2.190,2.320
4,2:32,2,5,SFO 46,14,9,Jordan Howard left guard for 2 yards (tackle by Mark Nzeocha),2.320,1.880
4,2:00,3,3,SFO 44,14,9,"Mitchell Trubisky pass complete short left to Allen Robinson for 10 yards (tackle by Tarvarius Moore). Allen Robinson fumbles (forced by Tarvarius Moore), recovered by Greg Mabin at SF-22 and returned for 2 yards (tackle by Trey Burton)",1.880,-0.540
4,1:52,1,10,SFO 24,14,9,Nick Mullens pass incomplete short right intended for Marquise Goodwin,0.540,0.000
4,1:48,2,10,SFO 24,14,9,Nick Mullens pass complete short middle to Kendrick Bourne for 25 yards (tackle by Danny Trevathan). Penalty on Leonard Floyd: Defensive Holding (Declined),0.000,2.190
4,1:40,1,10,SFO 49,14,9,Nick Mullens pass complete short left to George Kittle for 6 yards (tackle by Adrian Amos and Roquan Smith),2.190,2.460
4,1:24,2,4,CHI 45,14,9,Nick Mullens pass incomplete short left intended for George Kittle,2.460,1.750
4,1:17,3,4,CHI 45,14,9,Nick Mullens pass incomplete short right intended for George Kittle,1.750,0.270
4,1:14,4,4,CHI 45,14,9,Nick Mullens pass incomplete deep right intended for Marquise Goodwin,0.270,-1.930
4,1:05,1,10,CHI 45,14,9,Mitchell Trubisky kneels for -1 yards,1.930,1.250
4,0:26,2,11,CHI 44,14,9,Mitchell Trubisky kneels for -1 yards,1.250,0.430
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
