Player,Tm,Tgt,Rec,Yds,TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat
Allen Robinson,CHI,8,6,85,0,4,66,11.0,19,3.2,10.5,0,,1,12.5,0,108.9
Trey Burton,CHI,5,5,30,0,,22,4.4,8,1.6,4.4,1,5.0,0,0.0,0,91.7
Taylor Gabriel,CHI,3,3,28,0,1,7,2.3,21,7.0,2.3,1,3.0,0,0.0,0,105.6
Anthony Miller,CHI,3,3,24,1,2,7,2.3,17,5.7,2.3,0,,0,0.0,0,139.6
Jordan Howard,CHI,3,2,17,0,1,-4,-2.0,21,10.5,-2.3,0,,0,0.0,0,81.2
Taquan Mizzell,CHI,2,2,27,0,1,21,10.5,6,3.0,10.5,0,,0,0.0,0,118.7
Ben Braunecker,CHI,1,1,18,0,1,17,17.0,1,1.0,17.0,0,,0,0.0,0,118.7
Josh Bellamy,CHI,1,1,6,0,1,-4,-4.0,10,10.0,-4.0,0,,0,0.0,0,91.7
Tarik Cohen,CHI,1,1,7,0,1,4,4.0,3,3.0,4.0,2,0.5,0,0.0,0,95.8
Adam Shaheen,CHI,2,1,4,0,,4,4.0,0,0.0,14.0,0,,0,0.0,0,56.2
Player,Tm,Tgt,Rec,Yds,TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat
George Kittle,SFO,12,7,74,0,3,42,6.0,32,4.6,6.2,1,7.0,0,0.0,0,76.4
Kendrick Bourne,SFO,5,4,73,0,4,42,10.5,31,7.8,13.2,2,2.0,0,0.0,0,118.7
Marquise Goodwin,SFO,8,3,29,0,2,29,9.7,0,0.0,10.3,0,,1,12.5,1,8.9
Dante Pettis,SFO,5,3,21,0,1,12,4.0,9,3.0,9.0,2,1.5,0,0.0,0,69.6
Jeff Wilson,SFO,2,2,11,0,0,8,4.0,3,1.5,4.0,0,,0,0.0,0,89.6
Richie James,SFO,1,1,4,0,,4,4.0,0,0.0,4.0,0,,0,0.0,0,83.3
Trent Taylor,SFO,2,1,23,0,1,22,22.0,1,1.0,11.0,0,,0,0.0,0,91.7
Matt Breida,SFO,1,1,6,0,0,6,6.0,0,0.0,6.0,0,,0,0.0,0,91.7
