Quarter,Time,Down,ToGo,Location,KAN,OAK,Detail,EPB,EPA
1,5:06,2,10,OAK 25,0,7,Alex Smith pass complete short middle to Travis Kelce for 2 yards (tackle by Cory James),3.360,2.940
1,4:25,3,8,OAK 23,0,7,Alex Smith pass complete short right to De'Anthony Thomas for 8 yards (tackle by D.J. Hayden),2.940,4.580
1,3:40,1,10,OAK 15,0,7,Charcandrick West right end for 7 yards (tackle by Karl Joseph),4.580,5.220
1,3:02,2,3,OAK 8,0,7,Jamaal Charles middle for 6 yards (tackle by Reggie Nelson and Karl Joseph),5.220,6.740
1,2:19,1,2,OAK 2,6,7,"Spencer Ware middle for 2 yards, touchdown",6.740,7.000
1,2:19,,,OAK 2,7,7,Cairo Santos kicks extra point good,0.000,0.000
1,2:19,,,KAN 35,7,7,"Cairo Santos kicks off 65 yards, returned by Jalen Richard for 22 yards (tackle by Daniel Sorensen)",0.000,-0.410
1,2:08,1,10,OAK 22,7,7,DeAndre Washington middle for 7 yards (tackle by Daniel Sorensen),0.410,0.810
1,1:32,2,3,OAK 29,7,7,DeAndre Washington middle for 1 yard (tackle by Frank Zombo),0.810,0.230
1,0:52,3,2,OAK 30,7,7,Derek Carr pass complete short right to Seth Roberts for 19 yards (tackle by Ron Parker and Dee Ford),0.230,2.190
Quarter,Time,Down,ToGo,Location,KAN,OAK,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,10,OAK 49,7,7,DeAndre Washington left guard for 5 yards (tackle by Derrick Johnson),2.190,2.320
2,14:24,2,5,KAN 46,7,7,Derek Carr pass complete short right to Amari Cooper for 3 yards (tackle by Allen Bailey),2.320,2.010
2,13:46,3,2,KAN 43,7,7,Derek Carr pass complete short left to Michael Crabtree for 5 yards (tackle by Phillip Gaines),2.010,3.050
2,13:05,1,10,KAN 38,7,7,"Derek Carr right end for 1 yard (tackle by Marcus Peters). Penalty on Kelechi Osemele: Offensive Holding, 10 yards (no play)",3.050,2.390
2,12:37,1,20,KAN 48,7,7,"Derek Carr for no gain. Derek Carr fumbles, recovered by DeAndre Washington at OAK-49",2.390,0.750
2,12:00,2,23,OAK 49,7,7,Jalen Richard right guard for 4 yards (tackle by Derrick Johnson),0.750,0.630
2,11:20,3,19,KAN 47,7,7,Derek Carr pass complete short middle to Amari Cooper for 13 yards (tackle by Daniel Sorensen),0.630,1.070
2,10:34,4,6,KAN 34,7,7,Sebastian Janikowski 52 yard field goal no good,1.070,-1.730
2,10:29,1,10,KAN 42,7,7,Jamaal Charles left guard for 1 yard (tackle by Khalil Mack),1.730,1.320
2,9:53,2,9,KAN 43,7,7,Alex Smith pass complete short right to Tyreek Hill for 8 yards (tackle by Karl Joseph),1.320,1.690
2,9:11,3,1,OAK 49,7,7,Jamaal Charles right guard for 17 yards (tackle by Perry Riley),1.690,3.450
2,8:32,1,10,OAK 32,7,7,Jamaal Charles middle for 2 yards (tackle by Shilique Calhoun),3.450,3.170
2,7:54,2,8,OAK 30,7,7,Alex Smith pass complete deep right to Albert Wilson for 26 yards (tackle by Khalil Mack),3.170,6.280
2,7:15,1,4,OAK 4,13,7,"Jamaal Charles left tackle for 4 yards, touchdown",6.280,7.000
2,7:15,,,OAK 4,13,7,Cairo Santos kicks extra point no good,0.000,-1.000
2,7:15,,,KAN 35,13,7,"Cairo Santos kicks off 60 yards, returned by Jalen Richard for 19 yards (tackle by Anthony Sherman)",0.000,-0.540
2,7:05,1,10,OAK 24,13,7,Derek Carr pass complete short left to Amari Cooper for 12 yards (tackle by D.J. White),0.540,1.330
2,6:27,1,10,OAK 36,13,7,Jalen Richard left tackle for 6 yards (tackle by Steven Nelson and Derrick Johnson),1.330,1.600
2,5:50,2,4,OAK 42,13,7,Derek Carr pass complete short right to Seth Roberts for -3 yards (tackle by Derrick Johnson and Marcus Peters),1.600,0.500
2,5:03,3,7,OAK 39,13,7,Derek Carr pass complete deep left to Amari Cooper for 24 yards (tackle by D.J. White),0.500,3.120
,,,,,,,"KAN challenged the pass completion ruling, and the play was upheld.",,
2,4:44,1,10,KAN 37,13,7,Derek Carr pass complete short right to Andre Holmes for 8 yards (tackle by Steven Nelson),3.120,3.650
2,4:05,2,2,KAN 29,13,7,Jalen Richard middle for -3 yards (tackle by Chris Jones),3.650,2.540
2,3:24,3,5,KAN 32,13,7,Derek Carr pass incomplete short right intended for Seth Roberts,2.540,1.260
2,3:19,4,5,KAN 32,13,7,Derek Carr pass incomplete deep left intended for Seth Roberts,1.260,-1.070
2,3:14,1,10,KAN 32,13,7,Spencer Ware middle for 3 yards (tackle by Cory James),1.070,0.930
2,2:44,2,7,KAN 35,13,7,Alex Smith pass complete deep right to Jeremy Maclin for 38 yards (tackle by David Amerson),0.930,3.780
2,2:00,1,10,OAK 27,13,7,Jamaal Charles left end for 3 yards (tackle by Karl Joseph),3.780,3.640
2,1:22,2,7,OAK 24,13,7,Alex Smith pass complete short right to Chris Conley for 6 yards (tackle by David Amerson and Cory James),3.640,3.840
2,0:45,3,1,OAK 18,13,7,Spencer Ware right end for -2 yards (tackle by Stacy McGee),3.840,3.840
2,0:28,3,1,OAK 18,13,7,Timeout #2 by Oakland Raiders,3.840,2.220
2,0:28,4,3,OAK 20,13,7,Cairo Santos 38 yard field goal no good,2.220,-0.810
2,0:25,1,10,OAK 28,13,7,Derek Carr pass complete short middle to Amari Cooper for 9 yards (tackle by Derrick Johnson),0.810,0.810
2,0:18,1,10,OAK 28,13,7,Timeout #3 by Oakland Raiders,0.810,1.480
2,0:18,2,1,OAK 37,13,7,Derek Carr pass complete short left to Amari Cooper for 15 yards,1.480,2.390
2,0:14,1,10,KAN 48,13,7,Derek Carr pass complete short middle to Clive Walford for 20 yards (tackle by Ron Parker),2.390,3.710
2,0:02,1,10,KAN 28,13,7,Derek Carr spiked the ball,3.710,3.170
2,0:01,2,10,KAN 28,13,10,Sebastian Janikowski 46 yard field goal good,3.170,3.000
Quarter,Time,Down,ToGo,Location,KAN,OAK,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,OAK 35,13,10,"Sebastian Janikowski kicks off 65 yards, touchback",0.000,-0.610
3,15:00,1,10,KAN 25,13,10,Alex Smith pass complete short right to Chris Conley for 13 yards (tackle by Cory James),0.610,1.470
3,14:25,1,10,KAN 38,13,10,Alex Smith pass complete short right to Jeremy Maclin for 7 yards (tackle by David Amerson),1.470,1.870
3,13:50,2,3,KAN 45,13,10,Alex Smith pass complete short left to Chris Conley for 7 yards,1.870,2.390
3,13:20,1,10,OAK 48,13,10,Spencer Ware left end for 45 yards (tackle by Reggie Nelson),2.390,6.510
3,12:30,1,3,OAK 3,13,10,Jeremy Maclin pass incomplete,6.510,5.530
3,12:23,2,3,OAK 3,13,10,Jamaal Charles middle for 2 yards (tackle by Khalil Mack),5.530,5.170
3,11:41,3,1,OAK 1,19,10,"Dontari Poe right tackle for 1 yard, touchdown",5.170,7.000
3,11:41,,,OAK 1,20,10,Cairo Santos kicks extra point good,0.000,0.000
3,11:41,,,KAN 35,20,10,"Cairo Santos kicks off 65 yards, touchback",0.000,-0.610
3,11:37,1,10,OAK 25,20,10,Derek Carr pass incomplete short left intended for Amari Cooper,0.610,0.060
3,11:33,2,10,OAK 25,20,10,DeAndre Washington left guard for 8 yards (tackle by Ron Parker),0.060,0.430
3,10:58,3,2,OAK 33,20,10,Derek Carr pass incomplete short middle intended for DeAndre Washington,0.430,-1.180
3,10:53,4,2,OAK 33,20,10,"Marquette King punts 58 yards, returned by Tyreek Hill for 50 yards (tackle by Brynden Trawick). Penalty on OAK: Illegal Formation, 5 yards",-1.180,-3.180
3,10:35,1,10,OAK 36,20,10,Alex Smith pass complete short left to Spencer Ware for 30 yards (tackle by Cory James),3.180,5.830
3,9:52,1,6,OAK 6,20,10,Spencer Ware middle for 2 yards (tackle by Darius Latham),5.830,5.830
3,9:14,1,6,OAK 6,20,10,Timeout #1 by Kansas City Chiefs,5.830,5.340
3,9:14,2,4,OAK 4,20,10,Alex Smith pass complete short right to Spencer Ware for 2 yards (tackle by Karl Joseph),5.340,4.950
3,8:34,3,2,OAK 2,20,10,Alex Smith pass complete short right to Jamaal Charles for -2 yards (tackle by David Amerson and Khalil Mack),4.950,3.030
3,7:51,4,4,OAK 4,23,10,Cairo Santos 22 yard field goal good,3.030,3.000
3,7:51,,,KAN 35,23,10,"Cairo Santos kicks off 61 yards, returned by Jalen Richard for 17 yards (tackle by Anthony Sherman)",0.000,-0.340
3,7:42,1,10,OAK 21,23,10,Jalen Richard left end for no gain (tackle by Derrick Johnson),0.340,-0.200
3,7:06,2,10,OAK 21,23,10,Derek Carr pass complete short right to Jalen Richard for 6 yards (tackle by Tamba Hali),-0.200,-0.100
3,6:22,3,4,OAK 27,23,10,Derek Carr pass incomplete short right intended for Jalen Richard,-0.100,-1.570
3,6:18,4,4,OAK 27,23,10,"Marquette King punts 49 yards, fair catch by Tyreek Hill",-1.570,-0.540
3,6:10,1,10,KAN 24,23,10,Jamaal Charles left end for 1 yard (tackle by Karl Joseph),0.540,0.130
3,5:33,2,9,KAN 25,23,10,Alex Smith pass complete short middle to Tyreek Hill for 12 yards (tackle by Sean Smith),0.130,1.400
3,4:53,1,10,KAN 37,23,10,Alex Smith pass complete short right to Jamaal Charles for 16 yards (tackle by Cory James),1.400,2.460
3,4:15,1,10,OAK 47,23,10,Jamaal Charles right tackle for -3 yards (tackle by Malcolm Smith),2.460,1.510
3,3:37,2,13,,23,10,Alex Smith pass complete short middle to De'Anthony Thomas for 6 yards (tackle by Bruce Irvin),1.510,1.620
3,2:56,3,7,OAK 44,23,10,Alex Smith pass incomplete deep right intended for Chris Conley,1.620,0.330
3,2:50,4,7,OAK 44,23,10,"Dustin Colquitt punts 36 yards, fair catch by T.J. Carrie",0.330,0.380
3,2:43,1,10,OAK 8,23,10,DeAndre Washington middle for 7 yards (tackle by Frank Zombo),-0.380,-0.210
3,2:04,2,3,OAK 15,23,10,DeAndre Washington left guard for 6 yards (tackle by Ron Parker and Chris Jones),-0.210,0.340
3,1:26,1,10,OAK 21,23,10,Derek Carr pass complete short left to Michael Crabtree for 5 yards (tackle by D.J. White),0.340,0.480
3,0:48,2,5,OAK 26,23,10,Derek Carr pass incomplete short middle intended for Seth Roberts (defended by Justin March-Lillard),0.480,-0.230
3,0:41,3,5,OAK 26,23,10,Derek Carr pass incomplete short middle intended for Amari Cooper,-0.230,-1.630
3,0:36,4,5,OAK 26,23,10,Marquette King punts 52 yards,-1.630,-0.410
3,0:23,1,10,KAN 22,23,10,Spencer Ware right end for 9 yards (tackle by Malcolm Smith),0.410,1.080
Quarter,Time,Down,ToGo,Location,KAN,OAK,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,1,KAN 31,23,10,Spencer Ware left tackle for 8 yards (tackle by Reggie Nelson),1.080,1.530
4,14:25,1,10,KAN 39,23,10,Spencer Ware left tackle for 2 yards (tackle by Justin Ellis),1.530,1.260
4,13:50,2,8,KAN 41,23,10,Spencer Ware left guard for 9 yards (tackle by Shilique Calhoun),1.260,2.260
4,13:19,1,10,,23,10,Spencer Ware left guard for 3 yards (tackle by Perry Riley and Dan Williams),2.260,2.120
4,12:43,2,7,OAK 47,23,10,Spencer Ware right tackle for 4 yards (tackle by Denico Autry),2.120,1.950
4,11:57,3,3,OAK 43,23,10,Alex Smith pass complete short right to Demetrius Harris for 11 yards (tackle by Karl Joseph),1.950,3.450
4,11:22,1,10,OAK 32,23,10,Spencer Ware right tackle for -2 yards (tackle by Khalil Mack and Dan Williams),3.450,2.630
4,10:47,2,12,OAK 34,23,10,Alex Smith pass incomplete short right intended for Demetrius Harris. Penalty on KAN: Illegal Shift (Declined),2.630,1.950
4,10:42,3,12,OAK 34,23,10,Charcandrick West right tackle for 8 yards (tackle by David Amerson),1.950,1.810
4,9:56,4,4,OAK 26,26,10,Cairo Santos 44 yard field goal good,1.810,3.000
4,9:56,,,KAN 35,26,10,"Cairo Santos kicks off 65 yards, touchback",0.000,-0.610
4,9:51,1,10,OAK 25,26,10,Derek Carr pass complete short middle to Seth Roberts for 13 yards (tackle by Ron Parker),0.610,1.470
4,9:30,1,10,OAK 38,26,10,Derek Carr pass complete short left to Amari Cooper for 12 yards (tackle by Steven Nelson and D.J. White),1.470,2.260
4,9:00,1,10,,26,10,DeAndre Washington left guard for 8 yards (tackle by Daniel Sorensen). Penalty on Tamba Hali: Defensive Offside (Declined),2.260,2.790
4,8:44,2,2,KAN 42,26,10,Derek Carr for 6 yards,2.790,3.180
4,8:11,1,10,KAN 36,26,10,Derek Carr pass incomplete short left intended for Amari Cooper (defended by D.J. White),3.180,2.640
4,8:06,2,10,KAN 36,26,10,Derek Carr pass complete short right to Mychal Rivera for 16 yards (tackle by Marcus Peters),2.640,4.240
4,7:27,1,10,KAN 20,26,10,Derek Carr pass incomplete deep right intended for Michael Crabtree (defended by Ron Parker),4.240,3.690
4,7:22,2,10,KAN 20,26,10,"Derek Carr sacked by Dee Ford for -3 yards. Derek Carr fumbles (forced by Dee Ford), recovered by Tamba Hali at KAN-12 (tackle by DeAndre Washington)",3.690,0.350
4,7:14,1,10,KAN 12,26,10,Spencer Ware right tackle for 2 yards (tackle by Bruce Irvin),-0.350,-0.610
4,6:32,2,8,KAN 14,26,10,Spencer Ware left guard for 4 yards (tackle by Bruce Irvin),-0.610,-0.720
4,5:50,3,4,KAN 18,26,10,Alex Smith pass complete short middle to Travis Kelce for 9 yards (tackle by Karl Joseph),-0.720,0.740
4,5:11,1,10,KAN 27,26,10,Spencer Ware left guard for 4 yards (tackle by Denico Autry),0.740,0.740
4,4:34,2,6,KAN 31,26,10,Spencer Ware left tackle for 4 yards (tackle by Khalil Mack),0.740,0.560
4,3:51,3,2,KAN 35,26,10,"Penalty on Mitchell Schwartz: False Start, 5 yards (no play)",0.560,-0.100
4,3:49,3,7,KAN 30,26,10,Charcandrick West middle for 4 yards (tackle by Keith McGill and Jihad Ward),-0.100,-0.100
4,3:43,3,7,KAN 30,26,10,Timeout #1 by Oakland Raiders,-0.100,-1.110
4,3:43,4,3,KAN 34,26,10,--,-1.110,-0.870
4,3:32,1,10,OAK 29,26,10,"Derek Carr pass complete short left to Michael Crabtree for 5 yards (tackle by D.J. White). Penalty on Donald Penn: Offensive Holding, 10 yards (no play)",0.870,0.110
4,3:26,1,20,OAK 19,26,10,Derek Carr pass complete short right to Jalen Richard for -1 yards (tackle by Derrick Johnson),0.110,-1.260
4,3:09,2,21,OAK 18,26,10,Derek Carr pass complete short right to Clive Walford for 5 yards (tackle by Daniel Sorensen),-1.260,-1.150
4,3:03,3,16,OAK 23,26,10,Derek Carr for 2 yards (tackle by Dee Ford),-1.150,-1.700
4,2:57,4,14,OAK 25,26,10,Derek Carr sacked by Dee Ford for -4 yards. Penalty on Gabe Jackson: Offensive Holding (Declined),-1.700,-4.170
4,2:50,1,10,OAK 21,26,10,Spencer Ware right tackle for 7 yards (tackle by David Amerson and Malcolm Smith),4.170,4.740
4,2:07,2,3,OAK 14,26,10,Spencer Ware right guard for 1 yard (tackle by Malcolm Smith and Justin Ellis),4.740,4.240
4,2:00,3,2,OAK 13,26,10,Spencer Ware middle for 5 yards (tackle by Denico Autry),4.240,5.370
4,1:16,1,8,OAK 8,26,10,Alex Smith kneels for -1 yards,5.370,4.380
4,0:38,2,9,OAK 9,26,10,Alex Smith kneels for -1 yards,4.380,3.130
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
