Quarter,Time,Down,ToGo,Location,PHI,NYG,Detail,EPB,EPA
1,1:27,2,11,PHI 9,7,3,"Penalty on L.J. Smith: False Start, 5 yards (no play)",-0.850,-1.220
1,1:04,2,16,PHI 4,7,3,Correll Buckhalter right guard for 6 yards (tackle by Justin Tuck and Jay Alford),-1.220,-1.420
1,0:21,3,10,PHI 10,7,3,Donovan McNabb pass incomplete deep right intended for Jason Avant,-1.420,-2.490
1,0:12,4,10,PHI 10,7,3,"Saverio Rocca punts 44 yards, returned by Domenik Hixon for 7 yards (tackle by Sean Considine). Penalty on R.W. McQuarters: Illegal Block Above the Waist, 10 yards",-2.490,-1.330
1,0:03,1,10,NYG 36,7,3,Brandon Jacobs right tackle for 11 yards (tackle by Brian Dawkins and Quintin Demps),1.330,2.060
Quarter,Time,Down,ToGo,Location,PHI,NYG,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,10,NYG 47,7,3,Brandon Jacobs right tackle for 2 yards (tackle by Mike Patterson and Trevor Laws),2.060,1.790
2,14:27,2,8,NYG 49,7,3,Brandon Jacobs left end for 1 yard (tackle by Chris Gocong),1.790,1.220
2,13:41,3,7,,7,3,Eli Manning pass incomplete deep left intended for Steve Smith,1.220,-0.060
2,13:29,4,7,,7,3,Jeff Feagles punts 45 yards,-0.060,0.380
2,13:18,1,10,PHI 5,7,3,Brian Westbrook right guard for 1 yard (tackle by Danny Clark and Barry Cofield),-0.380,-0.710
2,12:45,2,9,PHI 6,7,5,"Donovan McNabb pass incomplete, safety. Penalty on Donovan McNabb: Intentional Grounding, 6 yards",-0.710,-2.000
2,,,,PHI 20,7,5,"Saverio Rocca kicks off 60 yards, returned by Ahmad Bradshaw for 12 yards (tackle by Tracy White)",0.000,1.070
2,12:28,1,10,NYG 32,7,5,Derrick Ward right guard for 5 yards (tackle by Brodrick Bunkley and Quintin Mikell),1.070,1.200
2,11:52,2,5,NYG 37,7,5,Eli Manning pass complete short left to Kevin Boss for 6 yards (tackle by Stewart Bradley),1.200,1.800
2,11:04,1,10,NYG 43,7,5,Derrick Ward right end for 3 yards (tackle by Trent Cole),1.800,1.660
2,10:28,2,7,NYG 46,7,5,"Eli Manning pass incomplete short middle intended for Kevin Boss (defended by Quintin Mikell). Penalty on Stewart Bradley: Illegal Use of Hands, 5 yards (no play)",1.660,2.320
2,10:19,1,10,PHI 49,7,5,Eli Manning pass complete deep left to Kevin Boss for 21 yards (tackle by Stewart Bradley),2.320,3.710
2,9:56,1,10,PHI 28,7,5,Brandon Jacobs right end for no gain (tackle by Quintin Mikell and Stewart Bradley),3.710,3.170
2,9:07,,,,7,5,Timeout #1 by New York Giants,0.000,3.170
2,9:07,2,10,PHI 28,7,5,Eli Manning pass incomplete deep left intended for Domenik Hixon,3.170,2.480
2,9:02,3,10,PHI 28,7,5,Eli Manning pass incomplete short left intended for Kevin Boss,2.480,1.590
2,8:58,4,10,PHI 28,7,5,John Carney 46 yard field goal no good,1.590,-1.330
2,8:53,1,10,PHI 36,7,5,Correll Buckhalter right tackle for no gain (tackle by Justin Tuck and Kevin Dockery),1.330,0.790
2,8:25,2,10,PHI 36,7,5,Donovan McNabb pass complete short middle to Brent Celek for 5 yards (tackle by Kenny Phillips),0.790,0.760
2,7:34,,,,7,5,Timeout #1 by Philadelphia Eagles,0.000,0.760
2,7:34,3,5,PHI 41,7,5,Donovan McNabb pass complete short middle to L.J. Smith for 6 yards (tackle by Kenny Phillips),0.760,2.060
2,6:56,1,10,PHI 47,7,5,Brian Westbrook right end for 1 yard (tackle by Michael Johnson and Justin Tuck),2.060,1.650
2,6:10,2,9,PHI 48,7,5,Brian Westbrook right tackle for 8 yards (tackle by Chase Blackburn and Antonio Pierce),1.650,2.020
2,5:29,3,1,NYG 44,7,5,Correll Buckhalter up the middle for 2 yards (tackle by Danny Clark and Barry Cofield),2.020,2.790
2,4:51,1,10,NYG 42,7,5,Brian Westbrook left end for 1 yard (tackle by Barry Cofield and Chase Blackburn),2.790,2.380
2,4:15,2,9,NYG 41,7,5,Donovan McNabb pass incomplete short middle intended for DeSean Jackson,2.380,1.680
2,4:04,3,9,NYG 41,7,5,Donovan McNabb pass incomplete deep right intended for DeSean Jackson is intercepted by Kevin Dockery at NYG-20,1.680,-0.280
2,3:58,1,10,NYG 20,7,5,Brandon Jacobs right tackle for 24 yards (tackle by Sheldon Brown),0.280,1.860
2,3:22,1,10,NYG 44,7,5,Derrick Ward right end for 5 yards (tackle by Stewart Bradley),1.860,1.990
2,2:41,2,5,NYG 49,7,5,Eli Manning pass complete short middle to Kevin Boss for 25 yards (tackle by Asante Samuel),1.990,0.000
2,,,,,7,5,--,0.000,3.840
2,2:00,1,10,PHI 26,7,5,"Eli Manning pass complete short left to Domenik Hixon for 1 yard (tackle by Sheldon Brown). Penalty on Juqua Parker: Defensive Offside, 5 yards (no play)",3.840,4.570
2,1:55,1,5,PHI 21,7,5,Eli Manning pass incomplete short right intended for Amani Toomer,4.570,3.970
2,1:51,2,5,PHI 21,7,5,Eli Manning pass incomplete deep middle intended for Kevin Boss (defended by Quintin Mikell),3.970,3.270
2,1:45,,,,7,5,Timeout #2 by New York Giants,0.000,3.270
2,1:45,3,5,PHI 21,7,5,Eli Manning pass complete short right to Derrick Ward for 4 yards (tackle by Darren Howard),3.270,2.460
2,1:38,,,,7,5,Timeout #2 by Philadelphia Eagles,0.000,2.460
2,1:38,4,1,PHI 17,7,8,John Carney 34 yard field goal good,2.460,3.000
2,,,,NYG 30,7,8,"Lawrence Tynes kicks off 66 yards, returned by Quintin Demps for 21 yards (tackle by Kenny Phillips)",0.000,-0.610
2,1:24,1,10,PHI 25,7,8,Donovan McNabb pass incomplete short right intended for Brent Celek,0.610,0.060
2,1:21,2,10,PHI 25,7,8,Donovan McNabb pass complete short middle to DeSean Jackson for 14 yards (tackle by Corey Webster),0.060,1.530
2,1:13,1,10,PHI 39,7,8,Donovan McNabb pass complete short right to Jason Avant for 5 yards (tackle by Terrell Thomas),1.530,1.660
2,0:52,2,5,PHI 44,7,8,Donovan McNabb pass complete short middle to Brian Westbrook for 7 yards (tackle by Antonio Pierce),1.660,2.320
2,0:47,1,10,NYG 49,7,8,Donovan McNabb pass complete short middle to Jason Avant for 15 yards (tackle by James Butler),2.320,3.310
2,0:40,,,,7,8,Timeout #3 by Philadelphia Eagles,0.000,3.310
2,0:40,1,10,NYG 34,7,8,Donovan McNabb pass complete short right to DeSean Jackson for 9 yards,3.310,3.990
2,0:36,2,1,NYG 25,7,8,Donovan McNabb pass incomplete short right intended for Kevin Curtis,3.990,3.270
2,0:31,3,1,NYG 25,7,8,Brian Westbrook right guard for 4 yards (tackle by Michael Johnson),3.270,4.170
2,0:19,1,10,NYG 21,7,8,Donovan McNabb spiked the ball,4.170,3.630
2,0:18,2,10,NYG 21,7,8,"Donovan McNabb left end for 9 yards (tackle by Antonio Pierce). Penalty on Antonio Pierce: Illegal Contact, 5 yards",3.630,5.600
2,0:10,1,7,NYG 7,7,8,Donovan McNabb pass incomplete short right intended for DeSean Jackson,5.600,4.760
2,0:04,2,7,NYG 7,10,8,David Akers 25 yard field goal good,4.760,3.000
Quarter,Time,Down,ToGo,Location,PHI,NYG,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,NYG 30,10,8,"Lawrence Tynes kicks off 69 yards, returned by Quintin Demps for 46 yards (tackle by Lawrence Tynes)",0.000,-2.060
3,14:52,1,10,PHI 47,10,8,Donovan McNabb pass complete short left to Jason Avant for 2 yards (tackle by Aaron Ross),2.060,1.790
3,14:20,2,8,PHI 49,10,8,Donovan McNabb pass incomplete short left intended for Kevin Curtis is intercepted by Fred Robbins at tm_-50 and returned for 17 yards (tackle by Kevin Curtis),1.790,-3.380
3,14:08,1,10,PHI 33,10,8,Brandon Jacobs right guard for 11 yards (tackle by Quintin Mikell and Brian Dawkins),3.380,4.110
3,13:32,1,10,PHI 22,10,8,Brandon Jacobs right guard for 5 yards (tackle by Victor Abiamiri and Chris Gocong),4.110,4.290
3,12:47,2,5,PHI 17,10,8,Eli Manning pass incomplete short right intended for Derrick Ward,4.290,3.560
3,12:42,3,5,PHI 17,10,8,Eli Manning pass incomplete short left intended for Kevin Boss (defended by Sean Considine),3.560,2.360
3,12:37,4,5,PHI 17,10,11,John Carney 36 yard field goal good,2.360,3.000
3,,,,NYG 30,10,11,"Lawrence Tynes kicks off 69 yards, returned by Quintin Demps for 24 yards (tackle by Bryan Kehl)",0.000,-0.610
3,12:27,1,10,PHI 25,10,11,Donovan McNabb pass incomplete short right intended for Brent Celek,0.610,0.060
3,12:22,2,10,PHI 25,10,11,"Correll Buckhalter right guard for 5 yards (tackle by Fred Robbins and Antonio Pierce). Penalty on Todd Herremans: Offensive Holding, 10 yards (no play)",0.060,-1.430
3,11:58,2,20,PHI 15,10,11,Donovan McNabb pass incomplete short left intended for Brian Westbrook,-1.430,-2.350
3,11:50,3,20,PHI 15,10,11,Donovan McNabb pass complete short left to Jason Avant for 21 yards (tackle by Corey Webster),-2.350,1.330
3,11:12,1,10,PHI 36,10,11,"Donovan McNabb pass incomplete deep left intended for Kevin Curtis. Penalty on Aaron Ross: Illegal Use of Hands, 5 yards (no play)",1.330,1.660
3,10:56,1,10,PHI 41,10,11,Donovan McNabb pass complete short middle to Correll Buckhalter for 3 yards (tackle by Antonio Pierce),1.660,1.530
3,10:19,2,7,PHI 44,10,11,Donovan McNabb pass complete short middle to Kevin Curtis for 15 yards (tackle by Antonio Pierce),1.530,2.850
3,9:40,1,10,NYG 41,10,11,Correll Buckhalter left end for no gain (tackle by Antonio Pierce and James Butler),2.850,2.310
3,9:05,2,10,NYG 41,10,11,Donovan McNabb pass incomplete short left intended for Jason Avant,2.310,1.620
3,8:54,3,10,NYG 41,10,11,Donovan McNabb pass complete short right to Correll Buckhalter for 19 yards (tackle by James Butler),1.620,4.110
3,8:32,1,10,NYG 22,10,11,Brian Westbrook up the middle for 5 yards (tackle by Kenny Phillips),4.110,4.290
3,8:03,2,5,NYG 17,10,11,Donovan McNabb pass incomplete deep left intended for Brian Westbrook,4.290,3.560
3,7:53,3,5,NYG 17,10,11,Donovan McNabb pass incomplete short middle intended for Brian Westbrook,3.560,2.360
3,7:53,4,5,NYG 17,13,11,David Akers 35 yard field goal good,2.360,3.000
3,,,,PHI 30,13,11,"David Akers kicks off 62 yards, returned by Ahmad Bradshaw for 23 yards (tackle by Quintin Demps)",0.000,1.000
3,7:39,1,10,NYG 31,13,11,Brandon Jacobs right tackle for 3 yards (tackle by Trent Cole),1.000,0.870
3,7:03,2,7,NYG 34,13,11,Brandon Jacobs left end for 2 yards (tackle by Trent Cole and Chris Gocong),0.870,0.430
3,6:14,3,5,NYG 36,13,11,Eli Manning pass complete deep right to Domenik Hixon for 34 yards (tackle by Joselio Hanson),0.430,3.580
3,5:22,,,,13,11,Timeout #1 by New York Giants,0.000,3.580
3,5:22,1,10,PHI 30,13,11,Eli Manning pass incomplete short left intended for Domenik Hixon,3.580,3.030
3,5:16,2,10,PHI 30,13,11,Brandon Jacobs right end for 1 yard (tackle by Chris Gocong),3.030,2.480
3,4:31,3,9,PHI 29,13,11,Eli Manning pass incomplete short left intended for Derrick Ward (defended by Trent Cole),2.480,1.500
3,4:25,4,9,PHI 29,13,11,John Carney 47 yard field goal no good,1.500,-1.400
3,4:20,1,10,PHI 37,13,11,Brian Westbrook up the middle for 5 yards (tackle by Justin Tuck and Antonio Pierce),1.400,1.530
3,3:51,2,5,PHI 42,13,11,Donovan McNabb pass incomplete short right intended for Correll Buckhalter,1.530,0.830
3,3:40,3,5,PHI 42,13,11,Donovan McNabb pass complete short left to Kevin Curtis for 8 yards (tackle by Corey Webster),0.830,2.260
3,3:04,1,10,,13,11,Donovan McNabb pass incomplete short left intended for Kevin Curtis (defended by Corey Webster),2.260,1.710
3,2:56,,,,13,11,Timeout #1 by Philadelphia Eagles,0.000,1.710
3,2:56,2,10,,13,11,"Donovan McNabb pass complete short middle to L.J. Smith for 6 yards (tackle by Antonio Pierce). Penalty on Antonio Pierce: Face Mask (15 Yards), 15 yards",1.710,3.640
3,2:42,1,10,NYG 29,13,11,Donovan McNabb pass complete short middle to Kevin Curtis for 15 yards (tackle by Kevin Dockery),3.640,4.650
3,1:59,1,10,NYG 14,13,11,Donovan McNabb pass complete short right to Brent Celek for 6 yards (tackle by James Butler),4.650,5.090
3,1:19,2,4,NYG 8,13,11,Brian Westbrook right guard for 3 yards (tackle by Terrell Thomas and Antonio Pierce),5.090,4.960
3,0:38,3,1,NYG 5,13,11,Brian Westbrook left end for 4 yards (tackle by Kevin Dockery and James Butler),4.960,6.970
Quarter,Time,Down,ToGo,Location,PHI,NYG,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,1,NYG 1,19,11,"Donovan McNabb pass complete short left to Brent Celek for 1 yard, touchdown",6.970,7.000
4,,,,NYG 2,20,11,David Akers kicks extra point good,0.000,0.000
4,,,,PHI 30,20,11,"David Akers kicks off 73 yards, returned by Ahmad Bradshaw for 27 yards (tackle by Torrance Daniels)",0.000,0.540
4,14:50,1,10,NYG 24,20,11,Brandon Jacobs right guard for 11 yards (tackle by Trent Cole and Chris Gocong),0.540,1.270
4,14:21,1,10,NYG 35,20,11,Brandon Jacobs right guard for 5 yards (tackle by Brian Dawkins and Stewart Bradley),1.270,1.400
4,13:44,2,5,NYG 40,20,11,Brandon Jacobs right guard for 2 yards (tackle by Stewart Bradley and Trent Cole),1.400,0.960
4,13:03,3,3,NYG 42,20,11,Derrick Ward left tackle for 2 yards (tackle by Brian Dawkins),0.960,-0.460
,,,,,,,"NYG challenged the runner was down by contact ruling, and the play was upheld.",,
4,12:39,4,1,NYG 44,20,11,Eli Manning up the middle for no gain (tackle by Mike Patterson and Brodrick Bunkley),-0.460,-2.590
4,12:29,1,10,NYG 45,20,11,Brian Westbrook left tackle for 3 yards (tackle by Michael Johnson and Danny Clark),2.590,2.450
4,11:56,2,7,NYG 42,20,11,Donovan McNabb pass complete short middle to Kevin Curtis for 2 yards (tackle by Antonio Pierce),2.450,2.010
4,11:11,3,5,NYG 40,20,11,Donovan McNabb pass complete short right to Brian Westbrook for 3 yards (tackle by Corey Webster),2.010,0.790
4,10:35,4,2,NYG 37,20,11,"Saverio Rocca punts 26 yards, fair catch by Domenik Hixon",0.790,0.370
4,10:22,1,10,NYG 11,20,11,Derrick Ward left tackle for 14 yards (tackle by Quintin Demps),-0.370,0.610
4,9:47,1,10,NYG 25,20,11,Derrick Ward right tackle for 9 yards (tackle by Brian Dawkins),0.610,1.280
4,9:09,2,1,NYG 34,20,11,Derrick Ward left tackle for 5 yards (tackle by Brian Dawkins),1.280,1.530
4,8:31,1,10,NYG 39,20,11,Eli Manning pass complete short middle to Amani Toomer for 6 yards (tackle by Stewart Bradley),1.530,1.800
4,8:05,2,4,NYG 45,20,11,Brandon Jacobs left end for 2 yards (tackle by Brian Dawkins),1.800,1.360
4,7:24,3,2,NYG 47,20,11,Derrick Ward right end for no gain (tackle by Juqua Parker and Akeem Jordan),1.360,-0.260
4,6:40,4,2,NYG 47,20,11,Brandon Jacobs right guard for 1 yard (tackle by Brodrick Bunkley and Stewart Bradley),-0.260,-2.390
4,6:28,1,10,NYG 48,20,11,Correll Buckhalter right end for -1 yards (tackle by Kevin Dockery),2.390,1.710
4,5:57,2,11,NYG 49,20,11,Donovan McNabb pass complete deep right to DeSean Jackson for 48 yards (tackle by Corey Webster),1.710,6.970
4,5:30,1,1,NYG 1,20,11,Brian Westbrook right guard for no gain (tackle by Chase Blackburn),6.970,5.910
4,4:52,2,1,NYG 1,20,11,Brian Westbrook left guard for -1 yards (tackle by Justin Tuck),5.910,4.950
4,4:10,3,2,NYG 2,20,11,Donovan McNabb pass incomplete short right intended for Hank Baskett,4.950,3.250
4,4:02,4,2,NYG 2,23,11,David Akers 20 yard field goal good,3.250,3.000
4,,,,PHI 30,23,11,"David Akers kicks off 71 yards, returned by Ahmad Bradshaw for 28 yards (tackle by Omar Gaither)",0.000,0.740
4,3:51,1,10,NYG 27,23,11,Eli Manning pass complete short right to Domenik Hixon for 3 yards (tackle by Asante Samuel),0.740,0.600
4,3:31,2,7,NYG 30,23,11,Eli Manning pass complete deep left to Amani Toomer for 20 yards (tackle by Quintin Mikell),0.600,2.260
4,3:24,1,10,,23,11,Eli Manning pass incomplete deep middle intended for Steve Smith is intercepted by Quintin Mikell at PHI-27 and returned for 5 yards (tackle by Steve Smith),2.260,-1.070
4,3:15,1,10,PHI 32,23,11,Brian Westbrook left guard for 1 yard (tackle by Jay Alford and Danny Clark),1.070,0.660
4,3:07,,,,23,11,Timeout #3 by New York Giants,0.000,0.660
4,3:07,2,9,PHI 33,23,11,"Donovan McNabb right end for 8 yards (tackle by Chase Blackburn). Penalty on Donovan McNabb: Unsportsmanlike Conduct, 15 yards",0.660,-0.960
4,2:59,3,16,PHI 26,23,11,Brian Westbrook up the middle for 5 yards (tackle by Barry Cofield),-0.960,-1.310
4,2:19,4,11,PHI 31,23,11,"Saverio Rocca punts 56 yards, returned by Domenik Hixon for 8 yards (tackle by Kyle Eckel)",-1.310,-0.340
4,2:04,1,10,NYG 21,23,11,Eli Manning pass incomplete deep middle intended for Sinorice Moss (defended by Chris Clemons),0.340,-0.200
4,1:58,2,10,NYG 21,23,11,Eli Manning pass complete short middle to Derrick Ward for 8 yards (tackle by Chris Clemons),-0.200,0.170
4,1:31,3,2,NYG 29,23,11,Eli Manning pass complete short right to Derrick Ward for 5 yards (tackle by Asante Samuel),0.170,1.200
4,1:04,1,10,NYG 34,23,11,"Eli Manning pass complete short middle to Steve Smith for 6 yards. Steve Smith fumbles, recovered by Victor Abiamiri at NYG-40 (tackle by Steve Smith)",1.200,-2.920
4,0:58,1,10,NYG 40,23,11,Donovan McNabb kneels for -1 yards,2.920,2.240
4,0:31,2,11,NYG 41,23,11,Donovan McNabb kneels for -1 yards,2.240,1.420
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
