Quarter,Time,Tm,Detail,KAN,OAK
1.0,10:21,Raiders,Daniel Carlson 29 yard field goal,0,3
,4:46,Raiders,Tyrell Williams 4 yard pass from Derek Carr (Daniel Carlson kick),0,10
2.0,14:55,Chiefs,Demarcus Robinson 44 yard pass from Patrick Mahomes (Harrison Butker kick),7,10
,5:51,Chiefs,Mecole Hardman 42 yard pass from Patrick Mahomes (Harrison Butker kick),14,10
,1:41,Chiefs,Travis Kelce 27 yard pass from Patrick Mahomes (Harrison Butker kick),21,10
,0:40,Chiefs,Demarcus Robinson 39 yard pass from Patrick Mahomes (Harrison Butker kick),28,10
