Player,Tm,Tgt,Rec,Yds,TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat
Tyler Boyd,CIN,9,6,65,0,3,44,7.3,21,3.5,11.4,0,,0,0.0,0,87.7
Tyler Eifert,CIN,9,6,74,0,4,55,9.2,19,3.2,10.4,0,,1,11.1,0,91.9
Alex Erickson,CIN,7,6,97,0,2,67,11.2,30,5.0,11.0,1,6.0,0,0.0,0,118.7
Auden Tate,CIN,13,5,65,0,3,48,9.6,17,3.4,13.2,0,,0,0.0,0,55.0
Joe Mixon,CIN,4,4,11,1,2,6,1.5,5,1.3,1.5,0,,0,0.0,0,118.7
Giovani Bernard,CIN,2,2,14,0,1,-2,-1.0,16,8.0,-1.0,1,2.0,0,0.0,0,95.8
Andy Dalton,CIN,1,1,-4,0,0,-8,-8.0,4,4.0,-8.0,0,,0,0.0,0,79.2
C.J. Uzomah,CIN,2,1,4,0,,-2,-2.0,6,6.0,-2.0,0,,0,0.0,0,56.2
Stanley Morgan Jr.,CIN,1,1,3,0,,1,1.0,2,2.0,1.0,0,,0,0.0,0,79.2
Player,Tm,Tgt,Rec,Yds,TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat
Cooper Kupp,LAR,10,7,220,1,7,96,13.7,124,17.7,12.3,2,3.5,0,0.0,0,145.8
Josh Reynolds,LAR,8,3,73,1,3,59,19.7,14,4.7,17.3,1,3.0,0,0.0,0,110.9
Robert Woods,LAR,2,2,36,0,1,-3,-1.5,39,19.5,-1.5,0,,0,0.0,0,118.7
Darrell Henderson,LAR,3,2,20,0,1,-1,-0.5,21,10.5,1.3,0,,1,33.3,0,85.4
Gerald Everett,LAR,3,2,15,0,1,13,6.5,2,1.0,6.3,0,,0,0.0,0,78.5
Tyler Higbee,LAR,1,1,8,0,,6,6.0,2,2.0,6.0,0,,0,0.0,0,100.0
Todd Gurley,LAR,1,0,0,0,0,0,,0,,3.0,0,,0,0.0,0,39.6
Mike Thomas,LAR,1,0,0,0,,0,,0,,14.0,0,,0,0.0,0,39.6
Brandin Cooks,LAR,1,0,0,0,,0,,0,,17.0,0,,1,100.0,0,39.6
