Quarter,Time,Down,ToGo,Location,NWE,IND,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,IND 35,14,10,"Pat McAfee kicks off 65 yards, touchback",0.000,0.280
3,15:00,1,10,NWE 20,14,10,Jonas Gray right guard for no gain (tackle by Jerrell Freeman),0.280,-0.270
3,14:21,2,10,NWE 20,14,10,Tom Brady pass complete short left to Shane Vereen for 39 yards (tackle by Sergio Brown),-0.270,2.850
3,13:51,1,10,IND 41,14,10,Tom Brady pass complete short left to Brandon LaFell for 14 yards,2.850,3.780
3,13:35,1,10,IND 27,14,10,Jonas Gray right tackle for 14 yards (tackle by Mike Adams),3.780,4.710
3,13:01,1,10,IND 13,14,10,Jonas Gray right tackle for 5 yards (tackle by Jerrell Freeman),4.710,4.960
3,12:34,2,5,IND 8,14,10,Jonas Gray left guard for 4 yards (tackle by D'Qwell Jackson and Sergio Brown),4.960,5.010
3,11:56,3,1,IND 4,14,10,Jonas Gray left tackle for 2 yards (tackle by Bjoern Werner),5.010,6.740
3,11:16,1,2,IND 2,20,10,"Tom Brady pass complete short right to Tim Wright for 2 yards, touchdown",6.740,7.000
3,11:16,,,IND 2,21,10,Stephen Gostkowski kicks extra point good,0.000,0.000
3,11:16,,,NWE 35,21,10,"Stephen Gostkowski kicks off 72 yards, returned by Dan Herron for 32 yards (tackle by Kyle Arrington)",0.000,-0.610
3,11:04,1,10,IND 25,21,10,"Trent Richardson up the middle for no gain (tackle by Dont'a Hightower). Penalty on Rob Ninkovich: Face Mask (15 Yards), 15 yards (no play)",0.610,1.600
3,10:35,1,10,IND 40,21,10,Andrew Luck pass complete deep right to Reggie Wayne for 16 yards,1.600,2.650
3,10:05,1,10,NWE 44,21,10,Andrew Luck pass incomplete deep right intended for Donte Moncrief,2.650,2.110
3,9:59,2,10,NWE 44,21,10,Andrew Luck pass complete short left to Coby Fleener for 4 yards (tackle by Jamie Collins),2.110,1.950
3,9:22,3,6,NWE 40,21,10,Andrew Luck pass complete short right to Reggie Wayne for 5 yards (tackle by Darrelle Revis),1.950,1.000
3,8:37,4,1,NWE 35,21,13,Adam Vinatieri 53 yard field goal good,1.000,3.000
3,8:37,,,IND 35,21,13,"Pat McAfee kicks off 65 yards, touchback",0.000,-0.280
3,8:31,1,10,NWE 20,21,13,Tom Brady pass incomplete short left intended for Julian Edelman,0.280,-0.270
3,8:27,2,10,NWE 20,21,13,Jonas Gray left tackle for 4 yards (tackle by Mike Adams),-0.270,-0.430
3,7:49,3,6,NWE 24,21,13,Tom Brady pass complete deep left to Brandon LaFell for 26 yards (tackle by Darius Butler),-0.430,2.260
3,7:06,1,10,,21,13,Jonas Gray up the middle for 1 yard (tackle by Bjoern Werner),2.260,1.850
3,6:25,2,9,IND 49,21,13,Julian Edelman left end for 6 yards (tackle by Greg Toler and D'Qwell Jackson),1.850,1.850
3,5:38,2,9,IND 49,21,13,Timeout #1 by New England Patriots,1.850,1.950
3,5:38,3,3,IND 43,21,13,Tom Brady pass complete short left to Rob Gronkowski for 16 yards (tackle by Sergio Brown),1.950,3.780
3,5:10,1,10,IND 27,21,13,Tom Brady pass complete short middle to Shane Vereen for 14 yards (tackle by Greg Toler),3.780,4.710
3,4:42,1,10,IND 13,21,13,Jonas Gray left tackle for 5 yards (tackle by Zach Kerr and D'Qwell Jackson),4.710,4.960
3,4:03,2,5,IND 8,21,13,Jonas Gray right tackle for 6 yards (tackle by Greg Toler),4.960,6.740
3,3:34,1,2,IND 2,27,13,"Jonas Gray right tackle for 2 yards, touchdown",6.740,7.000
3,3:34,,,IND 2,28,13,Stephen Gostkowski kicks extra point good,0.000,0.000
3,3:34,,,NWE 35,28,13,"Stephen Gostkowski kicks off 65 yards, touchback",0.000,-0.280
3,3:23,1,10,IND 20,28,13,Andrew Luck pass complete deep right to Coby Fleener for 45 yards (tackle by Devin McCourty),0.280,3.250
3,3:04,1,10,NWE 35,28,13,Ahmad Bradshaw right end for no gain (tackle by Alan Branch),3.250,2.700
3,2:33,2,10,NWE 35,28,13,Andrew Luck pass incomplete short middle intended for T.Y. Hilton (defended by Kyle Arrington),2.700,2.010
3,2:27,3,10,NWE 35,28,13,Andrew Luck pass complete deep right to Coby Fleener for 22 yards,2.010,4.710
,,,,,,,"NWE challenged the pass completion ruling, and the play was upheld.",,
3,2:10,1,10,NWE 13,28,13,Andrew Luck pass complete short left to Hakeem Nicks for 5 yards (tackle by Logan Ryan),4.710,4.960
3,1:38,2,5,NWE 8,28,13,"Ahmad Bradshaw up the middle for -3 yards (tackle by Jamie Collins). Ahmad Bradshaw fumbles (forced by Jamie Collins), recovered by Ahmad Bradshaw at NWE-11",4.960,3.450
3,1:04,3,8,NWE 11,28,13,Andrew Luck left tackle for 7 yards (tackle by Rob Ninkovich),3.450,3.040
3,0:31,4,1,NWE 4,28,13,Andrew Luck pass complete short left to Ahmad Bradshaw for 2 yards (tackle by Logan Ryan and Jamie Collins),3.040,6.740
Quarter,Time,Down,ToGo,Location,NWE,IND,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,2,NWE 2,28,13,Ahmad Bradshaw left tackle for 1 yard (tackle by Jonathan Casillas),6.740,5.910
4,14:18,2,1,NWE 1,28,13,Ahmad Bradshaw up the middle for no gain (tackle by Rob Ninkovich and Alan Branch),5.910,5.170
4,13:36,3,1,NWE 1,28,19,"Andrew Luck pass complete short left to Anthony Castonzo for 1 yard, touchdown",5.170,7.000
4,13:36,,,NWE 2,28,20,Adam Vinatieri kicks extra point good,0.000,0.000
4,13:36,,,IND 35,28,20,"Pat McAfee kicks off 65 yards, touchback",0.000,-0.280
4,13:32,1,10,NWE 20,28,20,Tom Brady pass incomplete deep left intended for Michael Hoomanawanui,0.280,-0.270
4,13:26,2,10,NWE 20,28,20,Tom Brady pass complete short right to Julian Edelman for 14 yards (tackle by Greg Toler),-0.270,1.200
4,12:49,1,10,NWE 34,28,20,Jonas Gray up the middle for 7 yards (tackle by Mike Adams and Jerrell Freeman),1.200,1.600
4,12:05,2,3,NWE 41,28,20,Tom Brady pass complete deep left to Brandon LaFell for 22 yards (tackle by Mike Adams),1.600,3.120
4,11:33,1,10,IND 37,28,20,Jonas Gray up the middle for 8 yards (tackle by Zach Kerr and Jerrell Freeman),3.120,3.650
4,10:57,2,2,IND 29,28,20,Jonas Gray up the middle for no gain (tackle by Sergio Brown),3.650,2.940
4,10:31,3,2,IND 29,28,20,"Jonas Gray left tackle for -2 yards (tackle by Erik Walden). Penalty on Erik Walden: Face Mask (15 Yards), 15 yards, Penalty on Zach Kerr: Defensive Offside (Declined) (no play)",2.940,4.650
4,10:10,1,10,IND 14,28,20,Jonas Gray up the middle for 4 yards (tackle by D'Qwell Jackson),4.650,4.710
4,9:40,2,6,IND 10,28,20,Jonas Gray up the middle for 7 yards (tackle by Mike Adams),4.710,6.510
4,8:50,1,3,IND 3,28,20,"Tom Brady pass incomplete short middle intended for Rob Gronkowski (defended by Sergio Brown). Penalty on Sergio Brown: Defensive Pass Interference, 2 yards (no play)",6.510,6.970
4,8:46,1,1,IND 1,34,20,"Jonas Gray left tackle for 1 yard, touchdown. Penalty on Rob Gronkowski: Unnecessary Roughness, 15 yards, Penalty on Rob Gronkowski: Taunting (Declined)",6.970,7.000
4,8:46,,,IND 2,35,20,Stephen Gostkowski kicks extra point good,0.000,0.000
4,8:46,,,NWE 20,35,20,"Stephen Gostkowski kicks off 69 yards, returned by Dan Herron for 21 yards (tackle by Chris White)",0.000,-1.070
4,8:36,1,10,IND 32,35,20,Andrew Luck pass incomplete short left intended for Reggie Wayne,1.070,0.530
4,8:32,2,10,IND 32,35,20,Andrew Luck pass incomplete,0.530,-0.160
4,8:26,3,10,IND 32,35,20,Andrew Luck pass incomplete deep middle intended for T.Y. Hilton,-0.160,-1.240
4,8:21,4,10,IND 32,35,20,Andrew Luck pass incomplete short left intended for Reggie Wayne (defended by Darrelle Revis),-1.240,-3.450
4,8:14,1,10,IND 32,35,20,Jonas Gray up the middle for 3 yards (tackle by Vontae Davis and Jerrell Freeman),3.450,3.310
4,7:39,2,7,IND 29,35,20,Jonas Gray left end for 3 yards (tackle by Bjoern Werner),3.310,3.010
4,6:56,3,4,IND 26,41,20,"Tom Brady pass complete short left to Rob Gronkowski for 26 yards, touchdown",3.010,7.000
4,6:56,,,IND 2,42,20,Stephen Gostkowski kicks extra point good,0.000,0.000
4,6:56,,,NWE 35,42,20,"Stephen Gostkowski kicks off 65 yards, touchback",0.000,-0.280
4,6:46,1,10,IND 20,42,20,Andrew Luck pass complete short left to Coby Fleener for 9 yards (tackle by Patrick Chung),0.280,0.950
4,6:20,2,1,IND 29,42,20,Andrew Luck pass incomplete short right intended for Hakeem Nicks (defended by Logan Ryan),0.950,0.230
4,6:15,3,1,IND 29,42,20,Trent Richardson up the middle for 2 yards (tackle by Akeem Ayers),0.230,1.000
4,5:42,1,10,IND 31,42,20,Andrew Luck pass complete short right to Trent Richardson for 21 yards (tackle by Devin McCourty),1.000,2.390
4,5:14,1,10,NWE 48,42,20,Andrew Luck pass incomplete short middle intended for Jack Doyle (defended by Dont'a Hightower),2.390,1.850
4,5:08,2,10,NWE 48,42,20,Trent Richardson right end for -2 yards (tackle by Jamie Collins),1.850,0.890
4,4:33,3,12,,42,20,Andrew Luck pass incomplete. Penalty on Hugh Thornton: Illegal Touch Pass (Declined),0.890,-0.060
4,4:24,4,12,,42,20,Andrew Luck pass incomplete short right intended for Hakeem Nicks (defended by Logan Ryan),-0.060,-2.260
4,4:17,1,10,,42,20,Jonas Gray up the middle for 3 yards (tackle by Jerrell Freeman),2.260,2.120
4,3:41,2,7,IND 47,42,20,Jonas Gray left end for 3 yards (tackle by D'Qwell Jackson),2.120,1.820
4,2:54,3,4,IND 44,42,20,Jonas Gray right end for 5 yards (tackle by D'Qwell Jackson),1.820,2.980
4,2:18,1,10,IND 39,42,20,Jonas Gray up the middle for 5 yards (tackle by D'Qwell Jackson and Montori Hughes),2.980,3.120
4,2:00,2,5,IND 34,42,20,Jonas Gray up the middle for 9 yards (tackle by Josh Gordy),3.120,3.910
4,1:13,1,10,IND 25,42,20,Jimmy Garoppolo kneels for -1 yards,3.910,3.230
4,0:35,2,11,IND 26,42,20,Jimmy Garoppolo kneels for -1 yards,3.230,2.410
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
