Quarter,Time,Down,ToGo,Location,TAM,ATL,Detail,EPB,EPA
3,5:47,3,22,TAM 10,17,13,Josh Freeman pass complete short middle to Kellen Winslow for 7 yards (tackle by Chevis Jackson),-2.820,-2.320
3,5:10,4,15,TAM 17,17,13,Dirk Johnson punts 35 yards,-2.320,-2.130
3,5:01,1,10,ATL 48,17,13,Jerious Norwood middle for no gain (tackle by Roy Miller),2.130,1.580
3,4:26,2,10,ATL 48,17,13,Chris Redman pass complete short left to Michael Jenkins for 11 yards (tackle by Barrett Ruud),1.580,2.850
3,3:45,1,10,TAM 41,17,13,Eric Weems left end for 7 yards (tackle by Quincy Black),2.850,3.250
3,3:19,2,3,TAM 34,17,13,"Jason Snelling middle for 2 yards (tackle by Barrett Ruud). Jason Snelling fumbles (forced by Barrett Ruud), recovered by Tim Crowder at TAM-25 (tackle by Todd McClure)",3.250,-0.610
3,3:10,1,10,TAM 25,17,13,Derrick Ward left tackle for 8 yards (tackle by Erik Coleman),0.610,1.140
3,2:34,2,2,TAM 33,17,13,Derrick Ward middle for no gain (tackle by Jamaal Anderson),1.140,0.430
3,1:54,3,2,TAM 33,17,13,Josh Freeman pass complete short left to Kellen Winslow for 15 yards (tackle by Chris Houston),0.430,2.130
3,1:26,1,10,TAM 48,17,13,Josh Freeman pass complete short right to Derrick Ward for 2 yards (tackle by Stephen Nicholas),2.130,1.850
3,0:53,2,8,TAM 50,17,13,Derrick Ward middle for 1 yard (tackle by Jamaal Anderson),1.850,1.290
3,0:13,3,7,ATL 49,17,13,Josh Freeman pass complete short right to Kellen Winslow for 2 yards (tackle by Chevis Jackson),1.290,0.130
Quarter,Time,Down,ToGo,Location,TAM,ATL,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,4,5,ATL 47,17,13,"Dirk Johnson punts 46 yards, touchback",0.130,0.380
,,,,,,,"ATL challenged the touchback ruling, and the play was upheld.",,
4,14:49,1,10,ATL 1,17,13,Chris Redman pass incomplete short right intended for Justin Peelle,-0.380,-0.780
4,14:44,2,10,ATL 1,17,13,Ovie Mughelli middle for 1 yard (tackle by Tanard Jackson and Quincy Black),-0.780,-1.300
4,14:05,3,9,ATL 2,17,13,Chris Redman pass incomplete short middle intended for Tony Gonzalez,-1.300,-2.490
4,14:01,4,9,ATL 2,17,13,"Michael Koenen punts 60 yards, returned by Clifton Smith for 21 yards (tackle by Tony Gilbert)",-2.490,-2.850
4,13:47,1,10,ATL 41,17,13,Josh Freeman pass incomplete short left intended for Earnest Graham (defended by Jonathan Babineaux),2.850,2.310
4,13:41,2,10,ATL 41,17,13,Cadillac Williams left tackle for 2 yards (tackle by Curtis Lofton),2.310,1.880
4,13:02,3,8,ATL 39,17,13,Josh Freeman pass incomplete short right intended for Sammie Stroughter,1.880,0.660
4,12:59,4,8,ATL 39,17,13,Dirk Johnson pass incomplete short middle intended for John Gilmore (defended by Erik Coleman). Penalty on Adam Hayward: Ineligible Downfield Pas (Declined),0.660,-1.530
4,12:47,1,10,ATL 39,17,13,Chris Redman pass complete deep left to Roddy White for 15 yards (tackle by Ronde Barber),1.530,2.520
4,12:27,1,10,TAM 46,17,13,Jason Snelling right guard for 3 yards (tackle by Barrett Ruud),2.520,2.380
4,11:47,2,7,TAM 43,17,13,Jason Snelling left tackle for 1 yard (tackle by Jimmy Wilkerson),2.380,1.820
4,11:04,3,6,TAM 42,17,13,Chris Redman pass incomplete short middle intended for Roddy White (defended by Derrick Roberson),1.820,0.460
4,10:59,4,6,TAM 42,17,13,"Michael Koenen punts 35 yards, fair catch by Clifton Smith",0.460,0.380
4,10:52,1,10,TAM 7,17,13,Josh Freeman pass complete short right to Kellen Winslow for 18 yards (tackle by Brent Grimes),-0.380,0.610
4,10:17,1,10,TAM 25,17,13,Cadillac Williams left guard for 1 yard (tackle by Stephen Nicholas),0.610,0.200
4,9:40,2,9,TAM 26,17,13,Cadillac Williams left guard for 3 yards (tackle by Thomas Johnson),0.200,-0.100
4,9:00,3,6,TAM 29,17,13,"Josh Freeman sacked by Jonathan Babineaux for -8 yards. Josh Freeman fumbles (forced by Jonathan Babineaux), recovered by Josh Freeman at TAM-24. Penalty on Jeremy Trueblood: Unsportsmanlike Conduct, 12 yards",-0.100,-2.490
4,8:37,4,23,TAM 12,17,13,"Connor Barth punts 46 yards, returned by Eric Weems for 18 yards (tackle by Clifton Smith)",-2.490,-2.920
4,8:26,1,10,TAM 40,17,13,Jerious Norwood left end for no gain (tackle by Barrett Ruud),2.920,2.370
4,8:21,2,10,TAM 40,17,13,Chris Redman pass incomplete short right intended for Ovie Mughelli (defended by Roy Miller),2.370,1.680
4,8:21,3,10,TAM 40,17,13,Chris Redman pass complete short left to Jerious Norwood for 6 yards (tackle by Quincy Black),1.680,1.080
4,7:21,4,4,TAM 34,17,13,Chris Redman pass complete short middle to Tony Gonzalez for 9 yards (tackle by Tanard Jackson),1.080,3.910
4,6:57,1,10,TAM 25,17,13,Chris Redman pass incomplete deep right intended for Roddy White,3.910,3.360
4,6:52,2,10,TAM 25,17,13,Chris Redman pass incomplete deep right intended for Roddy White,3.360,2.680
4,6:47,3,10,TAM 25,17,13,Chris Redman pass incomplete short middle intended for Jason Snelling (defended by Tim Crowder),2.680,1.800
4,6:43,4,10,TAM 25,17,13,Jason Elam 43 yard field goal no good,1.800,-1.140
4,6:38,1,10,TAM 33,17,13,Derrick Ward right tackle for 2 yards (tackle by Chris Owens),1.140,0.860
4,5:58,2,8,TAM 35,17,13,Josh Freeman pass complete short right to Antonio Bryant for 11 yards (tackle by Chris Owens),0.860,1.990
4,5:32,1,10,TAM 46,17,13,Derrick Ward right end for 3 yards (tackle by John Abraham),1.990,1.860
4,4:46,,,,17,13,Timeout #1 by Tampa Bay Buccaneers,0.000,1.860
4,4:46,2,7,TAM 49,17,13,"Penalty on Derrick Ward: False Start, 5 yards (no play)",1.860,1.180
4,4:46,2,12,TAM 44,17,13,Derrick Ward middle for 7 yards (tackle by Curtis Lofton),1.180,1.420
4,4:08,3,5,ATL 49,17,13,Josh Freeman pass complete short middle to Sammie Stroughter for 10 yards (tackle by Curtis Lofton),1.420,2.980
4,3:25,1,10,ATL 39,17,13,Derrick Ward right end for 2 yards (tackle by Chris Owens),2.980,2.710
4,3:21,,,,17,13,Timeout #2 by Atlanta Falcons,0.000,2.710
4,3:21,2,8,ATL 37,17,13,Derrick Ward middle for 1 yard (tackle by Jamaal Anderson),2.710,2.150
4,3:16,,,,17,13,Timeout #3 by Atlanta Falcons,0.000,2.150
4,3:15,3,7,ATL 36,17,13,Derrick Ward right tackle for 3 yards (tackle by Kroy Biermann and Jamaal Anderson),2.150,1.180
4,2:34,4,4,ATL 33,17,13,Connor Barth 51 yard field goal no good,1.180,-1.660
4,2:30,1,10,ATL 41,17,13,Chris Redman pass incomplete short right intended for Tony Gonzalez,1.660,1.120
4,2:24,2,10,ATL 41,17,13,Chris Redman pass complete short right to Tony Gonzalez for 8 yards (tackle by Geno Hayes),1.120,1.490
4,2:06,3,2,ATL 49,17,13,Chris Redman pass complete short left to Eric Weems for 5 yards (tackle by Tanard Jackson),1.490,2.520
4,2:00,1,10,TAM 46,17,13,Chris Redman pass incomplete deep right intended for Michael Jenkins,2.520,1.980
4,1:53,2,10,TAM 46,17,13,Chris Redman pass complete short right to Tony Gonzalez for 11 yards (tackle by Geno Hayes),1.980,3.250
4,1:35,1,10,TAM 35,17,13,Chris Redman pass complete short left to Michael Jenkins for 10 yards (tackle by Derrick Roberson),3.250,3.910
4,1:20,1,10,TAM 25,17,13,Chris Redman spiked the ball,3.910,3.360
4,1:19,2,10,TAM 25,17,13,Chris Redman pass complete short right to Tony Gonzalez for 9 yards (tackle by Geno Hayes),3.360,4.060
4,1:14,3,1,TAM 16,17,13,Chris Redman pass complete short middle to Tony Gonzalez for 6 yards (tackle by Geno Hayes),4.060,4.910
4,0:50,1,10,TAM 10,17,13,Chris Redman spiked the ball,4.910,4.190
4,0:49,2,10,TAM 10,17,13,Chris Redman pass incomplete short middle intended for Marty Booker,4.190,3.130
4,0:40,,,,17,13,Timeout #2 by Tampa Bay Buccaneers,0.000,3.130
4,0:40,3,10,TAM 10,17,13,"Chris Redman pass incomplete short right intended for Tony Gonzalez (defended by Sabby Piscitelli). Penalty on Derrick Roberson: Defensive Holding, 5 yards (no play)",3.130,6.060
4,0:36,1,5,TAM 5,17,13,Chris Redman pass incomplete short left intended for Roddy White,6.060,5.150
4,0:34,2,5,TAM 5,17,13,Chris Redman pass incomplete,5.150,4.260
4,0:30,3,5,TAM 5,17,13,Chris Redman pass incomplete short left intended for Tony Gonzalez,4.260,3.010
4,0:26,,,,17,13,Timeout #3 by Tampa Bay Buccaneers,0.000,3.010
4,0:26,4,5,TAM 5,17,19,"Chris Redman pass complete short left to Roddy White for 5 yards, touchdown",3.010,7.000
,,,,,,,"Replay Assistant challenged the pass completion ruling, and the play was upheld.",,
4,,,,TAM 2,17,20,Jason Elam kicks extra point good,0.000,0.000
4,,,,ATL 30,17,20,"Michael Koenen kicks off 71 yards, returned by Clifton Smith for 21 yards (tackle by Coy Wire)",0.000,0.280
4,0:16,1,10,TAM 20,17,20,Josh Freeman for 8 yards (tackle by Stephen Nicholas),0.280,0.810
4,0:09,2,2,TAM 28,17,20,"Josh Freeman pass complete short right to Kellen Winslow for 10 yards, lateral to Josh Freeman for 1 yard, lateral to Jeremy Zuttah for 1 yard (tackle by Chevis Jackson). Jeremy Zuttah fumbles (forced by Chevis Jackson), recovered by Chevis Jackson at TAM-40 (tackle by Cadillac Williams)",0.810,1.470
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
