Quarter,Time,Down,ToGo,Location,KAN,SDG,Detail,EPB,EPA
1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter
,,,,,,,"Chiefs won the coin toss, Chiefs to receive the opening kickoff.",,
1,15:00,,,SDG 30,0,0,"Nate Kaeding kicks off 65 yards, returned by Dexter McCluster for 16 yards (tackle by Brandon Siler)",0.000,0.340
1,14:56,1,10,KAN 21,0,0,Thomas Jones left tackle for 3 yards (tackle by Antwan Applewhite and Luis Castillo),0.340,0.210
1,14:21,2,7,KAN 24,0,0,Jamaal Charles left end for 10 yards (tackle by Antoine Cason),0.210,1.200
1,13:52,1,10,KAN 34,0,0,Jamaal Charles right end for 1 yard (tackle by Antonio Garay),1.200,0.790
1,13:16,2,9,KAN 35,0,0,Thomas Jones middle for -1 yards (tackle by Eric Weddle),0.790,-0.030
1,12:34,3,10,KAN 34,0,0,Brodie Croyle pass complete short right to Terrance Copper for -1 yards (tackle by Dante Hughes),-0.030,-1.180
1,11:57,4,11,KAN 33,0,0,"Dustin Colquitt punts 48 yards, returned by Antoine Cason for 14 yards (tackle by Verran Tucker)",-1.180,-1.140
1,11:43,1,10,SDG 33,0,0,Ryan Mathews middle for 4 yards (tackle by Glenn Dorsey and Shaun Smith),1.140,1.130
1,11:04,2,6,SDG 37,0,0,Ryan Mathews middle for 5 yards (tackle by Glenn Dorsey and Jovan Belcher),1.130,1.090
1,10:22,3,1,SDG 42,0,0,Vincent Jackson left end for 14 yards (tackle by Brandon Carr),1.090,2.650
1,9:47,1,10,KAN 44,0,0,Philip Rivers pass complete short middle to Darren Sproles for 7 yards (tackle by Javier Arenas and Jon McGraw),2.650,3.060
1,9:06,2,3,KAN 37,0,0,Philip Rivers for 1 yard (tackle by Tamba Hali),3.060,2.480
1,8:29,3,2,KAN 36,0,0,Philip Rivers right end for 4 yards (tackle by Jon McGraw),2.480,3.450
1,7:48,1,10,KAN 32,0,0,Ryan Mathews left end for 4 yards (tackle by Jon McGraw),3.450,3.440
1,7:06,2,6,KAN 28,0,0,Darren Sproles middle for 1 yard (tackle by Derrick Johnson),3.440,2.870
1,6:23,3,5,KAN 27,0,0,Philip Rivers pass complete short right to Vincent Jackson for 10 yards (tackle by Eric Berry),2.870,4.440
1,5:39,1,10,KAN 17,0,6,"Philip Rivers pass complete deep right to Malcom Floyd for 17 yards, touchdown",4.440,7.000
1,,,,KAN 2,0,7,Nate Kaeding kicks extra point good,0.000,0.000
1,,,,SDG 30,0,7,"Nate Kaeding kicks off 59 yards, returned by Dexter McCluster for 28 yards (tackle by Brandon Siler)",0.000,1.530
1,5:27,1,10,KAN 39,0,7,Thomas Jones right tackle for -1 yards (tackle by Antonio Garay),1.530,0.850
1,4:53,2,11,KAN 38,0,7,Brodie Croyle pass complete short middle to Jamaal Charles for 4 yards (tackle by Stephen Cooper),0.850,0.700
1,4:09,3,7,KAN 42,0,7,Brodie Croyle pass incomplete deep left intended for Terrance Copper,0.700,-0.590
1,4:03,4,7,KAN 42,0,7,"Dustin Colquitt punts 49 yards, fair catch by Antoine Cason. Penalty on Brandon Siler: Offensive Holding, 4 yards",-0.590,0.380
1,3:55,1,10,SDG 5,0,7,Mike Tolbert middle for 3 yards (tackle by Tyson Jackson and Ron Edwards),-0.380,-0.560
1,3:20,2,7,SDG 8,0,7,Mike Tolbert middle for 7 yards (tackle by Eric Berry),-0.560,-0.220
1,2:41,1,10,SDG 15,0,7,Mike Tolbert left end for 4 yards (tackle by Brandon Carr),-0.220,-0.110
1,2:03,2,6,SDG 19,0,7,Philip Rivers pass complete short right to Malcom Floyd for 7 yards (tackle by Brandon Carr),-0.110,0.670
1,1:22,1,10,SDG 26,0,7,Philip Rivers pass complete short left to Randy McMichael for 11 yards (tackle by Derrick Johnson and Mike Vrabel),0.670,1.400
1,0:40,1,10,SDG 37,0,7,Ryan Mathews right end for 1 yard (tackle by Tyson Jackson),1.400,0.990
Quarter,Time,Down,ToGo,Location,KAN,SDG,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,9,SDG 38,0,7,Philip Rivers pass complete short left to Ryan Mathews for 6 yards (tackle by Brandon Carr and Jovan Belcher),0.990,1.090
2,14:12,3,3,SDG 44,0,7,Philip Rivers pass incomplete short left intended for Ryan Mathews. Penalty on Kion Wilson: Offensive Pass Interfere (Declined),1.090,-0.460
2,14:07,4,3,SDG 44,0,7,"Mike Scifres punts 56 yards, touchback",-0.460,-0.280
