Quarter,Time,Down,ToGo,Location,SDG,KAN,Detail,EPB,EPA
2,7:51,2,8,KAN 22,3,10,Matt Cassel pass incomplete short right intended for Jonathan Baldwin,0.000,-0.690
2,7:45,3,8,KAN 22,3,10,Matt Cassel pass incomplete short left intended for Dwayne Bowe,-0.690,-1.900
2,7:37,4,8,KAN 22,3,10,"Dustin Colquitt punts 47 yards, returned by Patrick Crayton for 6 yards (tackle by Justin Houston)",-1.900,-1.400
2,7:26,1,10,SDG 37,3,10,Philip Rivers pass complete short left to Malcom Floyd for 10 yards (tackle by Brandon Carr),1.400,2.060
2,6:44,1,10,SDG 47,3,10,Philip Rivers pass complete short left to Ryan Mathews for 12 yards (tackle by Jon McGraw),2.060,2.850
2,6:01,1,10,KAN 41,3,10,Philip Rivers pass complete deep middle to Antonio Gates for 16 yards (tackle by Jon McGraw),2.850,3.910
2,5:20,1,10,KAN 25,3,10,"Ryan Mathews up the middle for 7 yards (tackle by Jon McGraw). Ryan Mathews fumbles (forced by Jon McGraw), recovered by Kendrick Lewis at KAN-16 (tackle by Antonio Gates)",3.910,0.140
2,5:09,1,10,KAN 16,3,10,Thomas Jones right tackle for 2 yards (tackle by Donald Butler and Jacques Cesaire),-0.140,-0.350
2,4:30,2,8,KAN 18,3,10,Thomas Jones up the middle for 4 yards (tackle by Dante Hughes),-0.350,-0.570
2,3:49,3,4,KAN 22,3,10,"Matt Cassel sacked by Travis LaBoy for -6 yards. Matt Cassel fumbles (forced by Travis LaBoy), recovered by Dante Hughes at KAN-22",-0.570,-4.110
,,,,,,,"SDG challenged the incomplete pass ruling, and the original play was overturned.",,
2,3:45,1,10,KAN 22,3,10,Ryan Mathews left end for 5 yards (tackle by Derrick O. Johnson),4.110,4.290
2,3:23,2,5,KAN 17,3,10,"Philip Rivers pass complete short left to Antonio Gates for 17 yards. Penalty on Antonio Gates: Offensive Pass Interference, 10 yards (no play)",4.290,2.890
2,3:17,2,15,KAN 27,3,10,Philip Rivers sacked by Derrick O. Johnson for -7 yards,2.890,1.290
2,2:37,3,22,KAN 34,3,10,"Philip Rivers pass complete short right to Ryan Mathews for 12 yards (tackle by Javier Arenas). Penalty on Jeromey Clary: Offensive Holding, 10 yards (no play)",1.290,-0.030
2,2:00,3,32,KAN 44,3,10,Philip Rivers pass complete short right to Vincent Jackson for 10 yards (tackle by Derrick O. Johnson),-0.030,1.060
2,1:16,4,22,KAN 34,3,10,Nick Novak 52 yard field goal no good,1.060,-1.730
2,1:11,1,10,KAN 42,3,10,Thomas Jones left guard for 3 yards (tackle by Na'il Diggs),1.730,1.590
2,0:46,2,7,KAN 45,3,10,"Penalty on Antwan Barnes: Neutral Zone Infraction, 5 yards (no play)",1.590,2.270
2,0:44,2,2,,3,10,Dexter McCluster up the middle for no gain (tackle by Antwan Barnes),2.270,1.550
2,0:25,3,2,,3,10,Matt Cassel pass complete deep middle to Steve Breaston for 21 yards (tackle by Marcus Gilchrist),1.550,3.640
2,0:17,,,,3,10,Timeout #3 by Kansas City Chiefs,0.000,3.640
2,0:17,1,10,SDG 29,3,10,Matt Cassel pass incomplete deep right intended for Dwayne Bowe,3.640,3.100
2,0:13,2,10,SDG 29,3,10,Matt Cassel pass incomplete,3.100,2.410
2,0:07,3,10,SDG 29,3,13,Ryan Succop 47 yard field goal good,2.410,3.000
2,,,,KAN 35,3,13,"Ryan Succop kicks off 42 yards, returned by Curtis Brinkley for 12 yards (tackle by Demorrio Williams)",0.000,1.270
Quarter,Time,Down,ToGo,Location,SDG,KAN,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,SDG 35,3,13,"Nick Novak kicks off 69 yards, returned by Dexter McCluster for 29 yards (tackle by Jacob Hester)",0.000,0.610
3,14:55,1,10,KAN 25,3,13,Jackie Battle right end for 1 yard (tackle by Vaughn Martin),0.610,0.200
3,14:22,2,9,KAN 26,3,13,Matt Cassel pass incomplete deep middle intended for Steve Breaston,0.200,-0.490
3,14:17,3,9,KAN 26,3,13,Matt Cassel sacked by Antwan Barnes for -6 yards,-0.490,-2.030
3,13:58,4,15,KAN 20,3,13,Dustin Colquitt punts 68 yards,-2.030,0.350
3,13:38,1,10,SDG 12,3,13,"Penalty on Marcus McNeill: False Start, 5 yards (no play)",-0.350,-0.570
3,13:38,1,15,SDG 7,3,13,Philip Rivers pass complete deep middle to Malcom Floyd for 17 yards (tackle by Brandon Flowers),-0.570,0.540
3,13:02,1,10,SDG 24,3,13,Ryan Mathews up the middle for 2 yards (tackle by Glenn Dorsey and Demorrio Williams),0.540,0.270
3,12:19,2,8,SDG 26,3,13,Philip Rivers pass complete short left to Ryan Mathews for 4 yards (tackle by Demorrio Williams),0.270,0.100
3,11:49,3,4,SDG 30,3,13,Philip Rivers pass complete short left to Ryan Mathews for 11 yards (tackle by Derrick O. Johnson),0.100,1.660
3,11:06,1,10,SDG 41,3,13,Curtis Brinkley up the middle for 5 yards (tackle by Tyson Jackson),1.660,1.800
3,10:28,2,5,SDG 46,3,13,Philip Rivers pass complete deep right to Antonio Gates for 24 yards (tackle by Kendrick Lewis),1.800,3.580
3,9:43,1,10,KAN 30,3,13,Curtis Brinkley left tackle for 2 yards (tackle by Tamba Hali),3.580,3.300
3,8:58,2,8,KAN 28,3,13,Philip Rivers pass complete short right to Curtis Brinkley for 2 yards (tackle by Jovan Belcher and Tyson Jackson),3.300,2.870
3,8:19,3,6,KAN 26,3,13,Philip Rivers pass incomplete deep middle intended for Patrick Crayton (defended by Javier Arenas),2.870,1.760
3,8:14,4,6,KAN 26,6,13,Nick Novak 44 yard field goal good,1.760,3.000
3,,,,SDG 35,6,13,"Nick Novak kicks off 66 yards, returned by Dexter McCluster for 23 yards (tackle by Andrew Gachkar)",0.000,0.410
3,8:04,1,10,KAN 22,6,13,Matt Cassel pass incomplete deep right intended for Jonathan Baldwin,0.410,-0.130
3,8:04,2,10,KAN 22,6,13,"Penalty on Jake O'Connell: False Start, 5 yards (no play)",-0.130,-0.940
3,7:57,2,15,KAN 17,6,13,Matt Cassel pass incomplete deep left intended for Jonathan Baldwin is intercepted by Eric Weddle at KAN-39 and returned for 11 yards (tackle by Casey Wiegmann),-0.940,-3.710
3,7:46,1,10,KAN 28,6,13,Ryan Mathews right end for 3 yards (tackle by Brandon Flowers),3.710,3.570
3,7:16,2,7,KAN 25,6,13,"Penalty on Marcus McNeill: False Start, 5 yards (no play)",3.570,2.900
3,6:50,2,12,KAN 30,6,13,Philip Rivers pass complete short right to Antonio Gates for 6 yards (tackle by Travis Daniels),2.900,3.010
3,6:10,3,6,KAN 24,6,13,Philip Rivers pass incomplete deep right intended for Richard Goodman,3.010,1.890
3,6:05,4,6,KAN 24,9,13,Nick Novak 42 yard field goal good,1.890,3.000
3,,,,SDG 35,9,13,"Nick Novak kicks off 73 yards, returned by Dexter McCluster for 33 yards (tackle by Richard Goodman)",0.000,0.610
3,5:56,1,10,KAN 25,9,13,Dexter McCluster left end for -4 yards (tackle by Na'il Diggs),0.610,-0.480
3,5:18,2,14,KAN 21,9,13,Matt Cassel sacked by Cam Thomas for -8 yards,-0.480,-2.750
3,4:42,3,22,KAN 13,9,13,Matt Cassel pass complete short right to Steve Breaston for 4 yards (tackle by Steve Gregory),-2.750,-2.320
3,4:01,4,18,KAN 17,9,13,"Dustin Colquitt punts 61 yards, returned by Patrick Crayton for 16 yards (tackle by Cory Greenwood)",-2.320,-1.470
3,3:50,1,10,SDG 38,9,13,Philip Rivers pass incomplete deep left intended for Randy McMichael,1.470,0.920
3,3:46,2,10,SDG 38,9,13,Philip Rivers pass complete short left to Malcom Floyd for 39 yards (tackle by Brandon Carr),0.920,4.040
3,3:11,1,10,KAN 23,9,13,Ryan Mathews up the middle for 14 yards (tackle by Brandon Carr),4.040,5.140
3,2:41,1,9,KAN 9,9,13,Ryan Mathews up the middle for 1 yard (tackle by Amon Gordon and Glenn Dorsey),5.140,4.570
3,2:01,2,8,KAN 8,9,13,Philip Rivers pass incomplete,4.570,3.580
3,1:54,3,8,KAN 8,9,13,Philip Rivers pass incomplete short left intended for Antonio Gates. Penalty on Jeromey Clary: Offensive Holding (Declined),3.580,2.950
3,1:47,4,8,KAN 8,12,13,Nick Novak 26 yard field goal good,2.950,3.000
3,,,,SDG 35,12,13,"Nick Novak kicks off 69 yards, returned by Dexter McCluster for 30 yards (tackle by Andrew Gachkar)",0.000,0.670
3,1:40,1,10,KAN 26,12,13,Jackie Battle left end for 7 yards (tackle by Jacques Cesaire),0.670,1.070
3,1:06,2,3,KAN 33,12,13,Matt Cassel pass complete short right to Leonard Pope for 11 yards (tackle by Eric Weddle),1.070,1.860
3,0:23,1,10,KAN 44,12,13,Matt Cassel pass complete short middle to Jonathan Baldwin for 5 yards (tackle by Takeo Spikes),1.860,1.990
Quarter,Time,Down,ToGo,Location,SDG,KAN,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,5,KAN 49,12,13,Matt Cassel pass complete short left to Le'Ron McClain for 3 yards (tackle by Jacques Cesaire),1.990,1.690
4,14:18,3,2,SDG 48,12,13,Matt Cassel for 7 yards (tackle by Takeo Spikes),1.690,2.850
4,13:50,1,10,SDG 41,12,13,Jackie Battle right end for 11 yards (tackle by Marcus Gilchrist),2.850,3.580
4,13:12,1,10,SDG 30,12,13,Matt Cassel pass complete short left to Dwayne Bowe for 6 yards (tackle by Quentin Jammer),3.580,3.840
4,12:48,2,4,SDG 24,12,13,Jackie Battle left end for 5 yards (tackle by Donald Butler),3.840,4.310
4,12:27,1,10,SDG 19,12,13,Jackie Battle up the middle for 18 yards (tackle by Eric Weddle),4.310,6.970
,,,,,,,"Replay Assistant challenged the runner broke the plane ruling, and the original play was overturned.",,
4,12:03,1,1,SDG 1,12,19,"Jackie Battle up the middle for 1 yard, touchdown",6.970,7.000
4,,,,SDG 2,12,19,"Ryan Succop kicks extra point good. Penalty on Jon Asamoah: False Start, 5 yards (no play)",0.000,0.000
4,,,,SDG 2,12,20,Ryan Succop kicks extra point good,0.000,0.000
4,,,,KAN 35,12,20,"Ryan Succop kicks off 65 yards, touchback",0.000,0.280
4,12:01,1,10,SDG 20,12,20,Philip Rivers pass incomplete short right intended for Vincent Jackson,0.280,-0.270
4,11:56,2,10,SDG 20,12,20,Philip Rivers pass complete short right to Patrick Crayton for 18 yards (tackle by Travis Daniels),-0.270,1.470
4,11:12,1,10,SDG 38,12,20,Curtis Brinkley up the middle for 4 yards (tackle by Derrick O. Johnson),1.470,1.460
4,10:36,2,6,SDG 42,12,20,Philip Rivers sacked by Tamba Hali for -7 yards,1.460,-0.160
4,9:57,3,13,SDG 35,12,20,Philip Rivers pass complete deep right to Vincent Jackson for 27 yards (tackle by Javier Arenas),-0.160,3.050
4,9:08,1,10,KAN 38,12,20,Philip Rivers pass incomplete short right intended for Antonio Gates (defended by Brandon Flowers),3.050,2.510
4,9:03,,,,12,20,Timeout #1 by Kansas City Chiefs,0.000,2.510
4,9:03,2,10,KAN 38,12,20,Philip Rivers pass complete short right to Ryan Mathews for 14 yards (tackle by Justin Houston),2.510,3.970
4,8:37,1,10,KAN 24,12,20,Philip Rivers for 2 yards (tackle by Jovan Belcher),3.970,3.700
4,8:02,2,8,KAN 22,12,20,Philip Rivers pass complete deep right to Curtis Brinkley for 20 yards (tackle by Justin Houston),3.700,6.740
4,7:19,1,2,KAN 2,18,20,"Curtis Brinkley up the middle for 2 yards, touchdown",6.740,7.000
4,,,,,20,20,"Two Point Attempt: Philip Rivers pass complete to Curtis Brinkley, conversion succeeds",1.000,1.000
,,,,,,,"Replay Assistant challenged the runner broke the plane ruling, and the play was upheld.",,
4,,,,SDG 35,20,20,"Nick Novak kicks off 69 yards, returned by Dexter McCluster for 22 yards (tackle by Paul Oliver)",0.000,0.040
4,7:04,1,10,KAN 18,20,20,Jackie Battle left end for -1 yards (tackle by Antonio Garay),0.040,-0.650
4,6:31,2,11,KAN 17,20,20,Matt Cassel pass complete short right to Dwayne Bowe for 10 yards (tackle by Marcus Gilchrist),-0.650,-0.020
4,5:56,3,1,KAN 27,20,20,Jackie Battle up the middle for -1 yards (tackle by Tommie Harris),-0.020,-1.630
4,5:16,4,2,KAN 26,20,20,"Dustin Colquitt punts 58 yards, returned by Patrick Crayton for 31 yards (tackle by Cory Greenwood). Penalty on Jake O'Connell: Ineligible Downfield Kick, 5 yards",-1.630,-2.390
4,4:59,1,10,KAN 48,20,20,"Philip Rivers pass incomplete short right intended for Antonio Gates. Penalty on Marcus McNeill: Illegal Use of Hands, 10 yards (no play)",2.390,1.730
4,4:58,1,20,SDG 42,20,20,Philip Rivers pass complete short right to Curtis Brinkley for 2 yards (tackle by Derrick O. Johnson and Kelly Gregg),1.730,0.770
4,4:13,2,18,SDG 44,20,20,Philip Rivers pass incomplete deep middle intended for Malcom Floyd (defended by Brandon Flowers),0.770,0.100
4,4:09,3,18,SDG 44,20,20,Philip Rivers pass complete short middle to Patrick Crayton for 19 yards (tackle by Brandon Flowers),0.100,3.120
4,3:27,1,10,KAN 37,20,20,Curtis Brinkley up the middle for 6 yards (tackle by Glenn Dorsey),3.120,3.380
4,2:45,2,4,KAN 31,20,20,Curtis Brinkley up the middle for 6 yards (tackle by Allen Bailey),3.380,3.910
4,2:00,1,10,KAN 25,20,20,Curtis Brinkley up the middle for 4 yards (tackle by Glenn Dorsey),3.910,3.900
4,1:54,,,,20,20,Timeout #2 by Kansas City Chiefs,0.000,3.900
4,1:54,2,6,KAN 21,20,20,Curtis Brinkley up the middle for 5 yards (tackle by Jovan Belcher),3.900,4.060
4,1:48,,,,20,20,Timeout #3 by Kansas City Chiefs,0.000,4.060
4,1:48,3,1,KAN 16,20,20,Jacob Hester up the middle for 1 yard (tackle by Reshard Langford),4.060,4.580
4,1:03,1,10,KAN 15,20,20,"Philip Rivers for no gain. Philip Rivers fumbles, recovered by Andy Studebaker at KAN-16 (tackle by Philip Rivers)",4.580,0.140
4,0:48,1,10,KAN 16,20,20,Dexter McCluster up the middle for no gain (tackle by Takeo Spikes),-0.140,-0.660
4,0:37,,,,20,20,Timeout #1 by San Diego Chargers,0.000,-0.660
4,0:37,2,10,KAN 16,20,20,Matt Cassel pass complete deep right to Keary Colbert for 19 yards,-0.660,1.270
4,0:32,1,10,KAN 35,20,20,Matt Cassel pass complete short middle to Dwayne Bowe for 20 yards (tackle by Eric Weddle),1.270,2.590
4,0:14,1,10,SDG 45,20,20,Matt Cassel spiked the ball,2.590,2.040
4,0:12,2,10,SDG 45,20,20,Matt Cassel pass incomplete deep right intended for Dwayne Bowe is intercepted by Eric Weddle at SDG-28 and returned for 7 yards,2.040,-1.270
4,0:06,1,10,SDG 35,20,20,Philip Rivers kneels for -1 yards,1.270,0.000
Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime
Quarter,Time,Down,ToGo,Location,SDG,KAN,Detail,EPB,EPA
,,,,,,,"Chargers won the coin toss, Chargers to receive the overtime kickoff.",,
OT,,,,KAN 35,20,20,"Ryan Succop kicks off 65 yards, touchback",0.000,0.280
OT,15:00,1,10,SDG 20,20,20,Philip Rivers pass complete short left to Randy McMichael for 2 yards (tackle by Andy Studebaker and Derrick O. Johnson),0.280,0.000
OT,14:18,2,8,SDG 22,20,20,"Philip Rivers sacked by Tamba Hali for -8 yards. Philip Rivers fumbles (forced by Tamba Hali), recovered by Philip Rivers at SDG-12",0.000,-2.360
OT,13:41,3,18,SDG 12,20,20,Curtis Brinkley right end for 6 yards (tackle by Derrick O. Johnson),-2.360,-2.240
OT,13:01,4,12,SDG 18,20,20,"Mike Scifres punts 59 yards, returned by Dexter McCluster for 6 yards (tackle by Kory Sperry). Penalty on Cory Greenwood: Illegal Block Above the Waist, 10 yards",-2.240,-0.150
OT,12:44,1,10,KAN 19,20,20,Matt Cassel pass complete short right to Dexter McCluster for 12 yards (tackle by Steve Gregory),0.150,1.000
OT,12:06,1,10,KAN 31,20,20,Matt Cassel pass incomplete deep right intended for Dwayne Bowe (defended by Quentin Jammer),1.000,0.460
OT,12:01,,,,20,20,Timeout #1 by Kansas City Chiefs,0.000,0.460
OT,12:01,2,10,KAN 31,20,20,Matt Cassel pass complete short right to Jonathan Baldwin for 11 yards (tackle by Marcus Gilchrist),0.460,1.730
OT,11:24,1,10,KAN 42,20,20,Jackie Battle up the middle for 2 yards (tackle by Donald Butler),1.730,1.460
OT,10:42,2,8,KAN 44,20,20,Matt Cassel pass complete short right to Dexter McCluster for 13 yards (tackle by Eric Weddle),1.460,2.720
OT,10:25,1,10,SDG 43,20,20,Matt Cassel pass complete short right to Dexter McCluster for 3 yards (tackle by Donald Butler),2.720,2.580
OT,10:03,2,7,SDG 40,20,20,Thomas Jones right end for -2 yards (tackle by Donald Butler),2.580,1.620
OT,10:03,3,9,SDG 42,20,20,"Penalty on Branden Albert: False Start, 5 yards (no play)",1.620,0.960
OT,9:18,3,14,SDG 47,20,20,Matt Cassel pass complete short left to Steve Breaston for 17 yards (tackle by Steve Gregory),0.960,3.580
OT,8:31,1,10,SDG 30,20,20,Jackie Battle up the middle for no gain (tackle by Donald Butler and Antwan Barnes),3.580,3.030
OT,7:59,2,10,SDG 30,20,20,Jackie Battle left tackle for 9 yards (tackle by Eric Weddle),3.030,3.530
OT,7:20,,,,20,20,Timeout #1 by San Diego Chargers,0.000,3.530
OT,7:20,3,1,SDG 21,20,20,Jackie Battle left end for 6 yards (tackle by Donald Butler and Steve Gregory),3.530,4.580
OT,6:39,1,10,SDG 15,20,20,Jackie Battle right end for no gain (tackle by Donald Butler),4.580,3.950
OT,5:59,2,10,SDG 15,20,20,Thomas Jones up the middle for 3 yards (tackle by Travis LaBoy),3.950,3.580
OT,5:19,,,,20,20,Timeout #2 by San Diego Chargers,0.000,3.580
OT,5:19,3,7,SDG 12,20,23,Ryan Succop 30 yard field goal good,3.580,3.000
End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime
