Quarter,Time,Down,ToGo,Location,SEA,STL,Detail,EPB,EPA
2,,,,SEA 30,3,17,"Josh Brown kicks off 60 yards, returned by Arlen Harris for 28 yards (tackle by Niko Koutouvides)",0.000,1.470
2,6:42,1,10,STL 38,3,17,"Marc Bulger pass complete to Isaac Bruce for 3 yards (tackle by Anthony Simmons). Isaac Bruce fumbles (forced by Anthony Simmons), recovered by Orlando Huff at STL-41 (tackle by Steven Jackson)",1.470,-2.850
2,6:34,1,10,STL 41,3,17,"Penalty on Tommy Polley: Illegal Contact, 5 yards (no play)",2.850,3.180
2,6:14,1,10,STL 36,3,17,"Shaun Alexander right tackle for no gain (tackle by Tommy Polley). Penalty on Bryce Fisher: Defensive Offside, 5 yards (no play)",3.180,3.910
2,5:59,1,5,STL 31,3,17,Shaun Alexander left tackle for 19 yards (tackle by Travis Fisher),3.910,4.780
2,5:22,1,10,STL 12,3,17,Matt Hasselbeck pass incomplete intended for Jerry Rice (defended by Jerametrius Butler),4.780,4.100
2,5:16,2,10,STL 12,3,17,Matt Hasselbeck pass incomplete intended for Jerramy Stevens,4.100,3.120
2,5:13,3,10,STL 12,3,17,Matt Hasselbeck pass incomplete intended for Darrell Jackson,3.120,2.630
2,5:07,4,10,STL 12,6,17,Josh Brown 30 yard field goal good,2.630,3.000
2,,,,SEA 30,6,17,"Josh Brown kicks off 64 yards, returned by Arlen Harris for 29 yards (tackle by Tracy White)",0.000,1.270
2,4:55,1,10,STL 35,6,17,Steven Jackson right end for 8 yards (tackle by Ken Hamlin),1.270,1.800
2,4:18,2,2,STL 43,6,17,Steven Jackson left end for 1 yard (tackle by Anthony Simmons),1.800,1.220
2,3:32,3,1,STL 44,6,17,Marshall Faulk left tackle for 2 yards (tackle by Chike Okeafor and Cedric Woodard),1.220,1.990
2,2:45,1,10,STL 46,6,17,Marc Bulger pass incomplete intended for Isaac Bruce,1.990,1.450
2,2:40,2,10,STL 46,6,17,Marc Bulger sacked by Brandon Mitchell for -2 yards,1.450,0.500
2,2:00,3,12,STL 44,6,17,Marc Bulger pass complete to Marshall Faulk for 6 yards (tackle by Cedric Woodard),0.500,-0.060
2,1:48,,,,6,17,Timeout #1 by Seattle Seahawks,0.000,-0.060
2,1:48,4,6,STL 50,6,17,"Sean Landeta punts 50 yards, touchback",-0.060,-0.280
2,1:41,1,10,SEA 20,6,17,Maurice Morris right tackle for 1 yard (tackle by Leonard Little),0.280,-0.130
2,1:23,2,9,SEA 21,6,17,Matt Hasselbeck pass complete to Bobby Engram for 1 yard (tackle by Jerametrius Butler),-0.130,-0.690
2,1:19,3,8,SEA 22,6,17,Matt Hasselbeck pass complete to Jerramy Stevens for 11 yards (tackle by Aeneas Williams),-0.690,1.140
2,0:58,1,10,SEA 33,6,17,Matt Hasselbeck pass complete to Jerramy Stevens for 11 yards (tackle by Aeneas Williams),1.140,1.860
2,0:35,1,10,SEA 44,6,17,Matt Hasselbeck pass complete to Bobby Engram for 5 yards (tackle by Aeneas Williams),1.860,1.990
2,0:30,2,5,SEA 49,6,17,Matt Hasselbeck pass incomplete intended for Koren Robinson,1.990,1.290
2,0:25,,,,6,17,Timeout #2 by Seattle Seahawks,0.000,1.290
2,0:25,3,5,SEA 49,6,17,Matt Hasselbeck pass incomplete intended for Darrell Jackson,1.290,-0.130
2,0:21,4,5,SEA 49,6,17,"Donnie Jones punts 51 yards, touchback. Penalty on Tracy White: Illegal Formation (Declined)",-0.130,-0.280
2,0:13,1,10,STL 20,6,17,Marc Bulger kneels for -1 yards (tackle by Cedric Woodard),0.280,-0.460
Quarter,Time,Down,ToGo,Location,SEA,STL,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,STL 30,6,17,"Jeff Wilkins kicks off 66 yards, returned by Kerry Carter for 36 yards (tackle by Adam Archuleta)",0.000,1.600
3,14:53,1,10,SEA 40,6,17,Shaun Alexander left tackle for 13 yards (tackle by Jerametrius Butler and Rich Coady),1.600,2.460
3,14:23,1,10,STL 47,6,17,Shaun Alexander up the middle for no gain (tackle by Ryan Pickett),2.460,1.910
3,13:46,2,10,STL 47,6,17,Matt Hasselbeck pass incomplete intended for Koren Robinson,1.910,1.220
3,13:30,3,10,STL 47,6,17,Matt Hasselbeck pass complete to Jerry Rice for 9 yards (tackle by Tommy Polley),1.220,0.720
3,13:18,4,1,STL 38,6,17,Mack Strong up the middle for no gain (tackle by Damione Lewis),0.720,-1.530
3,13:13,1,10,STL 39,6,17,Marshall Faulk up the middle for 4 yards (tackle by Chad Brown),1.530,1.530
3,12:38,2,6,STL 43,6,17,Marc Bulger pass complete to Isaac Bruce for 19 yards (tackle by Ken Lucas),1.530,3.050
3,12:02,1,10,SEA 38,6,17,Marshall Faulk up the middle for 2 yards (tackle by Anthony Simmons and Terreal Bierria),3.050,2.780
3,11:23,2,8,SEA 36,6,17,Marc Bulger pass complete to Kevin Curtis for 8 yards (tackle by Anthony Simmons),2.780,3.710
3,11:04,1,10,SEA 28,6,17,Marshall Faulk right tackle for -3 yards (tackle by Chad Brown),3.710,2.760
3,10:27,2,13,SEA 31,6,17,Marc Bulger up the middle for 2 yards (tackle by Chad Brown),2.760,2.340
3,9:46,3,11,SEA 29,6,17,Marc Bulger pass incomplete intended for Mike Furrey,2.340,1.500
3,9:37,4,11,SEA 29,6,20,Jeff Wilkins 47 yard field goal good,1.500,3.000
3,,,,STL 30,6,20,"Jeff Wilkins kicks off 67 yards, returned by Kerry Carter for 28 yards (tackle by Adam Archuleta)",0.000,1.000
3,9:26,1,10,SEA 31,6,20,Matt Hasselbeck pass incomplete intended for Koren Robinson,1.000,0.460
3,9:22,2,10,SEA 31,6,20,Shaun Alexander left tackle for 16 yards (tackle by Travis Fisher),0.460,2.060
3,8:46,1,10,SEA 47,6,20,"Penalty on Chris Gray: False Start, 5 yards (no play)",2.060,1.730
3,8:29,1,15,SEA 42,6,20,Matt Hasselbeck pass complete to Koren Robinson for 17 yards (tackle by Travis Fisher),1.730,2.850
3,7:58,1,10,STL 41,6,20,Matt Hasselbeck pass incomplete intended for Koren Robinson,2.850,2.310
3,7:54,2,10,STL 41,6,20,Shaun Alexander right tackle for 11 yards (tackle by Tommy Polley),2.310,3.580
3,7:20,1,10,STL 30,6,20,Shaun Alexander left guard for 1 yard (tackle by Ryan Pickett and Trev Faulk),3.580,3.170
3,6:43,2,9,STL 29,6,20,Maurice Morris right end for 2 yards (tackle by Tommy Polley and Adam Archuleta),3.170,2.740
3,6:03,3,7,STL 27,6,20,Matt Hasselbeck pass incomplete intended for Jerry Rice,2.740,1.670
3,5:59,4,7,STL 27,9,20,Josh Brown 45 yard field goal good,1.670,3.000
3,,,,SEA 30,9,20,"Josh Brown kicks off 63 yards, returned by Arlen Harris for 10 yards (tackle by Isaiah Kacyvenski)",0.000,-0.060
3,5:29,1,10,STL 17,9,20,Marc Bulger pass complete to Isaac Bruce for 19 yards (tackle by Marcus Trufant),-0.060,1.330
3,5:20,1,10,STL 36,9,20,"Marshall Faulk left tackle for 14 yards (tackle by Chike Okeafor). Marshall Faulk fumbles (forced by Chike Okeafor), recovered by Ken Lucas at STL-50. Penalty on Orlando Pace: Disqualification, 15 yards",1.330,-3.250
3,5:11,1,10,STL 35,9,20,Shaun Alexander left end for 18 yards (tackle by Travis Fisher),3.250,4.440
3,4:38,1,10,STL 17,9,20,Matt Hasselbeck for -6 yards (tackle by Leonard Little),4.440,3.080
3,4:09,2,16,STL 23,9,20,Matt Hasselbeck pass incomplete intended for Shaun Alexander (defended by Pisa Tinoisamoa),3.080,2.410
3,4:03,3,16,STL 23,9,20,Matt Hasselbeck pass incomplete intended for Koren Robinson,2.410,1.930
3,3:59,4,16,STL 23,12,20,Josh Brown 41 yard field goal good,1.930,3.000
3,,,,SEA 30,12,20,"Josh Brown kicks off 68 yards, returned by Arlen Harris for 20 yards (tackle by Isaiah Kacyvenski)",0.000,0.410
3,3:49,1,10,STL 22,12,20,Marshall Faulk up the middle for 10 yards (tackle by Terreal Bierria),0.410,1.070
3,3:19,1,10,STL 32,12,20,Marshall Faulk right end for 5 yards (tackle by Chike Okeafor and Cedric Woodard),1.070,1.200
3,2:39,2,5,STL 37,12,20,Marshall Faulk right end for 7 yards (tackle by Michael Boulware),1.200,1.860
3,1:57,1,10,STL 44,12,20,Marc Bulger pass incomplete intended for Isaac Bruce,1.860,1.320
3,1:51,2,10,STL 44,12,20,Steven Jackson left tackle for -1 yards (tackle by Anthony Simmons),1.320,0.500
3,1:18,3,11,STL 43,12,20,Marc Bulger pass incomplete intended for Steven Jackson,0.500,-0.520
3,1:05,4,11,STL 43,12,20,"Sean Landeta punts 51 yards, returned by Maurice Morris for 3 yards (tackle by Dwight Anderson)",-0.520,0.380
3,0:53,1,10,SEA 9,12,20,Matt Hasselbeck pass incomplete intended for Darrell Jackson (defended by DeJuan Groce),-0.380,-0.780
3,0:44,2,10,SEA 9,12,20,Shaun Alexander left guard for 4 yards (tackle by Adam Archuleta),-0.780,-0.950
3,0:13,3,6,SEA 13,12,20,Matt Hasselbeck pass complete to Mack Strong for 7 yards (tackle by Tommy Polley),-0.950,0.280
Quarter,Time,Down,ToGo,Location,SEA,STL,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,SEA 20,12,20,Shaun Alexander left tackle for 3 yards (tackle by Trev Faulk and Damione Lewis),0.280,0.140
4,14:25,2,7,SEA 23,12,20,Matt Hasselbeck up the middle for 17 yards (tackle by Adam Archuleta),0.140,1.600
4,13:49,1,10,SEA 40,12,20,"Penalty on Steve Hutchinson: False Start, 5 yards (no play)",1.600,1.270
4,13:28,1,15,SEA 35,12,20,Matt Hasselbeck pass complete to Darrell Jackson for 10 yards (tackle by Jerametrius Butler),1.270,1.730
4,12:55,2,5,SEA 45,12,20,Shaun Alexander left tackle for 6 yards (tackle by Leonard Little),1.730,2.320
4,12:24,1,10,STL 49,12,20,Matt Hasselbeck pass incomplete intended for Koren Robinson,2.320,1.780
4,12:17,2,10,STL 49,12,20,"Shaun Alexander left tackle for 35 yards (tackle by Aeneas Williams). Shaun Alexander fumbles (forced by Aeneas Williams), recovered by Rich Coady at STL-9 (tackle by Bobby Engram)",1.780,0.380
4,12:05,1,10,STL 9,12,20,Marc Bulger pass incomplete intended for Shaun McDonald,-0.380,-0.780
4,12:01,2,10,STL 9,12,20,Marc Bulger pass complete to Kevin Curtis for 16 yards (tackle by Ken Hamlin),-0.780,0.610
4,11:19,1,10,STL 25,12,20,"Penalty on Tom Nutten: False Start, 5 yards (no play)",0.610,0.280
4,11:01,1,15,STL 20,12,20,"Penalty on Blaine Saipaia: False Start, 5 yards (no play)",0.280,-0.410
4,10:43,1,20,STL 15,12,20,Steven Jackson up the middle for 8 yards (tackle by Chike Okeafor),-0.410,-0.210
4,10:03,2,12,STL 23,12,20,Marc Bulger pass complete to Isaac Bruce for 5 yards (tackle by Bobby Taylor),-0.210,-0.230
4,9:19,3,7,STL 28,12,20,Marc Bulger pass complete to Mike Furrey for 8 yards (tackle by Bobby Taylor),-0.230,1.330
4,8:35,1,10,STL 36,12,20,Steven Jackson up the middle for 2 yards (tackle by Anthony Simmons and Cedric Woodard),1.330,1.060
4,7:51,,,,12,20,Timeout #1 by Seattle Seahawks,0.000,1.060
4,7:51,2,8,STL 38,12,20,Marc Bulger pass incomplete intended for Mike Furrey,1.060,0.370
4,7:47,3,8,STL 38,12,20,Marc Bulger pass complete to Marshall Faulk for 4 yards (tackle by Marcus Trufant),0.370,-0.590
4,7:11,4,4,STL 42,12,20,"Sean Landeta punts 37 yards, returned by Maurice Morris for 17 yards (tackle by Arlen Harris)",-0.590,-1.470
4,6:59,1,10,SEA 38,12,20,Matt Hasselbeck pass incomplete intended for Darrell Jackson (defended by Jerametrius Butler),1.470,0.920
4,6:54,2,10,SEA 38,12,20,Shaun Alexander left guard for 3 yards (tackle by Leonard Little),0.920,0.630
4,6:20,3,7,SEA 41,12,20,Matt Hasselbeck pass incomplete intended for Darrell Jackson,0.630,-0.650
4,6:16,4,7,SEA 41,12,20,Donnie Jones punts 50 yards,-0.650,0.380
4,6:02,1,10,STL 9,12,20,Marshall Faulk left end for 13 yards (tackle by Ken Hamlin),-0.380,0.410
4,5:19,1,10,STL 22,12,20,Marshall Faulk left guard for 5 yards (tackle by Chike Okeafor),0.410,0.540
4,4:35,2,5,STL 27,12,20,Marc Bulger pass complete to Marshall Faulk for 1 yard (tackle by Chike Okeafor),0.540,-0.030
4,3:52,3,4,STL 28,12,20,Kevin Curtis left end for 15 yards (tackle by Bobby Taylor),-0.030,1.800
4,3:02,1,10,STL 43,12,20,Marshall Faulk right end for -1 yards (tackle by Marcus Trufant),1.800,1.120
4,2:52,,,,12,20,Timeout #2 by Seattle Seahawks,0.000,0.000
4,2:52,,,,12,20,Timeout #1 by St. Louis Rams,0.000,1.120
4,2:52,2,11,STL 42,12,20,Marshall Faulk up the middle for 5 yards (tackle by Ken Hamlin),1.120,1.090
4,2:46,,,,12,20,Timeout #3 by Seattle Seahawks,0.000,1.090
4,2:46,3,6,STL 47,12,20,Marshall Faulk right tackle for 40 yards (tackle by Heath Evans),1.090,4.710
4,2:38,,,,12,20,Timeout #2 by St. Louis Rams,0.000,4.710
4,2:38,1,10,SEA 13,12,20,Steven Jackson right end for 4 yards (tackle by Cedric Woodard),4.710,4.770
4,2:00,2,6,SEA 9,12,20,Steven Jackson right tackle for 1 yard (tackle by Cedric Woodard),4.770,4.100
4,1:16,3,5,SEA 8,12,20,Marshall Faulk up the middle for 3 yards (tackle by Cedric Woodard),4.100,3.030
4,0:30,,,,12,20,Timeout #3 by St. Louis Rams,0.000,3.030
4,0:30,4,2,SEA 5,12,23,Jeff Wilkins 23 yard field goal good,3.030,3.000
4,,,,STL 30,12,23,"Jeff Wilkins kicks off 72 yards, returned by Kerry Carter for 32 yards (tackle by Brian Howard). Penalty on Mike Furrey: Low Block, 15 yards",0.000,1.930
4,0:26,1,10,SEA 45,12,23,Matt Hasselbeck pass incomplete intended for Koren Robinson,1.930,1.380
4,0:15,2,10,SEA 45,12,23,Matt Hasselbeck pass complete to Maurice Morris for 8 yards (tackle by Aeneas Williams),1.380,1.750
4,0:09,3,2,STL 47,12,23,Matt Hasselbeck pass incomplete intended for Maurice Morris,1.750,0.130
4,0:02,4,2,STL 47,12,23,Matt Hasselbeck pass complete to Koren Robinson for 33 yards (tackle by Rich Coady),0.130,0.280
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
