Quarter,Time,Down,ToGo,Location,NYG,WAS,Detail,EPB,EPA
1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter
,,,,,,,"Redskins won the coin toss and deferred, Giants to receive the opening kickoff.",,
1,15:00,,,WAS 30,0,0,"Graham Gano kicks off 70 yards, touchback",0.000,0.280
1,15:00,1,10,NYG 20,0,0,Eli Manning pass complete short middle to Bear Pascoe for 9 yards (tackle by Reed Doughty),0.280,0.950
1,14:20,2,1,NYG 29,0,0,Eli Manning pass complete short middle to Kevin Boss for 13 yards (tackle by LaRon Landry),0.950,1.730
1,13:35,1,10,NYG 42,0,0,Brandon Jacobs left end for 2 yards (tackle by Fred Smoot),1.730,1.460
1,12:49,2,8,NYG 44,0,0,Brandon Jacobs left end for 6 yards (tackle by Albert Haynesworth),1.460,1.550
1,12:07,3,2,,0,0,Ahmad Bradshaw left end for 4 yards (tackle by LaRon Landry),1.550,2.520
1,11:30,1,10,WAS 46,0,0,Eli Manning pass complete short right to Travis Beckum for 4 yards (tackle by LaRon Landry),2.520,2.520
1,10:55,2,6,WAS 42,0,0,Brandon Jacobs right end for 8 yards (tackle by Carlos Rogers and Reed Doughty),2.520,3.310
1,10:13,1,10,WAS 34,0,0,Ahmad Bradshaw right end for 4 yards (tackle by Phillip Daniels),3.310,3.310
1,9:31,2,6,WAS 30,0,0,Eli Manning pass incomplete short left intended for Steve Smith,3.310,2.610
1,9:25,3,6,WAS 30,0,0,Eli Manning pass complete short middle to Ahmad Bradshaw for 14 yards (tackle by LaRon Landry and Kareem Moore),2.610,4.510
1,8:46,1,10,WAS 16,0,0,Brandon Jacobs left tackle for 5 yards (tackle by London Fletcher),4.510,4.760
1,8:09,2,5,WAS 11,0,0,Brandon Jacobs right end for 2 yards (tackle by Renaldo Wynn),4.760,4.390
1,7:26,3,3,WAS 9,0,0,Eli Manning pass complete short middle to Ahmad Bradshaw for 7 yards (tackle by London Fletcher and Rocky McIntosh),4.390,6.740
1,6:42,1,2,WAS 2,0,0,Eli Manning pass incomplete short right intended for Kevin Boss,6.740,5.720
1,6:36,2,2,WAS 2,0,0,Brandon Jacobs right guard for -1 yards (tackle by London Fletcher),5.720,4.720
1,5:53,3,3,WAS 3,6,0,"Ahmad Bradshaw right guard for 3 yards, touchdown",4.720,7.000
1,,,,WAS 2,7,0,Lawrence Tynes kicks extra point good,0.000,0.000
1,,,,NYG 30,7,0,"Lawrence Tynes kicks off 45 yards, returned by Chris Wilson for 8 yards (tackle by Clint Sintim)",0.000,1.140
